area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
bouddha,27.72139,85.36194,1500,7.0686,17935,2537.28,2116946.91,29.95,186,17749
