area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
durbarmarg,27.71261,85.31797,1500,7.0686,24695,3493.63,2439480.7,34.51,682,24013
