area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
new_road,27.702,85.30743,1500,7.0686,28087,3973.5,2348601.39,33.23,481,27606
