area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
kirtipur,27.67806,85.27694,1500,7.0686,11495,1626.21,1031089.45,14.59,126,11369
