area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
pulchowk,27.6787,85.3175,1500,7.0686,17691,2502.76,1989905.82,28.15,446,17245
