area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
bhaktapur durbar square,27.67203,85.42811,1500,7.0686,14891,2106.65,1097757.92,15.53,90,14801
