area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
koteshwor,27.68333,85.35,1500,7.0686,18656,2639.28,1896517.77,26.83,162,18494
