place_id,restaurant_name,latitude,longitude,search_area,Anchor_Destinations,Daytime_Population,Commercial_Vitality
ChIJ51BdbwEZ6zkRYc9pq0fsvnQ,Sam's One Tree Cafe,27.7102986,85.3170511,New Road,0.2264,0.389,0.556
ChIJ3zVXMsYZ6zkRvDSf_vUq4gQ,Cafe du Basantapur,27.7022638,85.30781809999999,New Road,0.4114,0.404,0.6223
ChIJo0OADFYY6zkR9pvbdIF0zQA,Layaku Cafe Lounge & Bar,27.703605,85.308432,New Road,0.4294,0.4469,0.7839
ChIJsy0a_KsZ6zkRwsiY89sTAE0,Kwality Cafe,27.7154635,85.308459,New Road,0.503,0.4975,0.5502
ChIJU7Ryf74Z6zkRyqOx5CCzfOU,Cafe Mitini,27.7178748,85.31125759999999,New Road,0.3949,0.483,0.4108
ChIJL2xWblYY6zkRbgFqm-fITic,Yomari Cafe Garden-Restaurant,27.703007,85.30765,New Road,0.4153,0.3761,0.6147
ChIJ7Td-foEZ6zkRKcAWHW-I60w,Cafe O2,27.711154,85.3187232,New Road,0.3229,0.3638,0.3898
ChIJ8Y1MSAAZ6zkRxqO0ZniJtpM,"ND’s Cafe, Bakery and Ice cream - Jyatha",27.7100543,85.31381739999999,New Road,0.4281,0.4529,0.6361
ChIJ30UUJQAZ6zkRPh32E5_CdzA,Nasalaya (Bhaktapur JuJu Dhau-Yogurt & Cafe),27.7104963,85.31233350000001,New Road,0.4371,0.4087,0.7471
ChIJP_ElzyYZ6zkRqIb4R3D5eeE,Keroneva Cafe,27.6872346,85.3141954,New Road,0.1181,0.3948,0.2459
ChIJA3B6ts8Z6zkRr7vNNzhvbCs,Arshiya Cafe : Halal Authentic,27.703916,85.32270129999999,New Road,0.0842,0.6401,0.515
ChIJRZHYG64Z6zkRgqZ8nIK1yL8,Maitighar Cafe,27.694336,85.3198122,New Road,0.0666,0.1673,0.1186
ChIJD_Cg21UY6zkRQbalUFmXGDU,Kathmandu Fast Food Cafe,27.703113,85.3089461,New Road,0.436,0.4613,0.7644
ChIJXdc0bCsZ6zkR6st_Dbv-sLA,De Lamar Cafe,27.7363502,85.3418117,New Road,0.0,0.0,0.0
ChIJKV2VRQAZ6zkRUQ174SJ_8zE,Secret Den: Cafe And Hangout,27.7487787,85.33150359999999,New Road,0.0,0.0,0.0
ChIJ5fJOp_kZ6zkRe3yoSMqYjI0,Coco cafe,27.7068098,85.3232866,New Road,0.3142,0.5872,0.4079
ChIJ_-ZaUQcZ6zkRN59Bg16EvPE,Cafe Xpress,27.7058008,85.31914909999999,New Road,0.1368,0.6029,0.5262
ChIJ34OfmzUb6zkRqIBuqOnKTvw,Cafe by Ben Dai,27.7219368,85.3645191,New Road,0.0942,0.3199,0.2967
ChIJncGGeAAZ6zkRKJfE8bW8XCw,A Minute Snooker & Sports Bar,27.7048545,85.3057603,New Road,0.3795,0.3451,0.5947
ChIJLyqUmFUY6zkR4rGIUWQxRRc,Koyla Lounge & Bar,27.7036341,85.3106112,New Road,0.4234,0.4559,0.8315
ChIJm7giKgAZ6zkRscb7ePprb4A,The Threads,27.7022791,85.3078659,New Road,0.4114,0.4107,0.6308
ChIJ7_oJI5QZ6zkRvywNhQTU0MA,Mantra lounge & bar,27.7036035,85.30806369999999,New Road,0.4294,0.4123,0.7851
ChIJ94BwJ-0Z6zkRWkBgkdPj2Wo,Fat Monk's Bar,27.7140921,85.3112041,New Road,0.5389,0.3888,0.5498
ChIJgUr-WHgZ6zkR14LImARrkl8,Daabali Restro and Bar,27.7028303,85.30769719999999,New Road,0.4081,0.3847,0.5923
ChIJg_zcSgAZ6zkR-32Aha-BxJk,33°West Sky Bar,27.7140803,85.31029930000001,New Road,0.5485,0.3802,0.5466
ChIJK2Z2AUcZ6zkRPhnBBU_QSJA,IVY Bar Kathmandu,27.7028234,85.3075732,New Road,0.4129,0.3761,0.5859
ChIJ37B9j-MZ6zkRWlS_chICW4I,Buzz Bar,27.7139056,85.31120659999999,New Road,0.5266,0.3876,0.5571
ChIJXULqjZ4Z6zkRR35EFsOb4R0,Gothic Rave Bar,27.715894,85.3104097,New Road,0.5089,0.4441,0.5475
ChIJeY9Ik2gZ6zkRVAYBRhlYL4Y,A Tiny Pub,27.7116062,85.308982,New Road,0.4305,0.4158,0.578
ChIJRYPNfHsZ6zkRp1Hf_pW2mVA,Regal Flavors Restro and Bar,27.710634100000004,85.31728509999999,New Road,0.3012,0.4061,0.4804
ChIJhVJq6-IY6zkRAcY456Xoiso,Kathmandu Grill Restaurant & Wine Bar,27.7162317,85.3098124,New Road,0.5105,0.4592,0.5418
ChIJzS3uP20Z6zkRak192DDvUSc,Eagle Lounge and Bar,27.7136325,85.30279519999999,New Road,0.122,0.2274,0.1657
ChIJ9T0g7_wY6zkR0C8_nPgzUXA,Reggae Bar (रेग्गे बार),27.7148006,85.3102287,New Road,0.5671,0.4283,0.6327
ChIJSwLMdP0Y6zkR03D8Epss23Y,VIP Restaurant Lounge Bar,27.7141474,85.3123432,New Road,0.4759,0.3665,0.5283
ChIJo-_CCgAZ6zkRJdunsOwm5hg,Sky Watch Restaurant & Bar,27.7126671,85.3128315,New Road,0.5021,0.3676,0.6164
ChIJFTqku_wY6zkRDvO59zmBOvg,The Bar Bar Black Sip,27.7157756,85.3092832,New Road,0.5024,0.4686,0.5727
ChIJi6nVRS4Z6zkRLg-fa3wFNoI,Drunken Master Bar,27.7167072,85.3106354,New Road,0.4835,0.4699,0.5003
ChIJmbyL3P0Y6zkRIohNN4P_R2Q,Nepal Go Restaurant & Bar,27.7115757,85.3119984,New Road,0.4875,0.4213,0.7057
ChIJyT725PwY6zkRQxOaNWBwzRQ,De La Soul restaurant and bar,27.714684100000003,85.3108649,New Road,0.568,0.3976,0.5953
ChIJ4R0tyfwY6zkRq4su-AaZBrI,Sam's Bar,27.716394800000003,85.3100936,New Road,0.4949,0.4675,0.5322
ChIJ2Vig4_wY6zkR6PA939y0m8M,KC's Restaurant & Bar,27.714814800000003,85.31072739999999,New Road,0.5647,0.4086,0.6166
ChIJbcrwHAAZ6zkRrCC7OIZAoNU,Surprise Dance bar,27.6995079,85.31166859999999,New Road,0.2634,0.3025,0.6013
ChIJxYtoGgAZ6zkRZlzbqTtyKBU,Old Eden Hiphop Bar,27.7015937,85.307969,New Road,0.3867,0.3852,0.6461
ChIJ28h1UgAZ6zkRdYUusJrI9F8,Jack and Beans cafe resto and bar,27.6937346,85.31361220000001,New Road,0.159,0.2631,0.2772
ChIJWQyCVFIZ6zkRfqukDfuI0Ls,Rosemary Rooftop Beer's Bar,27.7108017,85.3109698,New Road,0.4567,0.4454,0.8336
ChIJcRT8XgEZ6zkR7QiC-9hZL34,​JuJuBa Lounge Bar & Pub,27.7064748,85.31639,New Road,0.2312,0.5742,0.697
ChIJo-gFUgEZ6zkRmXJSRXVxWYM,Kingsway Restro and Bar,27.7103826,85.3185259,New Road,0.3183,0.4005,0.4067
ChIJ0SIXPWQZ6zkRKDs5sku9teg,Paradiso Bar,27.7168163,85.3040877,New Road,0.1841,0.2139,0.2154
ChIJBwCXQgEZ6zkRxnWQZs0c1xo,Casa Lounge Bar,27.7103041,85.31758219999999,New Road,0.3006,0.4309,0.4825
ChIJX5Gp-0UZ6zkRL4SSP6E-xRI,Square Garden Restro and Bar,27.686414700000004,85.3084868,New Road,0.0803,0.2792,0.2198
ChIJIzUX_soZ6zkRkG0YMooiuuQ,"Pala - Restaurant & Bar, Pan Asian - Thakali - Nepali - Continental",27.7175607,85.3116731,New Road,0.4616,0.4675,0.4312
ChIJ17_r8_YZ6zkRW6-7M9npovM,The Metro Lounge& Bar,27.7054456,85.31854609999999,New Road,0.1316,0.594,0.4637
ChIJecCCLywZ6zkR3WzmVCPMV2c,TJ's Bar,27.7141875,85.3119375,New Road,0.4957,0.3825,0.539
ChIJl3lPbwQZ6zkRInR0MIEDQTg,Le Trio Restaurant & Bar,27.7134535,85.3199302,New Road,0.2686,0.1816,0.2788
ChIJnfeYEjEZ6zkRee9vDPJXNJk,Bar 1,27.6841431,85.3122587,New Road,0.0693,0.2322,0.1268
ChIJ1zermfwY6zkRz_WFBNYjiHg,Bluebell Resto & Bar,27.7152331,85.30896369999999,New Road,0.5373,0.4633,0.5992
ChIJmdZh6PwY6zkRHKlZfE9hMGI,Shisha Lounge and Bar,27.7151091,85.310413,New Road,0.5586,0.4338,0.6265
ChIJn1uQso0Z6zkRYyasz4QFhNE,24karat cocktail bar,27.7151098,85.3104135,New Road,0.5586,0.4338,0.6265
ChIJyTT-UUkZ6zkRAZD3dY0MCvQ,Perkyz Pub,27.7299322,85.3257441,New Road,0.0,0.0,0.0
ChIJ90g_6AYZ6zkRPuXBpS6RuHA,Home Bar,27.7172858,85.3125237,New Road,0.4517,0.4101,0.4204
ChIJqdMgm6AZ6zkRimqbv-3_Scg,Stupa Restto & Bar,27.7113597,85.31124009999999,New Road,0.5179,0.43,0.7217
ChIJqSwK0zUZ6zkRm1t0pFEFHyQ,Local Junction Bar,27.7135612,85.3124723,New Road,0.4474,0.3559,0.5207
ChIJGb53WvQZ6zkRS2HsiRGOutc,Jungle Lounge & Bar,27.7143521,85.3101604,New Road,0.5686,0.4081,0.5846
ChIJv3XRTC0Z6zkRRj7PZEZDbUk,Tipsy Monkey Restro and Bar,27.7153795,85.3103064,New Road,0.5484,0.4513,0.6084
ChIJ19VAsrgZ6zkR9rLPWhue-eQ,HIFI Lounge and Bar,27.7089086,85.3153624,New Road,0.325,0.487,0.6509
ChIJm4X9-J8Z6zkRalvcfPVE0Rs,Afterdark bar,27.7153902,85.3123293,New Road,0.5011,0.3915,0.4859
ChIJoVvV6SwZ6zkROORAdAg8rbc,Zync Bar,27.7136066,85.31247940000002,New Road,0.4498,0.3559,0.5207
ChIJkQ7S1AEZ6zkRU-pwJyxyBH4,NEW MALLTA FAMILY RESTURANT & BAR,27.7080678,85.3138255,New Road,0.3016,0.518,0.6187
ChIJZ0H-CgEZ6zkR-fFqVikMUaM,Titanic Dance Bar,27.7095047,85.31627850000001,New Road,0.2718,0.4262,0.6283
ChIJ93fS7kkZ6zkRIqSzgvSEeVg,Titos Pub,27.7165153,85.31318060000001,New Road,0.435,0.3593,0.3781
ChIJiyg2XtQZ6zkR351QBGTls0g,Ray On Lounge Bar,27.7114751,85.3122456,New Road,0.4842,0.4056,0.7238
ChIJAfzC2cgZ6zkR6eCyNOpfxfo,75 Bar Thamel,27.7136713,85.3103007,New Road,0.5515,0.3571,0.5338
ChIJ8QJQvCwZ6zkReC-fmF-WLRE,New lumbini restaurant and bar,27.6994416,85.31153719999999,New Road,0.2706,0.2939,0.6299
ChIJtZl1CJcZ6zkRVnzxlbb4RuM,RDX Shots Bar,27.7142825,85.31049420000001,New Road,0.5614,0.3801,0.5656
ChIJg5LmPgAZ6zkRXqfD0_UXKZo,Traditional Taj bakery (Mubarak),27.7028809,85.3115273,New Road,0.3967,0.4139,0.6985
ChIJe39aEFcY6zkRD6H1Yn4PtzU,New Jasmin Bakery,27.7012121,85.3051354,New Road,0.3089,0.3278,0.5422
ChIJxaBGlYkZ6zkRYIPTSRrqI_8,Krishna Bakery and Confectionery,27.7097295,85.30797629999999,New Road,0.3496,0.3756,0.5292
ChIJW5SXy-UZ6zkRtDWIDadFRJ8,Bloom Bakery,27.7132693,85.312231,New Road,0.4522,0.3775,0.542
ChIJ6-OmRP8Y6zkRVbXs08dD96Y,B.K Bakery - Indrachowk,27.7058903,85.3095037,New Road,0.4094,0.5074,0.9808
ChIJ2dHZZAAZ6zkRWf2Njwq5tG0,Bakery House,27.701887,85.308078,New Road,0.3939,0.3996,0.6695
ChIJxy_9gPcZ6zkRCIWPT70UcBY,Traditional Taj bakery,27.6975551,85.3092068,New Road,0.2424,0.3092,0.4443
ChIJBYsij-0Z6zkR2qMRvGDcP1M,Hot and Bakes,27.7014226,85.29911539999999,New Road,0.1233,0.3348,0.4054
ChIJZ-e_PFYZ6zkR528f8RiWrjA,The Baking Lab,27.7158704,85.3074039,New Road,0.3511,0.4561,0.4507
ChIJzf8bY-wZ6zkRKE8xOLXp1w8,Taja Bakery Lagan Branch,27.6990784,85.3070784,New Road,0.2564,0.3539,0.5164
ChIJQ35mZgAZ6zkRN25xMO2x9Fo,Taja Bakery & coffee shop,27.7113001,85.307964,New Road,0.3655,0.4012,0.5452
ChIJ_2Bkim4Z6zkRHcpE2KMunp8,Crave The Bakery and Coffee Shop Bakhundol,27.6838348,85.3121274,New Road,0.066,0.2448,0.1406
ChIJYXsJbgAZ6zkRv4zFEsVZZlQ,Traditional Taj Bakery ( Rahul),27.7018911,85.3084215,New Road,0.4344,0.3687,0.7068
ChIJiyV3QlIZ6zkRH6DAzaeXJqA,Traditional taj bakery holsale branch,27.6981072,85.2984898,New Road,0.1104,0.3307,0.4307
ChIJ6zvbxfwZ6zkRZWQ7Tta-K9Q,Cake Shop Traditional Taj Bakery,27.6913141,85.2985787,New Road,0.0276,0.0954,0.1959
ChIJ35G1q1gZ6zkR5FgU2SiWpNQ,Bakery House - Nardevi,27.7078807,85.306105,New Road,0.2804,0.3446,0.4344
ChIJqX3UTasZ6zkRd_P_6K-OpSs,New Jasmine Bakery,27.7080599,85.3098662,New Road,0.4305,0.4803,0.6894
ChIJAQMT1xgZ6zkRsk1nhxmG1RY,AKD'S BAKERY & CAFE,27.6909934,85.30544259999999,New Road,0.0868,0.1237,0.1749
ChIJPUQITgAZ6zkRMiEUHiQyBJ8,BK Bakery - Newroad,27.7035549,85.31032739999999,New Road,0.4225,0.4582,0.758
ChIJh92_hqIZ6zkRcSEQIYQOCa8,Traditional Bakery jesan's cake shop,27.6870644,85.29796499999999,New Road,0.0,0.0166,0.0211
ChIJEdqDk1kY6zkRHG_noTwtr58,Friendly Bakery,27.700021,85.3018055,New Road,0.1447,0.3791,0.4477
ChIJq766BXsZ6zkRuiyENuqEj4k,Bake N sale Bakery,27.7196722,85.3092114,New Road,0.2453,0.3936,0.4346
ChIJAWj6fIEZ6zkRxnywESDNvwg,Traditional taj bakery factory branch,27.6997207,85.2985139,New Road,0.1145,0.3243,0.4024
ChIJCzzPMFYY6zkRP9cy8lkkra0,Shree Kumari Bakery,27.703868,85.30628589999999,New Road,0.3945,0.3556,0.5358
ChIJ49fARxEZ6zkR7R6piuG4OLY,Bakery Room ( KGH),27.7152982,85.3093133,New Road,0.5364,0.4609,0.6079
ChIJE529k1kY6zkRo5aQsjiho-g,Prajwol Bakery,27.6999585,85.3017541,New Road,0.1447,0.381,0.4582
ChIJufuvGNAZ6zkR0QKi0Tj-FjA,Ama Bakery,27.7135763,85.2888716,New Road,0.0,0.0,0.0
ChIJg9zqViMZ6zkRweCDKJcTUM8,Nd's Bakery,27.7038993,85.3061398,New Road,0.3744,0.3538,0.5358
ChIJIzfiKTMZ6zkRvrpVsAY7d7U,Ganga jamuna bakery,27.7087332,85.3064311,New Road,0.2688,0.369,0.4601
ChIJUzItGgAZ6zkRQ5kDcA7Iw4o,Taj bakery,27.7022853,85.3054679,New Road,0.3398,0.3359,0.4571
ChIJud91mQAZ6zkR4uu7r027z64,Taj Bakery,27.705858,85.3172369,New Road,0.1906,0.5673,0.6178
ChIJR7r7Q-IZ6zkRUTOTZzUvQkg,Whisk The Bakery,27.6914158,85.29903709999999,New Road,0.0276,0.0922,0.1959
ChIJ_WK4kxUZ6zkRxuqkT5HgKco,Soaltee Bakery,27.6970722,85.2928345,New Road,0.0561,0.111,0.1536
ChIJ37w_FQAZ6zkRpQr6vtW2XkU,Traditional Bakery Kupondol,27.6871035,85.3141129,New Road,0.1124,0.401,0.2491
ChIJx-cVRgAZ6zkRKmY4weRs74A,Bakery House - Dallu,27.7095472,85.3009441,New Road,0.1418,0.2391,0.2907
ChIJlZo6ylcY6zkRKYH2jb1ST0Y,Laligurans Bakery,27.7035581,85.3055371,New Road,0.3792,0.3489,0.4827
ChIJW4PT6gIZ6zkRSiHerBIK7sE,Family bakery,27.6888655,85.31281609999999,New Road,0.1131,0.3339,0.2532
ChIJLbrck7QZ6zkR_m3rjaRm6hI,Center Point Bakery Cafe,27.6865509,85.3154349,New Road,0.1448,0.4798,0.3438
ChIJY5ZUUP8Y6zkRFtww2K2KiPc,Makha-an Bakery Shop,27.7055103,85.3089358,New Road,0.4356,0.5091,0.9178
ChIJe3dsNAkZ6zkR0D6eEhkrEBI,La Mari KTM - Lazimpat,27.7189916,85.3177753,New Road,0.1332,0.2246,0.1969
ChIJlzVNmFcY6zkR5Opt5MD6uRw,Face Point Bakery,27.7025808,85.3044402,New Road,0.3267,0.2982,0.4456
ChIJPT-8M-oZ6zkRPtb8NslfnPM,"Shyam Bakery, Jhochhen",27.7027218,85.3077122,New Road,0.4129,0.3973,0.6136
ChIJgcajSrAZ6zkR7kWa4PUX9Ac,Amrit Bakery,27.7135174,85.29369369999999,New Road,0.009,0.021,0.049
ChIJH7BXagAZ6zkRW5nM8NgGEco,Hotput Bakery,27.7014957,85.2995246,New Road,0.1098,0.3398,0.3916
ChIJF7DK7FAY6zkRYU0G5e3HHCQ,Teku Bakery Shop,27.6969948,85.3046193,New Road,0.1664,0.2605,0.361
ChIJhYtTtfYY6zkR-oMXPmHgu7U,The Suzi Bakery,27.7105622,85.299386,New Road,0.1113,0.1894,0.2353
ChIJ13fucv0Z6zkRRPZ9S_IFc50,Fresh Bake Factory Outlet,27.7231886,85.3103678,New Road,0.0794,0.2364,0.2017
ChIJb92PCgAZ6zkR77oAVy-jTTk,Santosh Bakery & tea hub,27.7076711,85.3057378,New Road,0.2906,0.3502,0.4166
ChIJ3UuAitYZ6zkR3tbtWqhnVD4,Cycle Coffee Co.,27.703996,85.3133125,New Road,0.2573,0.3943,0.7045
ChIJH9YbdVAZ6zkRgtqNS3liLmg,Happy Espresso,27.7023027,85.3076014,New Road,0.4155,0.4001,0.5502
ChIJqwIJfFYY6zkRJPB6HPesU2k,Snowman Cafe,27.7023243,85.3079008,New Road,0.4114,0.4012,0.6436
ChIJTblBXAAZ6zkRetuvPdQ8edA,The Himalayan Coffee Bar,27.7142469,85.3087102,New Road,0.547,0.4169,0.593
ChIJrfxbQgcZ6zkRI9MCqGEUGII,himalayan coffee house,27.7116371,85.3089014,New Road,0.4248,0.4119,0.5812
ChIJr6C7LVQY6zkRmf-3iDi-Rs4,Himalayan Bud Coffee House,27.7018421,85.30898409999999,New Road,0.4443,0.3967,0.7475
ChIJkzysqZwZ6zkR4ByTjrisaG4,The Coffee Bar by Nepal Coffee Company,27.7110027,85.3178701,New Road,0.3225,0.3979,0.4035
ChIJ8at7QgwZ6zkRF20IV2endzc,Bloom Coffee,27.6851019,85.3071521,New Road,0.0689,0.2389,0.1376
ChIJd2yMBVQY6zkRDmHMx7iOqU0,ADHIRAN CAFE,27.6996356,85.3090759,New Road,0.3425,0.358,0.6988
ChIJhT1MPcUZ6zkRRkC8Jtd2lvM,Aduwa Coffee & More (Barista Training),27.7158954,85.3063167,New Road,0.2645,0.3643,0.3745
ChIJZ9vbw_0Y6zkRzJwAB6RJrTs,Chikusa cafe,27.7118829,85.3120536,New Road,0.5142,0.4246,0.6384
ChIJjxj5wmwZ6zkROwhDhXpnoxE,ORGANICO | Mad Honey • Shilajit • Specialty Coffee & Tea Hub,27.7157212,85.3094177,New Road,0.5081,0.4614,0.5633
ChIJK8lqKgAZ6zkRCAecAsqBoms,Liberica Coffee House,27.7085687,85.30306139999999,New Road,0.1437,0.2832,0.28
ChIJF1CkICoZ6zkR-fiCy4i7XPE,Himalayan Java Coffee - Kuleshwor,27.6944364,85.29866179999999,New Road,0.0885,0.2799,0.4232
ChIJOS2TOG4Z6zkRxttWxVrcMmY,Himalayan Java Coffee- Thamel JP Marga,27.7142683,85.3102967,New Road,0.5605,0.3801,0.5761
ChIJZyzxYwAZ6zkRfTfjygCbNbg,New Face to Face Coffee Shop and Raju Store,27.6999513,85.3116919,New Road,0.2796,0.3195,0.6384
ChIJhaRyhSwZ6zkRElCmbSoBS2I,Himalayan Java Coffee - Ason,27.7076875,85.3120625,New Road,0.3691,0.5042,0.7569
ChIJY8eVmv0Y6zkRZuqMvR38axA,Gaia Restaurant,27.7132225,85.3128918,New Road,0.4621,0.3316,0.5525
ChIJo4b-UgAZ6zkRdNcuqoUBXRw,Om sai bakery and coffee shop,27.7021149,85.3194549,New Road,0.074,0.4906,0.4379
ChIJH1FNFv0Z6zkR_N2ZFlnVk8o,Himalayan Java Coffee - Civil Mall,27.6993434,85.3127971,New Road,0.2166,0.2262,0.45
ChIJo1lII-0Z6zkReLIutzjNdSU,Coffee Ghar,27.6978482,85.3129034,New Road,0.2206,0.2334,0.3969
ChIJH5q-IjQY6zkRDPms4fnnzqc,Katmandu Coffee,27.719647,85.318908,New Road,0.1458,0.2481,0.2182
ChIJYY74N1MY6zkR7T4aqSjtVUY,Mani's Himalayan Organic Coffee,27.6977909,85.3130473,New Road,0.2173,0.2412,0.3841
ChIJdy8qCAoZ6zkRC251_C00BY0,Jb Himalayan coffee,27.702162500000004,85.31139069999999,New Road,0.4204,0.4126,0.7177
ChIJU81ZokQZ6zkRU_I37TszkbY,Arabica Coffee,27.7108042,85.3184308,New Road,0.315,0.386,0.3886
ChIJKS4uZ4QZ6zkRhsVVmS--2D0,Coffee Shop,27.7080827,85.31884289999999,New Road,0.2958,0.529,0.4687
ChIJJegmMMsZ6zkR2qDyDOXvMcA,MountBrew Coffee,27.7372101,85.3162397,New Road,0.0,0.0,0.0
ChIJhYn9sQcZ6zkRaGGDxvEoEno,Freshcup Coffee,27.7079417,85.3222442,New Road,0.3455,0.553,0.4756
ChIJ85CpyGIZ6zkRiJZaqMLh2Bw,Himalayan Java Coffee - Kupondole,27.6858495,85.3175219,New Road,0.1513,0.5274,0.3033
ChIJRZXNIQAb6zkRQaP9d7-CE_I,Sagaroma Restaurant,27.6870349,85.36625240000001,Koteshwor,0.0066,0.041,0.0309
ChIJUeAXXowZ6zkRW1ntAU1W6C4,Royal Majestic Events & Restaurant,27.6861408,85.3484696,Koteshwor,0.0713,0.4146,0.4308
ChIJJw6b68wZ6zkRTtLXkopoYc0,PAT'S STATION RESTAURANT AND BAR,27.675339,85.3446383,Koteshwor,0.0593,0.4361,0.2619
ChIJVy5sBBYZ6zkRoY4ntlqrzVo,Byanjan House,27.6875751,85.3472501,Koteshwor,0.0731,0.4838,0.4203
ChIJv0Jc44wZ6zkR8cU3vFaWt0Y,Siddhartha Cottage,27.685042,85.3474923,Koteshwor,0.0755,0.4664,0.404
ChIJ2V1mF04Z6zkR5qohSTz9AHc,Chincha Piro Restaurant,27.6883107,85.34864329999999,Koteshwor,0.0567,0.3776,0.3541
ChIJo4LUaAAZ6zkRit7vp0HtHAI,Yatra cafe and restaurant,27.6817097,85.34051559999999,Koteshwor,0.1279,0.3069,0.2646
ChIJhQcxaAAZ6zkRagKfftq0NVM,Brewly Cafe & Restaurant,27.6848043,85.34553679999999,Koteshwor,0.1099,0.5349,0.4445
ChIJ4_WzzzoZ6zkRB-Aka5m9Heg,Bishnu Restaurant,27.683883,85.3482231,Koteshwor,0.0563,0.4556,0.3697
ChIJbQqyJQwZ6zkRldOQb7lSpk4,Plan B Restaurant & सेकुवा घर,27.6764541,85.35310779999999,Koteshwor,0.0287,0.1555,0.2738
ChIJmwa2l1YZ6zkR2jXrgdIvl80,Sasha Restaurant and Bar,27.6815145,85.34137609999999,Koteshwor,0.1264,0.2997,0.2763
ChIJGyDTQDQb6zkRQgnXUKlVfmA,Na sa chhe (Newari Family Restaurant),27.6916503,85.3653645,Koteshwor,0.0066,0.0374,0.0245
ChIJ32rFSQAZ6zkRUcjOB2ACNvw,see you again cafe,27.668861,85.35366150000002,Koteshwor,0.0261,0.0938,0.1014
ChIJe_3CEwQb6zkR4dRadr9uVYk,Derbys - Restaurant And Sports Bar,27.6874723,85.36660499999999,Koteshwor,0.0033,0.041,0.0309
ChIJB_fIc4kZ6zkRXhriK3Eulj0,Aone Cafe Sinamangal,27.6899581,85.35194640000002,Koteshwor,0.0354,0.12,0.0863
ChIJA8mrz0gZ6zkRfyFBeHDkhbI,Ogaret Family Restaurant,27.6838938,85.3486741,Koteshwor,0.0473,0.4437,0.3749
ChIJza7sBi4Z6zkRih7C33XYuUo,The Majestic Cafe and Restaurant,27.6876978,85.3477632,Koteshwor,0.0665,0.4531,0.4043
ChIJEQ_yUEsZ6zkRhwzeo6Lzq9A,Koila Multi Cuisine Restaurant- Dovan Pool,27.6789009,85.33531520000001,Koteshwor,0.1654,0.3318,0.291
ChIJb8YcQgAb6zkRU1s2mVRkmNs,Pepsicola roadside restaurant and cafe,27.6881768,85.35978980000002,Koteshwor,0.0228,0.1042,0.16
ChIJrYSjOQAZ6zkRPQpbBS_MTkY,TR Restaurant & Sekuwa Corner,27.674956700000003,85.3535279,Koteshwor,0.0467,0.154,0.2397
ChIJbf0oR0Eb6zkRo7fPGnp3BRc,Halesi Restaurant and Stick Food,27.6923613,85.36518769999999,Koteshwor,0.0066,0.0336,0.0096
ChIJ23DzVwAZ6zkRWJxRpOO5m2A,Hotel K1 Babuchha maicha foodie point restaurant.,27.6781335,85.34583909999999,Koteshwor,0.0857,0.5183,0.3294
ChIJkZ6ogTgZ6zkRnfM1qtBM0t8,Nina's,27.736759300000003,85.3347762,Koteshwor,0.0,0.0,0.0
ChIJAcuTSwAb6zkRg5qpGQ4T4cc,FOOD CLUB Restaurant,27.6868283,85.3659212,Koteshwor,0.009,0.0449,0.0373
ChIJQUf5NzAb6zkR-xxOmF9Z3WE,Skydeck Restaurant,27.6873261,85.3622097,Koteshwor,0.0228,0.1014,0.1408
ChIJgzpw8rIb6zkRB8mw0JXT0fs,Shree Rudra Kesar Sweets & Restaurant- Pepsicola,27.6872737,85.36636879999999,Koteshwor,0.0033,0.0446,0.0309
ChIJh9RFrOEZ6zkRF_F-9sH3K5Q,Royal Bardali Multi-Cuisine Restaurant,27.6958888,85.35232010000001,Koteshwor,0.0627,0.2865,0.1493
ChIJ7yvUPIwZ6zkR44z-Q3tipeY,Rock Tunnel Restaurant,27.6880508,85.3483346,Koteshwor,0.0534,0.4149,0.3777
ChIJ392suIYZ6zkRSSMWL7-eHRk,Noryang's Garden Restaurant,27.69091,85.34551510000001,Koteshwor,0.0825,0.4229,0.3775
ChIJixnenLsZ6zkRldYJgwIp_U0,Nirmala restaurant,27.6879215,85.3422341,Koteshwor,0.0965,0.6242,0.4617
ChIJbRJosA8Z6zkRr8_SnmNLtAM,PK Black House and Restaurant,27.6752685,85.3452148,Koteshwor,0.0593,0.4314,0.2642
ChIJqydVhO8b6zkRRucbn9bmgG4,SILAUTO Restaurant & Venue,27.6889537,85.3716281,Koteshwor,0.0,0.0,0.0
ChIJg_uEol8Z6zkRXRV9mMSrqZA,Kabbu's cafe,27.6752738,85.3450522,Koteshwor,0.0593,0.4354,0.2642
ChIJQV-yBJEZ6zkRkRZtvnkp9no,Black & Yellow Cafe,27.6730343,85.351352,Koteshwor,0.053,0.1799,0.2589
ChIJec7fIQAZ6zkRAb3Kwhg0y5s,Clouds Deli Café,27.6971919,85.3501579,Koteshwor,0.0842,0.3731,0.1834
ChIJ-TEX65gZ6zkRDZsk1rx4Bpc,Sekuwa Cafe,27.6717701,85.33829589999999,Koteshwor,0.0683,0.161,0.1946
ChIJGSO3zpkZ6zkRpJFg3_UNzr8,Friends Cafe,27.6879283,85.3416366,Koteshwor,0.0941,0.6207,0.4725
ChIJba8SUO0Z6zkREO0QagVKh90,SSG Cafe & Bakery,27.7043272,85.35077660000002,Koteshwor,0.0033,0.059,0.0032
ChIJeTja1IAZ6zkRPZ-7_7ebcJM,T3 Thakali Bhanchha Ghar & Sekuwa Cafe,27.70115,85.3529375,Koteshwor,0.0204,0.0762,0.0181
