place_id,restaurant_name,latitude,longitude,search_area,Anchor_Destinations,Daytime_Population,Commercial_Vitality
ChIJCalBPAAZ6zkRjhvkMafGOMY,BT Liquers,27.6971102,85.35327869999999,Baneshwor,0.0489,0.2476,0.0927
ChIJ-w-JWBgZ6zkR-DgtvfJ1vdM,White Chilly Restro & Bar,27.6973866,85.3319509,Baneshwor,0.1178,0.3211,0.2481
ChIJMcHvCrwZ6zkRO53jbK1xans,Royal Sekuwa Bar,27.6896653,85.3292441,Baneshwor,0.1047,0.4985,0.3463
ChIJcxRSdJoZ6zkRQUsyHlk02pc,Chefs Bakery & Confectionery,27.690866,85.3408695,Baneshwor,0.122,0.4991,0.4722
ChIJd5KfJgAZ6zkRGHMApNkEWw4,Manau Bakery,27.6966476,85.3354481,Baneshwor,0.0998,0.4745,0.3092
ChIJM5tgfeQZ6zkRz90Fjju5iTA,Kathmandu Bakeology,27.6948811,85.340119,Baneshwor,0.1136,0.5834,0.3422
ChIJcbIZc5IZ6zkRU6PUzMVt3u8,HOMEBAKERY_DILLIBAZAR,27.7024375,85.32818750000001,Baneshwor,0.0774,0.4166,0.3566
ChIJi7KCZTQZ6zkRVjEVGvl7pQA,Baker's Leaf - Australian Bakery,27.7029421,85.3352675,Baneshwor,0.1178,0.3917,0.2999
ChIJ8zicC3cZ6zkRNj6uCY331l4,Shyam bakery,27.6951398,85.337211,Baneshwor,0.1292,0.5231,0.3878
ChIJ2-1vF7kZ6zkRu4EARcpsxeM,Muffin and Cakes Corner,27.6995308,85.3370145,Baneshwor,0.1139,0.4716,0.298
ChIJqa7hxcgZ6zkR4Qf-dxqy8iI,CG 11 Bakery & Cafe,27.6909073,85.3455319,Baneshwor,0.0825,0.4229,0.3775
ChIJK3krIgAZ6zkRQYFA_LutE6M,Khuwa Bakery,27.687795,85.3416098,Baneshwor,0.0941,0.6152,0.4777
ChIJRXsOCSUZ6zkRZEhcZFObr0M,Anjali Bakery,27.6948482,85.33737599999999,Baneshwor,0.1268,0.5239,0.3919
ChIJ-dFyKJAZ6zkRvxScJUX9OxM,Indreni Mart and Bakery,27.6887907,85.3320652,Baneshwor,0.1646,0.6691,0.4777
ChIJjR3b3ZcZ6zkREg-POh-MZf8,Annapurna Bakery,27.6926267,85.33438459999999,Baneshwor,0.1616,0.5829,0.5164
ChIJxUpPKgAZ6zkR2kuQSbNhGlc,Lil's Goreto,27.6975983,85.3537532,Baneshwor,0.0456,0.2357,0.0671
ChIJxTkRg94Z6zkRu4gcQeAt4qI,Brothers Bakery and Coffee Shop,27.6947852,85.3401148,Baneshwor,0.1169,0.5789,0.3539
ChIJ76PTRpkZ6zkRuAaGVb5-_-M,R.P.Bakery Cafe,27.6990763,85.33840339999999,Baneshwor,0.0941,0.4779,0.2738
ChIJy9eRMYQZ6zkRENaKM59TGc0,Family Food Bakery and Cafe,27.6980811,85.3489345,Baneshwor,0.0891,0.3303,0.1589
ChIJ-xaVVwAZ6zkRcrXJgt8lwRQ,Bello Bakery Cafe,27.6809779,85.3443844,Baneshwor,0.1117,0.5337,0.3903
ChIJG-QCQvAZ6zkRFxMehz7NPSc,Krishna Bakery,27.7010559,85.3411076,Baneshwor,0.0845,0.4534,0.3548
ChIJAYkjOPcZ6zkRwAvq-YQK7PE,Yarsha Bakery,27.6955022,85.33346949999999,Baneshwor,0.1662,0.4649,0.3102
ChIJyTiJyLIZ6zkRBbkbTeabyBQ,Global Bakery & Cafe,27.7034721,85.3286349,Baneshwor,0.0852,0.4037,0.3054
ChIJ4_a9DAAZ6zkRlADcb7Vxxjg,Hajurko Bakery,27.7080804,85.3344413,Baneshwor,0.077,0.1487,0.1243
ChIJm-L6D44Z6zkRYQTZhavoHD8,Swiss Bakery,27.6893999,85.3453112,Baneshwor,0.0974,0.5393,0.4926
ChIJ7cbsXQAZ6zkRtc2iri3X510,Romi Bakery Cafe.Barahi Lane-2,27.6844175,85.3249306,Baneshwor,0.1009,0.3551,0.1815
ChIJ0908hpUZ6zkR_iwra3jFUr4,Baker's Treat,27.6788874,85.3433775,Baneshwor,0.1003,0.462,0.3056
ChIJ5wpCn5sZ6zkRDqdL8LrYEBc,The BAKERY & COFFEE SHOP,27.69889,85.3418059,Baneshwor,0.0994,0.4709,0.3385
ChIJ379PZV8Z6zkRFe3eTFwgqag,Baker's Bakery,27.6866585,85.3351039,Baneshwor,0.1461,0.6637,0.496
ChIJ4b9QBb4Z6zkRRKK6tEl9OGI,Underground Bakery Cafe,27.6866734,85.3351124,Baneshwor,0.1461,0.6656,0.4992
ChIJle1SdwAZ6zkR0Ty4ZmoT_Rs,Panda Bakery,27.7018615,85.3254694,Baneshwor,0.0726,0.4775,0.3711
ChIJL21rS2EZ6zkRnhxjtuQwCQg,Italian Bakery and Cakes,27.725261,85.3497719,Baneshwor,0.0482,0.2206,0.1884
ChIJkacmgxkZ6zkRg4E8Qy9QBbY,Dreamcatcher Bakery and Cafe,27.688198,85.3416038,Baneshwor,0.0989,0.5868,0.4608
ChIJtbX0xOkZ6zkRfjgaUTNh-ds,CRAVE YALA the bakery and coffee shop,27.6759432,85.3228781,Baneshwor,0.4495,0.3441,0.4706
ChIJ0RlJ4_wY6zkRYpyG8OuZsPo,PUMPERNICKEL BAKERY,27.7146621,85.31089109999999,Baneshwor,0.568,0.394,0.5889
ChIJ4Wh9oHcZ6zkRJK_W0ch_bHE,The YARA Bakery,27.676802,85.34260019999999,Baneshwor,0.0869,0.4208,0.3006
ChIJrRnmVwAZ6zkRajdJOxH39O8,Kailash Bakery,27.700451,85.33902979999999,Baneshwor,0.1027,0.514,0.3397
ChIJsQocDwAb6zkRpQaqnMbrB78,Namsewal Bakery Kathmandu,27.6941149,85.36684439999999,Baneshwor,0.0,0.0,0.0
ChIJE6B3X-kZ6zkRApl8rtqZ_Uo,Kharayo Bakes,27.7053724,85.3080152,Baneshwor,0.441,0.4602,0.7043
ChIJk7O87PwZ6zkRzwYpzIwUKr0,SARFARAZ Traditional Taj Bakery,27.6943958,85.2851601,Baneshwor,0.0,0.0019,0.0085
ChIJXc83nysZ6zkRj_lWHCnLYrE,Nepal Express Bakery,27.6831961,85.34337819999999,Baneshwor,0.1413,0.5205,0.3649
ChIJx-rH-KEZ6zkRq-QvBJs71m8,Biplove Bakery,27.6911566,85.33356479999999,Baneshwor,0.1823,0.5741,0.4436
ChIJJU4P4ZUZ6zkRMRAGpxe9sRs,Kathmandu Fresh Bakery,27.6879185,85.35038089999999,Baneshwor,0.0477,0.2323,0.1937
ChIJh0SBWnAZ6zkRB9KDaEFogW0,Cakemandu Bakery,27.6808154,85.3416953,Baneshwor,0.1264,0.3094,0.2944
ChIJHXim3TQY6zkROol8Hc-8v0M,Hermann Helmer's German Bakery,27.6782662,85.3125769,Baneshwor,0.237,0.4033,0.3708
ChIJU61MPJIZ6zkRASZo1bQGWtQ,Golden Brown Bakery Cafe,27.687651,85.3431789,Baneshwor,0.1046,0.5912,0.5128
ChIJGcw5gI0Z6zkRRlmp4nrRatY,Ageno Bakery Cafe,27.6820656,85.3327213,Baneshwor,0.1667,0.4457,0.4047
ChIJkUvUZL4Z6zkRO4HDCMYzBXs,RAM HARI BAKERY,27.6874438,85.3321591,Baneshwor,0.1485,0.6769,0.5081
ChIJRXHEdEUZ6zkRuDOnwWgMIFc,Hot Live Bakery,27.6870955,85.342732,Baneshwor,0.1007,0.6071,0.5299
ChIJxzm8f78Z6zkR1F7lHwOY994,Legendary Bakers (TP),27.7009212,85.34987199999999,Baneshwor,0.0606,0.2412,0.0778
ChIJd001AcUZ6zkRNucGCYx90tI,Master Chef Live Bakery (Shantinagar),27.6888379,85.34457619999999,Baneshwor,0.0998,0.5563,0.4967
ChIJx6Fe3pMZ6zkRf40G9ANpoL8,Nirajan Bakery and Coffee Shop,27.6883177,85.3409051,Baneshwor,0.0929,0.6078,0.4812
ChIJDx4CXwEZ6zkRtLFmjszyPzQ,Bakery Centre,27.6995034,85.3288218,Baneshwor,0.1131,0.2721,0.2374
ChIJ1aQhkbwZ6zkR4Aoria2omQ8,Bakery Palace Shop,27.692128,85.32995,Baneshwor,0.1095,0.4172,0.3209
ChIJi2952UwZ6zkR9ngAApXEFkE,Third Eye Bakery,27.701903100000003,85.30029809999999,Baneshwor,0.1371,0.3174,0.3237
ChIJSzZ6M3cZ6zkRmY2g0g4eMVU,Variety Bakery,27.7116034,85.3430666,Baneshwor,0.0,0.0,0.0
ChIJJ_B0XhQZ6zkRmlzWtJr2X90,European Bakery,27.7278233,85.33425670000001,Baneshwor,0.0,0.0,0.0
ChIJg4zQapkZ6zkR2uBepetk5n8,Cross Road Bakery & Khaja Ghar,27.6984652,85.338222,Baneshwor,0.0908,0.5106,0.3113
ChIJHbh-aAAZ6zkRpVS96d5fs8s,Bhatta dairy and bakery,27.686532,85.346147,Baneshwor,0.0959,0.5257,0.4885
ChIJfaOkgewZ6zkRG4nnlti207M,New Mewa Bakery Udyog,27.6794255,85.3396441,Baneshwor,0.124,0.2802,0.2314
ChIJDRaEEgAZ6zkRaOH0xFam8GI,"Aroma Bakery & Cafe, Chysal",27.6755784,85.3324956,Baneshwor,0.1727,0.1776,0.206
ChIJKVQympUZ6zkRBRMg4oHkNF0,Sankhamula Bakery Cafe,27.6859483,85.3351977,Baneshwor,0.1443,0.6142,0.4623
ChIJGwbAm50Z6zkRLVfTKysonhI,Pan Ya Bakery Cafe,27.7215391,85.3352453,Baneshwor,0.0,0.0,0.0
ChIJzZTBOgAZ6zkRcsb0oto6SgU,Altura Coffee,27.6848264,85.34568,Baneshwor,0.1099,0.5235,0.453
ChIJB3nJR2oZ6zkRkUFXAmWaso4,Surface Coffee,27.690782,85.34058019999999,Baneshwor,0.122,0.5285,0.4592
ChIJC3bgcLIZ6zkR7NEQGI2jSkE,Arabica Specialty Coffee Ghattekulo,27.7017015,85.3276652,Baneshwor,0.1149,0.3619,0.298
ChIJl8FvK5oZ6zkRJ-EhEpmJXm4,Himali Coffee House,27.6871427,85.3353988,Baneshwor,0.1461,0.6681,0.5578
ChIJnSyI7isZ6zkRxnaBpJoekM0,Everest Coffee Beans (Anamnagar East Gate),27.6965625,85.32818750000001,Baneshwor,0.1071,0.2357,0.2456
ChIJCeVIfQAZ6zkRp0lJSyltmco,Dhaulagiri specialty coffee and roastery,27.6868099,85.3254951,Baneshwor,0.1018,0.3896,0.2633
ChIJP9bPg70Z6zkR-COOrYoc5OE,Espresso Organic Coffee House,27.6911255,85.3337272,Baneshwor,0.1823,0.5688,0.4605
ChIJrfNQdTAZ6zkRirRByvMlPE4,RUST Bakery and coffee,27.6942549,85.3347357,Baneshwor,0.1325,0.5045,0.436
ChIJFeCoGQAZ6zkRzvutDCXXo0o,Himalayan Origin Coffee,27.7006875,85.3398125,Baneshwor,0.0962,0.4879,0.3642
ChIJQW6G-esZ6zkR2H9SqKV8s5E,Umoja Coffee Nepal,27.6879243,85.3355898,Baneshwor,0.1776,0.6456,0.5246
ChIJQUREGAAZ6zkRF3ZutJyv4dI,Himalayan coffee & Bar,27.6950822,85.34420709999999,Baneshwor,0.0707,0.4351,0.2868
ChIJAVN0ek0Z6zkREzuTWKujkv8,Ripe coffee,27.6960723,85.3303311,Baneshwor,0.1184,0.3327,0.2893
ChIJ8-wn8Q4Z6zkR_zan4v2w36M,Ujamaa koffie & bakery with library,27.6842635,85.3333667,Baneshwor,0.1605,0.5572,0.4791
ChIJrzg7iq0Z6zkR_zcJSosYdH8,Everest Coffee Beans (Setopul),27.7030384,85.33443199999999,Baneshwor,0.1064,0.3716,0.271
ChIJiVxnSQAZ6zkRPJjRsxyIXXA,Coffee 9,27.6944883,85.3299941,Baneshwor,0.1274,0.3497,0.2731
ChIJqeGNXwcZ6zkR7sRr9MlvGHY,Caffeination,27.6856406,85.3352208,Baneshwor,0.1542,0.6012,0.4509
ChIJI1zpp2YZ6zkRFQyAF41RJwA,Cycle Coffee Co,27.7112671,85.3151068,Baneshwor,0.4681,0.3614,0.7054
ChIJycSbSQAZ6zkR4459tco5OHw,Arabica Coffee NewBaneshwor,27.6877376,85.33689009999999,Baneshwor,0.1847,0.6184,0.5205
ChIJ1Spl9eIZ6zkRv8nP9OwELrw,CHIYA COFFEE DURBAR ALOKNAGAR,27.6843198,85.3398753,Baneshwor,0.1183,0.4686,0.3621
ChIJszfrUAAZ6zkR7HE8sCuHyjo,Star Boss Coffee,27.6948221,85.327726,Baneshwor,0.0854,0.2714,0.2431
ChIJT-gGOAAZ6zkRn1CNZiT5rFE,Aafnai Coffee,27.6908011,85.3456003,Baneshwor,0.0825,0.4238,0.386
ChIJh9-FdwAZ6zkRdT4kdulW4BU,Kinara Coffee House,27.7020335,85.33613729999999,Baneshwor,0.1163,0.4551,0.3644
ChIJp89_0vMZ6zkRXjkQgCy2w2E,Coffee Dhara Barista School,27.7009254,85.3228752,Baneshwor,0.0689,0.3698,0.2923
ChIJP86LJgAZ6zkR7qnmxJYReJE,Walkman Coffee,27.6898605,85.3392372,Baneshwor,0.1628,0.6621,0.4953
ChIJLRSyNpQZ6zkRn59aBsnf-yI,Roast & Brew cafe,27.7103239,85.3329952,Baneshwor,0.0815,0.1205,0.1467
ChIJ2V1xmZ0Z6zkRKLskhptgQpg,Khushi Coffee House,27.7049571,85.3415878,Baneshwor,0.0624,0.2813,0.1973
ChIJN8ozxLMZ6zkRhsIRkXptlLc,"Himalayan Java Coffee, Mid Baneshwor",27.6992055,85.3382542,Baneshwor,0.1031,0.4882,0.2918
ChIJK4O-5dwZ6zkRon9jY-Mc3BQ,Coffee Clinic Barista Academy & Coffee Shop,27.7166597,85.34424779999999,Baneshwor,0.0114,0.0729,0.0474
ChIJQ3zJvbAb6zkRqgMMjJ3S05k,Coffee Beans Cafe,27.7203663,85.3586382,Baneshwor,0.0798,0.3015,0.2916
ChIJfVsitGIZ6zkRD4NPHGzc1Ks,Mira’s Coffee,27.7164726,85.3071396,Baneshwor,0.2964,0.4468,0.4324
ChIJZS3u05hblDkR0nfOsy61A9g,"Highland Beans Coffee,Battisputali",27.702900900000003,85.34114439999999,Baneshwor,0.0908,0.4414,0.3379
ChIJ4TgxViwZ6zkRUf3i-xTuEuE,The Old school Cafe,27.694255,85.33473579999999,Baneshwor,0.1325,0.5045,0.436
ChIJ1SctI0kZ6zkRcd1mb8JxApg,Coffee & Art Cafe,27.7097076,85.3146704,Baneshwor,0.4371,0.4568,0.7077
ChIJmRnjEkgZ6zkRk636_R7Ifko,KaidaKo Coffee House,27.672013,85.34671159999999,Baneshwor,0.0462,0.2475,0.1804
ChIJ5bL1EukZ6zkRRvTc6JYjZ3s,Wittys Coffee House shankhamul branch,27.6806229,85.3310456,Baneshwor,0.1948,0.4015,0.3727
ChIJ2XzBeQAZ6zkRBstaE5cCTBY,Sagar Bakery and Coffee shop,27.7046725,85.32985769999999,Baneshwor,0.1188,0.4376,0.3049
ChIJAZP1QQgZ6zkRouvNkikIrQE,Akshar Coffee Shop,27.6873326,85.33297139999999,Baneshwor,0.1419,0.6987,0.5026
ChIJE4xocnYZ6zkRdOmJlEYdSik,Mama's Boi Coffee Shop,27.6904544,85.33908079999999,Baneshwor,0.1595,0.6374,0.5242
ChIJqXExGQAZ6zkRYOxWZVdwGCg,Coffee Lab By Fishtail Coffee Co.,27.6860714,85.3157859,Baneshwor,0.1391,0.4797,0.3438
ChIJJZY54-oZ6zkRXcNVYu-A2Dw,Mon Ami My Friend's Coffee,27.6925697,85.2985741,Baneshwor,0.0276,0.1235,0.2254
ChIJQXLpFZgZ6zkRtofrND8DEWs,Rise & Grind Coffee - Thamel Dabali Marg,27.7150428,85.31190169999999,Baneshwor,0.5122,0.3748,0.5116
ChIJNzy-nVQZ6zkRTrqAgMIWJ5I,"Rise & Grind Coffee - JP Road, Thamel",27.7114241,85.3087956,Baneshwor,0.4283,0.4193,0.5706
ChIJW1T11GsZ6zkR04SpvHMBQtU,Himalayan Java Coffee- Anamnagar,27.6931041,85.3279955,Baneshwor,0.0624,0.2936,0.26
ChIJz9DjBcoZ6zkRzjptAIEScFI,"ROSE COFFEE-New Baneshwor, Kathmandu",27.6866732,85.3359557,Baneshwor,0.1428,0.6171,0.5432
ChIJzRhRxpcZ6zkRkNCqmdT8GmM,Flavour Camp Restaurant and Coffee Shop,27.7128965,85.3088215,Baneshwor,0.4802,0.3646,0.5445
ChIJyZMf4N0Z6zkR9dvPbUCBosc,Mini Burger & Coffee House,27.6881102,85.3351323,Baneshwor,0.1842,0.6569,0.5191
ChIJs2JFIqEZ6zkRglJGdkpIc2Q,Yala Cafe & Coffee Shop,27.7123197,85.31144479999999,Baneshwor,0.4648,0.4115,0.6068
ChIJi-PquGEZ6zkRy-KrKMEuNWE,Himalayan Coffee Beans,27.7022594,85.32590139999999,Baneshwor,0.0792,0.4867,0.3763
ChIJ_0tHDmQZ6zkRhy38P3YzgrI,King's Cafe,27.7099414,85.3267309,Baneshwor,0.3123,0.3712,0.3328
ChIJUwIb6rgZ6zkRLCw2mOvuWwc,Anamnagar Coffee Shop,27.6956246,85.328428,Baneshwor,0.1047,0.291,0.2772
ChIJBelmwpMZ6zkRwnVoRBYWlTk,Fresh Beanz Coffee,27.6876085,85.3408242,Baneshwor,0.0905,0.6014,0.4567
ChIJIc25QKgZ6zkRbz_lXTXM2oY,Sama Coffee House,27.7119382,85.30780039999999,Baneshwor,0.395,0.41,0.5379
ChIJM0G-WgAZ6zkRQ5pj0vcugqI,"Himalayan Java Coffee ,Kalikashtan",27.7014329,85.3248034,Baneshwor,0.0696,0.4367,0.3381
ChIJIX5slu4Z6zkRi09kEF3leD4,Coffee House,27.7151763,85.3141698,Baneshwor,0.3948,0.2894,0.4406
ChIJ67J8M7IZ6zkRvKc7Tb6NWUQ,Coffee Station - Coffee Shop In Nepal,27.6908309,85.3178159,Baneshwor,0.15,0.4291,0.2177
ChIJgR0OwFAZ6zkRb_NadwNQYoo,Freak Street Kaffe,27.703044,85.30763259999999,Baneshwor,0.4177,0.3816,0.6276
ChIJ0eBjuSgZ6zkRFrzS1BS9v-w,Nepalaya rooftop Restaurant,27.7115942,85.3113844,New Road,0.5124,0.4205,0.6958
ChIJKRoo4lMZ6zkRPbStKEegYA8,Graveaty Restaurant and Bar,27.7123015,85.31318879999999,New Road,0.4937,0.3618,0.6429
ChIJAxEJE1YY6zkRK3lzdvNjNds,Festive Fare Restaurant,27.7033874,85.3076282,New Road,0.4249,0.3854,0.6468
ChIJI5cshWMZ6zkRFeDpxhjG2BA,Universal Rooftop Restaurant,27.7103074,85.3109715,New Road,0.4637,0.4554,0.8211
ChIJZRXgagAZ6zkRWDo93LKEqSI,Harvester Restaurant,27.7004267,85.30767019999999,New Road,0.399,0.3676,0.6145
ChIJfzH9NoQZ6zkRY6MimRHVnH0,Lazy Monk Restaurant and Bar,27.7114818,85.3085188,New Road,0.4133,0.411,0.5718
ChIJTQUWtIsZ6zkRWnavyCQyYFA,Ranjana restaurant and cafe,27.7038458,85.3103565,New Road,0.4321,0.4842,0.8709
ChIJ1RJPR3oZ6zkRr5ahZWt5CAs,Durbar View Restaurant,27.703702000000003,85.3076057,New Road,0.3985,0.3847,0.6447
ChIJ4SyB8jEZ6zkRxcdp8sfukf0,Jhomsha Restaurant,27.7110928,85.3089655,New Road,0.4329,0.4076,0.5844
ChIJpZQkNl0Z6zkRMqJyJrRyBTc,Brookside Zen Garden Cafe & Restaurant,27.697006800000004,85.3020865,New Road,0.1378,0.3297,0.4459
ChIJI-QwKQAZ6zkRyDhhLE__3lI,60 Beans Cafe & Rooftop Restaurant,27.7022505,85.3076052,New Road,0.4212,0.4021,0.5598
ChIJTadnFTQZ6zkRSbgoV1P0f9o,Sanchyan Ramen Japanese Restaurant,27.7122165,85.3175127,New Road,0.2679,0.2769,0.4324
ChIJo6M5BHAZ6zkRDwbGRCrpq2c,Bawarchi Lounge,27.6956683,85.3088842,New Road,0.1903,0.2576,0.4377
ChIJX497NIYZ6zkRz2V32uTQHYg,Shandar Cafe,27.7018091,85.3085371,New Road,0.4401,0.3659,0.7237
ChIJMZQcq_0Y6zkR9a1nvFHSVJY,Little Buddha Restaurant,27.7142291,85.3112428,New Road,0.5446,0.3792,0.553
ChIJ7f4sHsAZ6zkR6ihoZtPqKXg,Ghuicho Restaurant & Bar घुुईंचो,27.7011492,85.3108029,New Road,0.3904,0.3557,0.7716
ChIJER-ScVYY6zkR15fjL59K8jk,The Layaku Restaurant,27.7030669,85.3079085,New Road,0.4249,0.4028,0.7139
ChIJib8GG_gY6zkRokwFKoH9w3c,Kathmandu Steak House Restaurant,27.7135653,85.3103256,New Road,0.5515,0.3523,0.5232
ChIJJ1ov8fwY6zkRvnBM1XPJm-E,Yin Yang Restaurant,27.7145392,85.310165,New Road,0.5728,0.403,0.6155
ChIJI4gXLFQZ6zkRBKOKmdMY0LQ,Aalu Palu Restaurant,27.7013044,85.3080186,New Road,0.4296,0.3886,0.6621
ChIJC7S-QBIZ6zkRHEWLn0loyog,Corner Point Restaurant &Bar,27.7032796,85.3118257,New Road,0.4196,0.4026,0.7837
ChIJBbT6PfwY6zkRQyR2OY01qPI,Paleti Bhanchha Ghar,27.71208,85.31017299999999,New Road,0.4799,0.428,0.591
ChIJqXhMMGUZ6zkRB-q3diURd9s,Mega Restaurant,27.7158713,85.3093884,New Road,0.5081,0.4637,0.5599
ChIJrzfqRJ8Z6zkRxMLXJSVV7mc,Mind and Mugs Restaurant & Bar,27.7021383,85.3077928,New Road,0.3963,0.4135,0.6129
ChIJ24D0IQAZ6zkRMATWgvwP3wc,PETAL Tiffany Restaurant,27.70279,85.3075758,New Road,0.4129,0.3808,0.5786
ChIJa2-rnAIZ6zkRWdirie0Drpk,Dechenling Garden Restaurant,27.7147224,85.3139532,New Road,0.4177,0.3052,0.4605
ChIJhXY_95YZ6zkRVdKSg1V_N_M,Lunch & Dinner Hub,27.716168,85.30781089999999,New Road,0.3756,0.4857,0.4523
ChIJGwVRmy8Z6zkR6XZXcID6Lmg,Hankook Sarang Korean Restaurant,27.7134881,85.312561,New Road,0.4338,0.3594,0.5207
ChIJaR9k-9YZ6zkRZ7QqfJPE1X8,New Food Restaurant,27.702451,85.3112477,New Road,0.3989,0.4232,0.7143
ChIJw_yKPfwY6zkRRWVs2mvgth0,Nagomi Japanese Restaurant,27.7118154,85.30970529999999,New Road,0.4388,0.4021,0.5489
ChIJKzwE8fwY6zkR5s685J8KDfg,Third Eye Restaurant,27.7144515,85.31008,New Road,0.5719,0.3959,0.6123
ChIJ8zxXh9cZ6zkRv3l8sgKEkZ0,Eco Garden Restaurant,27.713232800000004,85.311424,New Road,0.4936,0.3828,0.5399
ChIJkwpCY1YY6zkRjr7ZD2UZO2M,Jessy Penny Restaurant and Bar,27.7026225,85.3075068,New Road,0.4179,0.3789,0.5628
ChIJLf4nyv0Y6zkRvcrMLJgtwXg,Newa MoMo Restaurant,27.7121887,85.3115357,New Road,0.4777,0.423,0.6342
ChIJ9VeQiP4Y6zkR4JunXeJFNcI,Norling Tibetan Restaurant,27.7101785,85.3108663,New Road,0.4628,0.4543,0.8263
ChIJ1wGLTgAZ6zkRUli2GvDFp1g,Yaa: Gu Newari Cuisine & Restaurant,27.7022247,85.3078072,New Road,0.4138,0.4107,0.6182
ChIJrQ1y5PwY6zkRkkDymWQLZkQ,Dae jang geum Korean Restaurant,27.714908,85.3104542,New Road,0.5671,0.4288,0.6391
ChIJy9Xmck8Z6zkRuesvhbW7dig,Paru Thakali Kitchen,27.7133437,85.31240319999999,New Road,0.4419,0.3668,0.5292
ChIJY1oyKqQZ6zkR8r7VlzL9A9A,Gurkhas Restaurant & Bar,27.6982899,85.2903437,New Road,0.0099,0.0354,0.0391
ChIJxbUHmlcZ6zkRw6EiROevx1o,Namche Thakali Kitchen and Inn,27.7021312,85.30788729999999,New Road,0.3987,0.4183,0.6415
ChIJ1UKhQKgZ6zkRRk-qhSl1dv0,Fuchhey Restaurant (Jamal),27.7097504,85.3151867,New Road,0.3782,0.4346,0.7183
ChIJ3WnaE7cZ6zkR_WPC6NDSmCA,Utse Restaurant & Bar,27.712295,85.312243,New Road,0.4865,0.3936,0.6015
ChIJ9a89c_4Y6zkRa-CjWEpZQpw,Lohsha Ghasha Restaurant,27.7104991,85.3123214,New Road,0.4371,0.4055,0.7418
ChIJ_xXzTvUZ6zkR1tQSfWTa75k,Dalle Restaurant - Sanepa ( डल्ले रेष्टुरा - सानेपा),27.6883781,85.30917079999999,New Road,0.0753,0.2281,0.2163
ChIJzfNPHP0Y6zkRTvhc4AziOY8,Gilingche Tibetan Restaurant,27.7152677,85.3112898,New Road,0.525,0.3976,0.5667
ChIJ51wPf78Z6zkRQaa3OrP-Qxs,Mr. Shawarma House,27.7017793,85.30854149999999,New Road,0.4401,0.3659,0.7374
ChIJbeSodM0Z6zkRAm0ihw0Xqzg,Bibimbap Korean Restaurant,27.7135953,85.3122558,New Road,0.4531,0.355,0.5356
ChIJwa1xRwEZ6zkRHWAw8XVqmuY,Always Happy Food Veg-Vegan Restaurant,27.7151966,85.3085258,New Road,0.5113,0.4956,0.5843
ChIJj6nalNYZ6zkR8_U4QX_kHWo,VINTAGE RESTAURANT,27.7012102,85.31183360000001,New Road,0.3424,0.3504,0.7491
ChIJG2WaQGAZ6zkRhTZv0KEHPz8,Tasala Restaurant,27.7024273,85.3077248,New Road,0.409,0.404,0.6063
ChIJo_tR_fwY6zkRRTC_kt9aAzo,K-Too! Beer & Steakhouse,27.7146352,85.3109793,New Road,0.5656,0.3866,0.5857
ChIJT0ZgYXwZ6zkRyHWEWMKx1J0,Yasumi Japanese Restaurant,27.7121854,85.3175564,New Road,0.348,0.3186,0.4271
ChIJSb4WwekZ6zkRyanICXGYa-8,Lazeez Biryani house and restaurant sundhara,27.7004989,85.31131649999999,New Road,0.3424,0.3388,0.7498
ChIJw11FQAAZ6zkRZBWKcxP9AdE,Dharahara Garden Restaurant,27.7010198,85.3116115,New Road,0.3449,0.3438,0.7555
ChIJVzk28VQY6zkRWCWe3SGd5CA,Panas Restaurant,27.701188400000003,85.31141079999999,New Road,0.3464,0.3475,0.7608
ChIJPWxHPwAZ6zkRvx5nCREsiAY,Central restaurant,27.7003168,85.31174589999999,New Road,0.3096,0.3318,0.6656
ChIJZTwdhFEY6zkR6xNYTTCrmKM,Restaurant,27.695647,85.30812890000001,New Road,0.1318,0.2652,0.3758
ChIJ9zrhsgQZ6zkRfq9-jn-M2Nk,The Black Gold Restaurant: Halal Authentic,27.7122434,85.3180016,New Road,0.3148,0.2887,0.3985
ChIJzaGYVS8Z6zkRuIngp7yInN8,Syanko and Multi Cuisine Restaurant,27.7032377,85.31818659999999,New Road,0.0839,0.5026,0.4239
ChIJJ1Fva_0Y6zkRSVtptrQz7V0,Revolution Cafe,27.7037579,85.3092563,New Road,0.4291,0.486,0.7953
ChIJhTTmSRsZ6zkRIOeab9pfWLY,Heritage rooftop cafe,27.7038683,85.3061326,New Road,0.3768,0.3519,0.539
ChIJoemFZVYY6zkROXZA-hd4dVc,Falcha Cafe,27.7028325,85.307552,New Road,0.4162,0.3713,0.5722
ChIJB0OmrrIZ6zkR0YHuxbds6dM,Joy Cafe and Cloud Kitchen,27.710011,85.3140416,New Road,0.4572,0.4577,0.6967
ChIJtyHxEF0Z6zkRJBKGElwVZuk,"Yatri Cafe - Best Cafe In Basantapur,Kathmandu",27.7034683,85.306564,New Road,0.396,0.3547,0.5768
ChIJVaQh9pMZ6zkRH6-ZJvofHV8,Busy Bee cafe Ktm,27.7131089,85.3102534,New Road,0.5342,0.3748,0.4997
ChIJ4YXY9P8Y6zkRqAIWIDWrNfU,nd's Cafe,27.7054222,85.3127298,New Road,0.3336,0.4623,0.7033
