place_id,latitude,longitude,search_area,Demand,Accessibility,Competition,Population,label,Demand_contribution,Accessibility_contribution,Competition_contribution,Population_contribution,feasibility_score,cluster,feasibility_label
ChIJa05kQAAb6zkRr-dGn28pHmA,27.6771492,85.436841,Bhaktapur durbar square,0.2138,0.5686,0.4555,0.5091,1,0.13561931189598722,0.06601563785723415,0.04988704138336184,0.16989857832185498,42.14205694584382,0,Moderate
ChIJCbHdVwAb6zkR5FrBiRTCbUI,27.6736992,85.4334327,Bhaktapur durbar square,0.3,0.5698,0.4204,0.8733,1,0.19029837964825144,0.06615496034303907,0.04278056754993651,0.291440637298126,59.06745448393531,1,High
ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,27.6698837,85.4293982,Bhaktapur durbar square,0.275,0.3283,0.3868,0.7376,1,0.17444018134423053,0.038116310074797696,0.035977789179478074,0.2461543731490871,49.46886537475934,1,High
ChIJ-1gXvewb6zkRQSeG9pq3fK8,27.6715495,85.429344,Bhaktapur durbar square,0.3268,0.3698,0.3727,0.8876,1,0.20729836823016193,0.04293454604221806,0.03312305182758927,0.29621288178840793,57.95688478883771,1,High
ChIJA4q_iKob6zkRvMDhbkR3_oo,27.6718001,85.4285972,Bhaktapur durbar square,0.3278,0.3704,0.3646,0.9119,1,0.20793269616232277,0.04300420728512053,0.03148309632756804,0.3043223601879779,58.67423599629893,1,High
ChIJ-Q8BSgAb6zkRJr4seRIQYGU,27.672294,85.433751,Bhaktapur durbar square,0.2866,0.5089,0.4217,0.8385,1,0.18179838535729625,0.05908434418843908,0.04304377028450782,0.2798270632938036,56.37535631240467,1,High
ChIJ__8_CK8a6zkRYpBaL7b1-_g,27.670796300000003,85.42885179999999,Bhaktapur durbar square,0.318,0.3545,0.3722,0.8428,1,0.20171628242714656,0.04115818434820525,0.033021820006600304,0.28126207387479746,55.715836065674964,1,High
ChIJ-Y6UMQAb6zkRGyGfshCNERc,27.672397,85.4051819,Bhaktapur durbar square,0.0,0.22,0.5065,0.0,1,0.0,0.025542455730903118,0.06021268712423624,0.0,8.575514285513936,2,Low
ChIJ_VReHQAb6zkR08hYWq2G4GM,27.6724663,85.427415,Bhaktapur durbar square,0.3252,0.4072,0.3639,0.8927,1,0.2062834435387046,0.047276763516471594,0.03134137177818349,0.29791487108214487,58.28164499155045,1,High
ChIJX2X55PAb6zkRxU85igeUexI,27.6712981,85.4211503,Bhaktapur durbar square,0.1529,0.3721,0.4643,0.3893,1,0.09698874082739217,0.0432015808066775,0.051668721432767614,0.12991851608858407,32.177755915542136,0,Moderate
ChIJx9KIxvob6zkRWMruWmNw704,27.6711367,85.4216744,Bhaktapur durbar square,0.1608,0.3776,0.467,0.4448,1,0.10199993149146279,0.04384014219995008,0.052215373266108034,0.14844016428513276,34.64956112426537,0,Moderate
ChIJf6d74u4b6zkRDF_IhSrK-J0,27.6765449,85.43771199999999,Bhaktapur durbar square,0.2341,0.5548,0.4608,0.553,1,0.14849616891885223,0.0644134292704775,0.050960098685844855,0.18454903518362958,44.84187320588042,1,High
ChIJk73od60a6zkRwmlB5OFE-lA,27.6733352,85.4350754,Bhaktapur durbar square,0.282,0.5671,0.4529,0.8269,1,0.17888047686935638,0.065841484749978,0.04936063591421923,0.27595587195902943,57.00384694925831,1,High
ChIJR3DduygF6zkRN0DrSFfcnkY,27.6774529,85.43803620000001,Bhaktapur durbar square,0.185,0.5114,0.4792,0.4357,1,0.11735066744975506,0.05937459936719934,0.05468542969823877,0.14540328142768064,37.68139779428738,0,Moderate
ChIJSdUdyfcb6zkRnUq5A9OdlXg,27.6652664,85.4226844,Bhaktapur durbar square,0.2329,0.4179,0.4686,0.2579,1,0.1477349754002592,0.04851905568156551,0.05253931509327272,0.08606726252053899,33.486060869563644,0,Moderate
ChIJCWFzaAAb6zkRaFioexqEgz4,27.6722545,85.4308109,Bhaktapur durbar square,0.3434,0.4211,0.3636,0.8642,1,0.21782821190403187,0.04889058231037865,0.03128063268559011,0.2884037544406739,58.64031813406745,1,High
ChIJfx2Tma8a6zkRmZyoA545Dz0,27.6715487,85.42835649999999,Bhaktapur durbar square,0.3253,0.3707,0.3664,0.8951,1,0.20634687633192064,0.04303903790657175,0.03184753088312832,0.298715807220374,57.99492523419947,1,High
ChIJ2xuZoaob6zkRsMHiGXf3zYA,27.6713509,85.43012019999999,Bhaktapur durbar square,0.3246,0.3605,0.3752,0.8442,1,0.2059028467794081,0.041854796777229884,0.03362921093253409,0.2817292866220978,56.311614111126985,1,High
ChIJEzE6_cAb6zkR1eFJ1T6DCU0,27.6716687,85.4293462,Bhaktapur durbar square,0.3213,0.3691,0.3754,0.8941,1,0.20380956460327732,0.04285327459216519,0.03366970366092968,0.2983820838294452,57.87146266858174,1,High
ChIJAAAAAAAAAAARCwN5WdzZTyc,27.6726197,85.4295217,Bhaktapur durbar square,0.3193,0.3929,0.3706,0.9063,1,0.20254090873895564,0.04561650389396289,0.03269787817943562,0.3024535091987766,58.33088000111309,1,High
ChIJ9Q68TgAb6zkRBIoLAliNUdM,27.6844567,85.4109168,Bhaktapur durbar square,0.0,0.2171,0.7038,0.0,1,0.0,0.025205759723541214,0.10015876368648173,0.0,12.536452341002294,2,Low
ChIJTzMQ9E0b6zkRMKnIP6I54nM,27.6747818,85.43123109999999,Bhaktapur durbar square,0.308,0.483,0.3984,0.7572,1,0.19537300310553818,0.05607730053648275,0.03832636742642206,0.2526953516112917,54.247202267973464,1,High
ChIJA0i3UdEb6zkRfj28qirdY8I,27.6714191,85.4293764,Bhaktapur durbar square,0.3309,0.367,0.3738,0.8769,1,0.2098991127520214,0.04260946024200657,0.033345761833764996,0.29264204150546974,57.84963763332627,1,High
ChIJJxlemN0F6zkR6mnSKJtTPUw,27.6780133,85.4391407,Bhaktapur durbar square,0.1534,0.412,0.4782,0.3224,1,0.09730590479347259,0.04783405345969129,0.054482966056260844,0.10759242123544696,30.721534554487175,0,Moderate
ChIJTbAmN3Qb6zkRkCRN2FsKFHI,27.6727318,85.42570909999999,Bhaktapur durbar square,0.3215,0.4313,0.3509,0.7416,1,0.2039364301897095,0.05007482343972052,0.028709344432470408,0.24748926671280233,53.02098647747028,1,High
ChIJTxenZwAb6zkRQ4IdLOfpewU,27.6730394,85.4289139,Bhaktapur durbar square,0.3165,0.4107,0.3616,0.9157,1,0.2007647905289053,0.04768312076673596,0.03087570540163425,0.3055905090735074,58.491412577078286,1,High
ChIJ4Rmjn8Eb6zkRB_ltBQDlPXU,27.6776181,85.4075666,Bhaktapur durbar square,0.0,0.2294,0.5213,0.0,1,0.0,0.026633815203041707,0.0632091490255096,0.0,8.984296422855131,2,Low
ChIJV0qIu6cb6zkRoRm2N5UFoVA,27.6653184,85.4224212,Bhaktapur durbar square,0.2206,0.4164,0.4715,0.25,1,0.13993274183468093,0.04834490257430936,0.05312645965500871,0.08343084773220143,32.48349517962004,0,Moderate
ChIJ-0XTZKMa6zkR6NQX_8UNDD4,27.6715225,85.4216812,Bhaktapur durbar square,0.1605,0.3772,0.4577,0.4416,1,0.10180963311181454,0.043793701371348435,0.050332461395713284,0.1473722494341606,34.33080453130369,0,Moderate
ChIJy0-KawAb6zkRTAuBZP04PZc,27.6678169,85.386591,Bhaktapur durbar square,0.0,0.1659,0.5278,0.0,1,0.0,0.019261333662531032,0.06452516269836615,0.0,8.378649636089719,2,Low
ChIJK79mq68a6zkRq8LN6WM56Bk,27.6713461,85.429779,Bhaktapur durbar square,0.3166,0.3669,0.3772,0.8614,1,0.20082822332212139,0.04259785003485616,0.03403413821648995,0.28746932894607324,56.49295405195407,1,High
ChIJR0PGsa8a6zkRx5LjjNtmYf0,27.6718757,85.4294317,Bhaktapur durbar square,0.32,0.3693,0.3733,0.8986,1,0.20298493829146824,0.04287649500646601,0.03324453001277604,0.2998838390886248,57.898980239933515,1,High
ChIJMXMScXYb6zkRwbEmhwIuVmM,27.6735524,85.4124763,Bhaktapur durbar square,0.0072,0.2517,0.5279,0.0266,1,0.0045671611115580355,0.02922289139758325,0.06454540906256395,0.008877042198706232,10.721250377041148,2,Low
ChIJM2SIKgAb6zkR8YYkDZ3Bg08,27.6696016,85.41097859999999,Bhaktapur durbar square,0.0103,0.2325,0.5076,0.0212,1,0.006533577701256634,0.026993731624704434,0.060435397130411975,0.0070749358876906815,10.103764234406372,2,Low
ChIJDVl62OIb6zkRDSJCFUdave8,27.6751651,85.4085202,Bhaktapur durbar square,0.0,0.2341,0.5182,0.0026,1,0.0,0.027179494939111,0.06258151173537803,0.0008676808164148948,9.062868749090391,2,Low
ChIJMTMW66Qa6zkROWzKHDL665M,27.6721252,85.4235942,Bhaktapur durbar square,0.2383,0.4101,0.418,0.5787,1,0.15116034623392777,0.0476134595238335,0.04229465480918948,0.19312572633049985,43.41941868974506,0,Moderate
ChIJh88yaZ4b6zkROuurZflbf_A,27.6733346,85.4352088,Bhaktapur durbar square,0.2804,0.5778,0.4497,0.8219,1,0.17786555217789904,0.06708377691507192,0.048712752259889844,0.2742872550043854,56.79493363572462,1,High
ChIJV44Z9M4b6zkRmUww9ejIzuk,27.6633774,85.4259391,Bhaktapur durbar square,0.1929,0.3969,0.471,0.2213,1,0.1223618581138257,0.046080912179979304,0.05302522783401974,0.0738529864125447,29.532098454036948,0,Moderate
ChIJKfQQGAYF6zkRqGOVHC0Agjc,27.6783117,85.4407716,Bhaktapur durbar square,0.1098,0.3737,0.4743,0.214,1,0.06964920695126003,0.04338734412108407,0.05369335785254691,0.07141680565876442,23.814671458365545,2,Low
ChIJ0xsKWMob6zkR257V2XWaRSw,27.6726948,85.42469969999999,Bhaktapur durbar square,0.2647,0.4176,0.3682,0.6561,1,0.16790660364297386,0.048484225060114294,0.032211965438688595,0.21895591678838944,46.75587109301662,1,High
ChIJJY_ZHfAb6zkRs5sLzObMYRI,27.6716936,85.4276158,Bhaktapur durbar square,0.3284,0.3908,0.3668,0.8743,1,0.2083132929216193,0.045372689543804266,0.03192851633991949,0.2917743606890548,57.73888594943979,1,High
ChIJORshD80b6zkRsrGJSU_UiZg,27.6714697,85.4295459,Bhaktapur durbar square,0.3247,0.3682,0.3758,0.8795,1,0.20596627957262417,0.0427487827278115,0.03375068911772086,0.2935097223218846,57.59754737400411,1,High
ChIJ8eqBCa8a6zkRKRlF6r0xRDM,27.6708631,85.42923789999999,Bhaktapur durbar square,0.3274,0.3509,0.3808,0.84,1,0.20767896498945845,0.04074021689079047,0.03476300732761051,0.2803276483801968,56.350983758805626,1,High
ChIJYTnknOsb6zkRxnFiQt4CFN8,27.672341,85.4266082,Bhaktapur durbar square,0.3435,0.4242,0.3603,0.828,1,0.21789164469724798,0.04925049873204138,0.030612502667062946,0.2763229676890511,57.40776137854034,1,High
ChIJI8VtVK4a6zkRBhQQPXlNvIg,27.6713463,85.4300451,Bhaktapur durbar square,0.3246,0.3627,0.375,0.8442,1,0.2059028467794081,0.042110221334538914,0.03358871820413851,0.2817292866220978,56.333107294018326,1,High
ChIJK-agba8a6zkRRvBMNJnJFBk,27.6700445,85.4282604,Bhaktapur durbar square,0.2855,0.3508,0.3711,0.7878,1,0.1811006246319193,0.04072860668364006,0.03279911000042458,0.2629072873737131,51.7535628689697,1,High
ChIJH57lXDsb6zkRZ36vDoVQEqc,27.6726397,85.4295795,Bhaktapur durbar square,0.3173,0.3927,0.3705,0.9038,1,0.201272252874634,0.045593283479662065,0.03267763181523783,0.3016192007214546,58.11623688909885,1,High
ChIJsSGoma8a6zkRfpPU8Oxppkw,27.6715359,85.42841179999999,Bhaktapur durbar square,0.3231,0.3702,0.3653,0.8942,1,0.20495135488116684,0.0429809868708197,0.0316248208769526,0.29841545616853804,57.79726187974772,1,High
ChIJjSdqmgQb6zkR_5YD_l5ueVM,27.663972800000003,85.42592429999999,Bhaktapur durbar square,0.2085,0.3943,0.4792,0.2295,1,0.13225737385553477,0.045779046794068634,0.05468542969823877,0.07658951821816092,30.93113685660031,0,Moderate
ChIJ7VROvOcb6zkRKl_cWSfYga0,27.6726179,85.4292028,Bhaktapur durbar square,0.313,0.4065,0.3631,0.9196,1,0.19854464276634237,0.04719549206641871,0.031179400864601144,0.3068920302981297,58.381156599549186,1,High
ChIJe9tOJcYF6zkRU-K5Kc6HW5Y,27.678486300000003,85.4402326,Bhaktapur durbar square,0.1127,0.3788,0.4778,0.2278,1,0.07148875795452647,0.043979464685755004,0.05440198059946967,0.07602218845358194,24.58923916933331,2,Low
ChIJPy8EZQAb6zkRKqM46vOOGqk,27.6779267,85.42044500000002,Bhaktapur durbar square,0.0257,0.2907,0.5158,0.0843,1,0.016302227856533544,0.03375087218624335,0.062095598994631,0.02813288185529832,14.028158089270622,2,Low
ChIJxzlcHPsb6zkRTqKYow__ZCs,27.6715049,85.4298364,Bhaktapur durbar square,0.3153,0.3659,0.3724,0.864,1,0.2000035970103123,0.04248174796335205,0.033062312734995894,0.2883370097624881,56.38846674711484,1,High
ChIJ7Z2XjEwb6zkRd5jpjRqZTrE,27.664202,85.4217985,Bhaktapur durbar square,0.1879,0.4027,0.4736,0.2133,1,0.11919021845302152,0.04675430419470312,0.053551633303162365,0.07118319928511425,29.067935523600124,0,Moderate
ChIJM2V3EQAF6zkRtGvpHGmh5hA,27.676534,85.43905,Bhaktapur durbar square,0.2082,0.4897,0.4783,0.4626,1,0.1320670754758865,0.05685518441556027,0.054503212420458635,0.15438044064366552,39.780591295557095,0,Moderate
ChIJv_9Pr3Qb6zkRj3OehCnTFzk,27.6783498,85.3984108,Bhaktapur durbar square,0.0,0.1996,0.5329,0.0,1,0.0,0.02317397347221938,0.0655577272724536,0.0,8.873170074467298,2,Low
ChIJM9yfkuEb6zkRp6JdD1TRCB8,27.6654822,85.4235039,Bhaktapur durbar square,0.2464,0.42,0.4723,0.2792,1,0.15629840248443055,0.04876287003172414,0.053288430568591054,0.09317557074732255,35.15252738320683,0,Moderate
ChIJUc86Vd4Z6zkRrLR-bmTrlqk,27.7012864,85.415489,Bhaktapur durbar square,0.0,0.1709,0.8303,0.0,1,0.0,0.01984184402005156,0.12577041439668984,0.0,14.56122584167414,2,Low
ChIJocNj6vob6zkRqQzsZ0BOdrA,27.6741342,85.37428539999999,Bhaktapur durbar square,0.0,0.2124,0.5501,0.0,1,0.0,0.02466007998747192,0.06904010191447398,0.0,9.37001819019459,2,Low
ChIJkdhyubkb6zkRGz-qHJUJRHk,27.674312,85.3634532,Bhaktapur durbar square,0.0978,0.297,0.5396,0.0832,1,0.06203727176532997,0.034482315236719206,0.0669142336737057,0.027765786125276633,19.119960680103155,2,Low
ChIJ7-CBeAAP6zkRecaJuw3vsI4,27.661326,85.445702,Bhaktapur durbar square,0.0,0.2299,0.802,0.0,1,0.0,0.026691866238793757,0.12004069332871443,0.0,14.673255956750818,2,Low
ChIJYwpQX5AR6zkRVOodLYzcwVc,27.6745681,85.36715889999999,Bhaktapur durbar square,0.0,0.2329,0.511,0.0045,1,0.0,0.027040172453306074,0.061123773513136935,0.0015017552591796255,8.966570122562263,2,Low
ChIJFxQRAHsb6zkRrFK8NV5pLhE,27.6763531,85.39812239999999,Bhaktapur durbar square,0.0,0.1995,0.5117,0.0,1,0.0,0.023162363265068965,0.06126549806252148,0.0,8.442786132759045,2,Low
ChIJddrQiA4b6zkRulGnYohUIxI,27.6766824,85.39331969999999,Bhaktapur durbar square,0.0,0.1837,0.5733,0.0,1,0.0,0.021327950535304105,0.07373725840836194,0.0,9.506520894366604,2,Low
ChIJP90mZkEb6zkRqP6Rd5Gz7kE,27.6895553,85.3716756,Bhaktapur durbar square,0.0,0.2242,0.502,0.0,1,0.0,0.026030084431220363,0.059301600735335566,0.0,8.533168516655593,2,Low
ChIJvWLbcQAb6zkRHUhI0I8A210,27.6732158,85.3798578,Bhaktapur durbar square,0.0,0.1948,0.7809,0.0,1,0.0,0.02261668352899967,0.11576871048298014,0.0,13.83853940119798,2,Low
ChIJebFOKI0b6zkRxVQEg3gJDeI,27.6883065,85.36833,Bhaktapur durbar square,0.0029,0.2607,0.4812,0.0159,1,0.0018395510032664308,0.030267810041120197,0.05509035698219464,0.005306201915768011,9.250391994234928,2,Low
ChIJFTmXrXQb6zkReVpbZyv6IzA,27.6871335,85.3662154,Bhaktapur durbar square,0.0262,0.3248,0.4824,0.0589,1,0.01661939182261396,0.03770995282453333,0.05533331335256814,0.019656307725706656,12.93189657254221,2,Low
ChIJTz2vSR8b6zkRKtjt6IKIM7I,27.6743353,85.433583,Bhaktapur durbar square,0.2425,0.5837,0.4335,0.868,1,0.15382452354900325,0.06776877913694614,0.04543284125984739,0.28967190332620335,55.66980472720001,1,High
ChIJkQ9wXswb6zkRPDihQqNwqJ0,27.7084263,85.3898066,Bhaktapur durbar square,0.0,0.196,0.825,0.0,1,0.0,0.022756006014804597,0.12469735709420679,0.0,14.74533631090114,2,Low
ChIJXS_u6e8b6zkRXuKM9ZM8qM0,27.6718108,85.428603,Bhaktapur durbar square,0.3278,0.3704,0.3644,0.9121,1,0.20793269616232277,0.04300420728512053,0.03144260359917246,0.3043891048661637,58.67686119127795,1,High
ChIJNWNJ7Joa6zkRSavBJME-tgk,27.6713044,85.4082338,Bhaktapur durbar square,0.0,0.226,0.492,0.0003,1,0.0,0.02623906815992775,0.05727696431555626,0.00010011701727864171,8.361614949276266,2,Low
ChIJaWqYXXYb6zkRL71dqbtFr8A,27.7259538,85.4065517,Bhaktapur durbar square,0.0,0.1522,0.8187,0.0,1,0.0,0.017670735282924795,0.12342183614974583,0.0,14.109257143267062,2,Low
ChIJf5d6nYwb6zkRbw2eDHrCKes,27.6726564,85.42894989999999,Bhaktapur durbar square,0.3199,0.4091,0.3632,0.9241,1,0.20292150549825216,0.04749735745232939,0.031199647228798946,0.30839378555730934,59.00122957366898,1,High
ChIJkYtARZAR6zkRpnfYlhF3Te0,27.6606164,85.3870829,Bhaktapur durbar square,0.0,0.152,0.7837,0.0,1,0.0,0.017647514868623974,0.11633560868051832,0.0,13.39831235491423,2,Low
ChIJP0xBoUIZ6zkR_y7_D9I60Jg,27.6666004,85.3544366,Bhaktapur durbar square,0.0204,0.2418,0.5045,0.018,1,0.012940289816081101,0.028073480889692606,0.059807759840280375,0.006007021036718502,10.682855158277258,2,Low
ChIJtVcFSQAb6zkRBR1ek89Gres,27.670342100000003,85.428108,Bhaktapur durbar square,0.2982,0.365,0.3671,0.8121,1,0.18915658937036198,0.04237725609899836,0.03198925543251286,0.27101676577328315,53.45398666751564,1,High
ChIJLUDTLNkb6zkRXbpPlp2hYUE,27.6707752,85.4291147,Bhaktapur durbar square,0.3185,0.351,0.3798,0.8362,1,0.20203344639322698,0.04075182709794088,0.03456054368563258,0.27905949949466735,55.640531667146774,1,High
ChIJGYARj7Ub6zkRNTdYENeSh58,27.6702897,85.4285822,Bhaktapur durbar square,0.2781,0.3606,0.3726,0.8079,1,0.17640659793392913,0.041866406984380294,0.03310280546339148,0.2696151275313821,52.099093791308306,1,High
ChIJy3hqPwAb6zkRbY-sN1zpQBI,27.6710152,85.4290822,Bhaktapur durbar square,0.3299,0.3541,0.38,0.8528,1,0.20926478481986058,0.041111743519603616,0.034601036414028154,0.2845993077840855,56.95768725375778,1,High
ChIJkYEedAAb6zkRRfSLJ9tGBpc,27.6748464,85.42730979999999,Bhaktapur durbar square,0.2661,0.4193,0.3798,0.632,1,0.16879466274799906,0.04868159858167126,0.03456054368563258,0.2109131830670052,46.294998808230815,1,High
ChIJgxO3EgAb6zkR5ZaCu8CjLEg,27.670994,85.4298429,Bhaktapur durbar square,0.3292,0.3511,0.3766,0.8325,1,0.20882075526734795,0.0407634373050913,0.03391266003130319,0.27782472294823074,56.13215755519732,1,High
ChIJsdhSwQwb6zkRlU0yhdd_ye8,27.6709939,85.4298429,Bhaktapur durbar square,0.3292,0.3511,0.3766,0.8325,1,0.20882075526734795,0.0407634373050913,0.03391266003130319,0.27782472294823074,56.13215755519732,1,High
ChIJ-xn2Tpwb6zkRmQ55LV5omVc,27.6675284,85.42521219999999,Bhaktapur durbar square,0.2675,0.4328,0.4543,0.5458,1,0.16968272185302424,0.05024897654697669,0.049644085012988316,0.18214622676894213,45.172201018193135,1,High
ChIJ0Z_TghMR6zkRdVUqdxEL9DA,27.6617555,85.4211059,Bhaktapur durbar square,0.0771,0.3129,0.5047,0.129,1,0.04890668356960063,0.036328338173634483,0.05984825256867598,0.04305031742981594,18.813359174172703,2,Low
ChIJe5s02Fgb6zkRGlCyTGv9Sns,27.670994,85.4298429,Bhaktapur durbar square,0.3292,0.3511,0.3766,0.8325,1,0.20882075526734795,0.0407634373050913,0.03391266003130319,0.27782472294823074,56.13215755519732,1,High
ChIJV1ueTQAb6zkR8ofJbwqYSzw,27.6716863,85.4078543,Bhaktapur durbar square,0.0,0.226,0.4932,0.0,1,0.0,0.02623906815992775,0.05751992068592979,0.0,8.375898884585753,2,Low
ChIJS-BG2D8b6zkR3TX1lwJGMdI,27.7187165,85.36986449999999,Bhaktapur durbar square,0.2314,0.4472,0.4975,0.3215,1,0.14678348350201798,0.05192084637663579,0.05839051434643488,0.10729207018361103,36.43869144086997,0,Moderate
ChIJQTsTBrob6zkRTDWuGJ2i0YY,27.7207542,85.3664586,Bhaktapur durbar square,0.223,0.4806,0.3671,0.3661,1,0.14145512887186693,0.05579865556487291,0.03198925543251286,0.12217613341903576,35.14191732882884,0,Moderate
ChIJMRY0TCwR6zkRKT27qpwpdyw,27.6587506,85.4085803,Bhaktapur durbar square,0.0,0.2177,0.821,0.0,1,0.0,0.02527542096644368,0.12388750252629506,0.0,14.916292349273874,2,Low
ChIJB-CTJpEb6zkRgBO9h_DMAkQ,27.6734257,85.37443069999999,Bhaktapur durbar square,0.0,0.2106,0.5481,0.0,1,0.0,0.024451096258764533,0.06863517463051812,0.0,9.308627088928265,2,Low
ChIJza2-P68b6zkRCVaPf855noA,27.6730144,85.4048528,Bhaktapur durbar square,0.0,0.2198,0.5022,0.0,1,0.0,0.025519235316602298,0.05934209346373115,0.0,8.486132878033345,2,Low
ChIJUTd8xf4b6zkRvCK6VRPEURM,27.672584,85.37432629999999,Bhaktapur durbar square,0.0,0.209,0.4989,0.0,1,0.0,0.024265332944357964,0.05867396344520399,0.0,8.293929638956195,2,Low
ChIJXUxIedsR6zkRsqYE0UMFv2Y,27.6206737,85.37648349999999,Bhaktapur durbar square,0.0,0.0513,1.0,0.0,1,0.0,0.0059560362681605914,0.16012849444034447,0.0,16.60845307085051,2,Low
ChIJ36hRDQAZ6zkRw4dWqMAkY_A,27.6682206,85.3545974,Bhaktapur durbar square,0.042,0.2746,0.5153,0.0748,1,0.02664177315075521,0.03188162883502726,0.061994367173642026,0.02496250964147467,14.548027880089917,2,Low
ChIJuze_dTEb6zkRjIcGL02ADtE,27.666213,85.36608939999999,Bhaktapur durbar square,0.0,0.2157,0.5214,0.0,1,0.0,0.02504321682343547,0.06322939538970739,0.0,8.827261221314284,2,Low
ChIJQ7GEegAb6zkRuBst0OML_pg,27.6712485,85.4211892,Bhaktapur durbar square,0.1543,0.3726,0.4664,0.3935,1,0.09787679993241734,0.043259631842429556,0.05209389508092127,0.13132015433048505,32.45504811862532,0,Moderate
ChIJRZQgKLIa6zkR2zKHhwN1Xxs,27.6762376,85.43231109999999,Bhaktapur durbar square,0.2091,0.508,0.4559,0.6517,1,0.1326379706148313,0.05897985232408538,0.049968026840153015,0.21748753386830266,45.907338364737235,1,High
ChIJFcyAUAAb6zkRIP7mmjXQVHU,27.664036700000004,85.4215698,Bhaktapur durbar square,0.1824,0.4019,0.4774,0.203,1,0.11570141482613691,0.04666142253749983,0.0543209951426785,0.06774584835854756,28.44296808648628,0,Moderate
ChIJTVMCiEMb6zkR3cM1mKl0oHA,27.6722426,85.4241006,Bhaktapur durbar square,0.261,0.4108,0.4055,0.6121,1,0.1655595902939788,0.04769473097388637,0.03976385928446537,0.20427208758752197,45.72902681398525,1,High
ChIJHSl10Vsb6zkR-gAGMxyJuMo,27.669225,85.4250245,Bhaktapur durbar square,0.3313,0.4773,0.3885,0.6483,1,0.2101528439248857,0.05541551872890936,0.036321977370840565,0.21635287433914474,51.82432143637804,1,High
ChIJz5fmnugb6zkRDQW4y711j5I,27.6755555,85.4238632,Bhaktapur durbar square,0.1693,0.3766,0.4831,0.3353,1,0.10739171891482993,0.043724040128445975,0.05547503790195269,0.11189745297842855,31.848824992365714,0,Moderate
ChIJhymW6KQa6zkRIJBJ-ScSN-Y,27.6721332,85.42382889999999,Bhaktapur durbar square,0.2455,0.4119,0.4157,0.5925,1,0.1557275073454858,0.04782244325254088,0.04182898843264024,0.19773110912531738,44.31100481559843,0,Moderate
ChIJb9P4OQAb6zkR2YyjeZGso04,27.664928,85.4225076,Bhaktapur durbar square,0.2166,0.4174,0.4719,0.2448,1,0.13739543010603755,0.04846100464581347,0.05320744511179988,0.08169548609937163,32.075936596302256,0,Moderate
ChIJszNwGwAb6zkRXxyWy8dH5d4,27.6627558,85.4259439,Bhaktapur durbar square,0.1731,0.395,0.4694,0.2028,1,0.10980216505704112,0.045860318244121505,0.05270128600685505,0.0676791036803618,27.60428729883795,2,Low
ChIJA8Q9bB4b6zkRDyqrZiDUZGI,27.6724444,85.4328455,Bhaktapur durbar square,0.296,0.4351,0.3989,0.8659,1,0.18776106791960812,0.05051601131143612,0.03842759924741102,0.28897108420525286,56.567576268370814,1,High
ChIJGYcBMzUb6zkRhAu1M0dMpE8,27.6758929,85.4304317,Bhaktapur durbar square,0.2119,0.4757,0.4559,0.5839,1,0.13441408882488162,0.05522975541450279,0.049968026840153015,0.19486108796332965,43.44729590428671,0,Moderate
ChIJfxj6_BQb6zkRQXXPh9QUySo,27.6669347,85.4258921,Bhaktapur durbar square,0.2587,0.4062,0.4573,0.457,1,0.16410063605000885,0.04716066144496749,0.050251475938922104,0.1525115896544642,41.402436308836265,0,Moderate
ChIJDzn-_TAb6zkR2WXN4nymx_E,27.6779364,85.43871109999999,Bhaktapur durbar square,0.155,0.4155,0.4812,0.3484,1,0.09832082948492993,0.04824041070995566,0.05509035698219464,0.1162692293995959,31.792082657667613,0,Moderate
ChIJnbMwU7kF6zkRahcFoNNwUfc,27.6782964,85.4404574,Bhaktapur durbar square,0.1112,0.3778,0.4768,0.2276,1,0.07053726605628521,0.0438633626142509,0.05419951695749174,0.07595544377539618,24.455558940342403,2,Low
ChIJiyYe_WIR6zkR2AebOc7iCOU,27.6587274,85.4236834,Bhaktapur durbar square,0.0169,0.2665,0.5199,0.0664,1,0.010720142053518166,0.03094120205584401,0.0629256999267405,0.022159233157672698,12.674627719377538,2,Low
ChIJp_Omeqsa6zkR62a61fmohts,27.66761,85.4356011,Bhaktapur durbar square,0.1683,0.357,0.6083,0.2573,1,0.10675739098266909,0.041448439526965516,0.08082348587758947,0.0858670284859817,31.48963448732058,0,Moderate
ChIJwfxmRwAb6zkR42SLQ3Y4PAM,27.6773449,85.4366268,Bhaktapur durbar square,0.2051,0.5467,0.4557,0.4909,1,0.13010065888618794,0.06347300249129426,0.049927534111757425,0.16382481260695073,40.732600809619036,0,Moderate
ChIJjcBf7IAb6zkRnuo36K5tsOM,27.6703992,85.41052959999999,Bhaktapur durbar square,0.0023,0.2311,0.5054,0.0138,1,0.001458954243969928,0.026831188724598685,0.05998997711806052,0.004605382794817519,9.288550288144666,2,Low
ChIJCyTINBgb6zkRnGjFDtmSd80,27.673373800000004,85.4311453,Bhaktapur durbar square,0.3177,0.4574,0.3724,0.8563,1,0.2015259840474983,0.05310508750597766,0.033062312734995894,0.2857673396523363,57.346072394080814,1,High
ChIJUV4c5iEF6zkRm3NNZPJrw6g,27.6793705,85.4446748,Bhaktapur durbar square,0.0186,0.2475,0.5268,0.0509,1,0.01179849953819159,0.028735262697266006,0.06432269905638822,0.01698652059827621,12.184298189012203,2,Low
