place_id,latitude,longitude,search_area,Demand,Accessibility,Competition,Population,label
BG_00362,27.693813841129334,85.3128706121504,New Road,0.2413,0.4315,0.5193,0.328,0
BG_00363,27.71453861219027,85.30231867787913,New Road,0.1376,0.3308,0.5287,0.3855,0
BG_00364,27.704976958421867,85.29866165805709,New Road,0.1458,0.3151,0.5694,0.5624,0
BG_00365,27.70134645019752,85.31699106912318,New Road,0.246,0.575,0.5636,0.2486,0
BG_00366,27.7011700173502,85.31902275504417,New Road,0.2617,0.4357,0.5164,0.3109,0
BG_00367,27.694714303281536,85.31012560584345,New Road,0.2828,0.5402,0.5418,0.4144,0
BG_00368,27.70590032937257,85.30526479078041,New Road,0.3932,0.3826,0.4304,0.9034,0
BG_00369,27.69814625805781,85.29395418658015,New Road,0.161,0.2905,0.5083,0.313,0
BG_00370,27.697994815220166,85.29665657023668,New Road,0.2705,0.3614,0.5187,0.5215,0
BG_00371,27.70160818912804,85.29833209272881,New Road,0.2692,0.3266,0.4901,0.5695,0
BG_00372,27.69537184801816,85.30117921261896,New Road,0.32,0.4121,0.5392,0.5047,0
BG_00373,27.70674045957201,85.29897702222192,New Road,0.1546,0.3469,0.5731,0.6314,0
BG_00374,27.691229001861867,85.30753339444573,New Road,0.1721,0.3235,0.5347,0.3905,0
BG_00375,27.71318596812001,85.29991784417831,New Road,0.1677,0.3716,0.5545,0.3871,0
BG_00376,27.713341430040728,85.30012235311143,New Road,0.1712,0.3687,0.549,0.381,0
BG_00377,27.70923817140365,85.31059702592931,New Road,0.5711,0.495,0.3417,0.8497,0
BG_00378,27.69473672319249,85.3135731316877,New Road,0.2422,0.4566,0.5284,0.2872,0
BG_00379,27.70524523574652,85.29656352083705,New Road,0.0971,0.2922,0.5973,0.4394,0
BG_00380,27.691041770826697,85.30832316240328,New Road,0.1855,0.3391,0.5413,0.4016,0
BG_00381,27.698515910059648,85.296803924323,New Road,0.2788,0.3607,0.5166,0.5447,0
BG_00382,27.70312005924381,85.31595077587465,New Road,0.3767,0.7086,0.525,0.3332,0
BG_00383,27.709232560768903,85.30369610793896,New Road,0.277,0.3668,0.5021,0.8335,0
BG_00384,27.709518256620623,85.31145792362251,New Road,0.5776,0.5245,0.3431,0.7635,0
BG_00385,27.698511311233435,85.30487503905144,New Road,0.3111,0.4479,0.5098,0.8213,0
BG_00386,27.707435908616915,85.30637520902445,New Road,0.3648,0.3404,0.4364,0.8827,0
BG_00387,27.706712344839207,85.31923010697065,New Road,0.4753,0.6556,0.4231,0.4358,0
BG_00388,27.70496564813595,85.3163128006015,New Road,0.4883,0.6896,0.5028,0.4233,0
BG_00389,27.698845073065065,85.30134227888456,New Road,0.3675,0.3758,0.5043,0.751,0
BG_00390,27.7035192672926,85.31871021051774,New Road,0.3518,0.5458,0.5054,0.3993,0
BG_00391,27.69252313928544,85.31526540329169,New Road,0.2551,0.4638,0.5315,0.2702,0
BG_00392,27.69422826469689,85.29670636469653,New Road,0.217,0.3106,0.5241,0.3293,0
BG_00393,27.70627065018805,85.29359059308295,New Road,0.0326,0.253,0.9187,0.2136,0
BG_00394,27.70554136759537,85.29636842320298,New Road,0.0817,0.2905,0.867,0.4217,0
BG_00395,27.70696290147733,85.31854991514163,New Road,0.4009,0.6706,0.4095,0.3941,0
BG_00396,27.699079156439925,85.30860999379507,New Road,0.4514,0.482,0.4207,0.7885,0
BG_00397,27.6939473913118,85.31912828289737,New Road,0.1452,0.4351,0.4776,0.2101,0
BG_00398,27.70270238979808,85.31692556052002,New Road,0.3216,0.6234,0.5268,0.3193,0
BG_00399,27.71380050440632,85.31358929239138,New Road,0.4325,0.4947,0.2091,0.3901,0
BG_00400,27.69626851984061,85.3170453527159,New Road,0.1885,0.4774,0.5867,0.1851,0
BG_00401,27.70170648563947,85.30645038563172,New Road,0.4374,0.4238,0.3961,0.9372,0
BG_00402,27.712722365729583,85.31093218474064,New Road,0.4778,0.5101,0.2136,0.6134,0
BG_00403,27.693352970339248,85.30144953510187,New Road,0.1763,0.3728,0.556,0.4396,0
BG_00404,27.699817986180136,85.30707328415392,New Road,0.4283,0.4841,0.4056,0.8554,0
BG_00405,27.695043620537056,85.29690000644219,New Road,0.25,0.3415,0.5222,0.405,0
BG_00406,27.6985382457874,85.32092006694988,New Road,0.1424,0.3785,0.545,0.1897,0
BG_00407,27.70222430447653,85.29671716162267,New Road,0.1775,0.2805,0.5359,0.5226,0
BG_00408,27.710741077175506,85.30407016225496,New Road,0.297,0.4014,0.5137,0.736,0
BG_00409,27.702129138064496,85.30631422200027,New Road,0.4227,0.4211,0.3958,0.9602,0
BG_00410,27.71116099829901,85.29871041354966,New Road,0.1566,0.384,0.5073,0.4758,0
BG_00411,27.709700794575,85.3087112891284,New Road,0.4681,0.3946,0.3723,0.9118,0
BG_00412,27.70578011850904,85.32104032485005,New Road,0.4409,0.5367,0.5036,0.5468,0
BG_00413,27.70855208392013,85.3017638448047,New Road,0.2052,0.3903,0.5101,0.8194,0
BG_00414,27.69208912871343,85.30483783952248,New Road,0.1387,0.3702,0.5099,0.3919,0
BG_00415,27.702909297160662,85.3152716225516,New Road,0.3921,0.7342,0.5045,0.3346,0
BG_00416,27.703953522163594,85.30174408410096,New Road,0.2101,0.3338,0.5472,0.8165,0
BG_00417,27.6925294202141,85.29930458237719,New Road,0.1279,0.31,0.5004,0.3268,0
BG_00418,27.695800369729763,85.29928462377985,New Road,0.3018,0.346,0.5216,0.5363,0
BG_00419,27.69224712155408,85.30943702580635,New Road,0.2407,0.4072,0.5863,0.3973,0
BG_00420,27.68971815808576,85.31316589482347,New Road,0.2725,0.4453,0.4944,0.3407,0
BG_00421,27.689052397791773,85.30407222827998,New Road,0.105,0.2857,0.5287,0.2707,0
BG_00422,27.702836624195808,85.30090976516014,New Road,0.2118,0.3254,0.5101,0.7319,0
BG_00423,27.695573118078027,85.2981931694304,New Road,0.2897,0.367,0.5106,0.5022,0
BG_00424,27.714684066078533,85.30763126709563,New Road,0.4555,0.4913,0.2723,0.6138,0
BG_00425,27.704297692737345,85.31637185560935,New Road,0.4334,0.6249,0.5302,0.393,0
BG_00426,27.70625458578253,85.3081632363248,New Road,0.5005,0.3977,0.3955,0.9948,0
BG_00427,27.70524705535827,85.2942283784689,New Road,0.0506,0.2644,0.894,0.265,0
BG_00428,27.70672569973928,85.29830575014404,New Road,0.1442,0.3381,0.5821,0.5858,0
BG_00429,27.690108401034287,85.3144068569032,New Road,0.3185,0.4682,0.5237,0.3311,0
BG_00430,27.697381096900028,85.31808468512389,New Road,0.1007,0.4405,0.6018,0.1492,0
BG_00431,27.710451296630023,85.31028390928523,New Road,0.5538,0.4256,0.2739,0.7933,0
BG_00432,27.698576428247907,85.31584341641583,New Road,0.1571,0.5061,0.5889,0.1583,0
BG_00433,27.703098644362843,85.3171808563614,New Road,0.3267,0.6671,0.5177,0.3323,0
BG_00434,27.69856812391566,85.32042869194521,New Road,0.1419,0.3991,0.5609,0.1838,0
BG_00435,27.703106232847222,85.32129486686803,New Road,0.3834,0.5089,0.4801,0.5051,0
BG_00436,27.69481384673417,85.30820365346307,New Road,0.2347,0.4571,0.5405,0.5065,0
BG_00437,27.700711763077884,85.31568694841934,New Road,0.3128,0.6088,0.5573,0.1979,0
BG_00438,27.69508920352072,85.31934434576569,New Road,0.094,0.3721,0.4814,0.1733,0
BG_00439,27.70164478849208,85.3097506490513,New Road,0.5234,0.6272,0.3754,0.788,0
BG_00440,27.69883572683624,85.29704988350088,New Road,0.2803,0.3571,0.5084,0.5686,0
BG_00441,27.69298461221561,85.31498217089505,New Road,0.2268,0.4804,0.5213,0.2734,0
BG_00442,27.698355249780768,85.3028446593513,New Road,0.3159,0.4067,0.5184,0.7992,0
BG_00443,27.706028122206263,85.29926517849715,New Road,0.145,0.3417,0.5821,0.6313,0
BG_00444,27.69722358790672,85.29673823885794,New Road,0.2634,0.3575,0.5263,0.5103,0
BG_00445,27.704249172086808,85.30912967125013,New Road,0.588,0.5006,0.3697,0.9525,0
BG_00446,27.69281336436145,85.30690792403978,New Road,0.2081,0.4151,0.5559,0.4341,0
BG_00447,27.70656116765586,85.31715354295785,New Road,0.4561,0.6323,0.4143,0.4167,0
BG_00448,27.69577323104528,85.30663394972782,New Road,0.2567,0.4528,0.5426,0.5961,0
BG_00449,27.697929628495807,85.31080383571846,New Road,0.3396,0.5576,0.5052,0.5165,0
BG_00450,27.70293177228536,85.30091070614793,New Road,0.2088,0.324,0.5123,0.7328,0
BG_00451,27.7014007086278,85.29853332507537,New Road,0.2749,0.3277,0.4847,0.5699,0
BG_00452,27.705871755949563,85.30556692665573,New Road,0.4252,0.3771,0.4247,0.9067,0
BG_00453,27.699664253510573,85.32199842485899,New Road,0.2066,0.3693,0.5177,0.2645,0
BG_00454,27.693421909913365,85.30653799419166,New Road,0.218,0.4197,0.5854,0.451,0
BG_00455,27.71081339221422,85.29799168517137,New Road,0.1421,0.3735,0.5172,0.4594,0
BG_00456,27.713981075842103,85.31407847676002,New Road,0.4052,0.443,0.2222,0.3514,0
BG_00457,27.70430895970805,85.29542944598386,New Road,0.0778,0.2805,0.5953,0.3539,0
BG_00458,27.6977005119452,85.32078025495326,New Road,0.1109,0.3699,0.5615,0.1613,0
BG_00459,27.691259109110646,85.30639120078999,New Road,0.1436,0.344,0.496,0.3828,0
BG_00460,27.71068163514182,85.30945459166364,New Road,0.4982,0.4086,0.2791,0.8089,0
BG_00461,27.695214249042948,85.31387881022846,New Road,0.2625,0.5157,0.562,0.2831,0
BG_00462,27.69413768519602,85.31418478850547,New Road,0.2355,0.4706,0.5235,0.2679,0
BG_00463,27.69287504484567,85.29662969728366,New Road,0.121,0.2859,0.5302,0.2488,0
BG_00464,27.700823832312807,85.31018655990542,New Road,0.5243,0.6134,0.393,0.7,0
BG_00465,27.71334974577469,85.30662116325986,New Road,0.3589,0.4681,0.3292,0.609,0
BG_00466,27.695001588011493,85.30460565107256,New Road,0.2321,0.4346,0.5641,0.5297,0
BG_00467,27.70435533619526,85.30928282943192,New Road,0.5974,0.5039,0.3744,0.9377,0
BG_00468,27.70905731130031,85.31982444130826,New Road,0.4517,0.6353,0.3722,0.3848,0
BG_00469,27.690913609591405,85.30121967565789,New Road,0.1233,0.2913,0.5371,0.2804,0
BG_00470,27.70588758197795,85.30458341214376,New Road,0.3669,0.3683,0.4606,0.8851,0
BG_00471,27.70374255082528,85.29367321523706,New Road,0.0425,0.2603,0.8826,0.2354,0
BG_00472,27.69666125567588,85.30765458690192,New Road,0.2841,0.4934,0.5512,0.6307,0
BG_00473,27.71162961158961,85.30484605944902,New Road,0.291,0.3924,0.5129,0.6705,0
BG_00474,27.713056234331567,85.29984548403677,New Road,0.1681,0.3737,0.5526,0.3957,0
BG_00475,27.700810377932864,85.29793799479489,New Road,0.2714,0.3242,0.5032,0.5626,0
BG_00476,27.69452839465749,85.31312811330876,New Road,0.2447,0.4461,0.5257,0.308,0
BG_00477,27.703079787003325,85.30380670583024,New Road,0.3275,0.3461,0.4072,0.9065,0
BG_00478,27.698295006374508,85.32180891873247,New Road,0.1305,0.3526,0.5472,0.186,0
BG_00479,27.69581393989048,85.30257694184276,New Road,0.2655,0.42,0.5205,0.5445,0
BG_00480,27.705980420675345,85.31230891039162,New Road,0.5631,0.6766,0.419,0.7077,0
BG_00481,27.697290222345945,85.31360777544232,New Road,0.2717,0.591,0.5191,0.2886,0
BG_00482,27.702712882998195,85.29251583495855,New Road,0.0359,0.2438,0.8628,0.1758,0
BG_00483,27.70526546503835,85.31031957919926,New Road,0.641,0.5228,0.3892,0.866,0
BG_00484,27.712421100824194,85.31540121761945,New Road,0.4404,0.4734,0.2845,0.3437,0
BG_00485,27.69141805862992,85.30269903465681,New Road,0.1473,0.3068,0.5446,0.3277,0
BG_00486,27.705777901998065,85.32062038646787,New Road,0.4378,0.522,0.4856,0.526,0
BG_00487,27.714977651083903,85.30380472650454,New Road,0.202,0.3789,0.4601,0.4248,0
BG_00488,27.711669030967688,85.31619335692368,New Road,0.4343,0.4534,0.3039,0.3077,0
BG_00489,27.7065877341116,85.29358598423654,New Road,0.0315,0.2521,0.9135,0.2092,0
BG_00490,27.70441469839776,85.30273935201794,New Road,0.2484,0.3347,0.5343,0.8515,0
BG_00491,27.70018056554328,85.29401750748787,New Road,0.1519,0.2753,0.5573,0.3229,0
BG_00492,27.71180041696627,85.30519833710042,New Road,0.3114,0.3809,0.484,0.6654,0
BG_00493,27.704129413572208,85.31838434183146,New Road,0.3613,0.5644,0.5152,0.3825,0
BG_00494,27.69341731216228,85.29670904000105,New Road,0.1752,0.3055,0.5331,0.289,0
BG_00495,27.711381889195405,85.29676732072835,New Road,0.0986,0.3316,0.5529,0.3407,0
BG_00496,27.6926599563632,85.30015572020493,New Road,0.1524,0.3239,0.5209,0.3675,0
BG_00497,27.708034976434583,85.31553803046835,New Road,0.4666,0.5862,0.3871,0.5199,0
BG_00498,27.702915367094462,85.31765333431876,New Road,0.3288,0.5882,0.5024,0.3255,0
BG_00499,27.71041398758429,85.30740144560299,New Road,0.4065,0.3867,0.3946,0.8026,0
BG_00500,27.70408675943469,85.2985898893881,New Road,0.1466,0.3032,0.5481,0.5697,0
BG_00501,27.707138087308444,85.29986437084608,New Road,0.1797,0.3691,0.5538,0.7011,0
BG_00502,27.69825308957332,85.3091733169051,New Road,0.4024,0.5,0.451,0.6975,0
BG_00503,27.70457820783182,85.30434430268832,New Road,0.3545,0.3554,0.429,0.8899,0
BG_00504,27.6995658136254,85.29428043487258,New Road,0.1722,0.2788,0.5343,0.3557,0
BG_00505,27.696884988201024,85.29905424023674,New Road,0.2925,0.3429,0.511,0.584,0
BG_00506,27.703962513655767,85.32193601025409,New Road,0.4111,0.5127,0.4799,0.5604,0
BG_00507,27.70084914759381,85.2956003038216,New Road,0.2073,0.2868,0.5488,0.4489,0
BG_00508,27.704485053706502,85.3020781175172,New Road,0.2179,0.3508,0.5591,0.8256,0
BG_00509,27.68895044925576,85.31070743679176,New Road,0.1504,0.2929,0.5151,0.3561,0
BG_00510,27.69984008506801,85.31411579053213,New Road,0.2901,0.6047,0.5161,0.2684,0
BG_00511,27.694065858366475,85.29572199372258,New Road,0.1924,0.2925,0.551,0.2695,0
BG_00512,27.708404208884737,85.3057266367512,New Road,0.3526,0.3707,0.431,0.8701,0
BG_00513,27.69909293279059,85.30826293641496,New Road,0.4326,0.4788,0.4264,0.8101,0
BG_00514,27.69803045384268,85.30347536418769,New Road,0.3125,0.4307,0.5269,0.7819,0
BG_00515,27.701369476128885,85.31411080342691,New Road,0.371,0.6462,0.5132,0.2845,0
BG_00516,27.7048184958777,85.31845245740789,New Road,0.3717,0.6032,0.5013,0.3785,0
BG_00517,27.70621667595177,85.29369593365135,New Road,0.0326,0.2546,0.9177,0.2208,0
BG_00518,27.6989825930948,85.29681067841756,New Road,0.2748,0.3536,0.5161,0.5608,0
BG_00519,27.70716625617848,85.30382388702394,New Road,0.2808,0.3724,0.4765,0.8586,0
BG_00520,27.701226161491263,85.3210105230709,New Road,0.2962,0.4685,0.5089,0.3748,0
BG_00521,27.7032279484482,85.31930445006098,New Road,0.3638,0.5445,0.5074,0.4271,0
BG_00522,27.70553328673124,85.29386041736556,New Road,0.0431,0.2581,0.9057,0.2327,0
BG_00523,27.691086346159704,85.31574410426165,New Road,0.2972,0.5068,0.5405,0.2895,0
BG_00524,27.70908920637736,85.30330256687742,New Road,0.2545,0.3818,0.4993,0.8304,0
BG_00525,27.70246010376288,85.30288191313899,New Road,0.2687,0.349,0.4672,0.8701,0
BG_00526,27.70120267620988,85.31460342272851,New Road,0.3613,0.6158,0.5281,0.2525,0
BG_00527,27.703286075717227,85.29747047637753,New Road,0.1142,0.303,0.5402,0.5374,0
BG_00528,27.70476626399129,85.31625334602322,New Road,0.488,0.6781,0.5078,0.4201,0
BG_00529,27.69815705596079,85.32006504835564,New Road,0.1327,0.4157,0.5569,0.1706,0
BG_00530,27.71188835528237,85.30616829662536,New Road,0.3441,0.3822,0.4117,0.6716,0
BG_00531,27.701772616391345,85.30093223895098,New Road,0.2593,0.3518,0.4927,0.731,0
BG_00532,27.706224453509023,85.31461787243566,New Road,0.5195,0.6787,0.4749,0.5811,0
BG_00533,27.706914846767983,85.2964479423302,New Road,0.1142,0.2966,0.6064,0.4528,0
BG_00534,27.697416820166257,85.3187931299147,New Road,0.0828,0.4166,0.582,0.1462,0
BG_00535,27.70174174527021,85.29740595384472,New Road,0.2365,0.3229,0.5126,0.5543,0
BG_00536,27.70091984849429,85.31460049324419,New Road,0.3441,0.6041,0.5258,0.2445,0
BG_00537,27.713474034752267,85.30653568910223,New Road,0.3462,0.4683,0.3411,0.6018,0
BG_00538,27.70176465097952,85.30118558466752,New Road,0.2663,0.3668,0.4987,0.7476,0
BG_00539,27.69199564124598,85.31693353067104,New Road,0.2653,0.5185,0.5206,0.245,0
BG_00540,27.70379776453852,85.30115419996021,New Road,0.2011,0.3274,0.5405,0.7651,0
BG_00541,27.706346954873663,85.3064449654194,New Road,0.4362,0.381,0.432,0.8854,0
BG_00542,27.694553175930352,85.31414631360667,New Road,0.2437,0.4696,0.5315,0.2654,0
BG_00543,27.70812070862671,85.2988922580415,New Road,0.1716,0.3525,0.5464,0.6295,0
BG_00544,27.70001837631476,85.29681901102184,New Road,0.2668,0.326,0.5122,0.5476,0
BG_00545,27.70080677989808,85.31739040713569,New Road,0.2113,0.5311,0.5783,0.2199,0
BG_00546,27.71090968867021,85.30392584419603,New Road,0.2821,0.4051,0.5264,0.7218,0
BG_00547,27.703940912710568,85.317716064259,New Road,0.3769,0.5998,0.5094,0.3436,0
BG_00548,27.707430530364,85.29966231232045,New Road,0.1897,0.3694,0.5487,0.6773,0
BG_00549,27.69250709047597,85.30259224481657,New Road,0.1683,0.3499,0.5626,0.3962,0
BG_00550,27.707907378327484,85.31037648591825,New Road,0.5731,0.4633,0.3764,0.8799,0
BG_00551,27.6923079241102,85.30205331386232,New Road,0.1721,0.3509,0.5592,0.3878,0
BG_00552,27.705037294766715,85.30709309637955,New Road,0.4866,0.4124,0.3958,0.9838,0
BG_00553,27.71247049767636,85.29801576288968,New Road,0.1141,0.3483,0.5464,0.3391,0
BG_00554,27.68942430754709,85.30463716663228,New Road,0.1149,0.2958,0.5123,0.2923,0
BG_00555,27.703823949073527,85.29714378764064,New Road,0.0993,0.2962,0.5565,0.512,0
BG_00556,27.70451489108308,85.30498626973888,New Road,0.3986,0.3712,0.4054,0.8979,0
BG_00557,27.69229176207368,85.315868716725,New Road,0.2721,0.4848,0.5412,0.2565,0
BG_00558,27.69710450480808,85.29649034406961,New Road,0.2464,0.355,0.533,0.4874,0
BG_00559,27.69689632357739,85.3155638309252,New Road,0.2254,0.5521,0.6076,0.2201,0
BG_00560,27.71094846260596,85.30061179714511,New Road,0.2135,0.4107,0.5148,0.6188,0
BG_00561,27.705203209194515,85.32103561948453,New Road,0.428,0.4968,0.5057,0.5492,0
BG_00562,27.702216592764927,85.29535046803183,New Road,0.0907,0.2716,0.5692,0.415,0
BG_00563,27.712999459713377,85.3081566928776,New Road,0.4616,0.4965,0.2357,0.6843,0
BG_00564,27.690904367918268,85.30737491075448,New Road,0.1503,0.3225,0.5186,0.3869,0
BG_00565,27.69431811468944,85.3107924680815,New Road,0.2886,0.5235,0.5609,0.3771,0
BG_00566,27.6987039934089,85.31662848848063,New Road,0.1432,0.5216,0.6016,0.1408,0
BG_00567,27.69429954526132,85.29680003881656,New Road,0.2187,0.3147,0.5217,0.3414,0
BG_00568,27.69263832028265,85.30490819745498,New Road,0.1513,0.4103,0.5502,0.4133,0
BG_00569,27.6906497340064,85.30464472205608,New Road,0.1143,0.3128,0.4982,0.3134,0
BG_00570,27.70171097902762,85.31773690526096,New Road,0.2808,0.5529,0.5336,0.287,0
BG_00571,27.707225462748656,85.30350828557313,New Road,0.2672,0.3665,0.4692,0.8549,0
BG_00572,27.71205985665124,85.31411088530672,New Road,0.467,0.5081,0.2212,0.4697,0
BG_00573,27.70134412017273,85.3019715332104,New Road,0.2869,0.3682,0.5158,0.8171,0
BG_00574,27.700667797096983,85.30081982831041,New Road,0.3259,0.351,0.5031,0.7273,0
BG_00575,27.694244769852155,85.29758484266783,New Road,0.2336,0.3513,0.506,0.393,0
BG_00576,27.70330920614172,85.32174064346681,New Road,0.3853,0.4913,0.4823,0.5226,0
BG_00577,27.6989847327456,85.31461159582875,New Road,0.2231,0.5278,0.5482,0.2306,0
BG_00578,27.706479472679973,85.30689800594068,New Road,0.4141,0.3735,0.4261,0.9058,0
BG_00579,27.705431413254075,85.3217928764371,New Road,0.427,0.5422,0.4865,0.579,0
BG_00580,27.705401940575594,85.31202478756076,New Road,0.5622,0.6163,0.4228,0.6941,0
BG_00581,27.708011662401383,85.3077512920086,New Road,0.426,0.3351,0.4402,0.9661,0
BG_00582,27.7092085372103,85.30609010151906,New Road,0.3614,0.3731,0.4242,0.8451,0
BG_00583,27.704147920481542,85.31822977284035,New Road,0.3577,0.5861,0.5147,0.3707,0
BG_00584,27.714470081375865,85.30461613883078,New Road,0.2571,0.4163,0.4647,0.4978,0
BG_00585,27.70975550148607,85.29805516394953,New Road,0.1468,0.3524,0.5217,0.5263,0
BG_00586,27.70568350531283,85.3025931372717,New Road,0.2532,0.351,0.5645,0.8263,0
BG_00587,27.7088027916488,85.30249833180352,New Road,0.2148,0.3875,0.4939,0.8263,0
BG_00588,27.71020164799348,85.30235537761814,New Road,0.2305,0.4096,0.5158,0.7451,0
BG_00589,27.704837615610405,85.31232267531536,New Road,0.5425,0.6326,0.4263,0.6286,0
BG_00590,27.703212010325608,85.31526549007555,New Road,0.3988,0.7132,0.5027,0.3537,0
BG_00591,27.70920895781448,85.30982191461396,New Road,0.5227,0.4346,0.3727,0.9036,0
BG_00592,27.69717805020663,85.3077310502899,New Road,0.2911,0.4887,0.537,0.6773,0
BG_00593,27.70155777962764,85.31870083696185,New Road,0.2927,0.5437,0.5098,0.3189,0
BG_00594,27.697206006123068,85.31900874892838,New Road,0.0852,0.3951,0.5511,0.1492,0
BG_00595,27.70185590590117,85.30341129869694,New Road,0.3319,0.3504,0.4437,0.891,0
BG_00596,27.700008387963592,85.29712070859524,New Road,0.2714,0.3077,0.505,0.5709,0
BG_00597,27.71293407749304,85.30195049881914,New Road,0.1731,0.3741,0.5107,0.5267,0
BG_00598,27.690449785506857,85.30957926929707,New Road,0.1704,0.2903,0.5263,0.3889,0
BG_00599,27.68984787846968,85.3088887671332,New Road,0.1453,0.3004,0.5098,0.3812,0
BG_00600,27.67421139891879,85.3557444320908,Koteshwor,0.1748,0.4204,0.5222,0.2638,0
BG_00601,27.676480282519385,85.33886474695673,Koteshwor,0.1677,0.4995,0.5444,0.3844,0
BG_00602,27.69507538699965,85.3502500027172,Koteshwor,0.2391,0.439,0.5316,0.4771,0
BG_00603,27.67054207036881,85.34980183563466,Koteshwor,0.1148,0.3168,0.5294,0.2729,0
BG_00604,27.68962073293029,85.36167912999073,Koteshwor,0.083,0.3851,0.4936,0.1569,0
BG_00605,27.67669194414612,85.35125538936896,Koteshwor,0.1887,0.4143,0.5194,0.2517,0
BG_00606,27.67780887478388,85.34050933299953,Koteshwor,0.2142,0.5146,0.5208,0.4878,0
BG_00607,27.68813784224345,85.35629348169086,Koteshwor,0.0611,0.3193,0.5731,0.1606,0
BG_00608,27.687144739306365,85.35760920418794,Koteshwor,0.0861,0.3697,0.5415,0.2001,0
BG_00609,27.67026386916232,85.35027350054366,Koteshwor,0.1136,0.3165,0.5307,0.2624,0
BG_00610,27.69406334855567,85.3464912929933,Koteshwor,0.2208,0.3656,0.5342,0.5774,0
BG_00611,27.674903871430104,85.36165187259179,Koteshwor,0.1064,0.3263,0.5589,0.1312,0
BG_00612,27.67462400450088,85.35087496801162,Koteshwor,0.1935,0.4372,0.5003,0.3214,0
BG_00613,27.673885439193008,85.34657666414772,Koteshwor,0.2194,0.4073,0.499,0.4294,0
BG_00614,27.692602401765487,85.34796288911886,Koteshwor,0.2261,0.3669,0.5112,0.584,0
BG_00615,27.681305524423863,85.35704012324848,Koteshwor,0.0656,0.3325,0.5692,0.2716,0
BG_00616,27.688789638799896,85.35918715249652,Koteshwor,0.0905,0.3995,0.5077,0.2094,0
BG_00617,27.696350097661416,85.3512157428504,Koteshwor,0.1937,0.4241,0.5077,0.3848,0
BG_00618,27.677310288282875,85.34976463174453,Koteshwor,0.2719,0.4393,0.5047,0.2881,0
BG_00619,27.685081034204835,85.33684292435242,Koteshwor,0.3434,0.624,0.4115,0.468,0
BG_00620,27.68146716133913,85.34575308810128,Koteshwor,0.4023,0.4921,0.4842,0.4833,0
BG_00621,27.6923712255193,85.35804171975927,Koteshwor,0.0571,0.2805,0.5928,0.0725,0
BG_00622,27.68685072302962,85.3495239828152,Koteshwor,0.229,0.3601,0.4822,0.2966,0
BG_00623,27.674736062488385,85.35817215241896,Koteshwor,0.1458,0.3873,0.5512,0.2108,0
BG_00624,27.67675987243431,85.34043007643311,Koteshwor,0.2161,0.5241,0.5242,0.444,0
BG_00625,27.671437603885465,85.35361234513493,Koteshwor,0.1515,0.3585,0.5444,0.2515,0
BG_00626,27.68799097346064,85.36177739413918,Koteshwor,0.0881,0.4101,0.4887,0.1942,0
BG_00627,27.69368690166887,85.3495595926761,Koteshwor,0.2155,0.4055,0.5582,0.5367,0
BG_00628,27.690969327920907,85.35096203611737,Koteshwor,0.148,0.3347,0.5323,0.3844,0
BG_00629,27.68244212419782,85.36265879238414,Koteshwor,0.0457,0.3265,0.6829,0.1947,0
BG_00630,27.670540752138248,85.34614075986903,Koteshwor,0.0893,0.3324,0.4932,0.2868,0
BG_00631,27.6762307563904,85.34149951802934,Koteshwor,0.2361,0.5092,0.5046,0.4606,0
BG_00632,27.68382253213985,85.36238228662704,Koteshwor,0.051,0.3559,0.5962,0.2067,0
BG_00633,27.691575833521483,85.35390957365432,Koteshwor,0.0842,0.3229,0.578,0.2213,0
BG_00634,27.674370616879813,85.34142384354195,Koteshwor,0.1752,0.4534,0.5133,0.3484,0
BG_00635,27.69247035686921,85.33880674224696,Koteshwor,0.3837,0.405,0.441,0.4821,0
BG_00636,27.68091150171616,85.35545046830931,Koteshwor,0.0518,0.3216,0.5764,0.232,0
BG_00637,27.67727382168871,85.35072308333409,Koteshwor,0.2222,0.4201,0.5252,0.2615,0
BG_00638,27.68643086279597,85.33938816823954,Koteshwor,0.3556,0.5798,0.4497,0.3884,0
BG_00639,27.67393826041324,85.35010900217453,Koteshwor,0.1817,0.4262,0.4975,0.3755,0
BG_00640,27.681889661851084,85.3613821380707,Koteshwor,0.051,0.3206,0.6248,0.2331,0
BG_00641,27.68401883191859,85.34672137521085,Koteshwor,0.3227,0.4285,0.4816,0.3734,0
BG_00642,27.67654022372116,85.34405774966075,Koteshwor,0.2538,0.5135,0.4983,0.5094,0
BG_00643,27.67839546179066,85.36020195155845,Koteshwor,0.111,0.3519,0.5619,0.2909,0
BG_00644,27.693685475984747,85.34994116789929,Koteshwor,0.2142,0.4035,0.5661,0.5199,0
BG_00645,27.67626418203921,85.35943394251657,Koteshwor,0.1261,0.3455,0.5808,0.2351,0
BG_00646,27.69006330236001,85.36045671220757,Koteshwor,0.0819,0.3618,0.4973,0.1583,0
BG_00647,27.6745347428402,85.34287713397978,Koteshwor,0.1798,0.4696,0.4819,0.3985,0
BG_00648,27.671585306663594,85.35294587801545,Koteshwor,0.1483,0.3851,0.5342,0.2702,0
BG_00649,27.67616657084445,85.34107174833267,Koteshwor,0.223,0.5081,0.5182,0.436,0
BG_00650,27.683475177399643,85.33885242690988,Koteshwor,0.2798,0.5584,0.4516,0.5003,0
BG_00651,27.676140030142147,85.34134318576389,Koteshwor,0.227,0.5055,0.5091,0.4494,0
