place_id,latitude,longitude,search_area,Demand,Accessibility,Competition,Population,label
ChIJ0eGoMegb6zkRgz2W9ajOZfk,27.688525,85.3685895,Koteshwor,0.0018,0.2427,0.4832,0.0094,1
ChIJB0dKMgAZ6zkRr8WuH6RS5o8,27.6882168,85.34874239999999,Koteshwor,0.2598,0.3751,0.4677,0.3823,1
ChIJF6bO7voZ6zkRutLPuhkCshM,27.6954041,85.3545137,Koteshwor,0.0843,0.3756,0.5147,0.175,1
ChIJn0YnnwIZ6zkRnTOkQC2YTHA,27.6710351,85.32690079999999,Koteshwor,0.4448,0.3638,0.4004,0.557,1
ChIJzVYxW9UX6zkRepvkxp9T7Cc,27.6611336,85.3439935,Koteshwor,0.0,0.2226,0.4991,0.0,1
ChIJn6vXfh0b6zkR87b_vChzO6w,27.6744056,85.3691595,Koteshwor,0.0,0.2259,0.489,0.0,1
ChIJOexAZAAZ6zkRAQf8-eYOC-k,27.6912983,85.34651939999999,Koteshwor,0.2929,0.3717,0.5073,0.5759,1
ChIJ99_sYAAZ6zkRHdjQaiawNHw,27.7001269,85.3545551,Koteshwor,0.0389,0.2558,0.4859,0.078,1
ChIJSUsat04b6zkRu56a-RweF6c,27.6730235,85.4310544,Bhaktapur durbar square,0.3202,0.4581,0.3678,0.8619,1
ChIJLZDyCwAb6zkRpLvmbA5i6Sw,27.6706505,85.4218284,Bhaktapur durbar square,0.1782,0.3777,0.4703,0.4621,1
ChIJ6QXUKKgb6zkR3hmlc1AnGb8,27.6721412,85.423476,Bhaktapur durbar square,0.2327,0.4105,0.4282,0.5698,1
ChIJxZP-06gb6zkRSOFcbLceNrk,27.6727094,85.42583789999999,Bhaktapur durbar square,0.3223,0.4319,0.3491,0.7544,1
ChIJuYI2P_cb6zkRVhcUl4zMQF0,27.6723139,85.42414889999999,Bhaktapur durbar square,0.2598,0.4112,0.406,0.6152,1
ChIJbWl5JgAb6zkR_rhwOeLDjXk,27.6711897,85.4284526,Bhaktapur durbar square,0.3196,0.3563,0.3694,0.8804,1
ChIJ0zAq7egb6zkRkpMjOy1p9Gw,27.6719049,85.4294919,Bhaktapur durbar square,0.32,0.3915,0.3731,0.8977,1
ChIJXY_iq68a6zkRCbRb4lbA3XQ,27.6713046,85.42948779999999,Bhaktapur durbar square,0.329,0.3688,0.3762,0.8698,1
ChIJQfID2GEb6zkR84BOg7l8t9o,27.6728194,85.4293616,Bhaktapur durbar square,0.3092,0.4072,0.3726,0.908,1
ChIJq6p6na0a6zkR5x4LC5nQ0Bs,27.6733621,85.434938,Bhaktapur durbar square,0.2812,0.566,0.454,0.8322,1
ChIJU6ldS3Qb6zkRqN1vkzvM_R8,27.6735231,85.4349476,Bhaktapur durbar square,0.2777,0.5691,0.4535,0.8336,1
ChIJt0n3TAAb6zkRL9TcKn5O7ns,27.671323,85.4292612,Bhaktapur durbar square,0.3309,0.3679,0.3755,0.8722,1
ChIJUz_WRxkb6zkRK6UCoKnN6ac,27.6699487,85.42776909999999,Bhaktapur durbar square,0.2976,0.3549,0.3712,0.7643,1
ChIJ7eS4rJEb6zkRV1hDUbjJsAI,27.6721554,85.4285998,Bhaktapur durbar square,0.3213,0.375,0.3626,0.9247,1
ChIJ0e5hZq8a6zkRZ-t8zDwfJS4,27.669714400000004,85.4276931,Bhaktapur durbar square,0.3034,0.3548,0.3717,0.7437,1
ChIJ52kj6jUb6zkRPTQGBYwA-gw,27.6715811,85.4291013,Bhaktapur durbar square,0.3277,0.3701,0.3651,0.8951,1
ChIJYW1_5lcb6zkReAo2PqzJjxY,27.6768151,85.4368339,Bhaktapur durbar square,0.2247,0.5736,0.4544,0.5521,1
ChIJtSi9Qdob6zkROLnXdSOV8Ps,27.671099800000004,85.42708089999999,Bhaktapur durbar square,0.3356,0.4166,0.3624,0.8066,1
ChIJ7xsfN3Ab6zkREWVyvuxphQI,27.6735504,85.4346362,Bhaktapur durbar square,0.2766,0.5559,0.451,0.8434,1
ChIJoQJ8TAAb6zkRAiXnCCvUubw,27.6722911,85.426915,Bhaktapur durbar square,0.3399,0.4367,0.3635,0.8547,1
ChIJa05kQAAb6zkRr-dGn28pHmA,27.6771492,85.436841,Bhaktapur durbar square,0.2138,0.5686,0.4555,0.5091,1
ChIJCbHdVwAb6zkR5FrBiRTCbUI,27.6736992,85.4334327,Bhaktapur durbar square,0.3,0.5698,0.4204,0.8733,1
ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,27.6698837,85.4293982,Bhaktapur durbar square,0.275,0.3283,0.3868,0.7376,1
ChIJ-1gXvewb6zkRQSeG9pq3fK8,27.6715495,85.429344,Bhaktapur durbar square,0.3268,0.3698,0.3727,0.8876,1
ChIJA4q_iKob6zkRvMDhbkR3_oo,27.6718001,85.4285972,Bhaktapur durbar square,0.3278,0.3704,0.3646,0.9119,1
ChIJ-Q8BSgAb6zkRJr4seRIQYGU,27.672294,85.433751,Bhaktapur durbar square,0.2866,0.5089,0.4217,0.8385,1
ChIJ__8_CK8a6zkRYpBaL7b1-_g,27.670796300000003,85.42885179999999,Bhaktapur durbar square,0.318,0.3545,0.3722,0.8428,1
ChIJ-Y6UMQAb6zkRGyGfshCNERc,27.672397,85.4051819,Bhaktapur durbar square,0.0,0.22,0.5065,0.0,1
ChIJ_VReHQAb6zkR08hYWq2G4GM,27.6724663,85.427415,Bhaktapur durbar square,0.3252,0.4072,0.3639,0.8927,1
ChIJX2X55PAb6zkRxU85igeUexI,27.6712981,85.4211503,Bhaktapur durbar square,0.1529,0.3721,0.4643,0.3893,1
ChIJx9KIxvob6zkRWMruWmNw704,27.6711367,85.4216744,Bhaktapur durbar square,0.1608,0.3776,0.467,0.4448,1
ChIJf6d74u4b6zkRDF_IhSrK-J0,27.6765449,85.43771199999999,Bhaktapur durbar square,0.2341,0.5548,0.4608,0.553,1
ChIJk73od60a6zkRwmlB5OFE-lA,27.6733352,85.4350754,Bhaktapur durbar square,0.282,0.5671,0.4529,0.8269,1
ChIJR3DduygF6zkRN0DrSFfcnkY,27.6774529,85.43803620000001,Bhaktapur durbar square,0.185,0.5114,0.4792,0.4357,1
ChIJSdUdyfcb6zkRnUq5A9OdlXg,27.6652664,85.4226844,Bhaktapur durbar square,0.2329,0.4179,0.4686,0.2579,1
ChIJCWFzaAAb6zkRaFioexqEgz4,27.6722545,85.4308109,Bhaktapur durbar square,0.3434,0.4211,0.3636,0.8642,1
ChIJfx2Tma8a6zkRmZyoA545Dz0,27.6715487,85.42835649999999,Bhaktapur durbar square,0.3253,0.3707,0.3664,0.8951,1
ChIJ2xuZoaob6zkRsMHiGXf3zYA,27.6713509,85.43012019999999,Bhaktapur durbar square,0.3246,0.3605,0.3752,0.8442,1
ChIJEzE6_cAb6zkR1eFJ1T6DCU0,27.6716687,85.4293462,Bhaktapur durbar square,0.3213,0.3691,0.3754,0.8941,1
ChIJAAAAAAAAAAARCwN5WdzZTyc,27.6726197,85.4295217,Bhaktapur durbar square,0.3193,0.3929,0.3706,0.9063,1
ChIJ9Q68TgAb6zkRBIoLAliNUdM,27.6844567,85.4109168,Bhaktapur durbar square,0.0,0.2171,0.7038,0.0,1
ChIJTzMQ9E0b6zkRMKnIP6I54nM,27.6747818,85.43123109999999,Bhaktapur durbar square,0.308,0.483,0.3984,0.7572,1
ChIJA0i3UdEb6zkRfj28qirdY8I,27.6714191,85.4293764,Bhaktapur durbar square,0.3309,0.367,0.3738,0.8769,1
ChIJJxlemN0F6zkR6mnSKJtTPUw,27.6780133,85.4391407,Bhaktapur durbar square,0.1534,0.412,0.4782,0.3224,1
ChIJTbAmN3Qb6zkRkCRN2FsKFHI,27.6727318,85.42570909999999,Bhaktapur durbar square,0.3215,0.4313,0.3509,0.7416,1
ChIJTxenZwAb6zkRQ4IdLOfpewU,27.6730394,85.4289139,Bhaktapur durbar square,0.3165,0.4107,0.3616,0.9157,1
ChIJ4Rmjn8Eb6zkRB_ltBQDlPXU,27.6776181,85.4075666,Bhaktapur durbar square,0.0,0.2294,0.5213,0.0,1
ChIJV0qIu6cb6zkRoRm2N5UFoVA,27.6653184,85.4224212,Bhaktapur durbar square,0.2206,0.4164,0.4715,0.25,1
ChIJ-0XTZKMa6zkR6NQX_8UNDD4,27.6715225,85.4216812,Bhaktapur durbar square,0.1605,0.3772,0.4577,0.4416,1
ChIJy0-KawAb6zkRTAuBZP04PZc,27.6678169,85.386591,Bhaktapur durbar square,0.0,0.1659,0.5278,0.0,1
ChIJK79mq68a6zkRq8LN6WM56Bk,27.6713461,85.429779,Bhaktapur durbar square,0.3166,0.3669,0.3772,0.8614,1
ChIJR0PGsa8a6zkRx5LjjNtmYf0,27.6718757,85.4294317,Bhaktapur durbar square,0.32,0.3693,0.3733,0.8986,1
ChIJMXMScXYb6zkRwbEmhwIuVmM,27.6735524,85.4124763,Bhaktapur durbar square,0.0072,0.2517,0.5279,0.0266,1
ChIJM2SIKgAb6zkR8YYkDZ3Bg08,27.6696016,85.41097859999999,Bhaktapur durbar square,0.0103,0.2325,0.5076,0.0212,1
ChIJDVl62OIb6zkRDSJCFUdave8,27.6751651,85.4085202,Bhaktapur durbar square,0.0,0.2341,0.5182,0.0026,1
ChIJMTMW66Qa6zkROWzKHDL665M,27.6721252,85.4235942,Bhaktapur durbar square,0.2383,0.4101,0.418,0.5787,1
ChIJh88yaZ4b6zkROuurZflbf_A,27.6733346,85.4352088,Bhaktapur durbar square,0.2804,0.5778,0.4497,0.8219,1
ChIJV44Z9M4b6zkRmUww9ejIzuk,27.6633774,85.4259391,Bhaktapur durbar square,0.1929,0.3969,0.471,0.2213,1
ChIJKfQQGAYF6zkRqGOVHC0Agjc,27.6783117,85.4407716,Bhaktapur durbar square,0.1098,0.3737,0.4743,0.214,1
ChIJ0xsKWMob6zkR257V2XWaRSw,27.6726948,85.42469969999999,Bhaktapur durbar square,0.2647,0.4176,0.3682,0.6561,1
ChIJJY_ZHfAb6zkRs5sLzObMYRI,27.6716936,85.4276158,Bhaktapur durbar square,0.3284,0.3908,0.3668,0.8743,1
ChIJORshD80b6zkRsrGJSU_UiZg,27.6714697,85.4295459,Bhaktapur durbar square,0.3247,0.3682,0.3758,0.8795,1
ChIJ8eqBCa8a6zkRKRlF6r0xRDM,27.6708631,85.42923789999999,Bhaktapur durbar square,0.3274,0.3509,0.3808,0.84,1
ChIJYTnknOsb6zkRxnFiQt4CFN8,27.672341,85.4266082,Bhaktapur durbar square,0.3435,0.4242,0.3603,0.828,1
ChIJI8VtVK4a6zkRBhQQPXlNvIg,27.6713463,85.4300451,Bhaktapur durbar square,0.3246,0.3627,0.375,0.8442,1
ChIJK-agba8a6zkRRvBMNJnJFBk,27.6700445,85.4282604,Bhaktapur durbar square,0.2855,0.3508,0.3711,0.7878,1
ChIJH57lXDsb6zkRZ36vDoVQEqc,27.6726397,85.4295795,Bhaktapur durbar square,0.3173,0.3927,0.3705,0.9038,1
ChIJsSGoma8a6zkRfpPU8Oxppkw,27.6715359,85.42841179999999,Bhaktapur durbar square,0.3231,0.3702,0.3653,0.8942,1
ChIJjSdqmgQb6zkR_5YD_l5ueVM,27.663972800000003,85.42592429999999,Bhaktapur durbar square,0.2085,0.3943,0.4792,0.2295,1
ChIJ7VROvOcb6zkRKl_cWSfYga0,27.6726179,85.4292028,Bhaktapur durbar square,0.313,0.4065,0.3631,0.9196,1
ChIJe9tOJcYF6zkRU-K5Kc6HW5Y,27.678486300000003,85.4402326,Bhaktapur durbar square,0.1127,0.3788,0.4778,0.2278,1
ChIJPy8EZQAb6zkRKqM46vOOGqk,27.6779267,85.42044500000002,Bhaktapur durbar square,0.0257,0.2907,0.5158,0.0843,1
ChIJxzlcHPsb6zkRTqKYow__ZCs,27.6715049,85.4298364,Bhaktapur durbar square,0.3153,0.3659,0.3724,0.864,1
ChIJ7Z2XjEwb6zkRd5jpjRqZTrE,27.664202,85.4217985,Bhaktapur durbar square,0.1879,0.4027,0.4736,0.2133,1
ChIJM2V3EQAF6zkRtGvpHGmh5hA,27.676534,85.43905,Bhaktapur durbar square,0.2082,0.4897,0.4783,0.4626,1
ChIJv_9Pr3Qb6zkRj3OehCnTFzk,27.6783498,85.3984108,Bhaktapur durbar square,0.0,0.1996,0.5329,0.0,1
ChIJM9yfkuEb6zkRp6JdD1TRCB8,27.6654822,85.4235039,Bhaktapur durbar square,0.2464,0.42,0.4723,0.2792,1
ChIJUc86Vd4Z6zkRrLR-bmTrlqk,27.7012864,85.415489,Bhaktapur durbar square,0.0,0.1709,0.8303,0.0,1
ChIJocNj6vob6zkRqQzsZ0BOdrA,27.6741342,85.37428539999999,Bhaktapur durbar square,0.0,0.2124,0.5501,0.0,1
ChIJkdhyubkb6zkRGz-qHJUJRHk,27.674312,85.3634532,Bhaktapur durbar square,0.0978,0.297,0.5396,0.0832,1
ChIJ7-CBeAAP6zkRecaJuw3vsI4,27.661326,85.445702,Bhaktapur durbar square,0.0,0.2299,0.802,0.0,1
ChIJYwpQX5AR6zkRVOodLYzcwVc,27.6745681,85.36715889999999,Bhaktapur durbar square,0.0,0.2329,0.511,0.0045,1
ChIJFxQRAHsb6zkRrFK8NV5pLhE,27.6763531,85.39812239999999,Bhaktapur durbar square,0.0,0.1995,0.5117,0.0,1
ChIJddrQiA4b6zkRulGnYohUIxI,27.6766824,85.39331969999999,Bhaktapur durbar square,0.0,0.1837,0.5733,0.0,1
ChIJP90mZkEb6zkRqP6Rd5Gz7kE,27.6895553,85.3716756,Bhaktapur durbar square,0.0,0.2242,0.502,0.0,1
ChIJvWLbcQAb6zkRHUhI0I8A210,27.6732158,85.3798578,Bhaktapur durbar square,0.0,0.1948,0.7809,0.0,1
ChIJebFOKI0b6zkRxVQEg3gJDeI,27.6883065,85.36833,Bhaktapur durbar square,0.0029,0.2607,0.4812,0.0159,1
ChIJFTmXrXQb6zkReVpbZyv6IzA,27.6871335,85.3662154,Bhaktapur durbar square,0.0262,0.3248,0.4824,0.0589,1
ChIJTz2vSR8b6zkRKtjt6IKIM7I,27.6743353,85.433583,Bhaktapur durbar square,0.2425,0.5837,0.4335,0.868,1
ChIJkQ9wXswb6zkRPDihQqNwqJ0,27.7084263,85.3898066,Bhaktapur durbar square,0.0,0.196,0.825,0.0,1
ChIJXS_u6e8b6zkRXuKM9ZM8qM0,27.6718108,85.428603,Bhaktapur durbar square,0.3278,0.3704,0.3644,0.9121,1
ChIJNWNJ7Joa6zkRSavBJME-tgk,27.6713044,85.4082338,Bhaktapur durbar square,0.0,0.226,0.492,0.0003,1
ChIJaWqYXXYb6zkRL71dqbtFr8A,27.7259538,85.4065517,Bhaktapur durbar square,0.0,0.1522,0.8187,0.0,1
ChIJf5d6nYwb6zkRbw2eDHrCKes,27.6726564,85.42894989999999,Bhaktapur durbar square,0.3199,0.4091,0.3632,0.9241,1
ChIJkYtARZAR6zkRpnfYlhF3Te0,27.6606164,85.3870829,Bhaktapur durbar square,0.0,0.152,0.7837,0.0,1
ChIJP0xBoUIZ6zkR_y7_D9I60Jg,27.6666004,85.3544366,Bhaktapur durbar square,0.0204,0.2418,0.5045,0.018,1
ChIJtVcFSQAb6zkRBR1ek89Gres,27.670342100000003,85.428108,Bhaktapur durbar square,0.2982,0.365,0.3671,0.8121,1
ChIJLUDTLNkb6zkRXbpPlp2hYUE,27.6707752,85.4291147,Bhaktapur durbar square,0.3185,0.351,0.3798,0.8362,1
ChIJGYARj7Ub6zkRNTdYENeSh58,27.6702897,85.4285822,Bhaktapur durbar square,0.2781,0.3606,0.3726,0.8079,1
ChIJy3hqPwAb6zkRbY-sN1zpQBI,27.6710152,85.4290822,Bhaktapur durbar square,0.3299,0.3541,0.38,0.8528,1
ChIJkYEedAAb6zkRRfSLJ9tGBpc,27.6748464,85.42730979999999,Bhaktapur durbar square,0.2661,0.4193,0.3798,0.632,1
ChIJgxO3EgAb6zkR5ZaCu8CjLEg,27.670994,85.4298429,Bhaktapur durbar square,0.3292,0.3511,0.3766,0.8325,1
ChIJsdhSwQwb6zkRlU0yhdd_ye8,27.6709939,85.4298429,Bhaktapur durbar square,0.3292,0.3511,0.3766,0.8325,1
ChIJ-xn2Tpwb6zkRmQ55LV5omVc,27.6675284,85.42521219999999,Bhaktapur durbar square,0.2675,0.4328,0.4543,0.5458,1
ChIJ0Z_TghMR6zkRdVUqdxEL9DA,27.6617555,85.4211059,Bhaktapur durbar square,0.0771,0.3129,0.5047,0.129,1
ChIJe5s02Fgb6zkRGlCyTGv9Sns,27.670994,85.4298429,Bhaktapur durbar square,0.3292,0.3511,0.3766,0.8325,1
ChIJV1ueTQAb6zkR8ofJbwqYSzw,27.6716863,85.4078543,Bhaktapur durbar square,0.0,0.226,0.4932,0.0,1
ChIJS-BG2D8b6zkR3TX1lwJGMdI,27.7187165,85.36986449999999,Bhaktapur durbar square,0.2314,0.4472,0.4975,0.3215,1
ChIJQTsTBrob6zkRTDWuGJ2i0YY,27.7207542,85.3664586,Bhaktapur durbar square,0.223,0.4806,0.3671,0.3661,1
ChIJMRY0TCwR6zkRKT27qpwpdyw,27.6587506,85.4085803,Bhaktapur durbar square,0.0,0.2177,0.821,0.0,1
ChIJB-CTJpEb6zkRgBO9h_DMAkQ,27.6734257,85.37443069999999,Bhaktapur durbar square,0.0,0.2106,0.5481,0.0,1
ChIJza2-P68b6zkRCVaPf855noA,27.6730144,85.4048528,Bhaktapur durbar square,0.0,0.2198,0.5022,0.0,1
ChIJUTd8xf4b6zkRvCK6VRPEURM,27.672584,85.37432629999999,Bhaktapur durbar square,0.0,0.209,0.4989,0.0,1
ChIJXUxIedsR6zkRsqYE0UMFv2Y,27.6206737,85.37648349999999,Bhaktapur durbar square,0.0,0.0513,1.0,0.0,1
ChIJ36hRDQAZ6zkRw4dWqMAkY_A,27.6682206,85.3545974,Bhaktapur durbar square,0.042,0.2746,0.5153,0.0748,1
ChIJuze_dTEb6zkRjIcGL02ADtE,27.666213,85.36608939999999,Bhaktapur durbar square,0.0,0.2157,0.5214,0.0,1
ChIJQ7GEegAb6zkRuBst0OML_pg,27.6712485,85.4211892,Bhaktapur durbar square,0.1543,0.3726,0.4664,0.3935,1
ChIJRZQgKLIa6zkR2zKHhwN1Xxs,27.6762376,85.43231109999999,Bhaktapur durbar square,0.2091,0.508,0.4559,0.6517,1
ChIJFcyAUAAb6zkRIP7mmjXQVHU,27.664036700000004,85.4215698,Bhaktapur durbar square,0.1824,0.4019,0.4774,0.203,1
ChIJTVMCiEMb6zkR3cM1mKl0oHA,27.6722426,85.4241006,Bhaktapur durbar square,0.261,0.4108,0.4055,0.6121,1
ChIJHSl10Vsb6zkR-gAGMxyJuMo,27.669225,85.4250245,Bhaktapur durbar square,0.3313,0.4773,0.3885,0.6483,1
ChIJz5fmnugb6zkRDQW4y711j5I,27.6755555,85.4238632,Bhaktapur durbar square,0.1693,0.3766,0.4831,0.3353,1
ChIJhymW6KQa6zkRIJBJ-ScSN-Y,27.6721332,85.42382889999999,Bhaktapur durbar square,0.2455,0.4119,0.4157,0.5925,1
ChIJb9P4OQAb6zkR2YyjeZGso04,27.664928,85.4225076,Bhaktapur durbar square,0.2166,0.4174,0.4719,0.2448,1
ChIJszNwGwAb6zkRXxyWy8dH5d4,27.6627558,85.4259439,Bhaktapur durbar square,0.1731,0.395,0.4694,0.2028,1
ChIJA8Q9bB4b6zkRDyqrZiDUZGI,27.6724444,85.4328455,Bhaktapur durbar square,0.296,0.4351,0.3989,0.8659,1
ChIJGYcBMzUb6zkRhAu1M0dMpE8,27.6758929,85.4304317,Bhaktapur durbar square,0.2119,0.4757,0.4559,0.5839,1
ChIJfxj6_BQb6zkRQXXPh9QUySo,27.6669347,85.4258921,Bhaktapur durbar square,0.2587,0.4062,0.4573,0.457,1
ChIJDzn-_TAb6zkR2WXN4nymx_E,27.6779364,85.43871109999999,Bhaktapur durbar square,0.155,0.4155,0.4812,0.3484,1
ChIJnbMwU7kF6zkRahcFoNNwUfc,27.6782964,85.4404574,Bhaktapur durbar square,0.1112,0.3778,0.4768,0.2276,1
ChIJiyYe_WIR6zkR2AebOc7iCOU,27.6587274,85.4236834,Bhaktapur durbar square,0.0169,0.2665,0.5199,0.0664,1
ChIJp_Omeqsa6zkR62a61fmohts,27.66761,85.4356011,Bhaktapur durbar square,0.1683,0.357,0.6083,0.2573,1
ChIJwfxmRwAb6zkR42SLQ3Y4PAM,27.6773449,85.4366268,Bhaktapur durbar square,0.2051,0.5467,0.4557,0.4909,1
ChIJjcBf7IAb6zkRnuo36K5tsOM,27.6703992,85.41052959999999,Bhaktapur durbar square,0.0023,0.2311,0.5054,0.0138,1
ChIJCyTINBgb6zkRnGjFDtmSd80,27.673373800000004,85.4311453,Bhaktapur durbar square,0.3177,0.4574,0.3724,0.8563,1
ChIJUV4c5iEF6zkRm3NNZPJrw6g,27.6793705,85.4446748,Bhaktapur durbar square,0.0186,0.2475,0.5268,0.0509,1
ChIJeZB1cR0b6zkRYZA8SgL78I8,27.6691013,85.4280711,Bhaktapur durbar square,0.2829,0.3687,0.3903,0.6802,1
ChIJB9MNrZsa6zkRKZyLeUTo9T4,27.6702332,85.4097139,Bhaktapur durbar square,0.0,0.2273,0.5025,0.0073,1
ChIJu-1fFQAb6zkR0ijCpVQ5QsE,27.6748464,85.42730979999999,Bhaktapur durbar square,0.2661,0.4193,0.3798,0.632,1
ChIJa6P_PJIb6zkR0q6ypyc6cDI,27.6762265,85.43708319999999,Bhaktapur durbar square,0.2489,0.5574,0.4551,0.6203,1
ChIJz_HLkKAa6zkRI-JSf-EcXu4,27.6651025,85.42260449999999,Bhaktapur durbar square,0.2246,0.4193,0.4687,0.2517,1
ChIJeat63t0b6zkRDR7yMYObhQA,27.677718,85.40678609999999,Bhaktapur durbar square,0.0,0.2269,0.5035,0.0,1
ChIJoW_h-9IF6zkR8mr1Lphh374,27.682708,85.44651549999999,Bhaktapur durbar square,0.0,0.2274,0.5209,0.0,1
ChIJHxkA-_Ab6zkRcZmWFQsJ2Vs,27.6778707,85.40731880000001,Bhaktapur durbar square,0.0,0.2283,0.5085,0.0,1
ChIJTfFnNwAF6zkRqbwg9bYkLpM,27.6737535,85.4419278,Bhaktapur durbar square,0.11,0.4244,0.5191,0.3107,1
ChIJ1WN0bwAb6zkRKQh8k6tNtno,27.6702079,85.4099347,Bhaktapur durbar square,0.0011,0.2276,0.5054,0.0093,1
ChIJ_2FSR2wb6zkRdNLshCCXAmU,27.6716863,85.4078543,Bhaktapur durbar square,0.0,0.226,0.4933,0.0,1
ChIJT8KdfwAR6zkRTpWCcf-zsmo,27.6590544,85.4283888,Bhaktapur durbar square,0.0145,0.2792,0.526,0.0605,1
ChIJ81ubNKsa6zkRm-Bub0J4Mog,27.6668636,85.43767,Bhaktapur durbar square,0.1535,0.363,0.5221,0.183,1
ChIJzc_dlYgP6zkR0S3qVgfw_uY,27.6550939,85.4398645,Bhaktapur durbar square,0.0,0.2145,0.802,0.0,1
ChIJRfd2XwAb6zkR_2brEyfhXHw,27.6782316,85.39856920000001,Bhaktapur durbar square,0.0,0.2002,0.5205,0.0,1
ChIJYZtNldQZ6zkRoIMZKJtmXiA,27.6659074,85.3887767,Bhaktapur durbar square,0.0,0.1611,0.4906,0.0,1
ChIJ7Vd3p0sb6zkRQmBgqQ5dxhw,27.6645848,85.3909606,Bhaktapur durbar square,0.0,0.1653,0.5422,0.0,1
ChIJW7ExtKcb6zkRIkIHPBvsN9E,27.6714981,85.4223347,Bhaktapur durbar square,0.1709,0.3849,0.4538,0.5028,1
ChIJcQnWCecF6zkRQhUXneSinw0,27.6917958,85.4588553,Bhaktapur durbar square,0.0,0.175,0.8413,0.0,1
ChIJl_WzSwAb6zkRTGShvJeR_HM,27.6653103,85.43307879999999,Bhaktapur durbar square,0.1254,0.3403,0.5497,0.14,1
ChIJsQvcUgAb6zkR9uzfa85mgTU,27.6653898,85.366322,Bhaktapur durbar square,0.0,0.2127,0.525,0.0,1
ChIJf3EnL8Eb6zkRU9F1UITlAH8,27.7104149,85.376069,Bhaktapur durbar square,0.0169,0.2436,0.7798,0.0136,1
ChIJXzu06yYb6zkRCQaMWzG-Azs,27.6679927,85.3861735,Bhaktapur durbar square,0.0,0.1674,0.5126,0.0,1
ChIJi2Citygb6zkR2UoJiGc3ar8,27.6796344,85.40773030000001,Bhaktapur durbar square,0.0,0.2264,0.5361,0.0,1
ChIJC-CXqFUF6zkR2paglDA6OJI,27.6813731,85.44485770000001,Bhaktapur durbar square,0.0009,0.2348,0.5224,0.0072,1
ChIJP85oIAAb6zkR0GGxfeJ7yE4,27.7149508,85.4073196,Bhaktapur durbar square,0.0,0.1484,0.529,0.0,1
ChIJjWn88qwb6zkRyyKfuSuY1xI,27.683618,85.41136499999999,Bhaktapur durbar square,0.0,0.2204,0.5112,0.0,1
ChIJHwoIKWYa6zkReuqUjcmkEs8,27.6809137,85.3861548,Bhaktapur durbar square,0.0,0.1792,0.56,0.0,1
ChIJ-ymMJJwb6zkRmK71B8ywEcM,27.6737961,85.4238925,Bhaktapur durbar square,0.2053,0.4064,0.447,0.5316,1
ChIJmxKf15sb6zkRrhvGkSI01KE,27.7153174,85.4052685,Bhaktapur durbar square,0.0,0.1552,0.5123,0.0,1
ChIJJW1fcgAR6zkRNcTqMHyzftw,27.6570242,85.39217819999999,Bhaktapur durbar square,0.0,0.1644,0.5349,0.0,1
ChIJo5BdNGYR6zkRKmehf5Lmo2o,27.6596753,85.39505969999999,Bhaktapur durbar square,0.0,0.1754,0.5342,0.0,1
ChIJB9SSjg8a6zkR-4oLTOq5-Bw,27.6702645,85.3649554,Bhaktapur durbar square,0.0,0.2306,0.5334,0.0,1
ChIJef1mhYMb6zkRspxC0v9gYoY,27.6699223,85.38580309999999,Bhaktapur durbar square,0.0,0.1719,0.4877,0.0,1
ChIJSTrqRgAb6zkRSYHXv5ZyzsA,27.6755289,85.3980283,Bhaktapur durbar square,0.0,0.1992,0.5106,0.0,1
ChIJrfd9fgAb6zkRzi8tAI7XCz0,27.7137803,85.4159354,Bhaktapur durbar square,0.0,0.1317,0.7996,0.0,1
ChIJC5YUrf4b6zkRAnm_k_SMQUQ,27.6845823,85.38804259999999,Bhaktapur durbar square,0.0,0.174,0.5607,0.0,1
ChIJr9v0Dccb6zkR5bWQzTisZFw,27.6699192,85.3857994,Bhaktapur durbar square,0.0,0.1719,0.4973,0.0,1
ChIJFxP9wlcX6zkRQ0jiKyyu0uo,27.6554342,85.3493167,Bhaktapur durbar square,0.0,0.1962,0.7975,0.0,1
ChIJYXFUGgAb6zkRWzgzLLZnG0g,27.6716691,85.4285566,Bhaktapur durbar square,0.3272,0.3686,0.368,0.9035,1
ChIJhZCKFQAb6zkR8q96Opqu1Jk,27.6644989,85.42573220000001,Bhaktapur durbar square,0.2262,0.396,0.4742,0.2378,1
ChIJLfianp0b6zkRqHd1RzsLNvQ,27.677081,85.4359849,Bhaktapur durbar square,0.2135,0.5856,0.4557,0.532,1
ChIJjQHbbAAb6zkR0Bn3ZK0sL0Q,27.663398,85.42367999999999,Bhaktapur durbar square,0.1984,0.396,0.4824,0.236,1
ChIJxWOrBAAb6zkRvBhEecmetyY,27.6705049,85.4272373,Bhaktapur durbar square,0.3336,0.4173,0.3618,0.779,1
ChIJR3A8GwAb6zkRa1Oy88haYCA,27.6718003,85.4325282,Bhaktapur durbar square,0.299,0.3972,0.39,0.8535,1
ChIJ8Trbwzcb6zkROaQNr491Ik0,27.6670979,85.4259766,Bhaktapur durbar square,0.2608,0.4076,0.4556,0.4829,1
ChIJdwnILQAb6zkR9zC48g8WWMg,27.671192,85.4207331,Bhaktapur durbar square,0.1426,0.3678,0.4747,0.346,1
