bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,restaurant_name,primary_type,searched_as
3,1,0,11,9,6,0,53,3,20,61,14,16,10,4.19,180.5,251.84333913982908,BG_01404,27.677354098261013,85.33859336985961,Patan durbar square,,,
15,5,0,20,7,10,0,58,1,9,47,14,5,20,4.289999999999999,188.55,65.5036739961438,BG_01405,27.668712654925702,85.31280678968324,Patan durbar square,,,
36,3,2,50,23,8,8,85,5,18,113,27,28,48,4.425,196.27083333333334,184.0368188405904,BG_01406,27.67751648355453,85.31914498484961,Patan durbar square,,,
27,4,1,30,11,16,8,46,7,19,92,27,29,15,4.3428571428571425,210.35714285714286,198.27809378890876,BG_01407,27.66598261625764,85.32692341285713,Patan durbar square,,,
47,2,0,59,43,24,1,82,7,17,89,32,19,25,4.309090909090909,122.72727272727273,206.65029631818828,BG_01408,27.668658082459793,85.31966573130521,Patan durbar square,,,
6,0,0,24,17,6,2,75,5,20,78,21,10,10,4.41,81.1,81.91636809310707,BG_01409,27.686819711738824,85.32693229381421,Patan durbar square,,,
47,5,0,56,41,23,0,78,7,20,102,39,24,28,4.308,127.44,60.558083504132554,BG_01410,27.67018329801014,85.31867233924793,Patan durbar square,,,
5,1,0,16,6,6,0,61,5,27,74,18,18,12,4.316666666666667,109.08333333333333,58.27029805645739,BG_01411,27.679574498916697,85.33699792447854,Patan durbar square,,,
17,3,3,19,11,11,8,35,2,16,80,31,35,19,4.455555555555556,68.72222222222223,75.72718058473667,BG_01412,27.66916501078045,85.33043246684541,Patan durbar square,,,
10,4,0,17,18,9,0,57,1,10,61,21,5,14,4.253846153846154,191.07692307692307,73.03099106140961,BG_01413,27.667822030389306,85.31551954074564,Patan durbar square,,,
12,2,0,31,28,5,6,82,4,26,56,10,11,12,4.358333333333333,119.83333333333333,349.6095519000355,BG_01414,27.685232624207984,85.3215066406757,Patan durbar square,,,
7,0,0,13,8,9,1,61,3,23,69,19,47,11,4.754545454545455,22.363636363636363,86.86089927406793,BG_01415,27.68021410073696,85.32721953258255,Patan durbar square,,,
20,5,2,25,12,12,2,38,2,21,60,11,16,9,4.4875,51.625,238.16506946895447,BG_01416,27.668240225526777,85.33466420463189,Patan durbar square,,,
10,5,1,9,8,5,5,31,6,18,50,20,12,7,4.442857142857143,324.2857142857143,123.00206585392938,BG_01417,27.663887350486526,85.32859255153816,Patan durbar square,,,
15,1,0,30,12,8,1,89,3,27,104,21,37,15,4.373333333333333,111.86666666666666,84.94365404602758,BG_01418,27.681300978912276,85.33278299577194,Patan durbar square,,,
55,4,0,62,23,27,24,51,4,8,129,27,79,52,4.394117647058823,151.80392156862746,109.7376667973332,BG_01419,27.670211368285653,85.32497493457615,Patan durbar square,,,
42,2,2,59,24,10,15,85,5,26,121,34,36,46,4.4363636363636365,171.1818181818182,78.03073807569167,BG_01420,27.676056617594984,85.319515415215,Patan durbar square,,,
3,1,0,8,6,4,5,27,3,13,58,19,43,14,4.707142857142857,92.92857142857143,94.57809963359685,BG_01421,27.67399823864154,85.33106761864501,Patan durbar square,,,
8,0,0,10,5,9,8,35,4,26,79,12,70,30,4.583333333333333,88.03333333333333,80.9768441869698,BG_01422,27.677205058169545,85.32890354887947,Patan durbar square,,,
10,0,0,31,17,7,2,75,5,19,86,24,12,15,4.446666666666666,58.46666666666667,205.345964798514,BG_01423,27.686030894113124,85.32844459901382,Patan durbar square,,,
26,3,0,38,17,19,2,44,8,12,49,16,15,4,4.2,54.75,151.41775027855044,BG_01424,27.6642135828896,85.3215182878776,Patan durbar square,,,
3,0,0,15,17,9,1,81,5,24,51,12,9,12,4.458333333333333,119.16666666666667,73.20220109679121,BG_01425,27.684071481504347,85.32429842970758,Patan durbar square,,,
15,4,3,18,11,14,5,34,3,17,74,20,24,10,4.5,54.0,95.42875550901299,BG_01426,27.668400931596945,85.33214975212064,Patan durbar square,,,
49,3,0,58,39,29,1,72,7,12,105,32,21,18,4.206250000000001,116.375,101.20712894172979,BG_01427,27.66740867142766,85.32068973917185,Patan durbar square,,,
16,5,3,14,9,9,7,33,6,23,52,20,14,11,4.4399999999999995,256.3,113.19537011799967,BG_01428,27.665117606540875,85.33045757569931,Patan durbar square,,,
41,3,0,54,45,20,0,77,7,16,86,32,17,23,4.2299999999999995,133.3,225.5472985445388,BG_01429,27.668462331745683,85.31889382949197,Patan durbar square,,,
23,3,2,36,35,3,7,87,6,18,94,14,16,30,4.366666666666666,274.1333333333333,91.82064035699848,BG_01430,27.68027579112562,85.31828946737687,Patan durbar square,,,
34,4,0,44,23,15,0,77,3,21,76,33,6,25,4.308695652173912,193.69565217391303,172.34324199828632,BG_01431,27.670349974700596,85.31474406021381,Patan durbar square,,,
15,2,0,29,12,10,1,52,4,15,66,24,10,22,4.3500000000000005,211.5909090909091,149.15794224334695,BG_01432,27.671879145612223,85.31001173093448,Patan durbar square,,,
18,3,2,17,9,9,7,32,1,15,90,24,35,18,4.435294117647059,72.52941176470588,147.7161357395036,BG_01433,27.6698358209868,85.33096686380597,Patan durbar square,,,
16,0,0,32,14,7,1,93,4,22,114,17,39,11,4.6000000000000005,68.63636363636364,131.7222674465805,BG_01434,27.681601489374824,85.33028747285657,Patan durbar square,,,
29,5,1,35,12,20,5,43,9,13,55,28,20,9,4.277777777777778,73.44444444444444,251.4122475789982,BG_01435,27.665398260017632,85.3253724650097,Patan durbar square,,,
20,3,0,32,27,0,7,91,4,10,86,12,13,31,4.412903225806452,225.4516129032258,111.41918589228509,BG_01436,27.681647515800957,85.31605422783703,Patan durbar square,,,
21,4,3,18,11,14,10,37,2,12,78,34,37,22,4.461904761904761,60.57142857142857,70.19714259344562,BG_01437,27.669271916758554,85.32933991066366,Patan durbar square,,,
21,3,2,35,33,3,6,87,6,15,84,9,13,28,4.314285714285715,371.5,67.49636774143742,BG_01438,27.680690045264093,85.31679261465372,Patan durbar square,,,
14,0,0,28,9,7,1,81,4,22,95,13,41,9,4.633333333333334,26.11111111111111,119.39844428773358,BG_01439,27.681197660036407,85.32943050478961,Patan durbar square,,,
20,0,1,33,5,5,3,64,2,17,79,20,19,66,4.380303030303031,281.43939393939394,118.89520593677668,BG_01440,27.67950143750583,85.31200904363263,Patan durbar square,,,
4,1,0,6,6,4,0,30,3,21,46,13,15,7,4.6571428571428575,94.28571428571429,61.99383335286063,BG_01441,27.67434692661597,85.33472079711275,Patan durbar square,,,
3,1,0,13,8,5,0,55,4,24,61,14,18,8,4.3,120.5,158.87731807086044,BG_01442,27.67863860118888,85.33710894135108,Patan durbar square,,,
1,2,0,4,1,0,4,9,1,10,18,6,4,2,4.7,7.0,309.97006562212835,BG_01443,27.66041308074176,85.32698155904028,Patan durbar square,,,
39,5,0,48,33,16,0,83,3,24,92,35,9,33,4.272413793103448,174.20689655172413,136.23574141792218,BG_01444,27.67082827959623,85.31567476060528,Patan durbar square,,,
15,1,0,30,11,8,0,80,3,30,104,19,26,13,4.3076923076923075,128.3846153846154,190.41220421646835,BG_01445,27.680785915833425,85.33532620245923,Patan durbar square,,,
1,2,0,2,0,0,4,8,1,9,10,4,3,3,4.433333333333334,48.333333333333336,121.66224671961137,BG_01446,27.659898761800363,85.32515611231625,Patan durbar square,,,
7,2,0,24,36,4,7,89,6,19,67,8,9,13,4.484615384615385,194.07692307692307,206.3034811429415,BG_01447,27.68311993780142,85.32195686673947,Patan durbar square,,,
15,1,0,28,14,9,1,85,2,29,98,18,33,15,4.293333333333333,112.2,58.43116621273731,BG_01448,27.68139973059626,85.33386845443722,Patan durbar square,,,
15,4,2,23,12,12,0,35,2,18,55,10,10,8,4.4875,51.625,181.41161947104592,BG_01449,27.667174868175774,85.33499351111983,Patan durbar square,,,
10,4,2,18,7,9,1,23,4,16,35,9,4,7,4.485714285714286,358.42857142857144,258.6192749198579,BG_01450,27.663726650580795,85.33356456028648,Patan durbar square,,,
3,1,0,11,9,6,0,51,3,23,65,13,15,12,4.283333333333334,155.25,233.29804047392554,BG_01451,27.677721389862413,85.33825516035998,Patan durbar square,,,
8,1,0,20,6,7,0,47,4,31,71,15,39,11,4.454545454545455,60.63636363636363,247.44313974230656,BG_01452,27.67769486767253,85.33169555115083,Patan durbar square,,,
19,1,0,19,4,7,30,19,0,11,98,15,91,54,4.4944444444444445,137.16666666666666,61.274829157431355,BG_01453,27.67421701982898,85.32710457177305,Patan durbar square,,,
8,3,1,11,8,7,4,23,4,14,34,16,11,2,4.7,10.0,390.59553257889075,BG_01454,27.662813391395517,85.32580521953851,Patan durbar square,,,
33,3,3,52,12,11,2,82,5,20,101,25,19,56,4.36,332.0181818181818,62.60589606251394,BG_01455,27.67794076563207,85.31615956792365,Patan durbar square,,,
18,3,1,18,8,8,9,29,1,12,86,26,41,23,4.513636363636363,61.18181818181818,175.5352770523983,BG_01456,27.670341173720537,85.33012586852291,Patan durbar square,,,
23,5,3,22,13,13,8,38,5,16,85,29,27,18,4.488235294117647,157.2941176470588,159.98110845226063,BG_01457,27.66730132159829,85.32943593300364,Patan durbar square,,,
0,1,0,10,7,4,0,49,3,25,42,11,26,6,4.333333333333334,207.33333333333334,167.17448414107068,BG_01458,27.676946248982347,85.33510176351236,Patan durbar square,,,
5,4,0,8,6,4,0,28,1,3,34,13,6,6,4.45,44.5,211.1474722168009,BG_01459,27.665023184556492,85.31475797646063,Patan durbar square,,,
26,4,0,40,11,15,0,74,2,19,60,22,6,23,4.268181818181818,184.1818181818182,114.3385472325283,BG_01460,27.669959262515086,85.31374892463829,Patan durbar square,,,
11,4,0,10,10,3,0,35,0,15,45,3,12,5,4.5200000000000005,115.8,61.323165903370516,BG_01461,27.672305891877787,85.33814023635126,Patan durbar square,,,
10,4,0,12,4,5,0,19,1,5,22,9,5,7,4.5,53.57142857142857,266.4625313775271,BG_01462,27.661277640778245,85.31943154210727,Patan durbar square,,,
6,0,0,9,7,5,16,24,4,22,84,16,75,30,4.59,114.63333333333334,174.32318553861975,BG_01463,27.676264190164805,85.32907824369626,Patan durbar square,,,
20,0,1,37,19,7,1,81,6,18,83,25,13,18,4.388888888888889,127.11111111111111,100.08964350495837,BG_01464,27.68580309495519,85.32948270026138,Patan durbar square,,,
11,4,0,10,7,3,0,40,0,13,40,6,10,5,4.58,101.6,171.61301596607635,BG_01465,27.673318781457308,85.3383135996254,Patan durbar square,,,
14,1,0,15,4,7,28,25,2,17,95,18,93,52,4.515384615384615,140.30769230769232,83.38408792727336,BG_01466,27.67525309935328,85.32784609753689,Patan durbar square,,,
12,1,0,24,9,6,0,64,4,31,74,16,30,11,4.318181818181818,97.63636363636364,139.72169810352992,BG_01467,27.679181820874966,85.3336514989159,Patan durbar square,,,
7,3,1,10,7,8,4,26,4,16,37,17,11,3,4.8,740.6666666666666,391.9454324712948,BG_01468,27.662769269507507,85.32617011738056,Patan durbar square,,,
3,1,0,11,5,5,0,33,3,26,69,20,38,10,4.43,108.0,97.88200948857428,BG_01469,27.676443212275732,85.332697843853,Patan durbar square,,,
5,1,0,7,6,6,0,46,3,25,51,15,26,8,4.4125,171.875,153.5779838014507,BG_01470,27.677222973552873,85.33402000738728,Patan durbar square,,,
16,4,2,23,13,13,2,37,5,17,69,13,15,11,4.590000000000001,262.4,202.2551092788722,BG_01471,27.667023267320744,85.33376621354961,Patan durbar square,,,
10,5,1,9,8,5,5,29,6,18,50,20,11,7,4.442857142857143,324.2857142857143,116.40088841247652,BG_01472,27.66388217558613,85.32866822504062,Patan durbar square,,,
31,2,0,27,7,12,29,30,0,9,130,23,89,55,4.444444444444444,144.11111111111111,59.74402796252958,BG_01473,27.671551761445055,85.32731698989866,Patan durbar square,,,
30,3,0,50,25,22,0,61,7,11,64,21,18,9,4.2875,100.875,151.63721931189812,BG_01474,27.66605202564693,85.31921336915521,Patan durbar square,,,
8,2,0,14,36,4,13,61,6,18,77,16,23,31,4.483870967741937,175.80645161290323,90.94940684778274,BG_01475,27.678982670948574,85.32181975003469,Patan durbar square,,,
12,3,2,20,10,8,0,26,1,11,33,5,6,2,4.25,126.0,199.85414655207092,BG_01476,27.666350051675224,85.33721569363314,Patan durbar square,,,
15,4,0,47,28,14,6,89,3,24,62,10,13,11,4.281818181818182,131.36363636363637,273.14299210231485,BG_01477,27.686099525891233,85.32027672132777,Patan durbar square,,,
6,1,0,6,32,3,5,69,7,19,76,16,10,19,4.4789473684210535,192.6315789473684,176.16095790476862,BG_01478,27.680698428723034,85.32355999901665,Patan durbar square,,,
20,3,2,18,11,11,9,33,1,13,85,31,38,22,4.509523809523809,60.714285714285715,107.08616636666424,BG_01479,27.66974899614221,85.32986664438238,Patan durbar square,,,
16,4,2,22,12,13,4,38,3,17,72,14,15,10,4.544444444444445,290.55555555555554,198.17169367742446,BG_01480,27.66779743627556,85.33341727520417,Patan durbar square,,,
31,0,0,36,28,7,1,88,6,12,95,30,16,20,4.410000000000001,119.05,65.88012493182195,BG_01481,27.68400492362035,85.33276529205942,Patan durbar square,,,
14,3,1,9,11,7,1,30,0,16,51,11,15,6,4.733333333333333,103.5,135.64854355382485,BG_01482,27.670697691927174,85.3353146422281,Patan durbar square,,,
65,4,0,69,36,23,29,72,6,16,137,36,65,57,4.390740740740741,158.22222222222223,73.19579347270286,BG_01483,27.67129447910673,85.3223142574871,Patan durbar square,,,
67,4,0,72,32,25,29,64,6,14,153,33,76,65,4.3903225806451625,150.01612903225808,139.56954492698097,BG_01484,27.671029265524478,85.3235403822995,Patan durbar square,,,
14,4,2,15,9,9,6,33,1,14,85,21,36,16,4.5,81.6,171.72846731175892,BG_01485,27.67015664057389,85.33126892949886,Patan durbar square,,,
17,2,0,35,20,1,7,82,0,11,91,13,14,38,4.457894736842105,251.1315789473684,89.1477699859828,BG_01486,27.681739368887126,85.31465047240766,Patan durbar square,,,
19,2,0,23,11,11,3,35,4,12,51,13,13,4,4.275,53.25,348.7968275242879,BG_01487,27.662896035577866,85.32288265392538,Patan durbar square,,,
14,6,0,26,18,14,0,54,6,10,48,18,12,9,4.344444444444445,62.333333333333336,244.97084538395862,BG_01488,27.665473000904914,85.31786752591124,Patan durbar square,,,
27,4,1,29,11,15,8,44,8,18,93,25,29,16,4.373333333333333,199.06666666666666,198.01442198467714,BG_01489,27.665993782302955,85.32713097526185,Patan durbar square,,,
10,3,2,20,10,9,0,24,1,10,33,5,5,2,4.25,126.0,132.594955802054,BG_01490,27.66566919866281,85.33680972405456,Patan durbar square,,,
40,4,0,52,31,26,1,61,8,14,98,26,19,5,4.16,127.6,64.90357217679791,BG_01491,27.666305460961905,85.32138544112368,Patan durbar square,,,
3,1,0,11,7,5,0,52,4,24,64,12,17,11,4.254545454545455,117.45454545454545,161.67769794661774,BG_01492,27.678652126090263,85.33757948015315,Patan durbar square,,,
34,0,1,48,29,9,1,99,6,15,101,23,15,23,4.369565217391305,121.69565217391305,58.73861200770508,BG_01493,27.68516879892517,85.33069129600291,Patan durbar square,,,
14,3,1,9,11,7,1,31,0,16,52,11,16,7,4.714285714285714,98.85714285714286,122.74066501264963,BG_01494,27.67083873676336,85.33517189238073,Patan durbar square,,,
10,1,1,9,9,3,3,32,2,14,69,19,23,9,4.7875,83.75,184.9876303312393,BG_01495,27.672046531787753,85.3328539466591,Patan durbar square,,,
3,2,0,11,8,4,0,48,4,22,55,10,10,7,4.3428571428571425,182.14285714285714,250.84996490554738,BG_01496,27.676061693588878,85.33697055013214,Patan durbar square,,,
24,2,2,28,16,6,30,58,5,14,118,25,71,67,4.49090909090909,160.56060606060606,59.502859065485694,BG_01497,27.67606243835485,85.32162450254798,Patan durbar square,,,
19,4,1,19,11,9,4,34,6,16,48,22,12,5,4.4,6.0,391.7168943404487,BG_01498,27.66410646095667,85.32577752797039,Patan durbar square,,,
46,2,1,54,16,26,8,53,7,14,102,32,41,16,4.266666666666667,112.0,77.35847811498621,BG_01499,27.66709236270466,85.32522473218565,Patan durbar square,,,
14,3,0,27,6,11,1,8,0,15,56,21,13,13,4.7,39.07692307692308,99.87157893509726,BG_01500,27.72250860178684,85.37212929381177,Boudha stupa,,,
14,0,0,29,9,6,3,14,5,16,77,17,4,88,4.522988505747127,165.93103448275863,100.32659616491296,BG_01501,27.724509445940956,85.36584091193565,Boudha stupa,,,
3,1,0,13,3,2,0,18,1,16,53,17,7,5,4.48,18.6,129.9947229422721,BG_01502,27.731488773732494,85.36022909576332,Boudha stupa,,,
0,0,0,10,1,3,1,7,1,13,38,11,6,20,4.721052631578947,31.42105263157895,60.41041040917178,BG_01503,27.72737712703304,85.37031463913618,Boudha stupa,,,
1,1,0,6,4,7,0,10,1,9,59,17,7,2,5.0,5.5,177.85420404341366,BG_01504,27.71331247992229,85.37026241093395,Boudha stupa,,,
1,0,0,10,0,1,0,6,0,12,33,11,3,3,4.366666666666667,23.666666666666668,363.17054275797415,BG_01505,27.733724472188705,85.36429369226026,Boudha stupa,,,
9,3,0,16,3,7,0,6,0,10,29,15,11,7,4.771428571428571,64.85714285714286,91.99305850361652,BG_01506,27.72235098028385,85.37598307232005,Boudha stupa,,,
0,0,0,1,0,0,0,9,3,3,13,2,1,2,4.55,38.5,379.74185575033647,BG_01507,27.709835936199813,85.35923633853494,Boudha stupa,,,
3,1,0,12,3,1,0,13,0,14,44,15,6,4,4.375,21.25,235.97252290528172,BG_01508,27.732725053298825,85.36124020594548,Boudha stupa,,,
15,1,0,37,12,9,5,21,12,13,61,18,2,108,4.461682242990655,172.78504672897196,50.76441126906093,BG_01509,27.721290603971667,85.3604124456336,Boudha stupa,,,
0,0,0,9,2,3,1,6,0,9,36,12,3,19,4.752631578947369,31.05263157894737,63.70315247813839,BG_01510,27.728409169074116,85.37103259067372,Boudha stupa,,,
16,0,0,43,10,9,2,17,5,13,56,23,6,55,4.520370370370371,132.2037037037037,50.089548657027095,BG_01511,27.721018674321954,85.36720366290614,Boudha stupa,,,
10,2,0,22,11,8,1,23,4,12,58,24,7,27,4.632000000000001,51.0,59.26913058173681,BG_01512,27.72414286259165,85.35677997457861,Boudha stupa,,,
1,0,0,4,2,6,0,7,0,4,38,14,5,1,5.0,3.0,148.72252533872282,BG_01513,27.71162619853769,85.3703142583796,Boudha stupa,,,
1,0,0,12,1,1,0,9,0,14,44,15,5,4,4.375,21.25,256.45650364618103,BG_01514,27.733063255227144,85.36218695077405,Boudha stupa,,,
1,0,0,0,0,3,0,3,0,1,13,6,2,1,5.0,3.0,386.56369627623445,BG_01515,27.708955545636236,85.36753426064281,Boudha stupa,,,
2,0,0,7,3,0,0,8,0,12,32,11,6,2,4.300000000000001,19.0,116.79776201132334,BG_01516,27.73402108894942,85.3596498221084,Boudha stupa,,,
16,0,0,43,10,9,2,14,5,16,53,25,5,57,4.546428571428572,116.41071428571429,63.55367675044328,BG_01517,27.721544557206002,85.36748345781626,Boudha stupa,,,
8,2,0,6,4,2,0,22,0,9,28,14,4,6,4.433333333333334,131.0,184.14047300704308,BG_01518,27.72678913018771,85.34903804513655,Boudha stupa,,,
10,3,0,17,3,7,1,6,0,10,30,15,11,8,4.8,57.875,98.77660010265625,BG_01519,27.722528996613484,85.37581195401923,Boudha stupa,,,
0,0,0,4,4,2,0,8,0,6,38,10,5,2,4.85,15.5,444.9762334725661,BG_01520,27.714748009634164,85.37401721382862,Boudha stupa,,,
9,1,0,20,3,8,1,24,5,25,69,25,8,41,4.5200000000000005,110.725,197.2887916457875,BG_01521,27.717245846029105,85.35827751642915,Boudha stupa,,,
12,2,0,23,6,9,1,21,7,19,57,25,7,50,4.514285714285714,178.08163265306123,53.24225093741635,BG_01522,27.719031672342773,85.35746755040799,Boudha stupa,,,
1,0,0,7,0,1,0,4,0,11,26,8,1,1,4.5,33.0,438.15435839476515,BG_01523,27.733854619952957,85.36613355776109,Boudha stupa,,,
4,0,0,11,3,6,0,25,4,23,65,18,6,31,4.580645161290323,95.51612903225806,88.48252780282348,BG_01524,27.716000093619456,85.36005856914758,Boudha stupa,,,
3,0,0,9,1,5,0,19,4,18,49,15,11,9,4.455555555555556,30.0,167.89430475163144,BG_01525,27.713967080188585,85.3579748511509,Boudha stupa,,,
8,2,0,31,6,10,1,11,0,14,68,22,10,27,4.742307692307692,45.46153846153846,277.26689097356694,BG_01526,27.724892141280886,85.3714285938287,Boudha stupa,,,
15,2,0,32,10,8,2,24,9,20,78,21,7,44,4.546511627906978,185.1860465116279,213.45337059801375,BG_01527,27.718186324835443,85.36591944632707,Boudha stupa,,,
0,0,0,0,0,0,0,2,0,1,10,1,1,0,,,503.61599614702897,BG_01528,27.708418947139858,85.36613284712035,Boudha stupa,,,
1,0,0,7,3,0,0,7,0,13,34,12,5,2,4.300000000000001,19.0,87.92473558760807,BG_01529,27.734008306647528,85.36059664228041,Boudha stupa,,,
0,0,0,3,2,1,0,4,0,7,11,5,2,11,4.618181818181818,43.45454545454545,185.0904474986541,BG_01530,27.730484562716974,85.37226889490397,Boudha stupa,,,
1,1,0,8,3,8,0,21,1,23,66,16,5,10,4.644444444444444,36.44444444444444,69.52444917961573,BG_01531,27.715302456189658,85.36397397498953,Boudha stupa,,,
12,7,0,18,8,5,0,29,0,13,50,27,6,11,4.6899999999999995,70.2,83.92835785422781,BG_01532,27.72709956990365,85.3543646495138,Boudha stupa,,,
14,3,0,27,6,11,1,8,0,15,57,22,13,12,4.733333333333333,40.833333333333336,100.1631289577248,BG_01533,27.722861205340998,85.37204790496928,Boudha stupa,,,
1,0,0,9,0,1,0,5,0,12,33,12,2,2,4.45,22.5,314.472758848881,BG_01534,27.7329303449161,85.36542585685083,Boudha stupa,,,
2,3,0,4,4,2,0,11,0,5,22,8,5,1,4.1,11.0,476.59723363487655,BG_01535,27.7327478502435,85.35370933537351,Boudha stupa,,,
1,0,0,13,2,5,1,7,2,13,39,13,9,28,4.68148148148148,55.666666666666664,92.15947577401192,BG_01536,27.726436208740175,85.36953560695878,Boudha stupa,,,
6,2,0,32,4,9,1,10,1,17,68,19,6,29,4.714285714285714,31.535714285714285,254.51018842180895,BG_01537,27.725199078543,85.37045860811877,Boudha stupa,,,
10,1,0,30,11,11,0,17,2,13,69,28,10,19,4.627777777777777,13.944444444444445,134.11078541728926,BG_01538,27.717977591414844,85.36878733785717,Boudha stupa,,,
4,6,0,17,9,3,0,23,1,10,54,17,11,8,4.65,8.625,251.77637649684274,BG_01539,27.73022908169109,85.35775204244355,Boudha stupa,,,
3,0,0,9,2,5,0,20,5,15,54,19,17,10,4.49,32.1,51.767050269445434,BG_01540,27.713796825692683,85.35673191245367,Boudha stupa,,,
12,3,0,23,6,8,1,9,0,13,46,21,11,11,4.790909090909091,44.81818181818182,124.9894886982502,BG_01541,27.7208467871184,85.37315392024865,Boudha stupa,,,
3,0,0,5,0,1,0,9,5,4,28,6,13,4,4.075,46.0,239.81350290077404,BG_01542,27.71040035509908,85.35530917841395,Boudha stupa,,,
19,2,0,20,6,11,2,25,3,13,55,36,7,13,4.836363636363637,62.09090909090909,156.1391332592653,BG_01543,27.720296689791656,85.35482575299295,Boudha stupa,,,
12,1,0,36,10,9,3,22,11,17,63,18,2,99,4.428571428571428,187.0,100.9976217816003,BG_01544,27.721065209097574,85.3594363139113,Boudha stupa,,,
12,2,0,22,6,9,1,20,6,20,60,26,5,42,4.5268292682926825,122.46341463414635,79.74956552188846,BG_01545,27.71842778518218,85.35747160341414,Boudha stupa,,,
9,3,0,21,7,9,0,8,1,12,42,21,10,10,4.7700000000000005,48.9,270.93544312154484,BG_01546,27.71890334490801,85.37308464442515,Boudha stupa,,,
1,0,0,2,0,2,0,3,0,2,16,6,2,1,5.0,3.0,457.365511901096,BG_01547,27.709605575506863,85.36535396635647,Boudha stupa,,,
7,4,0,5,4,1,0,21,0,9,27,13,4,5,4.4399999999999995,148.8,211.60608815043426,BG_01548,27.72708073123614,85.34912101406314,Boudha stupa,,,
4,6,0,16,7,3,0,22,0,10,40,17,10,7,4.685714285714285,8.142857142857142,235.69450376164966,BG_01549,27.730690844857367,85.35579705336977,Boudha stupa,,,
1,1,0,8,6,8,0,14,2,13,75,27,10,6,4.720000000000001,12.0,255.27447988615225,BG_01550,27.715731998803914,85.36921067802663,Boudha stupa,,,
1,1,0,9,4,8,0,15,2,13,73,25,9,5,4.9,34.75,237.27797122908,BG_01551,27.714505401803557,85.36768777784133,Boudha stupa,,,
4,3,0,23,8,3,2,25,2,20,70,19,7,21,4.580952380952381,381.04761904761904,121.74506011133234,BG_01552,27.729186918743853,85.36154365980506,Boudha stupa,,,
0,0,0,0,0,0,0,7,2,1,10,1,1,1,4.6,58.0,466.808967038712,BG_01553,27.709021588779535,85.35908442822057,Boudha stupa,,,
1,1,0,3,2,6,0,14,1,9,49,15,6,5,4.8,47.25,315.0826489634543,BG_01554,27.71257308274805,85.36574321012327,Boudha stupa,,,
21,2,0,20,8,11,1,22,3,12,58,32,4,15,4.741666666666666,63.083333333333336,51.706196098617994,BG_01555,27.722232303038986,85.35476730206378,Boudha stupa,,,
1,0,0,21,4,3,2,15,3,17,70,19,8,41,4.635,257.175,89.86516301474438,BG_01556,27.728225453149058,85.364738271215,Boudha stupa,,,
12,1,0,29,9,9,1,25,9,21,62,17,7,36,4.471428571428572,138.22857142857143,211.0488715187841,BG_01557,27.717287411372617,85.36515339195559,Boudha stupa,,,
2,5,0,6,4,2,0,12,0,6,18,13,4,1,4.1,11.0,397.9994412937257,BG_01558,27.730868389543122,85.3519837051283,Boudha stupa,,,
15,1,0,35,11,10,5,19,12,14,60,18,2,109,4.46111111111111,171.32407407407408,56.165538452409535,BG_01559,27.721273133315382,85.360220855959,Boudha stupa,,,
3,0,0,5,0,1,0,7,5,4,23,5,13,4,4.075,46.0,334.7408186102498,BG_01560,27.71019734368729,85.35651367851497,Boudha stupa,,,
1,0,0,14,2,4,0,9,2,13,44,11,6,22,4.723809523809524,31.714285714285715,71.2830398155178,BG_01561,27.7289094938968,85.36899245764498,Boudha stupa,,,
8,4,0,9,7,4,0,30,0,12,42,28,9,10,4.599999999999999,88.77777777777777,105.1568192241267,BG_01562,27.725468714905574,85.35081250935654,Boudha stupa,,,
1,1,0,10,7,8,0,15,2,13,69,27,10,6,4.720000000000001,12.0,212.68558794196596,BG_01563,27.716379964083544,85.36908726867955,Boudha stupa,,,
15,1,0,41,13,6,2,17,11,16,60,18,2,98,4.469072164948454,228.7422680412371,82.16100296151083,BG_01564,27.722232845707335,85.36581241934212,Boudha stupa,,,
9,1,0,7,7,3,0,25,0,8,36,16,4,7,4.514285714285714,113.0,122.70363406971572,BG_01565,27.724545834671424,85.3483183712313,Boudha stupa,,,
6,0,0,16,2,8,1,23,1,22,52,23,10,33,4.557575757575757,103.45454545454545,138.86306254932288,BG_01566,27.716330870439396,85.35846367668512,Boudha stupa,,,
19,2,0,41,10,9,2,25,10,22,73,18,3,100,4.460000000000001,154.95,79.7571878784676,BG_01567,27.71981901348497,85.36406921605051,Boudha stupa,,,
15,2,0,35,7,8,2,28,9,22,73,18,5,72,4.467605633802817,178.38028169014083,194.67275943255186,BG_01568,27.71792701901748,85.36397228972716,Boudha stupa,,,
1,2,0,15,9,2,4,14,6,15,53,18,5,85,4.488095238095238,189.33333333333334,70.3898753623442,BG_01569,27.725526751819167,85.36268203460519,Boudha stupa,,,
2,4,0,6,4,3,0,18,0,7,30,11,6,3,4.499999999999999,10.666666666666666,299.00143234822036,BG_01570,27.73096257374499,85.3536030025571,Boudha stupa,,,
7,3,0,22,7,8,0,8,1,12,60,26,11,9,4.722222222222223,9.222222222222221,131.53727391915032,BG_01571,27.71813239306727,85.37195792191,Boudha stupa,,,
