place_id,latitude,longitude,search_area,Demand,Accessibility,Competition,Population
BG_01314,27.68117044399672,85.31664136817272,Patan durbar square,0.3226,0.4537,0.4206,0.2211
BG_01315,27.673518297789578,85.33158903816663,Patan durbar square,0.1773,0.3599,0.4872,0.3678
BG_01316,27.67240034755661,85.32167227902947,Patan durbar square,0.613,0.4071,0.3555,0.4767
BG_01317,27.667229468398062,85.31553590046327,Patan durbar square,0.1552,0.3694,0.4886,0.3391
BG_01318,27.665367825820887,85.31291492118663,Patan durbar square,0.0843,0.368,0.535,0.2152
BG_01319,27.67018508733408,85.31451959532045,Patan durbar square,0.3494,0.4174,0.4729,0.3398
BG_01320,27.68508939962477,85.32143340987173,Patan durbar square,0.2639,0.4006,0.5463,0.2654
BG_01321,27.671684007886856,85.33657098920678,Patan durbar square,0.1519,0.3459,0.5061,0.1956
BG_01322,27.664991616038137,85.3154166263558,Patan durbar square,0.1527,0.4141,0.5412,0.279
BG_01323,27.66369443795209,85.31927947335846,Patan durbar square,0.1679,0.4204,0.5355,0.2613
BG_01324,27.67965792511556,85.32319404800505,Patan durbar square,0.2567,0.3588,0.449,0.2768
BG_01325,27.67813130923433,85.33696962121746,Patan durbar square,0.183,0.4833,0.5149,0.4426
BG_01326,27.6854662201523,85.33156043385259,Patan durbar square,0.4291,0.4576,0.4285,0.4912
BG_01327,27.667854420714395,85.32127666987424,Patan durbar square,0.4871,0.4472,0.4676,0.4139
BG_01328,27.66892687109878,85.33042914361465,Patan durbar square,0.3242,0.4167,0.4735,0.4667
BG_01329,27.685204559452863,85.3202336774335,Patan durbar square,0.2819,0.4277,0.5191,0.2747
BG_01330,27.67914263078292,85.32118265446611,Patan durbar square,0.3196,0.3933,0.3979,0.2668
BG_01331,27.68271815910996,85.3324620369086,Patan durbar square,0.3418,0.4183,0.4862,0.5117
BG_01332,27.67115254536836,85.33050718636044,Patan durbar square,0.2608,0.3329,0.5019,0.474
BG_01333,27.67742714503336,85.3209606545975,Patan durbar square,0.4335,0.3966,0.3942,0.3255
BG_01334,27.679108861656307,85.33344574102588,Patan durbar square,0.2644,0.4643,0.5128,0.4296
BG_01335,27.679389018363143,85.32833011453637,Patan durbar square,0.2596,0.3781,0.4927,0.3545
BG_01336,27.67078646447353,85.33177235819214,Patan durbar square,0.2666,0.4017,0.4998,0.4162
BG_01337,27.66632311948312,85.32026085072017,Patan durbar square,0.382,0.3969,0.5,0.3687
BG_01338,27.67565451094242,85.32588907598408,Patan durbar square,0.3684,0.3472,0.3702,0.4612
BG_01339,27.66616448570017,85.33380753071417,Patan durbar square,0.2577,0.459,0.4625,0.2818
BG_01340,27.68207705765918,85.33206360577567,Patan durbar square,0.3473,0.4528,0.4839,0.4837
BG_01341,27.67387185986254,85.32901099440026,Patan durbar square,0.3212,0.3707,0.4029,0.4335
BG_01342,27.673237176056706,85.31644047975745,Patan durbar square,0.5278,0.5396,0.3734,0.3188
BG_01343,27.66390723312655,85.334385825666,Patan durbar square,0.1688,0.4126,0.4584,0.1567
BG_01344,27.682508156386703,85.31952884346342,Patan durbar square,0.2747,0.4391,0.4419,0.2513
BG_01345,27.67974578026681,85.3316667282818,Patan durbar square,0.3005,0.4484,0.5047,0.4025
BG_01346,27.67249570798341,85.33531979847783,Patan durbar square,0.1736,0.3558,0.5144,0.2411
BG_01347,27.66366181213622,85.3332495542858,Patan durbar square,0.1958,0.418,0.4727,0.1842
BG_01348,27.66046282548212,85.32539258024177,Patan durbar square,0.061,0.3117,0.539,0.1772
BG_01349,27.661103907200022,85.32055160896574,Patan durbar square,0.092,0.3594,0.5456,0.1781
BG_01350,27.677583871703376,85.31955121347843,Patan durbar square,0.427,0.4175,0.4074,0.318
BG_01351,27.680090930590328,85.32108066473369,Patan durbar square,0.2823,0.3832,0.4127,0.2368
BG_01352,27.668076457699627,85.32382508706125,Patan durbar square,0.4796,0.4314,0.4674,0.4728
BG_01353,27.66604002261325,85.3233624179671,Patan durbar square,0.3915,0.4363,0.5413,0.3652
BG_01354,27.67111517214315,85.33338786120194,Patan durbar square,0.2303,0.4218,0.4769,0.3271
BG_01355,27.66876323729745,85.31408020252692,Patan durbar square,0.2199,0.4264,0.4832,0.3375
BG_01356,27.679042289380337,85.32308142470556,Patan durbar square,0.2753,0.3644,0.4496,0.3031
BG_01357,27.674076636052785,85.31044030755815,Patan durbar square,0.34,0.4018,0.3696,0.2973
BG_01358,27.670507599910383,85.32135567926753,Patan durbar square,0.5598,0.4855,0.4132,0.461
BG_01359,27.66134341237048,85.32877704539798,Patan durbar square,0.1005,0.3968,0.3965,0.212
BG_01360,27.66751011480346,85.31409425055911,Patan durbar square,0.1549,0.3148,0.482,0.3141
BG_01361,27.67398720013724,85.33404013312274,Patan durbar square,0.1527,0.3596,0.4972,0.2638
BG_01362,27.668833282244552,85.31444721135512,Patan durbar square,0.2427,0.4036,0.4781,0.3423
BG_01363,27.66857864725191,85.32027196550806,Patan durbar square,0.4972,0.441,0.4889,0.4162
BG_01364,27.67064528918114,85.33041818365993,Patan durbar square,0.2837,0.3791,0.5011,0.4826
BG_01365,27.678085179179863,85.31598682520973,Patan durbar square,0.4073,0.4382,0.338,0.2379
BG_01366,27.6696742477764,85.31699122160435,Patan durbar square,0.3822,0.4754,0.4436,0.3628
BG_01367,27.67491810656593,85.31319605077552,Patan durbar square,0.4417,0.5016,0.3373,0.2649
BG_01368,27.67206645405503,85.31805801400182,Patan durbar square,0.4903,0.4863,0.4186,0.3739
BG_01369,27.67805893838083,85.33621999759369,Patan durbar square,0.1977,0.4771,0.498,0.4289
BG_01370,27.66639827574731,85.33574424996098,Patan durbar square,0.1962,0.3801,0.5182,0.1781
BG_01371,27.67051476804894,85.33029363490996,Patan durbar square,0.2893,0.3802,0.494,0.4855
BG_01372,27.67252016983624,85.32197292258849,Patan durbar square,0.6194,0.4102,0.3446,0.481
BG_01373,27.670163071109403,85.3155973748981,Patan durbar square,0.3756,0.4441,0.4449,0.3405
BG_01374,27.677764043024364,85.33744715201915,Patan durbar square,0.1903,0.4781,0.5297,0.4282
BG_01375,27.66697458186617,85.31508213121573,Patan durbar square,0.1439,0.372,0.5015,0.3227
BG_01376,27.6781434666132,85.3134288852942,Patan durbar square,0.3612,0.3863,0.3319,0.2284
BG_01377,27.665062075190058,85.3226709773833,Patan durbar square,0.3425,0.436,0.5452,0.3644
BG_01378,27.67539945564511,85.33201968884846,Patan durbar square,0.1961,0.3894,0.4858,0.3118
BG_01379,27.66379321291,85.32244894732982,Patan durbar square,0.2484,0.3836,0.5661,0.3393
BG_01380,27.67933631240315,85.3233300149451,Patan durbar square,0.2688,0.3638,0.4505,0.2927
BG_01381,27.6639049351772,85.31764118479879,Patan durbar square,0.1651,0.4073,0.5709,0.2631
BG_01382,27.66903885073653,85.3203587461839,Patan durbar square,0.5035,0.4444,0.4871,0.4255
BG_01383,27.680642280022138,85.32607953573259,Patan durbar square,0.2311,0.3544,0.4735,0.2608
BG_01384,27.67679875074634,85.31487376348868,Patan durbar square,0.4501,0.4584,0.3602,0.2468
BG_01385,27.665356637293616,85.3305588940904,Patan durbar square,0.2692,0.4983,0.4595,0.3834
BG_01386,27.666825938027973,85.31581396396471,Patan durbar square,0.1624,0.3692,0.4966,0.3454
BG_01387,27.67725759397196,85.33407550401877,Patan durbar square,0.1874,0.4191,0.4967,0.3541
BG_01388,27.68481867285055,85.31955093570355,Patan durbar square,0.2856,0.4649,0.4905,0.2707
BG_01389,27.66342932932197,85.31617867216256,Patan durbar square,0.1347,0.4059,0.5338,0.2299
BG_01390,27.66620995521913,85.31603818907755,Patan durbar square,0.1687,0.3835,0.5234,0.3354
BG_01391,27.67424985857394,85.33707902354453,Patan durbar square,0.1434,0.421,0.5075,0.2624
BG_01392,27.66667214257523,85.31584945471513,Patan durbar square,0.1614,0.381,0.5123,0.3416
BG_01393,27.664502615526573,85.32418261665066,Patan durbar square,0.2901,0.4243,0.5742,0.3796
BG_01394,27.665783226972,85.32612941899923,Patan durbar square,0.3421,0.4633,0.5342,0.4414
BG_01395,27.67730293157676,85.33584692895977,Patan durbar square,0.1755,0.4606,0.5087,0.3812
BG_01396,27.675431356875453,85.32416522634348,Patan durbar square,0.4027,0.3594,0.3654,0.4826
BG_01397,27.684767279273395,85.33082046890152,Patan durbar square,0.3796,0.3894,0.4703,0.4849
BG_01398,27.67475838235056,85.32210082355816,Patan durbar square,0.4803,0.414,0.3388,0.4362
BG_01399,27.67775767965369,85.33486801984992,Patan durbar square,0.1904,0.4362,0.4815,0.3903
BG_01400,27.680439075563164,85.3339261706697,Patan durbar square,0.2994,0.4469,0.5079,0.4894
BG_01401,27.66810362739134,85.32177121033747,Patan durbar square,0.505,0.4502,0.4699,0.4305
BG_01402,27.6861569693979,85.32366948552189,Patan durbar square,0.2237,0.3511,0.5255,0.3291
BG_01403,27.66765181995109,85.3234957163975,Patan durbar square,0.4751,0.4353,0.5025,0.4358
BG_01404,27.677354098261013,85.33859336985961,Patan durbar square,0.1887,0.4765,0.5268,0.4307
BG_01405,27.668712654925702,85.31280678968324,Patan durbar square,0.1905,0.403,0.4528,0.3073
BG_01406,27.67751648355453,85.31914498484961,Patan durbar square,0.4451,0.4236,0.4117,0.3154
BG_01407,27.66598261625764,85.32692341285713,Patan durbar square,0.357,0.4488,0.4885,0.4706
BG_01408,27.6686580824598,85.31966573130521,Patan durbar square,0.4527,0.4119,0.4901,0.4085
BG_01409,27.686819711738824,85.32693229381421,Patan durbar square,0.2533,0.3804,0.497,0.3916
BG_01410,27.67018329801014,85.31867233924793,Patan durbar square,0.4701,0.4875,0.4469,0.396
BG_01411,27.679574498916697,85.33699792447854,Patan durbar square,0.2267,0.5229,0.4852,0.5165
BG_01412,27.66916501078045,85.33043246684541,Patan durbar square,0.333,0.4017,0.4763,0.4706
BG_01413,27.667822030389303,85.31551954074564,Patan durbar square,0.2114,0.3671,0.469,0.343
BG_01414,27.685232624207984,85.3215066406757,Patan durbar square,0.2659,0.4029,0.5516,0.2704
BG_01415,27.68021410073696,85.32721953258255,Patan durbar square,0.2546,0.3545,0.492,0.3057
BG_01416,27.668240225526777,85.33466420463189,Patan durbar square,0.2667,0.4483,0.54,0.2734
BG_01417,27.66388735048653,85.32859255153816,Patan durbar square,0.197,0.4868,0.4569,0.3734
BG_01418,27.68130097891228,85.33278299577194,Patan durbar square,0.3391,0.4455,0.4816,0.4648
BG_01419,27.670211368285653,85.32497493457615,Patan durbar square,0.5674,0.4295,0.3964,0.5535
BG_01420,27.676056617594984,85.319515415215,Patan durbar square,0.5181,0.4107,0.3954,0.3516
BG_01421,27.67399823864154,85.33106761864501,Patan durbar square,0.1911,0.3842,0.4738,0.3823
BG_01422,27.677205058169545,85.32890354887947,Patan durbar square,0.2765,0.3737,0.4427,0.3598
BG_01423,27.686030894113124,85.32844459901382,Patan durbar square,0.281,0.3995,0.5193,0.4053
BG_01424,27.6642135828896,85.3215182878776,Patan durbar square,0.2677,0.421,0.5435,0.3364
BG_01425,27.684071481504347,85.32429842970758,Patan durbar square,0.2134,0.3703,0.4794,0.2534
BG_01426,27.668400931596945,85.33214975212064,Patan durbar square,0.3004,0.4331,0.5019,0.4069
BG_01427,27.66740867142766,85.32068973917185,Patan durbar square,0.4682,0.4389,0.4863,0.3928
BG_01428,27.665117606540875,85.33045757569931,Patan durbar square,0.2652,0.4971,0.4613,0.3741
BG_01429,27.668462331745683,85.31889382949197,Patan durbar square,0.4194,0.4251,0.5006,0.3818
BG_01430,27.68027579112562,85.31828946737687,Patan durbar square,0.3656,0.4382,0.414,0.2349
BG_01431,27.6703499747006,85.31474406021381,Patan durbar square,0.3516,0.4209,0.4657,0.3405
BG_01432,27.671879145612223,85.31001173093448,Patan durbar square,0.2446,0.379,0.4605,0.3105
BG_01433,27.6698358209868,85.33096686380597,Patan durbar square,0.31,0.3817,0.4961,0.4646
BG_01434,27.681601489374824,85.33028747285657,Patan durbar square,0.3471,0.4283,0.5002,0.4225
BG_01435,27.665398260017632,85.3253724650097,Patan durbar square,0.3128,0.4977,0.5488,0.3975
BG_01436,27.68164751580096,85.31605422783703,Patan durbar square,0.2942,0.4127,0.4253,0.2222
BG_01437,27.66927191675856,85.32933991066366,Patan durbar square,0.3499,0.426,0.4699,0.5008
BG_01438,27.680690045264093,85.31679261465372,Patan durbar square,0.3345,0.4435,0.3931,0.2199
BG_01439,27.681197660036407,85.32943050478961,Patan durbar square,0.3043,0.4123,0.5096,0.3728
BG_01440,27.67950143750583,85.31200904363263,Patan durbar square,0.2847,0.3352,0.3393,0.255
BG_01441,27.67434692661597,85.33472079711275,Patan durbar square,0.1471,0.3715,0.4834,0.259
BG_01442,27.67863860118888,85.33710894135108,Patan durbar square,0.1949,0.4965,0.5167,0.4724
BG_01443,27.66041308074176,85.32698155904028,Patan durbar square,0.0625,0.3266,0.5723,0.1808
BG_01444,27.67082827959623,85.31567476060528,Patan durbar square,0.4056,0.4496,0.4456,0.3255
BG_01445,27.680785915833425,85.33532620245923,Patan durbar square,0.3217,0.4946,0.5112,0.5456
BG_01446,27.659898761800363,85.32515611231625,Patan durbar square,0.0464,0.3078,0.5282,0.1542
BG_01447,27.68311993780142,85.32195686673947,Patan durbar square,0.2634,0.4082,0.4914,0.2342
BG_01448,27.68139973059626,85.33386845443722,Patan durbar square,0.3283,0.4446,0.4791,0.5095
BG_01449,27.66717486817577,85.33499351111983,Patan durbar square,0.2344,0.4074,0.5284,0.2399
BG_01450,27.663726650580795,85.33356456028648,Patan durbar square,0.1743,0.4093,0.48,0.1758
BG_01451,27.677721389862413,85.33825516035998,Patan durbar square,0.1931,0.4767,0.519,0.4414
BG_01452,27.67769486767253,85.33169555115083,Patan durbar square,0.2449,0.4172,0.5375,0.3723
BG_01453,27.67421701982898,85.32710457177305,Patan durbar square,0.3644,0.3306,0.3786,0.4803
BG_01454,27.66281339139552,85.32580521953851,Patan durbar square,0.165,0.3762,0.5912,0.2818
BG_01455,27.67794076563207,85.31615956792365,Patan durbar square,0.4139,0.4396,0.3372,0.2422
BG_01456,27.670341173720537,85.33012586852291,Patan durbar square,0.2962,0.3786,0.4906,0.4908
BG_01457,27.66730132159829,85.32943593300364,Patan durbar square,0.3507,0.4798,0.4773,0.4783
BG_01458,27.676946248982347,85.33510176351236,Patan durbar square,0.1646,0.4264,0.5018,0.3509
BG_01459,27.66502318455649,85.31475797646063,Patan durbar square,0.1078,0.3803,0.5435,0.2625
BG_01460,27.66995926251509,85.31374892463829,Patan durbar square,0.288,0.4046,0.4601,0.3359
BG_01461,27.672305891877787,85.33814023635126,Patan durbar square,0.1465,0.4072,0.4896,0.181
BG_01462,27.661277640778245,85.31943154210727,Patan durbar square,0.0988,0.3685,0.5502,0.1715
BG_01463,27.676264190164805,85.32907824369626,Patan durbar square,0.2868,0.3749,0.459,0.3668
BG_01464,27.68580309495519,85.32948270026138,Patan durbar square,0.3191,0.4039,0.4745,0.4182
BG_01465,27.673318781457308,85.3383135996254,Patan durbar square,0.1406,0.4307,0.5166,0.2327
BG_01466,27.67525309935328,85.32784609753689,Patan durbar square,0.3601,0.3669,0.3866,0.4273
BG_01467,27.67918182087497,85.3336514989159,Patan durbar square,0.264,0.4689,0.5097,0.4391
BG_01468,27.662769269507507,85.32617011738056,Patan durbar square,0.1721,0.3805,0.4191,0.282
BG_01469,27.67644321227573,85.332697843853,Patan durbar square,0.2105,0.3999,0.4938,0.3334
BG_01470,27.67722297355288,85.33402000738728,Patan durbar square,0.1861,0.4168,0.4981,0.3543
BG_01471,27.667023267320744,85.33376621354961,Patan durbar square,0.2666,0.4571,0.4741,0.3036
BG_01472,27.66388217558613,85.32866822504062,Patan durbar square,0.1948,0.4867,0.4553,0.3709
BG_01473,27.67155176144505,85.32731698989866,Patan durbar square,0.4499,0.3651,0.3769,0.5622
BG_01474,27.66605202564693,85.31921336915521,Patan durbar square,0.3291,0.4073,0.5178,0.3357
BG_01475,27.67898267094857,85.32181975003469,Patan durbar square,0.2829,0.377,0.428,0.2779
BG_01476,27.666350051675224,85.33721569363314,Patan durbar square,0.1695,0.3438,0.5411,0.1146
BG_01477,27.68609952589124,85.32027672132777,Patan durbar square,0.3148,0.4416,0.5364,0.2931
BG_01478,27.68069842872304,85.32355999901665,Patan durbar square,0.2411,0.3694,0.4715,0.2581
BG_01479,27.66974899614221,85.32986664438238,Patan durbar square,0.3289,0.3884,0.4764,0.491
BG_01480,27.66779743627556,85.33341727520417,Patan durbar square,0.2744,0.4441,0.4712,0.3407
BG_01481,27.68400492362035,85.33276529205942,Patan durbar square,0.3515,0.4616,0.4626,0.5774
BG_01482,27.67069769192717,85.3353146422281,Patan durbar square,0.1926,0.3741,0.4976,0.2388
BG_01483,27.67129447910673,85.3223142574871,Patan durbar square,0.6375,0.447,0.3753,0.4933
BG_01484,27.67102926552448,85.3235403822995,Patan durbar square,0.6593,0.4469,0.3758,0.5163
BG_01485,27.67015664057389,85.33126892949886,Patan durbar square,0.2905,0.4028,0.5011,0.4485
BG_01486,27.68173936888713,85.31465047240766,Patan durbar square,0.2889,0.3413,0.3965,0.2456
BG_01487,27.662896035577862,85.32288265392538,Patan durbar square,0.2123,0.3543,0.5881,0.2991
BG_01488,27.66547300090492,85.31786752591124,Patan durbar square,0.2241,0.4681,0.5464,0.3105
BG_01489,27.665993782302955,85.32713097526185,Patan durbar square,0.3504,0.4591,0.4872,0.4747
BG_01490,27.66566919866281,85.33680972405456,Patan durbar square,0.1648,0.3498,0.5247,0.1099
BG_01491,27.666305460961905,85.32138544112368,Patan durbar square,0.4116,0.4616,0.5058,0.3669
BG_01492,27.678652126090263,85.33757948015315,Patan durbar square,0.1903,0.4947,0.5137,0.4762
BG_01493,27.68516879892517,85.33069129600291,Patan durbar square,0.3949,0.4086,0.4557,0.4637
BG_01494,27.67083873676336,85.33517189238073,Patan durbar square,0.1952,0.3721,0.4943,0.2438
BG_01495,27.67204653178776,85.3328539466591,Patan durbar square,0.2133,0.3234,0.5048,0.3282
BG_01496,27.67606169358888,85.33697055013214,Patan durbar square,0.1665,0.4802,0.5252,0.3209
BG_01497,27.67606243835485,85.32162450254798,Patan durbar square,0.4631,0.3993,0.3445,0.3887
BG_01498,27.66410646095667,85.32577752797039,Patan durbar square,0.2308,0.4406,0.6008,0.3637
BG_01499,27.66709236270466,85.32522473218565,Patan durbar square,0.4636,0.4108,0.4829,0.4803
BG_01500,27.72250860178684,85.37212929381177,Boudha stupa,0.1972,0.4078,0.4898,0.3145
BG_01501,27.72450944594096,85.36584091193565,Boudha stupa,0.2111,0.343,0.3056,0.3652
BG_01502,27.731488773732494,85.36022909576332,Boudha stupa,0.1354,0.3652,0.5303,0.3321
BG_01503,27.72737712703304,85.37031463913618,Boudha stupa,0.0959,0.3339,0.4655,0.3407
BG_01504,27.71331247992229,85.37026241093395,Boudha stupa,0.1304,0.3534,0.5255,0.229
BG_01505,27.733724472188705,85.36429369226026,Boudha stupa,0.0803,0.2966,0.5959,0.1826
BG_01506,27.72235098028385,85.37598307232005,Boudha stupa,0.1205,0.375,0.4916,0.1692
BG_01507,27.709835936199813,85.35923633853494,Boudha stupa,0.027,0.3184,0.5896,0.0898
BG_01508,27.732725053298825,85.36124020594548,Boudha stupa,0.1142,0.3456,0.5629,0.257
BG_01509,27.721290603971667,85.3604124456336,Boudha stupa,0.2177,0.4845,0.2512,0.3505
BG_01510,27.72840916907412,85.37103259067372,Boudha stupa,0.0871,0.3172,0.467,0.2831
BG_01511,27.72101867432196,85.36720366290614,Boudha stupa,0.2167,0.3911,0.3735,0.3702
BG_01512,27.72414286259165,85.35677997457861,Boudha stupa,0.1909,0.4357,0.4499,0.3714
BG_01513,27.71162619853769,85.3703142583796,Boudha stupa,0.0894,0.2942,0.5211,0.1667
BG_01514,27.733063255227144,85.36218695077405,Boudha stupa,0.1051,0.3272,0.5679,0.2368
BG_01515,27.70895554563624,85.36753426064281,Boudha stupa,0.0334,0.2621,0.579,0.071
BG_01516,27.73402108894942,85.3596498221084,Boudha stupa,0.0832,0.2953,0.5425,0.1633
BG_01517,27.721544557206,85.36748345781626,Boudha stupa,0.2164,0.385,0.3746,0.3823
BG_01518,27.72678913018771,85.34903804513655,Boudha stupa,0.1012,0.3358,0.5182,0.2409
BG_01519,27.722528996613484,85.37581195401923,Boudha stupa,0.1266,0.3746,0.4912,0.181
BG_01520,27.714748009634164,85.37401721382862,Boudha stupa,0.0797,0.3086,0.5957,0.1157
BG_01521,27.717245846029105,85.35827751642915,Boudha stupa,0.2085,0.4575,0.4449,0.4535
BG_01522,27.719031672342773,85.35746755040799,Boudha stupa,0.1992,0.4432,0.3751,0.4005
BG_01523,27.73385461995296,85.36613355776109,Boudha stupa,0.0627,0.2759,0.6098,0.1581
BG_01524,27.716000093619456,85.36005856914758,Boudha stupa,0.1697,0.4518,0.4407,0.448
BG_01525,27.713967080188585,85.3579748511509,Boudha stupa,0.1362,0.4167,0.5294,0.3884
BG_01526,27.72489214128089,85.3714285938287,Boudha stupa,0.1998,0.3459,0.4987,0.3527
BG_01527,27.718186324835443,85.36591944632707,Boudha stupa,0.2377,0.4876,0.4241,0.3827
BG_01528,27.70841894713985,85.36613284712035,Boudha stupa,0.015,0.2528,0.8604,0.0484
BG_01529,27.734008306647528,85.36059664228041,Boudha stupa,0.0843,0.2958,0.5355,0.1703
BG_01530,27.73048456271697,85.37226889490397,Boudha stupa,0.0365,0.2819,0.518,0.1804
BG_01531,27.71530245618965,85.36397397498953,Boudha stupa,0.1614,0.3992,0.4923,0.3857
BG_01532,27.72709956990365,85.3543646495138,Boudha stupa,0.1781,0.5101,0.4837,0.4387
BG_01533,27.722861205341,85.37204790496928,Boudha stupa,0.1993,0.4025,0.49,0.3205
BG_01534,27.7329303449161,85.36542585685083,Boudha stupa,0.079,0.2874,0.5824,0.2168
BG_01535,27.7327478502435,85.35370933537351,Boudha stupa,0.0649,0.3026,0.6441,0.1537
BG_01536,27.72643620874017,85.36953560695878,Boudha stupa,0.1115,0.3394,0.4522,0.3657
BG_01537,27.725199078543,85.37045860811877,Boudha stupa,0.189,0.3626,0.4933,0.3741
BG_01538,27.717977591414844,85.36878733785717,Boudha stupa,0.2179,0.3914,0.4942,0.3448
BG_01539,27.73022908169109,85.35775204244355,Boudha stupa,0.1498,0.4863,0.5471,0.38
BG_01540,27.713796825692683,85.35673191245367,Boudha stupa,0.1493,0.4181,0.4967,0.3939
BG_01541,27.7208467871184,85.37315392024865,Boudha stupa,0.1697,0.4034,0.4944,0.2652
BG_01542,27.71040035509908,85.35530917841395,Boudha stupa,0.0697,0.3412,0.5732,0.1472
BG_01543,27.720296689791656,85.35482575299295,Boudha stupa,0.2214,0.3858,0.4914,0.4251
BG_01544,27.72106520909757,85.3594363139113,Boudha stupa,0.2121,0.4711,0.2816,0.3603
BG_01545,27.71842778518218,85.35747160341414,Boudha stupa,0.2015,0.4334,0.4111,0.4237
BG_01546,27.71890334490801,85.37308464442515,Boudha stupa,0.1565,0.4166,0.5323,0.2281
BG_01547,27.709605575506863,85.36535396635647,Boudha stupa,0.0374,0.2749,0.5962,0.1037
BG_01548,27.72708073123614,85.34912101406314,Boudha stupa,0.0936,0.3772,0.5227,0.2354
BG_01549,27.730690844857367,85.35579705336977,Boudha stupa,0.1305,0.4484,0.5437,0.3371
BG_01550,27.71573199880392,85.36921067802663,Boudha stupa,0.1743,0.3848,0.5481,0.3305
BG_01551,27.71450540180356,85.36768777784133,Boudha stupa,0.1685,0.3644,0.5317,0.3455
BG_01552,27.729186918743853,85.36154365980506,Boudha stupa,0.1874,0.4208,0.4062,0.3782
BG_01553,27.70902158877953,85.35908442822057,Boudha stupa,0.0182,0.2689,0.6061,0.0496
BG_01554,27.71257308274805,85.36574321012327,Boudha stupa,0.1125,0.3587,0.5528,0.2863
BG_01555,27.722232303038982,85.35476730206378,Boudha stupa,0.2176,0.4098,0.4661,0.3737
BG_01556,27.72822545314905,85.364738271215,Boudha stupa,0.1671,0.3542,0.3799,0.3607
BG_01557,27.717287411372617,85.36515339195559,Boudha stupa,0.209,0.4641,0.4554,0.3953
BG_01558,27.73086838954312,85.3519837051283,Boudha stupa,0.069,0.363,0.625,0.2027
BG_01559,27.721273133315385,85.360220855959,Boudha stupa,0.2159,0.483,0.2506,0.352
BG_01560,27.71019734368729,85.35651367851497,Boudha stupa,0.0621,0.3448,0.5963,0.1306
BG_01561,27.7289094938968,85.36899245764498,Boudha stupa,0.1096,0.3385,0.4635,0.3239
BG_01562,27.72546871490557,85.35081250935654,Boudha stupa,0.1546,0.4383,0.4914,0.3873
BG_01563,27.716379964083544,85.36908726867955,Boudha stupa,0.1714,0.3843,0.5377,0.3362
BG_01564,27.72223284570733,85.36581241934212,Boudha stupa,0.2086,0.4536,0.2677,0.3664
BG_01565,27.724545834671424,85.3483183712313,Boudha stupa,0.1206,0.3343,0.5011,0.2707
BG_01566,27.7163308704394,85.35846367668512,Boudha stupa,0.176,0.3978,0.448,0.4623
BG_01567,27.71981901348497,85.36406921605051,Boudha stupa,0.2458,0.494,0.2799,0.4003
BG_01568,27.71792701901748,85.36397228972716,Boudha stupa,0.2318,0.4914,0.3636,0.423
BG_01569,27.725526751819167,85.36268203460519,Boudha stupa,0.145,0.4356,0.3013,0.3702
BG_01570,27.73096257374499,85.3536030025571,Boudha stupa,0.0883,0.3625,0.5766,0.2529
BG_01571,27.71813239306727,85.37195792191,Boudha stupa,0.1771,0.4401,0.5119,0.2497
BG_01572,27.717088190830847,85.367642399957,Boudha stupa,0.2207,0.3975,0.5327,0.3602
BG_01573,27.71844408644068,85.35359053478612,Boudha stupa,0.2913,0.3774,0.5281,0.5038
BG_01574,27.72311514556971,85.3667562913206,Boudha stupa,0.2473,0.364,0.3096,0.376
BG_01575,27.714849653704302,85.3713520276092,Boudha stupa,0.1388,0.3763,0.5649,0.2129
BG_01576,27.711854600832908,85.36700360653657,Boudha stupa,0.0918,0.3394,0.5311,0.2342
BG_01577,27.72484148383212,85.34744874047145,Boudha stupa,0.1046,0.3133,0.5184,0.204
BG_01578,27.72424573202819,85.35975793666542,Boudha stupa,0.2163,0.4664,0.2814,0.3468
BG_01579,27.710719307557348,85.35995646572336,Boudha stupa,0.0398,0.3547,0.5605,0.1323
BG_01580,27.731417785951635,85.36291812842285,Boudha stupa,0.1125,0.3644,0.5315,0.3182
BG_01581,27.717129790767945,85.3571603267986,Boudha stupa,0.218,0.4131,0.4633,0.4628
BG_01582,27.71993446264855,85.37582522308976,Boudha stupa,0.1141,0.3716,0.5138,0.1492
BG_01583,27.730110587349632,85.37180097335644,Boudha stupa,0.0539,0.2937,0.5053,0.2029
BG_01584,27.72356376681135,85.35227285812037,Boudha stupa,0.1879,0.4267,0.5024,0.4078
BG_01585,27.721700608654192,85.34698712937038,Boudha stupa,0.1914,0.3389,0.49,0.2347
BG_01586,27.733087620638656,85.3692845769612,Boudha stupa,0.0216,0.2492,0.6094,0.1408
BG_01587,27.720367149940827,85.35659321536035,Boudha stupa,0.2046,0.4123,0.3984,0.3859
BG_01588,27.716233422941933,85.35476284729693,Boudha stupa,0.2189,0.4082,0.5279,0.5292
BG_01589,27.73022665010633,85.36828957922019,Boudha stupa,0.1043,0.2956,0.4835,0.2927
BG_01590,27.714886456110023,85.36786766514717,Boudha stupa,0.1788,0.3679,0.5369,0.3543
BG_01591,27.727764659292383,85.35891951632117,Boudha stupa,0.1598,0.4457,0.4432,0.4023
BG_01592,27.711622949843,85.35194803248118,Boudha stupa,0.0972,0.3235,0.5568,0.1978
BG_01593,27.71510055669354,85.3552102450632,Boudha stupa,0.1945,0.4186,0.5133,0.4874
BG_01594,27.711459620729947,85.3691482457458,Boudha stupa,0.0929,0.2901,0.5056,0.1788
