place_id,latitude,longitude,search_area,Demand,Accessibility,Competition,Population
BG_00674,27.67562537594284,85.35182333250661,Koteshwor,0.1688,0.4241,0.4935,0.2438
BG_00675,27.671144814240154,85.3511275537839,Koteshwor,0.1501,0.3836,0.5028,0.2825
BG_00676,27.69480418966029,85.35353607773656,Koteshwor,0.1165,0.3915,0.5129,0.247
BG_00677,27.68665860732375,85.33689871150303,Koteshwor,0.4027,0.6473,0.3927,0.4123
BG_00678,27.68196582640252,85.3451752743154,Koteshwor,0.3973,0.5081,0.4819,0.4996
BG_00679,27.67831258854604,85.36043922925556,Koteshwor,0.1127,0.3522,0.5559,0.2907
BG_00680,27.6740708889986,85.36065807812626,Koteshwor,0.1125,0.327,0.5335,0.1335
BG_00681,27.67910875010344,85.35839668379374,Koteshwor,0.1051,0.3364,0.6088,0.2882
BG_00682,27.68088535104195,85.35205890106398,Koteshwor,0.1945,0.3459,0.5755,0.2322
BG_00683,27.68062834848702,85.36429314407297,Koteshwor,0.0483,0.3036,0.6128,0.1551
BG_00684,27.68589966049923,85.33599951673234,Koteshwor,0.3921,0.6528,0.3956,0.448
BG_00685,27.686329178075937,85.36045919963306,Koteshwor,0.0975,0.4305,0.5321,0.2376
BG_00686,27.687227492124222,85.34454139772117,Koteshwor,0.3879,0.4514,0.438,0.4656
BG_00687,27.69556097638275,85.34915132163914,Koteshwor,0.249,0.443,0.5321,0.507
BG_00688,27.69176555019936,85.35505046214884,Koteshwor,0.0699,0.2935,0.5951,0.1478
BG_00689,27.682639845521567,85.35268941418191,Koteshwor,0.141,0.2937,0.5888,0.174
BG_00690,27.69391562430079,85.35406752170935,Koteshwor,0.0974,0.3437,0.5315,0.2236
BG_00691,27.68016842303289,85.36439369970388,Koteshwor,0.0529,0.3044,0.6056,0.158
BG_00692,27.67104426911992,85.35112689342759,Koteshwor,0.1479,0.3608,0.5035,0.2816
BG_00693,27.677751517714004,85.34501701416994,Koteshwor,0.3134,0.579,0.4902,0.5233
BG_00694,27.68051715124451,85.348468029598,Koteshwor,0.2877,0.4383,0.4933,0.3343
BG_00695,27.694687063714444,85.34260439232112,Koteshwor,0.2499,0.3638,0.5203,0.5481
BG_00696,27.67279848922984,85.34124076799478,Koteshwor,0.1391,0.434,0.5222,0.2563
BG_00697,27.69248675784929,85.35416123455008,Koteshwor,0.0829,0.3346,0.5907,0.2108
BG_00698,27.679325182765226,85.36132648746164,Koteshwor,0.0859,0.329,0.5572,0.254
BG_00699,27.692013766310232,85.34656213606944,Koteshwor,0.2884,0.3663,0.4939,0.5888
BG_00700,27.692091346723743,85.34954719472059,Koteshwor,0.1847,0.3423,0.5547,0.4997
BG_00701,27.679795021693383,85.34743001748922,Koteshwor,0.3199,0.4412,0.5154,0.3926
BG_00702,27.68521362864111,85.3429756579713,Koteshwor,0.3412,0.5345,0.4432,0.4244
BG_00703,27.67406356869937,85.34077464290803,Koteshwor,0.1535,0.4738,0.5263,0.307
BG_00704,27.68772279461292,85.3530615811824,Koteshwor,0.0683,0.2872,0.5464,0.2067
BG_00705,27.67757865319433,85.34673169780554,Koteshwor,0.2891,0.462,0.4892,0.4128
BG_00706,27.69325455709384,85.34839595790832,Koteshwor,0.227,0.4058,0.5273,0.5734
BG_00707,27.689531728117167,85.34889806047143,Koteshwor,0.2249,0.3553,0.5008,0.4398
BG_00708,27.68802511913419,85.35315024628255,Koteshwor,0.063,0.2652,0.5711,0.2072
BG_00709,27.692091162941104,85.34422014442089,Koteshwor,0.3262,0.3634,0.5117,0.5916
BG_00710,27.68623335297615,85.33841719065758,Koteshwor,0.3439,0.6261,0.4151,0.4019
BG_00711,27.695425923585503,85.35513013594904,Koteshwor,0.0683,0.3652,0.5021,0.1385
BG_00712,27.688280782619653,85.3519968872602,Koteshwor,0.0798,0.2812,0.5218,0.2188
BG_00713,27.67980816777593,85.33601546922061,Koteshwor,0.2772,0.5028,0.5063,0.5272
BG_00714,27.69275989887732,85.35982316458683,Koteshwor,0.0424,0.2943,0.563,0.0553
BG_00715,27.67184032899093,85.34498647998484,Koteshwor,0.1356,0.3917,0.4972,0.3061
BG_00716,27.679754699337927,85.36139505104015,Koteshwor,0.068,0.3275,0.5679,0.249
BG_00717,27.68793356388021,85.33919876252851,Koteshwor,0.4331,0.6249,0.4052,0.4094
BG_00718,27.67714726907949,85.35997859742609,Koteshwor,0.1212,0.3463,0.5625,0.2695
BG_00719,27.689967044779063,85.36020263323573,Koteshwor,0.0813,0.3603,0.4978,0.1647
BG_00720,27.68381577409853,85.35187447429836,Koteshwor,0.1575,0.2859,0.529,0.1724
BG_00721,27.67026279604691,85.34753320598405,Koteshwor,0.0705,0.3154,0.4958,0.2884
BG_00722,27.67344011357904,85.35756841814988,Koteshwor,0.1439,0.3599,0.5503,0.1726
BG_00723,27.68633948249048,85.35870733695148,Koteshwor,0.0964,0.3956,0.5381,0.2222
BG_00724,27.68184775208281,85.3503071908263,Koteshwor,0.2388,0.4023,0.5162,0.2377
BG_00725,27.690004566972444,85.34214760986197,Koteshwor,0.3388,0.4183,0.4571,0.4789
BG_00726,27.692391129771973,85.34630130049585,Koteshwor,0.2882,0.3603,0.5082,0.5927
BG_00727,27.69130725038325,85.3545553677936,Koteshwor,0.0733,0.2975,0.5785,0.1733
BG_00728,27.68323778409296,85.3588626731154,Koteshwor,0.0694,0.3677,0.5604,0.2741
BG_00729,27.686047943144487,85.35696063022695,Koteshwor,0.0711,0.373,0.541,0.1949
BG_00730,27.674688201928628,85.35526802099304,Koteshwor,0.1666,0.4283,0.5356,0.2788
BG_00731,27.676886526985527,85.34413590180068,Koteshwor,0.2619,0.5459,0.4955,0.5253
BG_00732,27.670040942949164,85.34879789301915,Koteshwor,0.083,0.3049,0.5356,0.2609
BG_00733,27.677449885846748,85.35550354640775,Koteshwor,0.0938,0.352,0.5696,0.2608
BG_00734,27.69008267616626,85.35323070679473,Koteshwor,0.0604,0.283,0.5431,0.2215
BG_00735,27.68351476357363,85.36120690068613,Koteshwor,0.062,0.3741,0.6196,0.242
BG_00736,27.677675436000168,85.34133374535773,Koteshwor,0.2404,0.5281,0.4993,0.5135
BG_00737,27.69187037698729,85.34246168173556,Koteshwor,0.346,0.3501,0.4661,0.5717
BG_00738,27.69271308924827,85.36042083063346,Koteshwor,0.0435,0.3003,0.5459,0.0553
BG_00739,27.690022587220103,85.35307179885979,Koteshwor,0.0645,0.2859,0.5392,0.2261
BG_00740,27.693068261903985,85.34363337560414,Koteshwor,0.3249,0.3426,0.4919,0.5817
BG_00741,27.68427073692797,85.3521618735978,Koteshwor,0.1389,0.3024,0.5397,0.1679
BG_00742,27.68584367042024,85.35725974562652,Koteshwor,0.0761,0.3851,0.54,0.2067
BG_00743,27.678795407592457,85.35901565629261,Koteshwor,0.1163,0.3442,0.5921,0.2854
BG_00744,27.68552178070769,85.34894859681003,Koteshwor,0.2578,0.3698,0.4714,0.2749
BG_00745,27.68228570577492,85.36189350584766,Koteshwor,0.0465,0.3435,0.677,0.2145
BG_00746,27.68099977387485,85.3622474831282,Koteshwor,0.0546,0.3244,0.601,0.1947
BG_00747,27.692559490284545,85.3580741650216,Koteshwor,0.0585,0.2807,0.5945,0.0662
BG_00748,27.673808135937865,85.34775382784491,Koteshwor,0.2105,0.3822,0.5059,0.4308
BG_00749,27.67699018148388,85.34056951825482,Koteshwor,0.2189,0.5274,0.5214,0.4598
BG_00750,27.675355291724586,85.34663300538784,Koteshwor,0.2687,0.509,0.4738,0.4417
BG_00751,27.684922540212884,85.35251778980167,Koteshwor,0.1171,0.2892,0.5318,0.1613
BG_00752,27.68731603025083,85.35175047212678,Koteshwor,0.0921,0.2882,0.5023,0.1911
BG_00753,27.68853317386635,85.36083084649833,Koteshwor,0.089,0.4045,0.5037,0.2035
BG_00754,27.6749664707946,85.33808623182883,Koteshwor,0.1632,0.4716,0.5431,0.3045
BG_00755,27.683209485639367,85.35190684931108,Koteshwor,0.1672,0.2873,0.5308,0.1669
BG_00756,27.67434895077648,85.3447890941095,Koteshwor,0.1932,0.426,0.4756,0.4107
BG_00757,27.68230303712714,85.36377879018502,Koteshwor,0.0342,0.3147,0.8602,0.1567
BG_00758,27.67428190502909,85.34522861492634,Koteshwor,0.1914,0.4194,0.4765,0.4167
BG_00759,27.68612981823393,85.36155266333111,Koteshwor,0.1011,0.4336,0.5101,0.2242
BG_00760,27.67505084856072,85.35863794059811,Koteshwor,0.1422,0.3619,0.557,0.211
BG_00761,27.692645877311485,85.34055940401086,Koteshwor,0.3744,0.3767,0.4639,0.5204
BG_00762,27.683522986568093,85.35531336253689,Koteshwor,0.0569,0.3155,0.5105,0.2147
BG_00763,27.682563168803288,85.33539078282047,Koteshwor,0.3447,0.4886,0.4956,0.5817
BG_00764,27.68251527272932,85.3522756811927,Koteshwor,0.1778,0.2755,0.5791,0.1772
BG_00765,27.695687018335704,85.34917377691092,Koteshwor,0.2452,0.4544,0.523,0.5056
BG_00766,27.68347968221613,85.34579078653914,Koteshwor,0.3339,0.4504,0.4784,0.4233
BG_00767,27.688666545888665,85.3530117220329,Koteshwor,0.0627,0.2713,0.5547,0.2045
BG_00768,27.683640097794445,85.35088269892945,Koteshwor,0.1956,0.3124,0.5144,0.206
BG_00769,27.687813827340847,85.35880890370676,Koteshwor,0.0917,0.412,0.5077,0.224
BG_00770,27.67556943780553,85.34885091595598,Koteshwor,0.2822,0.4578,0.5078,0.3905
BG_00771,27.679220534717164,85.35413208326054,Koteshwor,0.0897,0.3609,0.6039,0.2226
BG_00772,27.69052893287588,85.3562384602948,Koteshwor,0.0563,0.2565,0.5989,0.116
BG_00773,27.691641117283325,85.34757461898234,Koteshwor,0.2521,0.3403,0.5027,0.5838
BG_00774,27.694542963153403,85.3543431207741,Koteshwor,0.093,0.3891,0.5108,0.199
BG_00775,27.685646381438893,85.3641338444183,Koteshwor,0.0501,0.3743,0.5239,0.1285
BG_00776,27.6795890018676,85.3384571690738,Koteshwor,0.2158,0.5212,0.4989,0.5285
BG_00777,27.6787702407358,85.3484084961728,Koteshwor,0.2909,0.4385,0.4917,0.3314
BG_00778,27.67737744891921,85.3451426240453,Koteshwor,0.3106,0.5518,0.4933,0.5103
BG_00779,27.691564454412152,85.33879086605272,Koteshwor,0.4148,0.4918,0.4442,0.4585
BG_00780,27.681913088420284,85.34575905019652,Koteshwor,0.4117,0.4802,0.4914,0.4721
BG_00781,27.688238213047786,85.35798040027072,Koteshwor,0.0868,0.3567,0.5256,0.1936
BG_00782,27.69426555400357,85.35818856513168,Koteshwor,0.0362,0.2509,0.5894,0.03
BG_00783,27.67800561167545,85.3635666755531,Koteshwor,0.0857,0.3044,0.5463,0.1808
BG_00784,27.6746811288375,85.35083445804773,Koteshwor,0.1954,0.4363,0.4997,0.3191
BG_00785,27.67830070162196,85.36106385464998,Koteshwor,0.1111,0.3524,0.5412,0.2588
BG_00786,27.67886240841945,85.35896830608009,Koteshwor,0.1128,0.3435,0.5937,0.2866
BG_00787,27.68231072049869,85.35244784416022,Koteshwor,0.1754,0.2859,0.5804,0.1876
BG_00788,27.6858389468436,85.3449608825993,Koteshwor,0.3823,0.4478,0.4192,0.4439
BG_00789,27.683712435102724,85.36190992575754,Koteshwor,0.0553,0.3557,0.6117,0.2218
BG_00790,27.68591120382483,85.35673573418987,Koteshwor,0.0656,0.3681,0.5354,0.1942
BG_00791,27.69045804751492,85.3594822047149,Koteshwor,0.0773,0.3354,0.5245,0.1381
BG_00792,27.6879421974394,85.35737411694305,Koteshwor,0.0836,0.3449,0.5405,0.1863
BG_00793,27.69345870550429,85.34130627441408,Koteshwor,0.3397,0.3783,0.4858,0.5493
BG_00794,27.67159854782188,85.3460277200241,Koteshwor,0.1381,0.3833,0.4792,0.3189
BG_00795,27.67416778436292,85.35283473572836,Koteshwor,0.1555,0.3936,0.5217,0.2882
BG_00796,27.676805406774427,85.33881962971319,Koteshwor,0.178,0.5199,0.5362,0.4017
BG_00797,27.68899505548682,85.35471201085731,Koteshwor,0.0608,0.2691,0.5862,0.1672
BG_00798,27.67381289417285,85.35000208750114,Koteshwor,0.1852,0.4272,0.4984,0.3839
BG_00799,27.68803821187833,85.34579347219321,Koteshwor,0.379,0.4017,0.4632,0.4778
BG_00800,27.684520998580084,85.36404592392867,Koteshwor,0.0433,0.3508,0.5608,0.1488
BG_00801,27.695352658756303,85.34718346656467,Koteshwor,0.2648,0.454,0.5474,0.5745
BG_00802,27.69448922145333,85.34282490666313,Koteshwor,0.2708,0.3693,0.5111,0.5515
BG_00803,27.69583697418423,85.34764983720267,Koteshwor,0.2625,0.4586,0.5471,0.5593
BG_00804,27.67112678414168,85.35582935149276,Koteshwor,0.0987,0.3014,0.5418,0.1654
BG_00805,27.67687988409854,85.35054987524849,Koteshwor,0.2386,0.4237,0.5221,0.2681
BG_00806,27.67096209051796,85.34526152500688,Koteshwor,0.0983,0.3796,0.5065,0.274
BG_00807,27.69125939746924,85.35726311576185,Koteshwor,0.0504,0.2577,0.5819,0.0949
BG_00808,27.674179631795827,85.34510867038748,Koteshwor,0.1844,0.4181,0.4793,0.4117
BG_00809,27.690817740243425,85.35291147750752,Koteshwor,0.0646,0.3079,0.5477,0.2513
BG_00810,27.6774409420118,85.3452081622063,Koteshwor,0.3116,0.5496,0.4909,0.5099
BG_00811,27.683928926214364,85.34256024494705,Koteshwor,0.3268,0.5473,0.4411,0.4623
BG_00812,27.68960455727937,85.3580716509868,Koteshwor,0.0811,0.3277,0.5422,0.1572
BG_00813,27.68169616571573,85.33579025550304,Koteshwor,0.3247,0.4921,0.4905,0.562
BG_00814,27.68975814676821,85.35967381876245,Koteshwor,0.0823,0.3563,0.5093,0.1749
BG_00815,27.691783058776096,85.3555053303485,Koteshwor,0.0615,0.2859,0.6046,0.1237
BG_00816,27.68996567265265,85.35659918717364,Koteshwor,0.055,0.2597,0.5853,0.1196
BG_00817,27.680824884960355,85.35997342337726,Koteshwor,0.0809,0.3309,0.6079,0.2843
BG_00818,27.689356252574346,85.34839741292205,Koteshwor,0.2354,0.3438,0.4804,0.4494
BG_00819,27.69292163114334,85.3413853111609,Koteshwor,0.3383,0.3672,0.4801,0.5515
BG_00820,27.68871576942232,85.34695490034068,Koteshwor,0.3358,0.3833,0.4696,0.4742
BG_00821,27.676615918498342,85.36043191239051,Koteshwor,0.1223,0.3487,0.56,0.219
BG_00822,27.678636115878977,85.33783725288559,Koteshwor,0.188,0.4974,0.516,0.4765
BG_00823,27.67845799331416,85.36014783275513,Koteshwor,0.1101,0.3499,0.5635,0.2909
BG_00824,27.69523842803078,85.34546119752345,Koteshwor,0.2599,0.3927,0.5075,0.547
BG_00825,27.688226794273,85.3560866597367,Koteshwor,0.0564,0.3153,0.578,0.1622
BG_00826,27.678773185861733,85.33667116319513,Koteshwor,0.211,0.4994,0.5107,0.4747
BG_00827,27.69278180276668,85.34252040736759,Koteshwor,0.3275,0.3587,0.5017,0.5745
BG_00828,27.67192203084776,85.35452568904337,Koteshwor,0.1537,0.3531,0.5224,0.2397
BG_00829,27.67585406942445,85.3591186270087,Koteshwor,0.1336,0.3493,0.5706,0.2249
BG_00830,27.68530042108652,85.33618643035474,Koteshwor,0.3752,0.6172,0.4253,0.4806
BG_00831,27.681092408545485,85.36494412531104,Koteshwor,0.0364,0.2886,0.6325,0.1356
BG_00832,27.680349944616573,85.34072902170945,Koteshwor,0.217,0.5261,0.4926,0.5804
BG_00833,27.69541494637996,85.34801976861694,Koteshwor,0.2562,0.447,0.5459,0.552
BG_00834,27.683981855208067,85.33689872295152,Koteshwor,0.3427,0.6106,0.4741,0.531
BG_00835,27.68556413919337,85.35992105747214,Koteshwor,0.1017,0.4153,0.5527,0.2506
BG_00836,27.67109875899006,85.3550565404213,Koteshwor,0.1262,0.3376,0.5414,0.1961
BG_00837,27.68847981807134,85.35759906820469,Koteshwor,0.0804,0.3418,0.5354,0.1779
BG_00838,27.692773829682963,85.34573147938366,Koteshwor,0.2928,0.3532,0.5164,0.5972
BG_00839,27.68151807848914,85.34548831138372,Koteshwor,0.403,0.4962,0.4805,0.494
BG_00840,27.685128452836786,85.35693747922224,Koteshwor,0.0649,0.3552,0.5203,0.2151
BG_00841,27.67525205110376,85.34694087609793,Koteshwor,0.2919,0.5012,0.4803,0.4424
BG_00842,27.68713570696094,85.3585355796776,Koteshwor,0.0941,0.3897,0.5233,0.2172
BG_00843,27.684204216564275,85.34252220001692,Koteshwor,0.3194,0.5478,0.441,0.4483
BG_00844,27.691317359626,85.34423988110727,Koteshwor,0.3336,0.3645,0.4934,0.5731
BG_00845,27.69538808585611,85.35169322562494,Koteshwor,0.1956,0.4164,0.5021,0.3711
BG_00846,27.695265137358152,85.35522047923409,Koteshwor,0.0648,0.3164,0.5046,0.1339
BG_00847,27.679762556308184,85.35039254793986,Koteshwor,0.2339,0.4021,0.5172,0.2563
BG_00848,27.680383998508223,85.36104397479967,Koteshwor,0.0678,0.3287,0.5864,0.254
BG_00849,27.69054475396551,85.35650946616065,Koteshwor,0.0573,0.2563,0.5961,0.1139
BG_00850,27.68080803785632,85.36157672700249,Koteshwor,0.0606,0.3276,0.5954,0.2263
BG_00851,27.67815229582101,85.34165751565509,Koteshwor,0.2526,0.5343,0.4971,0.5451
BG_00852,27.67661634634413,85.34405818328348,Koteshwor,0.2553,0.5122,0.4988,0.512
BG_00853,27.67429385926409,85.34753329206586,Koteshwor,0.2217,0.4685,0.5108,0.4464
BG_00854,27.673390397483903,85.34685118455958,Koteshwor,0.2097,0.3929,0.4895,0.4107
BG_00855,27.674710592949683,85.35470084485333,Koteshwor,0.1526,0.4236,0.5236,0.2815
BG_00856,27.680622157899183,85.33658875846443,Koteshwor,0.2739,0.539,0.4904,0.5518
BG_00857,27.693713116192946,85.34396777136878,Koteshwor,0.2839,0.3474,0.4852,0.5668
BG_00858,27.68827078158962,85.35693830105991,Koteshwor,0.069,0.3311,0.5515,0.1665
BG_00859,27.67283631721571,85.34320518561447,Koteshwor,0.1647,0.4215,0.4716,0.3109
BG_00860,27.68611444901249,85.36369758453155,Koteshwor,0.079,0.4017,0.5138,0.1456
BG_00861,27.689210720670776,85.35954504360716,Koteshwor,0.0874,0.3693,0.5143,0.1956
BG_00862,27.69009970957692,85.35285425220228,Koteshwor,0.0644,0.2921,0.5342,0.2358
BG_00863,27.674322109968195,85.34172160222538,Koteshwor,0.1689,0.4515,0.5067,0.3536
BG_00864,27.678490557753644,85.34493412764381,Koteshwor,0.3198,0.5196,0.4822,0.5358
BG_00865,27.688477697147075,85.3389625715389,Koteshwor,0.4526,0.61,0.3892,0.4039
BG_00866,27.6870767334829,85.3564252125066,Koteshwor,0.0658,0.3408,0.5599,0.1838
BG_00867,27.68714520280535,85.34000828815351,Koteshwor,0.3688,0.5877,0.4273,0.3926
BG_00868,27.69375418854271,85.34093051657146,Koteshwor,0.3626,0.382,0.4628,0.5397
BG_00869,27.675094463879645,85.34839083430714,Koteshwor,0.2695,0.4655,0.5089,0.4255
BG_00870,27.67714602908392,85.33758051750448,Koteshwor,0.1788,0.4585,0.5404,0.3971
BG_00871,27.68386175362114,85.3349047080876,Koteshwor,0.3876,0.5547,0.447,0.5883
BG_00872,27.684194808123085,85.33580984073309,Koteshwor,0.3854,0.6365,0.4595,0.5518
BG_00873,27.68224330550376,85.3560716620719,Koteshwor,0.0616,0.3235,0.5398,0.2465
BG_00874,27.67109129939153,85.35072824602084,Koteshwor,0.1453,0.3341,0.505,0.2859
BG_00875,27.68334355583288,85.34727344311234,Koteshwor,0.3425,0.4204,0.4661,0.3648
BG_00876,27.6843220980626,85.3405286157923,Koteshwor,0.3063,0.5422,0.4346,0.4503
BG_00877,27.68558775307852,85.36396153849793,Koteshwor,0.052,0.3788,0.5281,0.1371
BG_00878,27.67949991875168,85.36186399965905,Koteshwor,0.0709,0.3246,0.5599,0.2293
BG_00879,27.69223539620461,85.34519165971356,Koteshwor,0.3077,0.3545,0.5103,0.5945
BG_00880,27.6917499202796,85.34952001003427,Koteshwor,0.1957,0.3417,0.5506,0.494
BG_00881,27.683447279024804,85.36370483763832,Koteshwor,0.0434,0.3305,0.5913,0.1679
BG_00882,27.672118057141088,85.34766478237735,Koteshwor,0.1694,0.3448,0.4801,0.3784
BG_00883,27.686164597554097,85.35990856881489,Koteshwor,0.0977,0.4107,0.5365,0.2376
BG_00884,27.688335694554425,85.36322012920759,Koteshwor,0.0798,0.387,0.4869,0.1372
BG_00885,27.684451164566138,85.35718251800016,Koteshwor,0.0659,0.3546,0.517,0.2317
BG_00886,27.67999593914348,85.34496271897594,Koteshwor,0.3421,0.5009,0.4914,0.5365
BG_00887,27.68817743428494,85.36090867871785,Koteshwor,0.0922,0.4074,0.5079,0.2077
BG_00888,27.67806876022649,85.36377789525424,Koteshwor,0.0793,0.3026,0.5516,0.1797
BG_00889,27.680813998044897,85.35701338746796,Koteshwor,0.0627,0.3319,0.5817,0.2702
BG_00890,27.68131313349036,85.34274737097512,Koteshwor,0.2881,0.5318,0.4935,0.5697
BG_00891,27.679897446868928,85.3458299010165,Koteshwor,0.3567,0.4804,0.5061,0.499
BG_00892,27.695410483531013,85.34614701571283,Koteshwor,0.2652,0.4526,0.523,0.5576
BG_00893,27.6859288162162,85.35662055237177,Koteshwor,0.0647,0.3631,0.5348,0.1892
BG_00894,27.67374794482001,85.34929501086341,Koteshwor,0.1899,0.4361,0.5096,0.4117
BG_00895,27.69151584538577,85.36202452496079,Koteshwor,0.0633,0.3204,0.4974,0.0892
BG_00896,27.684110849425988,85.35142763004391,Koteshwor,0.1603,0.2938,0.5232,0.1872
BG_00897,27.69263880275768,85.34560238468387,Koteshwor,0.2941,0.3521,0.5159,0.5988
BG_00898,27.684216886045963,85.36083847884625,Koteshwor,0.0803,0.3907,0.5832,0.2602
BG_00899,27.68807851885201,85.3374194643196,Koteshwor,0.4279,0.6185,0.3677,0.4046
BG_00900,27.67901824920612,85.43027980319704,Bhaktapur durbar square,0.0685,0.4174,0.5605,0.1995
BG_00901,27.66747188961784,85.43007247075687,Bhaktapur durbar square,0.2224,0.347,0.4684,0.4203
BG_00902,27.67803822848211,85.43649726484597,Bhaktapur durbar square,0.1675,0.4608,0.467,0.4105
BG_00903,27.66778693078185,85.42280314938085,Bhaktapur durbar square,0.259,0.465,0.4747,0.4646
BG_00904,27.676817387851592,85.43015787066336,Bhaktapur durbar square,0.1627,0.4644,0.4694,0.4676
BG_00905,27.6746466959665,85.43506346456634,Bhaktapur durbar square,0.2811,0.6121,0.4422,0.8208
BG_00906,27.673865665521674,85.42164856001594,Bhaktapur durbar square,0.1409,0.3836,0.4879,0.3623
BG_00907,27.678201593706344,85.4301470469026,Bhaktapur durbar square,0.1216,0.4388,0.5344,0.3129
BG_00908,27.66157431904168,85.42440019026557,Bhaktapur durbar square,0.1193,0.3782,0.497,0.1531
BG_00909,27.678038822269755,85.42261691833814,Bhaktapur durbar square,0.0274,0.2914,0.5296,0.1114
BG_00910,27.67522243297763,85.41673699608943,Bhaktapur durbar square,0.024,0.2776,0.6095,0.0566
BG_00911,27.680507509205235,85.43884204142536,Bhaktapur durbar square,0.0858,0.3282,0.528,0.1483
BG_00912,27.667580510840565,85.41741725463143,Bhaktapur durbar square,0.0702,0.3044,0.6894,0.1262
BG_00913,27.68245458163377,85.43295600339127,Bhaktapur durbar square,0.0088,0.2666,0.8999,0.0519
BG_00914,27.664602445482384,85.42424920028962,Bhaktapur durbar square,0.2221,0.3938,0.4742,0.257
BG_00915,27.67096988900084,85.43663666504324,Bhaktapur durbar square,0.2632,0.4515,0.5343,0.6136
BG_00916,27.65977861705567,85.4223147557438,Bhaktapur durbar square,0.0392,0.2542,0.5213,0.0969
BG_00917,27.6817936185052,85.43295811136065,Bhaktapur durbar square,0.013,0.2732,0.8842,0.0751
BG_00918,27.672750978484885,85.43607920504888,Bhaktapur durbar square,0.2801,0.516,0.4621,0.7562
BG_00919,27.679810767836315,85.4228298917273,Bhaktapur durbar square,0.0174,0.2518,0.5561,0.0525
BG_00920,27.68225733484715,85.4359344995262,Bhaktapur durbar square,0.0224,0.2611,0.8713,0.0589
BG_00921,27.68290772395021,85.43040596532269,Bhaktapur durbar square,0.0075,0.2678,0.9234,0.0262
BG_00922,27.664852186231684,85.43614899492638,Bhaktapur durbar square,0.1058,0.3255,0.6029,0.1381
BG_00923,27.66420852193126,85.41681977643317,Bhaktapur durbar square,0.0625,0.2945,0.6056,0.0921
BG_00924,27.68202909380561,85.4335265941799,Bhaktapur durbar square,0.009,0.2713,0.8837,0.0662
BG_00925,27.66811759205542,85.41673946487802,Bhaktapur durbar square,0.0627,0.2928,0.8645,0.1103
BG_00926,27.6779201889779,85.42778510604356,Bhaktapur durbar square,0.1053,0.3813,0.5551,0.2238
BG_00927,27.671427781381563,85.43302330061339,Bhaktapur durbar square,0.2874,0.3283,0.3793,0.8278
BG_00928,27.674912948777703,85.44269327181937,Bhaktapur durbar square,0.0975,0.3963,0.5161,0.2383
BG_00929,27.66160444354565,85.4269546277768,Bhaktapur durbar square,0.1005,0.3149,0.497,0.1394
BG_00930,27.663409507017203,85.42964501459383,Bhaktapur durbar square,0.101,0.3075,0.4798,0.1594
BG_00931,27.67501820630332,85.42984961064109,Bhaktapur durbar square,0.2643,0.4873,0.3852,0.6973
BG_00932,27.680069458473373,85.41769127685659,Bhaktapur durbar square,0.008,0.2433,0.573,0.0198
BG_00933,27.667441571488578,85.43296059201492,Bhaktapur durbar square,0.1846,0.3395,0.553,0.2884
BG_00934,27.66908148432669,85.41487952248323,Bhaktapur durbar square,0.0264,0.261,0.5931,0.0675
BG_00935,27.66376425969881,85.42199817550225,Bhaktapur durbar square,0.1821,0.3959,0.4676,0.2104
BG_00936,27.66508241557429,85.42985630343004,Bhaktapur durbar square,0.1668,0.339,0.5032,0.1969
BG_00937,27.673690367968977,85.41450291246923,Bhaktapur durbar square,0.0143,0.245,0.5636,0.0389
BG_00938,27.66900320131976,85.42746223373027,Bhaktapur durbar square,0.3092,0.3883,0.3609,0.6928
BG_00939,27.68374486575032,85.42683508705103,Bhaktapur durbar square,0.0045,0.2293,0.9572,0.0175
BG_00940,27.665748286562625,85.43369112317401,Bhaktapur durbar square,0.1501,0.3355,0.5352,0.1505
BG_00941,27.6732364267858,85.4375005841923,Bhaktapur durbar square,0.2606,0.5434,0.4521,0.6796
BG_00942,27.67840025721588,85.43054485288022,Bhaktapur durbar square,0.0857,0.4199,0.5438,0.2886
BG_00943,27.660151272361592,85.43265210158177,Bhaktapur durbar square,0.004,0.2396,0.5883,0.0403
BG_00944,27.678205073665687,85.42356693173846,Bhaktapur durbar square,0.0292,0.2918,0.5492,0.1228
BG_00945,27.6770934561656,85.43214156924124,Bhaktapur durbar square,0.1398,0.4673,0.4639,0.5292
BG_00946,27.679008184445,85.4312830344122,Bhaktapur durbar square,0.0762,0.4135,0.5548,0.2263
BG_00947,27.66580712303445,85.43306873493268,Bhaktapur durbar square,0.1477,0.3346,0.5298,0.1613
BG_00948,27.67374904455845,85.43204036511337,Bhaktapur durbar square,0.3253,0.4733,0.3826,0.8586
BG_00949,27.67312322024481,85.43403844082616,Bhaktapur durbar square,0.3024,0.558,0.4155,0.8683
BG_00950,27.67381886201425,85.41849798312289,Bhaktapur durbar square,0.0744,0.2849,0.5534,0.1164
BG_00951,27.66873438449853,85.44188079025965,Bhaktapur durbar square,0.0595,0.2741,0.6828,0.1803
BG_00952,27.67052282662812,85.43491486772167,Bhaktapur durbar square,0.257,0.425,0.5082,0.6696
BG_00953,27.663787150433944,85.43925858111713,Bhaktapur durbar square,0.0522,0.2833,0.6765,0.0694
BG_00954,27.684490922517924,85.42496597249298,Bhaktapur durbar square,0.0006,0.2054,0.9454,0.0007
