place_id,latitude,longitude,primary_type,search_area,searched_as,bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m
ChIJ37B9j-MZ6zkRWlS_chICW4I,27.7139056,85.31120659999999,bar,New Road,bar,48,2,2,22,18,8,22,68,17,70,95,23,30,114,4.560176991150442,301.46017699115043,1.1900311832047072
ChIJXULqjZ4Z6zkRR35EFsOb4R0,27.715894,85.3104097,bar,New Road,bar,48,6,2,30,21,6,17,69,18,73,92,33,33,99,4.580612244897959,330.3061224489796,32.15459278570498
ChIJeY9Ik2gZ6zkRVAYBRhlYL4Y,27.7116062,85.308982,pub,New Road,bar,41,0,0,35,14,9,22,54,15,53,113,30,43,92,4.522826086956521,290.64130434782606,2.290144888476678
ChIJRYPNfHsZ6zkRp1Hf_pW2mVA,27.710634100000004,85.31728509999999,restaurant,New Road,bar,45,7,3,27,20,6,9,72,14,21,76,24,26,60,4.37,222.9333333333333,18.637398293565347
ChIJhVJq6-IY6zkRAcY456Xoiso,27.7162317,85.3098124,bar_and_grill,New Road,bar,53,6,2,33,21,7,17,69,18,72,82,33,35,93,4.561956521739131,295.35869565217394,33.09249074970357
ChIJzS3uP20Z6zkRak192DDvUSc,27.7136325,85.30279519999999,bar,New Road,bar,12,0,0,14,4,7,0,33,4,21,32,18,22,4,4.65,21.5,376.19073723321793
ChIJ9T0g7_wY6zkR0C8_nPgzUXA,27.7148006,85.3102287,bar,New Road,bar,52,4,2,25,18,9,22,72,17,75,112,28,40,107,4.575471698113208,305.1698113207547,25.20632996424658
ChIJSwLMdP0Y6zkR03D8Epss23Y,27.7141474,85.3123432,bar_and_grill,New Road,bar,48,3,1,22,17,8,22,68,15,64,86,18,32,110,4.558715596330276,296.39449541284404,2.47673112876362
ChIJo-_CCgAZ6zkRJdunsOwm5hg,27.7126671,85.3128315,restaurant,New Road,bar,55,3,3,32,12,7,21,64,13,56,102,19,27,116,4.527826086956522,316.4,33.037283485612164
ChIJFTqku_wY6zkRDvO59zmBOvg,27.7157756,85.3092832,bar,New Road,bar,54,6,2,35,19,8,17,69,17,71,90,34,33,99,4.576530612244898,310.31632653061223,14.556179965831689
ChIJi6nVRS4Z6zkRLg-fa3wFNoI,27.7167072,85.3106354,bar,New Road,bar,50,7,2,35,20,8,17,68,16,66,74,34,32,90,4.558426966292135,313.46067415730334,63.64800406161058
ChIJmbyL3P0Y6zkRIohNN4P_R2Q,27.7115757,85.3119984,bar,New Road,bar,61,3,2,35,16,8,21,68,13,50,120,24,44,102,4.5049504950495045,264.6732673267327,26.78251925603775
ChIJyT725PwY6zkRQxOaNWBwzRQ,27.714684100000003,85.3108649,bar_and_grill,New Road,bar,51,4,2,22,18,6,22,69,17,76,102,29,39,111,4.574545454545455,304.7454545454545,3.554709987253616
