place_id,latitude,longitude,primary_type,search_area,searched_as,bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m
ChIJv-zmWloZ6zkRCJGVQCfzSx0,27.6763703,85.3133581,restaurant,Patan durbar square,restaurant,37,4,3,58,7,15,3,74,5,25,82,32,19,60,4.296610169491525,324.5593220338983,15.338910843034636
ChIJvxniQsUZ6zkRYwAXHel-ZLA,27.6717383,85.3247097,restaurant,Patan durbar square,restaurant,50,4,0,56,22,21,29,48,2,10,132,25,90,61,4.408474576271187,133.22033898305085,33.04103351083732
ChIJq-bM-D4Z6zkRVhLjyjCN2lM,27.6713691,85.3267472,restaurant,Patan durbar square,restaurant,30,2,0,31,8,13,29,36,0,8,123,24,87,54,4.433962264150943,134.88679245283018,32.77796918308202
ChIJJXB32-wZ6zkRZsWEcBcTLLg,27.676212600000003,85.31593869999999,asian_restaurant,Patan durbar square,restaurant,41,6,3,65,8,18,1,95,5,27,109,33,20,56,4.343636363636363,278.54545454545456,49.63426463084337
ChIJK8PtVH8Z6zkRMJRSX4qqBDk,27.6700251,85.3090398,restaurant,Patan durbar square,restaurant,6,0,0,15,8,5,1,39,1,10,45,9,8,16,4.35625,180.9375,42.42820481515452
ChIJLzoZZA4Z6zkRLgMTOQQE3JY,27.6725495,85.3246353,restaurant,Patan durbar square,restaurant,43,3,0,44,18,15,34,46,1,11,137,23,100,64,4.514516129032258,130.96774193548387,21.77809404930482
ChIJH_tU_bkZ6zkRI-83h08BaMs,27.674890200000004,85.3149744,restaurant,Patan durbar square,restaurant,44,6,3,67,9,19,1,85,5,32,89,38,19,53,4.3769230769230765,315.46153846153845,27.139202765285415
ChIJnQ9OFfUZ6zkRm_c8VcenCyA,27.670840700000003,85.3271805,guest_house,Patan durbar square,restaurant,30,2,0,28,8,12,25,33,1,8,109,25,77,52,4.409803921568628,149.1764705882353,35.0134900343488
ChIJHWgAvUEZ6zkRuOpG2WNrHyw,27.6782065,85.3149538,korean_restaurant,Patan durbar square,restaurant,29,3,3,53,7,12,4,80,4,22,90,25,20,54,4.386792452830188,337.24528301886795,75.91541080862048
ChIJ7e8DVNAZ6zkRhFUX0Soqh1Y,27.6675346,85.32170579999999,restaurant,Patan durbar square,restaurant,49,3,0,57,40,28,1,69,7,14,101,35,25,14,4.166666666666667,120.33333333333331,178.42932456433806
ChIJM2OWl8wZ6zkRHp4CffUL_LI,27.6761589,85.3141198,restaurant,Patan durbar square,restaurant,38,6,3,63,7,19,3,76,5,26,89,37,17,55,4.355555555555555,311.7407407407408,31.60447458024052
ChIJt9wiTL4Z6zkRFKRs-TkbHYg,27.6822588,85.306298,restaurant,Patan durbar square,restaurant,3,0,0,21,6,2,1,53,6,16,40,10,9,24,4.508333333333333,241.125,38.37509105591539
ChIJjfQVODUZ6zkRn1qZiy7_lfU,27.6797548,85.3190133,food_court,Patan durbar square,restaurant,25,4,2,39,36,3,8,77,6,22,101,15,18,38,4.371052631578948,224.71052631578948,114.22176091122935
ChIJiclfpTcY6zkRbKhm0i2601E,27.6792514,85.305154,restaurant,Patan durbar square,restaurant,5,0,0,12,6,2,0,57,5,14,38,8,15,22,4.345454545454546,206.63636363636363,135.6054667158718
ChIJb34aRAAZ6zkRKqqipzBFp2k,27.6762676,85.3164389,restaurant,Patan durbar square,restaurant,42,6,3,71,9,18,1,96,6,27,120,31,25,59,4.38448275862069,270.4482758620689,49.63426463084337
ChIJtw2aHMAZ6zkRjKXL8cT1jO8,27.6830537,85.31141009999999,restaurant,Patan durbar square,restaurant,4,0,0,20,3,3,2,55,3,11,44,16,9,28,4.496428571428572,209.4642857142857,11.582134172944157
ChIJl3CGyQoZ6zkRGoDWgslyYgc,27.67494,85.3147046,family_restaurant,Patan durbar square,restaurant,43,6,3,65,10,19,2,84,5,32,91,38,18,54,4.375471698113207,310.62264150943395,27.139202765285415
ChIJC6CzDFUZ6zkRQceoTtWrQAU,27.6735513,85.3246144,restaurant,Patan durbar square,restaurant,27,1,0,32,15,12,36,30,1,9,114,17,97,70,4.507246376811594,115.78260869565216,19.413210879699808
ChIJx7CRRAAZ6zkRIzLiW0IuUSA,27.6653853,85.3355041,asian_restaurant,Patan durbar square,restaurant,11,3,2,20,12,10,0,26,2,13,44,7,6,5,4.380000000000001,472.8,27.28159139177935
ChIJC7ZjUgAZ6zkR1XwXLdJ7a2Q,27.6686086,85.3270441,chinese_restaurant,Patan durbar square,restaurant,38,2,1,38,15,19,10,41,4,11,101,30,46,22,4.338095238095238,111.71428571428572,93.678434944071
ChIJS12owekZ6zkRyuSWigV7CoA,27.6756675,85.3207515,restaurant,Patan durbar square,restaurant,32,2,2,41,27,7,30,65,6,19,116,31,53,67,4.501538461538461,171.75384615384615,23.316941139262006
ChIJNweuivkZ6zkRxSrgSgSdu1w,27.6757233,85.3130529,restaurant,Patan durbar square,restaurant,39,6,3,60,8,18,3,80,5,28,81,32,22,59,4.315517241379309,328.55172413793105,5.107824221616474
ChIJh-3wRDIZ6zkRyQ0NUbaqtgg,27.679374600000003,85.3294514,fast_food_restaurant,Patan durbar square,restaurant,11,0,0,21,8,9,1,60,4,29,78,15,52,11,4.690909090909091,23.363636363636363,35.94761159723655
ChIJj5GWMgAZ6zkRG7tWeRxuors,27.6738467,85.3256467,restaurant,Patan durbar square,restaurant,25,1,0,25,4,8,34,25,1,9,112,18,96,56,4.533928571428572,132.16071428571428,10.812146869490514
ChIJ-9bJAxwZ6zkRNZHaZwDVu6k,27.6764595,85.31193979999999,restaurant,Patan durbar square,restaurant,28,2,2,51,7,13,3,66,5,25,79,24,21,60,4.352542372881356,296.6101694915254,58.55879143620112
ChIJf-TQhsUZ6zkRB6mSE_d4PJg,27.6737768,85.3241637,korean_restaurant,Patan durbar square,restaurant,30,1,0,30,19,11,35,35,1,9,110,16,91,73,4.505633802816902,112.43661971830986,21.3358552139885
ChIJkepWMzAZ6zkRkg1vM1M_6Ss,27.675317,85.3090442,restaurant,Patan durbar square,restaurant,5,0,1,13,7,2,2,48,5,21,55,23,23,45,4.328888888888889,314.4888888888889,107.60528027855496
ChIJ81rMTL0Z6zkRGKfsRVrtPPI,27.67364,85.3247842,restaurant,Patan durbar square,restaurant,27,1,0,29,12,10,36,28,1,9,117,15,96,69,4.498550724637681,110.21739130434784,19.413210879699808
ChIJ22g6VSwZ6zkRcKt1DZqU4Qk,27.6696338,85.3094971,korean_barbecue_restaurant,Patan durbar square,restaurant,7,0,0,15,8,4,1,41,1,11,46,10,7,16,4.35,177.625,17.052567338648142
ChIJN-GD--QZ6zkRmrTp3XwXrr0,27.6835689,85.3127741,chinese_restaurant,Patan durbar square,restaurant,5,0,0,19,6,2,1,48,1,9,29,11,6,27,4.362962962962963,144.4814814814815,30.40710096002961
ChIJm8WWuIcZ6zkRJEK50SvBbF8,27.6668303,85.3317276,asian_restaurant,Patan durbar square,restaurant,17,4,3,22,12,14,5,35,5,16,72,20,22,12,4.6909090909090905,245.0,89.8985956295197
ChIJHxXDno0Z6zkRvBI0y7aQrsc,27.6801855,85.30605949999999,korean_restaurant,Patan durbar square,restaurant,5,0,0,17,7,2,0,69,5,14,42,10,14,28,4.371428571428572,235.92857142857144,86.90089342241086
ChIJQxZVuj8X6zkRBEsn6_uZ4Fc,27.6450059,85.3274561,restaurant,Patan durbar square,restaurant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,16.0,146.69269069724555
ChIJW6e_xHsZ6zkRIzLPyfwS9xc,27.6704783,85.3192097,restaurant,Patan durbar square,restaurant,53,4,0,67,41,22,0,81,7,19,102,38,25,32,4.346666666666667,137.0,12.265059136946752
ChIJS-ImUXkZ6zkRHcPbK1zllcM,27.6763918,85.3085773,north_indian_restaurant,Patan durbar square,restaurant,5,0,1,12,6,2,2,47,4,20,63,23,21,46,4.378260869565217,309.7608695652174,6.66993966511069
ChIJsX76SM8Z6zkR7KpX1WaJsNU,27.670366,85.32731950000002,fast_food_restaurant,Patan durbar square,restaurant,31,2,0,33,10,11,18,34,1,8,100,31,73,47,4.417391304347826,138.19565217391303,54.53024613288084
ChIJb6BeU-cZ6zkRocRKxoEHfTM,27.6744073,85.32049560000002,cafe,Patan durbar square,cafe,50,3,2,48,32,11,31,69,5,27,125,35,57,71,4.419117647058823,167.5735294117647,52.80164781720106
ChIJ3_AAeQAZ6zkRQQAxQHz01Yk,27.675329,85.3263259,cafe,Patan durbar square,cafe,18,1,0,18,9,6,34,21,1,13,91,20,88,54,4.524074074074075,137.62962962962962,51.23365143038489
ChIJf052vuwZ6zkRtRZstKeqz_M,27.6767011,85.32149380000001,restaurant,Patan durbar square,cafe,23,1,2,26,14,6,29,64,5,19,123,27,56,56,4.491071428571429,185.5,14.636953306391437
ChIJ256TDAYZ6zkRymzRAf7BNjY,27.6719822,85.32253229999999,coffee_shop,Patan durbar square,cafe,61,4,0,67,33,21,33,65,4,16,144,37,70,67,4.3921875,150.4375,7.188509430132591
ChIJ3UIbj-QZ6zkR6R3_pdIIe8Y,27.6757753,85.32054839999999,coffee_shop,Patan durbar square,cafe,31,2,2,42,27,7,28,67,5,21,115,31,46,63,4.491803278688525,167.50819672131146,18.27041666791441
ChIJf2ucz5IZ6zkRW58Sv8Nzs_c,27.674134,85.32149,cafe,Patan durbar square,cafe,47,3,0,41,30,8,31,60,2,20,139,35,68,74,4.44225352112676,150.4225352112676,102.5302135209749
ChIJefZ01ncZ6zkRIAR6_A_E_hE,27.6762044,85.3202888,cafe,Patan durbar square,cafe,35,2,2,43,21,7,25,77,5,20,117,30,41,48,4.495744680851064,171.19148936170214,35.86099567377636
ChIJIf-ESgAZ6zkRrmuxSe_WhvU,27.676772,85.3212171,restaurant,Patan durbar square,cafe,24,2,2,29,14,5,29,64,5,18,125,27,50,54,4.4944444444444445,188.88888888888889,9.231917721708754
ChIJHeokg8UZ6zkRRlkovRwqUtY,27.6742031,85.3252369,cafe,Patan durbar square,cafe,24,1,0,26,6,8,35,23,1,10,109,18,96,66,4.495454545454546,116.45454545454544,17.210918892454007
ChIJtZYLEQAZ6zkRuXnN5prKxqE,27.6685178,85.3311914,coffee_shop,Patan durbar square,cafe,17,4,3,15,10,13,5,34,3,17,70,24,29,15,4.492857142857143,31.071428571428573,127.53518269091347
ChIJtWE3eAAZ6zkRR6Jzq99FgyE,27.6761211,85.3267401,coffee_shop,Patan durbar square,cafe,12,1,0,15,6,7,34,22,1,15,100,21,77,47,4.517021276595745,135.5744680851064,18.29296503173517
ChIJYUC8CQAZ6zkRbYuHYq6ZNGo,27.6717754,85.31229019999999,coffee_shop,Patan durbar square,cafe,22,4,0,40,11,16,0,71,3,20,69,29,8,34,4.296969696969697,267.93939393939394,82.59290393944605
ChIJrfM3jvEZ6zkR07uHYs9eghU,27.670234800000003,85.3118473,cafe,Patan durbar square,cafe,19,4,0,34,10,12,1,64,2,13,55,17,8,21,4.3,187.8095238095238,46.84006410064188
ChIJfUosDiEZ6zkREl15HXsJl7o,27.674921,85.32549209999999,coffee_shop,Patan durbar square,cafe,21,1,0,20,8,7,34,24,2,11,93,21,95,63,4.514285714285715,125.28571428571428,61.580452565204624
ChIJkxroJDIZ6zkRYZQXzYoBA7c,27.6756763,85.3266678,cafe,Patan durbar square,cafe,14,1,0,16,5,7,34,22,1,14,94,20,77,51,4.505882352941176,140.64705882352942,49.96930219015949
ChIJgQk-cMUZ6zkROrghEpUva6Q,27.6728267,85.32456119999999,cafe,Patan durbar square,cafe,40,3,0,43,18,17,34,44,1,11,130,22,100,64,4.4806451612903215,125.70967741935485,31.54616020661217
ChIJUfuJHJoZ6zkRJhuLzCR6Yw8,27.6726958,85.3293334,cafe,Patan durbar square,cafe,13,1,0,13,3,5,18,23,2,12,95,19,72,44,4.467441860465117,129.48837209302326,240.10830993057465
ChIJEy6vGAAZ6zkRVLmCM5YQjz8,27.677326,85.32198609999999,cafe,Patan durbar square,cafe,22,1,2,26,13,6,30,64,6,17,118,20,48,52,4.503846153846154,190.6153846153846,25.24272798177129
ChIJt5p6p8wZ6zkR-uWDAdtcOIs,27.675983,85.3143719,cafe,Patan durbar square,cafe,37,6,3,65,9,19,3,76,5,26,94,38,16,55,4.3314814814814815,299.1851851851852,21.55044993067291
ChIJV-w45-0Z6zkR4FqDcYPbksk,27.6712192,85.32646059999999,cafe,Patan durbar square,cafe,38,2,0,39,11,14,29,38,0,7,116,26,87,54,4.4301886792452825,145.26415094339623,32.77796918308202
ChIJyfJrg8UZ6zkRZyRZ_2Z1WYo,27.6737046,85.32437550000002,cafe,Patan durbar square,cafe,28,1,0,31,16,11,36,33,1,9,112,15,93,72,4.4957142857142856,115.88571428571429,3.1515667236991542
ChIJ2Zn9jzMY6zkRcl40FAR3XdQ,27.6751698,85.3104099,cafe,Patan durbar square,cafe,18,2,1,37,6,10,2,65,5,24,62,26,23,55,4.318518518518519,305.5,37.58108801376769
ChIJY9T8qL0Z6zkRx_dFeJwWZgo,27.6806826,85.3211855,cafe,Patan durbar square,cafe,11,2,0,21,37,2,9,81,6,15,83,13,13,22,4.459090909090909,268.77272727272725,75.24526608033413
ChIJl7E3GskZ6zkRMHlHIEZCtWE,27.6781168,85.3208863,restaurant,Patan durbar square,cafe,26,4,2,27,24,4,15,73,7,21,105,21,21,41,4.434146341463415,154.58536585365854,61.44268594778421
ChIJ5YzodAAZ6zkRpmTxhIkIq6Y,27.6757871,85.3131375,coffee_shop,Patan durbar square,cafe,39,6,3,60,8,18,3,80,5,28,80,33,21,58,4.303508771929825,333.2456140350877,10.942160732823714
ChIJXcj2AgAZ6zkR9oezk83p-5U,27.664320000000004,85.3297407,coffee_shop,Patan durbar square,cafe,9,5,2,11,8,9,4,29,6,21,50,19,11,8,4.414285714285714,328.85714285714283,128.8386662233438
ChIJLbs4NP0Z6zkRzfuocorrLh8,27.6733375,85.3270053,cafe,Patan durbar square,cafe,21,1,0,20,4,7,28,20,0,8,104,17,95,55,4.492727272727272,137.54545454545453,120.60238699174307
ChIJR6qpA2IZ6zkRckTnThRkln8,27.6793207,85.317962,indoor_golf_course,Patan durbar square,cafe,31,4,2,50,34,6,7,87,6,17,98,16,20,42,4.366666666666667,210.7142857142857,114.22176091122935
ChIJKSgjEA4Z6zkRLr32IE_tX50,27.6699347,85.326043,cafe,Patan durbar square,cafe,47,3,0,58,17,25,20,41,4,8,106,30,73,43,4.369047619047619,139.66666666666666,134.5450094013951
ChIJFRVm3_UZ6zkRBGEfOOPMZ-0,27.6806902,85.31040399999999,cafe,Patan durbar square,cafe,5,0,0,25,4,1,2,63,4,20,61,13,14,50,4.42,262.28,1.830193783234187
ChIJYUZDUjQY6zkR78FXlSUQyKY,27.6824888,85.31059809999999,cafe,Patan durbar square,cafe,4,0,0,21,2,1,3,59,4,12,62,14,10,38,4.513157894736842,162.39473684210526,63.43490902812374
ChIJP9T8TgAZ6zkRsjTnAdVeBW0,27.6776307,85.3167249,cafe,Patan durbar square,cafe,34,3,3,56,14,11,1,86,5,18,109,27,22,54,4.347169811320755,313.1509433962264,19.715571009598804
ChIJNVMCtRoZ6zkRaacWQm4uMiY,27.6717375,85.32541289999999,cafe,Patan durbar square,cafe,44,3,0,49,12,17,32,42,0,8,119,27,89,56,4.426785714285714,141.42857142857142,43.39922522234911
ChIJCbfqmooZ6zkR4BwHCO3Yp6A,27.6752828,85.31965869999999,asian_restaurant,Patan durbar square,cafe,50,2,2,60,27,13,19,77,6,28,123,38,43,57,4.457407407407407,171.55555555555554,87.03968967157007
ChIJZYZiYAAZ6zkRZGW2MsoSuJs,27.6802266,85.3217501,coffee_shop,Patan durbar square,cafe,9,2,0,19,38,3,9,69,6,18,75,14,16,27,4.448148148148148,241.59259259259255,63.45867266980368
ChIJ1TqSqcsZ6zkRfDNVCDsswxA,27.6777661,85.3093847,cafe,Patan durbar square,cafe,5,0,1,15,5,2,2,44,5,18,64,20,20,56,4.369642857142858,285.30357142857144,42.69352438839567
ChIJTb6ACQAZ6zkRq7R3IPI0w10,27.688342400000003,85.3091494,coffee_shop,Patan durbar square,cafe,7,0,0,11,8,1,1,48,1,11,58,20,12,10,4.47,216.9,4.494216991899807
ChIJLW3Z_DYZ6zkRKeJXxchuot8,27.6759208,85.3204622,cafe,Patan durbar square,cafe,34,2,2,42,25,7,28,72,5,22,119,30,43,58,4.514035087719298,160.40350877192984,18.27041666791441
ChIJuymldgAZ6zkRWJKsOSnGj5w,27.6759917,85.3080213,cafe,Patan durbar square,cafe,5,0,0,14,6,2,2,45,4,20,61,21,22,40,4.3125,296.675,50.453807227482336
ChIJfXBDpMUZ6zkRSWQz3BjvT-M,27.6739613,85.32542699999999,restaurant,Patan durbar square,cafe,25,1,0,26,6,8,35,25,1,9,116,19,98,61,4.511475409836065,126.63934426229508,25.10880469033768
ChIJX5iftyoZ6zkREasnVI6EbCE,27.6762441,85.3229326,coffee_shop,Patan durbar square,cafe,20,1,0,24,13,6,31,48,2,12,115,22,78,65,4.516923076923077,150.64615384615385,33.88623634665394
ChIJLbcDt0IZ6zkRRwNW02jA8Sc,27.6780862,85.3080385,cafe,Patan durbar square,cafe,5,0,0,12,7,1,2,52,6,18,56,15,19,42,4.366666666666667,271.4761904761905,90.52606869465112
ChIJYxv8AwoZ6zkRPUGZ-qCbiys,27.676992400000003,85.3102227,coffee_shop,Patan durbar square,cafe,7,0,1,21,5,3,2,45,4,22,69,22,25,59,4.372881355932203,289.542372881356,50.855791322184594
ChIJlxyesw8Z6zkRGLjEsAkMkuE,27.6709698,85.3115804,cafe,Patan durbar square,cafe,18,4,0,34,10,13,1,63,2,16,63,22,7,21,4.271428571428571,222.04761904761904,26.174479459811725
ChIJz8NpXzQY6zkRthLz231tdaI,27.6775609,85.3110554,coffee_shop,Patan durbar square,cafe,15,0,1,30,5,3,2,53,3,17,73,23,23,61,4.368852459016393,274.6393442622951,29.232534420286083
ChIJIblHGwAZ6zkRh0pLnowLyPg,27.676515100000003,85.31355909999999,cafe,Patan durbar square,cafe,38,4,3,61,6,15,3,72,5,26,85,33,19,58,4.312280701754386,326.3684210526316,25.514798816075555
ChIJD0rTq8EX6zkRVmvaC6WnYx8,27.6333814,85.3178939,coffee_shop,Patan durbar square,cafe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,767.7360528398368
ChIJN0PVRfoZ6zkR64Nh1Wc9WZE,27.6818387,85.3177123,cafe,Patan durbar square,cafe,22,3,0,32,35,2,7,90,5,14,87,9,7,22,4.309090909090909,240.5,46.31784300741333
ChIJuYQcnWsX6zkRqLT5_leT7E8,27.6581969,85.31718269999999,coffee_shop,Patan durbar square,cafe,3,1,0,7,1,4,0,5,0,1,0,1,1,4,4.35,52.75,146.2517760243212
ChIJK1tmjEwX6zkRtV-2jUykF5M,27.6574762,85.3197723,cafe,Patan durbar square,cafe,2,1,0,3,0,2,0,3,0,1,1,1,0,5,4.38,46.4,197.7855744668457
ChIJQZw3izcZ6zkRJcRLj71q2h8,27.6719473,85.3249482,cafe,Patan durbar square,cafe,45,3,0,53,19,18,29,46,1,9,134,25,96,60,4.493220338983051,136.67796610169492,33.04103351083732
ChIJzfPBADIY6zkRmTWaWYQ48pE,27.6726938,85.3088081,coffee_shop,Patan durbar square,cafe,9,0,0,16,12,5,2,47,3,19,63,21,16,26,4.223076923076923,192.65384615384616,119.46820781840115
ChIJPzXtupAZ6zkRpInLP7QNRKA,27.6762323,85.3084557,cafe,Patan durbar square,cafe,5,0,1,14,6,2,2,47,4,20,60,22,22,45,4.351111111111111,320.84444444444443,18.715267625676837
ChIJLcRwAjIY6zkRuMm_b57kKhA,27.6707286,85.3081021,cafe,Patan durbar square,cafe,6,0,0,15,9,4,1,38,2,10,53,9,11,14,4.328571428571428,178.64285714285714,78.60207549635321
ChIJaToMp6QZ6zkRNklFzGAUAFA,27.6819148,85.3285271,restaurant,Patan durbar square,cafe,13,0,0,25,9,7,2,85,5,23,104,14,28,9,4.544444444444444,26.55555555555556,148.43443243897948
ChIJ1c4dM6oZ6zkRTh6ovEWiNkI,27.6661746,85.3207442,cafe,Patan durbar square,cafe,38,3,0,56,30,25,1,59,7,13,77,24,21,6,4.166666666666667,114.16666666666669,132.31814006562067
ChIJC936EgAZ6zkRGJ9soMztQOs,27.6725287,85.3154802,bar,Patan durbar square,bar,46,6,0,66,26,20,1,93,6,29,96,43,12,51,4.357446808510638,226.38297872340425,72.5266410135213
ChIJL4Nt4TcZ6zkRrw07pDDh_Ik,27.6786375,85.3143559,bar,Patan durbar square,bar,26,3,3,47,8,9,4,72,4,20,72,24,16,59,4.377586206896551,331.62068965517244,75.91541080862048
ChIJhbZcVTMY6zkRSbObjZ3kggE,27.6758924,85.3138069,pub,Patan durbar square,bar,40,6,3,63,7,18,3,79,5,27,87,38,18,58,4.336842105263158,305.94736842105266,29.4067418757587
ChIJ1eSM9UoZ6zkRqj6vhjwh2Qc,27.6774624,85.3167879,cocktail_bar,Patan durbar square,bar,34,3,3,59,14,12,2,90,5,20,117,28,22,56,4.367272727272727,308.3636363636364,19.715571009598804
ChIJZQBKcf0Z6zkRPwWXpkU4Jv4,27.6806781,85.3104166,bar,Patan durbar square,bar,5,0,0,25,4,1,2,63,4,20,61,13,14,50,4.42,265.06,1.830193783234187
ChIJjf3ELVgZ6zkRfkKFRkWGZ64,27.6794525,85.3080161,pub,Patan durbar square,bar,6,0,0,21,4,1,2,51,5,22,48,12,15,45,4.357777777777779,283.8222222222222,9.5546414270775
ChIJHVhKXvUZ6zkRoM_A149iGS4,27.6787003,85.3111704,bar,Patan durbar square,bar,13,0,1,29,4,4,2,52,2,17,58,18,19,62,4.3822580645161295,298.4193548387097,27.5456874478672
ChIJyxNFNs4Z6zkR6Fwvilsj9g0,27.671502,85.3208604,bar,Patan durbar square,bar,57,4,0,66,37,22,10,74,5,19,119,34,51,51,4.372916666666667,129.95833333333334,48.17057960356652
ChIJsdfrkTUY6zkRNmOfFQ3Kpj4,27.6808872,85.3100494,bar,Patan durbar square,bar,5,0,0,24,4,1,2,62,5,19,57,14,14,47,4.442553191489362,284.93617021276594,16.094821415716368
ChIJM_7DoKgZ6zkRQrBXzuaYt5o,27.670507,85.31148429999999,bar_and_grill,Patan durbar square,bar,16,4,0,33,10,12,1,60,2,14,56,17,8,19,4.284210526315789,204.52631578947367,46.84006410064188
ChIJfUWPZQAZ6zkRT1WwnCfZFCk,27.6716935,85.319497,bar,Patan durbar square,bar,59,5,0,60,37,19,0,79,5,20,128,41,36,37,4.376470588235295,109.6470588235294,58.74750533149079
ChIJLXPN5jQY6zkRU7Mp9XWnoZU,27.6784332,85.3121223,pub,Patan durbar square,bar,26,1,2,41,5,6,2,58,3,21,71,22,19,69,4.365217391304348,277.231884057971,48.46357449091729
ChIJAebuP6cZ6zkRiL-7S_IrAW0,27.676767,85.3246532,bar,Patan durbar square,bar,17,1,0,18,13,6,32,38,5,15,115,19,80,57,4.5,153.73684210526315,96.50105898908636
ChIJa62kjjIY6zkR_LFhjjck9eQ,27.6711925,85.31149429999999,bar_and_grill,Patan durbar square,bar,19,4,0,36,9,15,1,63,2,16,66,23,8,21,4.3,226.75,26.174479459811725
ChIJzfbcnI8Z6zkR9AV3g2dZPsI,27.671426200000003,85.3202125,bar,Patan durbar square,bar,57,5,0,71,37,21,3,80,6,19,123,35,41,47,4.351111111111111,123.86666666666666,64.3575652881717
ChIJ5Z9iQVYZ6zkRPROXQqvkNFA,27.6756733,85.3150979,bar,Patan durbar square,bar,42,6,3,66,8,19,3,84,5,30,95,37,19,55,4.355555555555555,317.5,73.35333577814464
ChIJTejNBwAZ6zkR4jKEPNnGj9w,27.6857364,85.31256929999999,brunch_restaurant,Patan durbar square,bar,12,2,0,35,12,5,1,72,1,15,61,18,15,28,4.321428571428571,160.10714285714286,87.45545155706112
ChIJ1SFAe7IX6zkRZtV2wr3SmOo,27.6576239,85.325566,bar,Patan durbar square,bar,1,0,0,1,0,0,0,2,0,0,6,3,1,1,4.4,11.0,281.0582245990988
ChIJC20FUogZ6zkRM1V33yXv0p4,27.681703,85.3108147,fast_food_restaurant,Patan durbar square,bar,2,0,0,22,2,1,3,60,4,16,59,15,11,44,4.486363636363635,290.75,19.24721745845185
ChIJxy-ZMwAZ6zkRYVk60NgynLM,27.6785,85.311335,bar,Patan durbar square,bar,17,0,1,33,4,4,2,53,2,18,59,19,20,62,4.380645161290323,297.43548387096774,27.5456874478672
ChIJLxPAdMcZ6zkRt1Tcqc1kTXg,27.677404100000004,85.30924019999999,bar,Patan durbar square,bar,5,0,1,15,6,3,2,44,3,19,64,20,21,53,4.39811320754717,298.22641509433964,36.60040007017991
ChIJ4aiWULwZ6zkRgGIH-VtRSNg,27.6784415,85.30991829999999,bar,Patan durbar square,bar,5,0,1,21,4,2,2,44,5,17,67,20,21,59,4.364406779661017,305.728813559322,72.50128622071131
ChIJp-utvskZ6zkRysiFZgdhY3U,27.6763937,85.3085096,pub,Patan durbar square,bar,5,0,1,12,6,2,2,47,4,20,64,22,21,46,4.3478260869565215,314.2391304347826,6.66993966511069
ChIJdQDA7MwZ6zkRsVtUQxRYxS4,27.6742958,85.3150855,bar,Patan durbar square,bar,47,6,3,68,13,19,1,87,5,30,92,38,19,50,4.346,276.04,66.99362614214525
ChIJ_WvRtXgZ6zkRWWb7yugCTs0,27.6722017,85.31966010000001,bar,Patan durbar square,bar,56,5,0,63,37,16,2,82,5,21,127,39,39,43,4.4,122.2439024390244,58.74750533149079
ChIJuXA2Qu8Z6zkRdWZWLnZStWs,27.677632,85.3113412,bar,Patan durbar square,bar,19,1,1,35,5,8,2,54,3,17,78,22,22,63,4.353968253968255,282.26984126984127,29.232534420286083
ChIJCf01QAAZ6zkR4cmGVxni-wk,27.6765759,85.3214479,bakery,Patan durbar square,bakery,23,1,2,27,15,6,29,64,5,19,124,27,59,57,4.47719298245614,184.42105263157896,14.636953306391437
ChIJpRiAYfcZ6zkRGafCMRyIANg,27.674546,85.3259803,bakery,Patan durbar square,bakery,22,1,0,21,5,7,34,19,1,11,87,18,94,55,4.501818181818183,136.6727272727273,10.847431028628655
ChIJMXqtJUwZ6zkR9kA9Ap00UUY,27.6803424,85.32566779999999,bakery,Patan durbar square,bakery,5,0,0,9,15,8,2,62,3,23,70,17,34,15,4.726666666666668,45.0,224.7238871923784
ChIJPY5zLLEZ6zkRmlYTSd5xJxE,27.666097200000003,85.33123789999999,bakery,Patan durbar square,bakery,16,4,3,19,9,11,6,33,5,16,62,21,14,12,4.5,238.1818181818182,94.71434381884158
ChIJ80yHRQAZ6zkRgARcPl_WjeA,27.6750143,85.3209097,bakery,Patan durbar square,bakery,41,3,2,40,23,8,31,65,5,25,118,35,60,68,4.421212121212121,167.07575757575756,74.28441172500767
ChIJZ5RhXQMZ6zkR1aUoP6ylBLs,27.6777831,85.3123464,bakery,Patan durbar square,bakery,28,1,3,52,5,11,3,61,4,22,79,23,19,70,4.346376811594203,284.18840579710144,58.316660752221615
ChIJ2XnOdNAZ6zkRLIyT5UuiR8Q,27.6689262,85.3237278,bakery,Patan durbar square,bakery,51,4,0,66,33,30,5,67,7,15,101,32,52,35,4.333333333333334,104.75757575757576,175.91206399770007
ChIJL4t-CgAZ6zkRkBS_ooAjedY,27.6715595,85.3187571,bakery,Patan durbar square,bakery,55,7,0,65,36,19,0,86,5,19,106,40,27,35,4.396774193548388,113.80645161290325,20.21644721365157
