bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as
33,1,0,27,11,9,1,37,1,13,68,27,25,7,4.7,84.66666666666667,41.16277343520175,ChIJH7BXagAZ6zkRW5nM8NgGEco,27.7014957,85.2995246,New Road,bakery,bakery
29,1,0,18,4,8,1,50,7,9,65,13,54,9,4.522222222222222,15.333333333333334,249.8142316703216,ChIJF7DK7FAY6zkRYU0G5e3HHCQ,27.6969948,85.3046193,New Road,bakery,bakery
10,0,0,12,3,7,2,18,5,15,57,18,20,3,4.833333333333333,9.666666666666666,190.42167766525688,ChIJhYtTtfYY6zkR-oMXPmHgu7U,27.7105622,85.299386,New Road,bakery,bakery
18,3,0,18,9,9,1,22,1,14,35,16,11,4,4.125,83.75,289.0311030195303,ChIJ13fucv0Z6zkRRPZ9S_IFc50,27.7231886,85.3103678,New Road,bakery,bakery
28,0,0,36,0,11,9,37,6,16,85,29,73,17,4.252941176470588,213.47058823529412,43.021336763884946,ChIJb92PCgAZ6zkR77oAVy-jTTk,27.7076711,85.3057378,New Road,bakery,bakery
76,11,1,37,7,17,5,61,18,21,95,10,49,27,4.144,135.24,166.74291789550838,ChIJ3UuAitYZ6zkR3tbtWqhnVD4,27.703996,85.3133125,New Road,coffee_shop,coffee_shop
68,0,2,39,3,11,11,61,16,20,60,23,84,59,4.205454545454546,172.0909090909091,5.7963287538860735,ChIJH9YbdVAZ6zkRgtqNS3liLmg,27.7023027,85.3076014,New Road,coffee_shop,coffee_shop
77,0,2,38,3,13,11,63,17,18,77,23,85,61,4.170175438596491,150.2982456140351,6.077252592343691,ChIJqwIJfFYY6zkRJPB6HPesU2k,27.7023243,85.3079008,New Road,dessert_shop,coffee_shop
53,0,2,30,12,11,22,63,17,74,99,29,33,105,4.55576923076923,311.03846153846155,99.30040353116146,ChIJTblBXAAZ6zkRetuvPdQ8edA,27.7142469,85.3087102,New Road,coffee_shop,coffee_shop
41,0,0,35,14,9,22,52,15,52,114,30,43,93,4.527956989247311,290.1290322580645,7.721111080597586,ChIJrfxbQgcZ6zkRI9MCqGEUGII,27.7116371,85.3089014,New Road,coffee_shop,coffee_shop
86,2,3,37,3,14,10,71,22,20,92,15,84,64,4.163333333333333,159.11666666666667,44.2029245316589,ChIJr6C7LVQY6zkRmf-3iDi-Rs4,27.7018421,85.30898409999999,New Road,coffee_shop,coffee_shop
45,6,4,25,19,6,9,77,13,21,52,22,20,58,4.379310344827586,252.41379310344828,21.009992408377173,ChIJkzysqZwZ6zkR4ByTjrisaG4,27.7110027,85.3178701,New Road,coffee_shop,coffee_shop
3,0,0,18,8,2,1,51,4,13,38,14,8,12,4.3583333333333325,331.5833333333333,43.57424799006416,ChIJ8at7QgwZ6zkRF20IV2endzc,27.6851019,85.3071521,New Road,coffee_shop,coffee_shop
67,2,3,34,3,8,4,75,20,20,109,15,60,58,4.1854545454545455,117.45454545454545,164.0290510966609,ChIJd2yMBVQY6zkRDmHMx7iOqU0,27.6996356,85.3090759,New Road,coffee_shop,coffee_shop
34,4,1,29,14,8,5,56,13,40,61,22,26,54,4.6000000000000005,348.962962962963,103.3237918260802,ChIJhT1MPcUZ6zkRRkC8Jtd2lvM,27.7158954,85.3063167,New Road,coffee_shop,coffee_shop
61,3,2,38,14,8,22,65,13,56,99,26,44,106,4.506666666666667,253.65714285714284,34.47285117372965,ChIJZ9vbw_0Y6zkRzJwAB6RJrTs,27.7118829,85.3120536,New Road,coffee_shop,coffee_shop
52,6,2,33,19,9,17,70,17,72,92,33,37,101,4.569,321.86,14.569014020357521,ChIJjxj5wmwZ6zkROwhDhXpnoxE,27.7157212,85.3094177,New Road,store,coffee_shop
13,0,0,23,1,10,1,25,3,16,67,28,35,6,4.916666666666667,13.833333333333334,235.2799071563267,ChIJK8lqKgAZ6zkRCAecAsqBoms,27.7085687,85.30306139999999,New Road,coffee_shop,coffee_shop
53,1,1,22,10,5,0,37,2,8,45,22,11,5,4.74,21.6,207.02739428583556,ChIJF1CkICoZ6zkR-fiCy4i7XPE,27.6944364,85.29866179999999,New Road,coffee_shop,coffee_shop
51,2,2,21,17,9,22,63,17,73,96,24,41,113,4.558035714285714,301.74107142857144,16.336753000022334,ChIJOS2TOG4Z6zkRxttWxVrcMmY,27.7142683,85.3102967,New Road,coffee_shop,coffee_shop
61,5,3,26,3,11,1,63,21,24,99,12,36,42,4.225,98.025,40.84907983128299,ChIJZyzxYwAZ6zkRfTfjygCbNbg,27.6999513,85.3116919,New Road,coffee_shop,coffee_shop
76,6,2,47,17,21,9,56,11,23,113,20,65,38,4.345945945945947,236.02702702702703,34.18798869788685,ChIJhaRyhSwZ6zkRElCmbSoBS2I,27.7076875,85.3120625,New Road,coffee_shop,coffee_shop
52,2,2,24,12,6,20,66,15,60,87,16,25,115,4.548245614035087,307.36842105263156,29.131844278612963,ChIJY8eVmv0Y6zkRZuqMvR38axA,27.7132225,85.3128918,New Road,restaurant,coffee_shop
29,5,0,9,46,8,1,64,10,16,88,39,6,12,4.236363636363637,33.36363636363637,175.5034882903333,ChIJo4b-UgAZ6zkRdNcuqoUBXRw,27.7021149,85.3194549,New Road,coffee_shop,coffee_shop
38,7,3,15,2,7,0,49,16,15,78,10,25,19,4.2555555555555555,35.0,112.7841008156111,ChIJH1FNFv0Z6zkR_N2ZFlnVk8o,27.6993434,85.3127971,New Road,coffee_shop,coffee_shop
34,8,3,22,3,8,0,46,12,25,68,8,13,15,4.057142857142857,26.357142857142858,15.548224916987994,ChIJo1lII-0Z6zkReLIutzjNdSU,27.6978482,85.3129034,New Road,coffee_shop,coffee_shop
11,3,1,13,8,7,2,62,1,19,50,6,14,18,4.311111111111111,211.16666666666666,11.423184115738584,ChIJH5q-IjQY6zkRDPms4fnnzqc,27.719647,85.318908,New Road,coffee_shop,coffee_shop
34,8,3,22,3,9,0,47,12,24,64,7,13,15,4.0928571428571425,26.357142857142858,15.548224916987994,ChIJYY74N1MY6zkR7T4aqSjtVUY,27.6977909,85.3130473,New Road,coffee_shop,coffee_shop
84,4,4,36,3,19,9,69,23,23,87,12,58,55,4.184615384615385,187.71153846153845,34.940958619895085,ChIJdy8qCAoZ6zkRC251_C00BY0,27.702162500000004,85.31139069999999,New Road,coffee_shop,coffee_shop
44,6,4,25,19,5,9,77,12,18,49,20,21,58,4.363793103448276,238.55172413793105,47.648766184962646,ChIJU81ZokQZ6zkRU_I37TszkbY,27.7108042,85.3184308,New Road,coffee_shop,coffee_shop
58,10,3,30,35,7,9,75,17,23,52,39,21,56,4.264285714285714,232.78571428571428,61.36601235248628,ChIJKS4uZ4QZ6zkRhsVVmS--2D0,27.7080827,85.31884289999999,New Road,coffee_shop,coffee_shop
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,90.0,412.63689338271485,ChIJJegmMMsZ6zkR2qDyDOXvMcA,27.7372101,85.3162397,New Road,coffee_shop,coffee_shop
52,4,5,22,42,5,6,85,14,22,63,44,22,33,4.212121212121212,120.57575757575758,119.22425803198692,ChIJhYn9sQcZ6zkRaGGDxvEoEno,27.7079417,85.3222442,New Road,coffee_shop,coffee_shop
15,4,0,53,27,17,7,77,3,21,70,10,14,15,4.246666666666667,152.53333333333333,71.43235254114968,ChIJ85CpyGIZ6zkRiJZaqMLh2Bw,27.6858495,85.3175219,New Road,coffee_shop,coffee_shop
1,1,0,2,1,2,0,6,1,1,8,2,0,14,4.614285714285715,49.214285714285715,11.51886895829002,ChIJRZXNIQAb6zkRQaP9d7-CE_I,27.6870349,85.36625240000001,Koteshwor,restaurant,restaurant
24,1,0,25,20,9,1,69,2,13,95,24,9,20,4.295,92.9,155.29629309705263,ChIJUeAXXowZ6zkRW1ntAU1W6C4,27.6861408,85.3484696,Koteshwor,restaurant,restaurant
12,2,0,33,17,15,0,51,3,10,62,25,11,13,4.65,121.41666666666667,41.46468726776395,ChIJJw6b68wZ6zkRTtLXkopoYc0,27.675339,85.3446383,Koteshwor,restaurant,restaurant
22,1,0,38,24,10,1,72,4,15,96,26,7,26,4.38,102.24,52.40499005424491,ChIJVy5sBBYZ6zkRoY4ntlqrzVo,27.6875751,85.3472501,Koteshwor,fast_food_restaurant,restaurant
25,1,0,32,26,11,1,71,3,15,85,27,8,19,4.3,89.0,147.27272078345865,ChIJv0Jc44wZ6zkR8cU3vFaWt0Y,27.685042,85.3474923,Koteshwor,hotel,restaurant
21,1,0,23,15,9,1,63,3,10,76,23,8,24,4.282608695652174,117.04347826086956,14.276065472437944,ChIJ2V1mF04Z6zkR5qohSTz9AHc,27.6883107,85.34864329999999,Koteshwor,restaurant,restaurant
4,0,0,21,5,5,0,69,5,25,76,18,19,13,4.338461538461538,92.53846153846153,83.25728711414729,ChIJo4LUaAAZ6zkRit7vp0HtHAI,27.6817097,85.34051559999999,Koteshwor,restaurant,restaurant
27,1,0,38,25,13,1,79,3,24,96,30,10,25,4.376,107.56,14.33588030274648,ChIJhQcxaAAZ6zkRagKfftq0NVM,27.6848043,85.34553679999999,Koteshwor,restaurant,restaurant
27,1,0,33,23,12,0,62,2,12,71,26,7,23,4.204545454545454,119.22727272727273,44.50284679722687,ChIJ4_WzzzoZ6zkRB-Aka5m9Heg,27.683883,85.3482231,Koteshwor,restaurant,restaurant
10,3,0,21,0,6,0,18,2,8,69,6,1,11,4.5600000000000005,12.8,171.01802080088757,ChIJbQqyJQwZ6zkRldOQb7lSpk4,27.6764541,85.35310779999999,Koteshwor,restaurant,restaurant
5,0,0,23,6,4,0,66,4,26,78,17,17,14,4.435714285714286,86.35714285714286,5.217717490207539,ChIJmwa2l1YZ6zkR2jXrgdIvl80,27.6815145,85.34137609999999,Koteshwor,restaurant,restaurant
1,1,0,2,0,2,0,4,0,2,6,3,0,15,4.546666666666666,86.33333333333333,80.68971769188747,ChIJGyDTQDQb6zkRQgnXUKlVfmA,27.6916503,85.3653645,Koteshwor,restaurant,restaurant
1,0,0,14,0,3,0,14,0,5,30,2,4,4,4.625,52.0,116.44818962423108,ChIJ32rFSQAZ6zkRUcjOB2ACNvw,27.668861,85.35366150000002,Koteshwor,family_restaurant,restaurant
1,1,0,2,1,2,0,6,1,1,8,2,0,15,4.613333333333333,49.2,32.047727105600636,ChIJe_3CEwQb6zkR4dRadr9uVYk,27.6874723,85.36660499999999,Koteshwor,restaurant,restaurant
3,0,0,4,5,1,1,24,2,5,22,11,5,5,4.12,59.6,273.71504329991654,ChIJB_fIc4kZ6zkRXhriK3Eulj0,27.6899581,85.35194640000002,Koteshwor,family_restaurant,restaurant
29,1,0,32,21,12,0,60,2,10,72,25,6,21,4.244999999999999,127.55,44.50284679722687,ChIJA8mrz0gZ6zkRfyFBeHDkhbI,27.6838938,85.3486741,Koteshwor,restaurant,restaurant
22,1,0,34,24,8,1,67,4,13,90,27,7,24,4.265217391304348,122.34782608695652,52.40499005424491,ChIJza7sBi4Z6zkRih7C33XYuUo,27.6876978,85.3477632,Koteshwor,restaurant,restaurant
9,1,0,24,10,7,0,66,3,32,76,16,25,9,4.366666666666667,81.44444444444444,73.79196865508185,ChIJEQ_yUEsZ6zkRhwzeo6Lzq9A,27.6789009,85.33531520000001,Koteshwor,restaurant,restaurant
3,3,0,7,1,3,0,15,1,4,45,9,4,3,4.8,15.666666666666666,153.83898788401197,ChIJb8YcQgAb6zkRU1s2mVRkmNs,27.6881768,85.35978980000002,Koteshwor,fast_food_restaurant,restaurant
9,2,0,23,0,4,0,23,0,12,60,5,3,7,4.357142857142857,17.714285714285715,171.01802080088757,ChIJrYSjOQAZ6zkRPQpbBS_MTkY,27.674956700000003,85.3535279,Koteshwor,fast_food_restaurant,restaurant
0,1,0,2,0,2,0,2,0,2,3,3,0,10,4.51,92.1,29.14570866949334,ChIJbf0oR0Eb6zkRo7fPGnp3BRc,27.6923613,85.36518769999999,Koteshwor,restaurant,restaurant
23,1,0,44,21,17,0,63,4,18,65,26,11,16,4.407692307692307,46.15384615384615,193.4419615870691,ChIJ23DzVwAZ6zkRWJxRpOO5m2A,27.6781335,85.34583909999999,Koteshwor,family_restaurant,restaurant
0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.333333333333334,265.3333333333333,77.03731628325697,ChIJkZ6ogTgZ6zkRnfM1qtBM0t8,27.736759300000003,85.3347762,Koteshwor,restaurant,restaurant
1,1,0,2,1,2,0,8,1,2,10,2,1,14,4.614285714285714,50.0,39.891049103883844,ChIJAcuTSwAb6zkRg5qpGQ4T4cc,27.6868283,85.3659212,Koteshwor,family_restaurant,restaurant
3,2,0,6,1,3,0,15,2,4,39,9,4,11,4.763636363636364,30.454545454545453,183.17658517877135,ChIJQUf5NzAb6zkR-xxOmF9Z3WE,27.6873261,85.3622097,Koteshwor,restaurant,restaurant
1,1,0,2,1,2,0,6,1,1,8,3,0,15,4.6066666666666665,51.333333333333336,17.014965690996693,ChIJgzpw8rIb6zkRB8mw0JXT0fs,27.6872737,85.36636879999999,Koteshwor,vegetarian_restaurant,restaurant
4,3,0,22,3,16,2,41,3,9,41,8,8,7,4.357142857142857,90.85714285714286,9.571295334854113,ChIJh9RFrOEZ6zkRF_F-9sH3K5Q,27.6958888,85.35232010000001,Koteshwor,restaurant,restaurant
20,1,0,27,20,8,1,66,3,9,85,26,7,24,4.269565217391304,122.6086956521739,41.91065749902441,ChIJ7yvUPIwZ6zkR44z-Q3tipeY,27.6880508,85.3483346,Koteshwor,fast_food_restaurant,restaurant
9,0,0,27,18,12,1,56,1,12,103,28,15,20,4.473684210526316,45.73684210526316,1.6838435226309278,ChIJ392suIYZ6zkRSSMWL7-eHRk,27.69091,85.34551510000001,Koteshwor,family_restaurant,restaurant
25,4,0,49,36,21,1,78,4,17,104,22,14,33,4.354838709677419,170.41935483870967,58.940351132082924,ChIJixnenLsZ6zkRldYJgwIp_U0,27.6879215,85.3422341,Koteshwor,restaurant,restaurant
10,3,0,35,16,15,0,51,3,10,66,23,11,15,4.642857142857143,106.42857142857143,16.050932947016083,ChIJbRJosA8Z6zkRr8_SnmNLtAM,27.6752685,85.3452148,Koteshwor,restaurant,restaurant
0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.516666666666667,69.5,66.82497026588648,ChIJqydVhO8b6zkRRucbn9bmgG4,27.6889537,85.3716281,Koteshwor,restaurant,restaurant
10,2,0,34,17,15,0,51,4,10,66,24,11,15,4.585714285714286,105.21428571428571,16.050932947016083,ChIJg_uEol8Z6zkRXRV9mMSrqZA,27.6752738,85.3450522,Koteshwor,restaurant,cafe
9,2,0,24,0,8,0,23,0,11,66,4,7,9,4.5,102.22222222222223,40.854521303441174,ChIJQV-yBJEZ6zkRkRZtvnkp9no,27.6730343,85.351352,Koteshwor,cafe,cafe
5,2,0,30,5,19,1,53,4,14,49,12,13,10,4.388888888888889,83.77777777777777,141.8027718544355,ChIJec7fIQAZ6zkRAb3Kwhg0y5s,27.6971919,85.3501579,Koteshwor,cafe,cafe
12,4,0,10,10,4,0,36,0,12,42,3,12,4,4.45,135.75,105.39801865811344,ChIJ-TEX65gZ6zkRDZsk1rx4Bpc,27.6717701,85.33829589999999,Koteshwor,bar,cafe
24,4,0,43,41,21,1,77,4,17,108,21,13,28,4.385185185185185,178.14814814814815,15.005217492090047,ChIJGSO3zpkZ6zkRpJFg3_UNzr8,27.6879283,85.3416366,Koteshwor,fast_food_restaurant,cafe
0,0,0,1,4,1,0,6,1,1,1,7,0,2,4.45,315.5,387.80838737603375,ChIJba8SUO0Z6zkREO0QagVKh90,27.7043272,85.35077660000002,Koteshwor,cafe,cafe
1,2,0,3,1,4,0,14,0,4,4,3,3,6,4.733333333333333,34.0,102.18778809537727,ChIJeTja1IAZ6zkRPZ-7_7ebcJM,27.70115,85.3529375,Koteshwor,restaurant,cafe
3,0,0,11,1,5,0,19,3,13,62,26,20,7,4.5285714285714285,17.857142857142858,20.21384932403538,ChIJzxZ3in0Z6zkRuWQtvhI9Eik,27.714133,85.354951,Koteshwor,cafe,cafe
4,3,0,22,3,15,2,36,3,10,41,8,8,7,4.466666666666666,96.66666666666667,9.571295334854113,ChIJ7RSzzIcZ6zkRMNp-5YW2EqY,27.695827,85.3523879,Koteshwor,cafe,cafe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,985.1104613477736,ChIJQ_66IAAb6zkR-tzF3X3PeXc,27.7425625,85.3653125,Koteshwor,cafe,cafe
25,2,0,45,16,16,0,46,3,12,80,20,4,13,4.45,27.2,2.0312061108332076,ChIJsdKyFQAZ6zkR11s9QvxsRxs,27.6779811,85.34886449999999,Koteshwor,restaurant,bar
32,0,0,37,20,11,0,47,4,12,76,21,5,16,4.192857142857143,150.28571428571428,125.80176835826522,ChIJF7qEVQAZ6zkR6iuqoiAvvKo,27.6827769,85.3491176,Koteshwor,bar,bar
8,1,0,22,8,5,0,58,3,29,60,14,25,10,4.3,153.1,73.79196865508185,ChIJ3_oLIgAZ6zkRaSGMlHCk1Lg,27.6784288,85.3347876,Koteshwor,bar,bar
1,1,0,2,1,2,0,6,1,1,8,2,0,14,4.6000000000000005,49.357142857142854,11.151167870285596,ChIJr4MajvgZ6zkRb35jPiMR_pc,27.6871245,85.366328,Koteshwor,bar,bar
5,2,0,16,14,8,0,41,1,8,49,17,11,10,4.555555555555555,130.11111111111111,46.844392463465006,ChIJ4dGCHeoZ6zkRUpPJmIK5M1U,27.6733881,85.34321829999999,Koteshwor,bar,bar
3,2,0,5,1,2,0,9,1,3,21,5,1,19,4.626315789473684,56.05263157894737,36.96285493125461,ChIJPYXpSwAb6zkRyv5xarcAjXM,27.689231000000003,85.365234,Koteshwor,bar,bar
27,1,0,40,26,11,1,78,4,21,114,30,10,30,4.359999999999999,207.23333333333332,14.335482564241032,ChIJwQaB2ToZ6zkR4l-WwqX5-ow,27.6857399,85.3454663,Koteshwor,bar,bar
14,3,0,30,0,7,0,27,2,9,63,10,3,11,4.463636363636364,31.727272727272727,202.95541041532863,ChIJV9U4ewAZ6zkRJntdYBRsgp0,27.6751877,85.35136299999999,Koteshwor,bar,bar
25,2,0,45,16,16,0,46,3,12,81,20,4,13,4.359999999999999,28.3,2.0312061108332076,ChIJ07q86PMZ6zkRKwaiJc1f9yY,27.6779628,85.34886329999999,Koteshwor,hotel,bar
25,2,0,38,13,14,0,40,3,12,63,20,5,12,4.3100000000000005,26.6,32.4292907355955,ChIJcd4MVwAZ6zkRcN_hYzKJM_M,27.6793905,85.3493144,Koteshwor,bar,bar
16,1,0,41,8,10,0,16,4,14,56,22,6,30,4.637931034482758,82.58620689655173,9.862612845981335,ChIJ5UnoKQAb6zkRul_zaje-vNs,27.7195451,85.36750649999999,Koteshwor,bar,bar
24,1,0,34,14,12,0,45,4,14,71,23,6,13,4.441666666666667,22.666666666666668,19.844262313735776,ChIJ05D7XgAZ6zkRe_OKFDpgaBw,27.680391900000004,85.34916559999999,Koteshwor,bar,bar
0,0,0,0,0,0,0,0,0,0,0,0,0,14,4.542857142857143,74.14285714285714,28.997896681232138,ChIJL9OgRQAb6zkRVXKS5_8IRA4,27.688804,85.3701663,Koteshwor,bar,bar
14,1,0,36,9,10,3,22,12,16,69,15,2,100,4.4363636363636365,167.46464646464648,8.695824235229024,ChIJ8-bcw0cb6zkRak90inPGX8E,27.7201954,85.3602813,Koteshwor,bar,bar
2,1,0,3,0,2,0,4,0,3,9,4,1,10,4.63,68.0,106.03287423401167,ChIJxVWFymUb6zkRQoHVfuiYD9U,27.6928444,85.3631056,Koteshwor,bar,bar
0,0,0,0,0,0,0,0,0,0,0,0,0,12,4.6,77.66666666666667,28.997896681232138,ChIJhZpI8jkb6zkRrMd7d_ww5z0,27.688623900000003,85.37037959999999,Koteshwor,bar,bar
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,576.5996393266556,ChIJL0WGJAwb6zkRMsBmjSctmtw,27.6993091,85.3679447,Koteshwor,bar,bar
48,3,2,22,20,8,22,67,17,71,96,22,30,113,4.56875,302.41964285714283,14.664795582442206,ChIJIwizBv0Y6zkRSn9K5_b84OM,27.7141172,85.3114006,Koteshwor,bar,bar
16,3,0,43,16,15,0,50,4,15,74,25,9,17,4.60625,93.5625,114.16539861197397,ChIJabt9KgAZ6zkRq7L09BUZYL8,27.6760883,85.3459158,Koteshwor,bar,bar
9,2,0,24,0,9,0,22,0,11,66,5,7,10,4.5,91.0,40.854521303441174,ChIJ1Qf-7RcZ6zkR5m9n8rHzvoc,27.6727051,85.3511655,Koteshwor,bakery,bakery
3,2,0,6,1,3,0,15,2,4,36,8,3,16,4.6125,42.25,159.12849886178833,ChIJN5joAwAb6zkRWEqiTq95zMg,27.688979,85.3621786,Koteshwor,bakery,bakery
9,2,0,24,0,8,0,21,0,11,68,4,7,7,4.442857142857143,10.857142857142858,17.873730307140026,ChIJwVSI4vYZ6zkRM7FIIapJ5_c,27.6733622,85.35188839999999,Koteshwor,bakery,bakery
11,2,0,36,18,10,0,70,4,17,82,23,19,16,4.466666666666667,65.93333333333334,68.8071322802592,ChIJjYciewAX6zkRSfm3SAVT0Ds,27.6773857,85.3428382,Koteshwor,bakery,bakery
0,1,0,2,1,0,0,0,1,3,43,5,1,0,,,575.7798972639133,ChIJU-OKElAb6zkRJ7qVh6HyQIo,27.6842585,85.35595579999999,Koteshwor,bakery,bakery
8,5,2,14,5,9,3,29,5,19,39,16,9,6,4.4,51.166666666666664,128.96775869626535,ChIJazuZYAcR6zkRFureagVcfwk,27.6638748,85.33094849999999,Koteshwor,cake_shop,bakery
25,1,0,35,14,13,0,45,4,15,72,24,6,13,4.454545454545454,23.90909090909091,19.844262313735776,ChIJDQLYdvMZ6zkR3xBqhdTPW1w,27.6803226,85.34898009999999,Koteshwor,bakery,bakery
14,5,2,12,12,10,2,34,0,19,68,17,21,9,4.55,79.25,142.1402626139718,ChIJey435_gZ6zkRwKX-lXbMrdg,27.6706854,85.3339397,Koteshwor,cake_shop,bakery
7,1,0,13,3,4,0,12,1,10,41,8,9,3,4.033333333333334,13.666666666666666,43.53912276592284,ChIJxRaeQQAb6zkRVYM3HjO7nao,27.6777377,85.36193970000001,Koteshwor,bakery,bakery
14,3,0,22,1,8,0,22,0,11,56,7,9,9,4.433333333333334,20.333333333333332,276.92316469929267,ChIJx-qg9Tgb6zkROZydsqlrNm0,27.6732629,85.355592,Koteshwor,bakery,bakery
0,1,0,2,0,2,0,4,0,2,4,3,0,10,4.63,68.4,29.14570866949334,ChIJYfk0--wZ6zkRP0Fh1hlWknA,27.6923926,85.3648943,Koteshwor,bakery,bakery
25,2,0,37,14,14,0,41,4,12,62,20,6,12,4.5600000000000005,25.0,32.4292907355955,ChIJ34CehPMZ6zkRsZRXUjhk1kY,27.679678000000003,85.3492529,Koteshwor,bakery,bakery
24,1,0,38,28,11,1,77,3,21,108,29,8,28,4.4071428571428575,98.92857142857143,40.90802566596251,ChIJa0xkdI0Z6zkR5YxOs7HHQIw,27.6854752,85.34575540000002,Koteshwor,bakery,bakery
27,2,0,41,17,15,0,46,3,13,75,21,5,13,4.36,26.5,51.217543410467755,ChIJnSWsRQAZ6zkRtAFnqv95fis,27.6789791,85.3490777,Koteshwor,cake_shop,bakery
6,2,0,16,16,8,0,44,2,8,45,17,11,12,4.681818181818182,111.81818181818181,46.844392463465006,ChIJ-ZwYhs0Z6zkR5UglUYthnDY,27.673564,85.34278650000002,Koteshwor,bakery,bakery
9,2,0,24,0,8,0,21,0,11,68,4,7,7,4.514285714285714,17.142857142857142,17.873730307140026,ChIJW7en_bYZ6zkR4ND6ps-hm8M,27.6733821,85.3517086,Koteshwor,bakery,bakery
5,1,0,7,5,4,1,25,3,16,52,18,33,6,4.7,94.0,150.2268611964404,ChIJLSbjvdMZ6zkRhn5LQZ1lUiQ,27.6743091,85.33196050000001,Koteshwor,bakery,bakery
3,2,0,4,0,3,0,8,0,3,23,4,1,10,4.7,65.8,106.03287423401167,ChIJ2VA0NQAb6zkR3NgDWMlS430,27.6918953,85.3629684,Koteshwor,bakery,bakery
7,1,0,11,2,4,0,11,1,9,41,9,6,2,4.95,17.0,43.53912276592284,ChIJl2WQPBEb6zkRkQLeWhuBz-M,27.6781138,85.3618119,Koteshwor,bakery,bakery
11,3,2,20,12,10,0,28,2,13,48,8,7,5,4.4799999999999995,476.8,27.255169570868283,ChIJZbnhoBoZ6zkRQm6egiD6Lrc,27.6655625,85.3353125,Koteshwor,bakery,bakery
36,1,0,41,24,13,0,65,4,17,95,29,7,19,4.329411764705883,128.23529411764707,101.3610431312645,ChIJkTFYzYwZ6zkRggwdTzY35cE,27.6830231,85.3478726,Koteshwor,coffee_shop,bakery
8,1,0,14,3,3,0,14,1,7,54,9,7,3,4.7,13.0,359.0383007210875,ChIJI1xCPQsb6zkRlwSC-jhjoHc,27.6737711,85.3598647,Koteshwor,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.500000000000001,104.2,231.30731429102266,ChIJqQYYRzoa6zkRam7zPMZqiNM,27.693456,85.3690697,Koteshwor,bakery,bakery
3,2,0,16,13,8,0,37,1,6,47,16,11,9,4.512499999999999,131.375,95.4211615218754,ChIJN3douN4Z6zkRGce-pzlve0g,27.6729322,85.3440389,Koteshwor,coffee_shop,coffee_shop
22,2,0,41,18,16,0,48,4,15,71,24,8,16,4.43076923076923,29.53846153846154,170.31206823311405,ChIJhZZNeAAZ6zkRwonehGllU_s,27.6771095,85.34742729999999,Koteshwor,,coffee_shop
2,0,0,10,0,2,0,8,0,4,18,2,2,4,4.475,34.25,341.6076759254158,ChIJc7RrBFkb6zkRJIl-UcVL-G4,27.6692426,85.3578643,Koteshwor,coffee_shop,coffee_shop
4,1,0,6,5,5,0,32,3,20,44,12,13,5,4.640000000000001,39.8,314.15949200448017,ChIJE_1jboAZ6zkRW0mHwDBZ6gk,27.6743183,85.3353484,Koteshwor,coffee_shop,coffee_shop
3,2,0,6,1,3,0,15,1,4,38,8,3,7,4.714285714285714,24.285714285714285,153.83898788401197,ChIJSyH4LQAb6zkRLamTSa7ed-w,27.6893518,85.36062059999999,Koteshwor,coffee_shop,coffee_shop
1,0,0,0,1,0,0,2,1,0,1,1,0,15,4.533333333333333,71.93333333333334,65.3495153326321,ChIJwWzxZgAb6zkRKvUseFJWTok,27.6879158,85.3678337,Koteshwor,coffee_shop,coffee_shop
2,2,0,19,8,7,0,35,1,6,54,15,11,10,4.622222222222224,52.44444444444444,8.754211168284826,ChIJc0o_PlkZ6zkRmB9GbWvJMT8,27.6720574,85.3466382,Koteshwor,coffee_shop,coffee_shop
12,4,0,11,9,4,0,32,0,12,36,2,13,3,4.5,36.333333333333336,105.39801865811344,ChIJ_b2sUBAZ6zkR69H1lHX3Ht8,27.6709375,85.3388125,Koteshwor,coffee_shop,coffee_shop
12,1,0,17,9,8,1,60,2,11,99,21,12,11,4.26,42.3,120.60035324668453,ChIJu6-vYjQZ6zkRiy5sWIdvrus,27.6922602,85.34709149999999,Koteshwor,coffee_shop,coffee_shop
0,0,0,0,0,0,0,1,0,0,0,1,0,15,4.56,61.06666666666667,35.2324044330553,ChIJ0eGoMegb6zkRgz2W9ajOZfk,27.688525,85.3685895,Koteshwor,coffee_shop,coffee_shop
21,1,0,22,15,9,1,62,3,10,77,23,8,24,4.269565217391304,122.8695652173913,14.276065472437944,ChIJB0dKMgAZ6zkRr8WuH6RS5o8,27.6882168,85.34874239999999,Koteshwor,coffee_shop,coffee_shop
