bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as,label
0,0,0,1,4,1,0,6,1,1,1,7,0,2,4.45,315.5,387.80838737603375,ChIJba8SUO0Z6zkREO0QagVKh90,27.7043272,85.35077660000002,Koteshwor,cafe,cafe,1
1,2,0,3,1,4,0,14,0,4,4,3,3,6,4.733333333333333,34.0,102.18778809537729,ChIJeTja1IAZ6zkRPZ-7_7ebcJM,27.70115,85.3529375,Koteshwor,restaurant,cafe,1
3,0,0,11,1,5,0,19,3,13,62,26,20,7,4.5285714285714285,17.857142857142858,20.21384932403538,ChIJzxZ3in0Z6zkRuWQtvhI9Eik,27.714133,85.354951,Koteshwor,cafe,cafe,1
4,3,0,22,3,15,2,36,3,10,41,8,8,7,4.466666666666666,96.66666666666669,9.571295334854112,ChIJ7RSzzIcZ6zkRMNp-5YW2EqY,27.695827,85.3523879,Koteshwor,cafe,cafe,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,985.1104613477736,ChIJQ_66IAAb6zkR-tzF3X3PeXc,27.7425625,85.3653125,Koteshwor,cafe,cafe,1
25,2,0,45,16,16,0,46,3,12,80,20,4,13,4.45,27.2,2.031206110833208,ChIJsdKyFQAZ6zkR11s9QvxsRxs,27.6779811,85.34886449999999,Koteshwor,restaurant,bar,1
32,0,0,37,20,11,0,47,4,12,76,21,5,16,4.192857142857143,150.28571428571428,125.80176835826522,ChIJF7qEVQAZ6zkR6iuqoiAvvKo,27.6827769,85.3491176,Koteshwor,bar,bar,1
8,1,0,22,8,5,0,58,3,29,60,14,25,10,4.3,153.1,73.79196865508185,ChIJ3_oLIgAZ6zkRaSGMlHCk1Lg,27.6784288,85.3347876,Koteshwor,bar,bar,1
1,1,0,2,1,2,0,6,1,1,8,2,0,14,4.6000000000000005,49.35714285714285,11.151167870285596,ChIJr4MajvgZ6zkRb35jPiMR_pc,27.6871245,85.366328,Koteshwor,bar,bar,1
5,2,0,16,14,8,0,41,1,8,49,17,11,10,4.555555555555555,130.11111111111111,46.844392463465006,ChIJ4dGCHeoZ6zkRUpPJmIK5M1U,27.6733881,85.34321829999999,Koteshwor,bar,bar,1
3,2,0,5,1,2,0,9,1,3,21,5,1,19,4.626315789473684,56.05263157894737,36.96285493125461,ChIJPYXpSwAb6zkRyv5xarcAjXM,27.689231000000003,85.365234,Koteshwor,bar,bar,1
27,1,0,40,26,11,1,78,4,21,114,30,10,30,4.359999999999999,207.2333333333333,14.335482564241032,ChIJwQaB2ToZ6zkR4l-WwqX5-ow,27.6857399,85.3454663,Koteshwor,bar,bar,1
14,3,0,30,0,7,0,27,2,9,63,10,3,11,4.463636363636364,31.727272727272727,202.95541041532863,ChIJV9U4ewAZ6zkRJntdYBRsgp0,27.6751877,85.35136299999999,Koteshwor,bar,bar,1
25,2,0,45,16,16,0,46,3,12,81,20,4,13,4.359999999999999,28.3,2.031206110833208,ChIJ07q86PMZ6zkRKwaiJc1f9yY,27.6779628,85.34886329999999,Koteshwor,hotel,bar,1
25,2,0,38,13,14,0,40,3,12,63,20,5,12,4.3100000000000005,26.6,32.4292907355955,ChIJcd4MVwAZ6zkRcN_hYzKJM_M,27.6793905,85.3493144,Koteshwor,bar,bar,1
16,1,0,41,8,10,0,16,4,14,56,22,6,30,4.637931034482758,82.58620689655173,9.862612845981335,ChIJ5UnoKQAb6zkRul_zaje-vNs,27.7195451,85.36750649999999,Koteshwor,bar,bar,1
24,1,0,34,14,12,0,45,4,14,71,23,6,13,4.441666666666667,22.666666666666668,19.844262313735776,ChIJ05D7XgAZ6zkRe_OKFDpgaBw,27.680391900000004,85.34916559999999,Koteshwor,bar,bar,1
0,0,0,0,0,0,0,0,0,0,0,0,0,14,4.542857142857143,74.14285714285714,28.997896681232135,ChIJL9OgRQAb6zkRVXKS5_8IRA4,27.688804,85.3701663,Koteshwor,bar,bar,1
14,1,0,36,9,10,3,22,12,16,69,15,2,100,4.4363636363636365,167.46464646464648,8.695824235229024,ChIJ8-bcw0cb6zkRak90inPGX8E,27.7201954,85.3602813,Koteshwor,bar,bar,1
2,1,0,3,0,2,0,4,0,3,9,4,1,10,4.63,68.0,106.03287423401169,ChIJxVWFymUb6zkRQoHVfuiYD9U,27.6928444,85.3631056,Koteshwor,bar,bar,1
0,0,0,0,0,0,0,0,0,0,0,0,0,12,4.6,77.66666666666667,28.997896681232135,ChIJhZpI8jkb6zkRrMd7d_ww5z0,27.688623900000003,85.37037959999999,Koteshwor,bar,bar,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,576.5996393266556,ChIJL0WGJAwb6zkRMsBmjSctmtw,27.6993091,85.3679447,Koteshwor,bar,bar,1
48,3,2,22,20,8,22,67,17,71,96,22,30,113,4.56875,302.41964285714283,14.664795582442206,ChIJIwizBv0Y6zkRSn9K5_b84OM,27.7141172,85.3114006,Koteshwor,bar,bar,1
16,3,0,43,16,15,0,50,4,15,74,25,9,17,4.60625,93.5625,114.16539861197396,ChIJabt9KgAZ6zkRq7L09BUZYL8,27.6760883,85.3459158,Koteshwor,bar,bar,1
9,2,0,24,0,9,0,22,0,11,66,5,7,10,4.5,91.0,40.85452130344117,ChIJ1Qf-7RcZ6zkR5m9n8rHzvoc,27.6727051,85.3511655,Koteshwor,bakery,bakery,1
3,2,0,6,1,3,0,15,2,4,36,8,3,16,4.6125,42.25,159.12849886178833,ChIJN5joAwAb6zkRWEqiTq95zMg,27.688979,85.3621786,Koteshwor,bakery,bakery,1
9,2,0,24,0,8,0,21,0,11,68,4,7,7,4.442857142857143,10.857142857142858,17.873730307140026,ChIJwVSI4vYZ6zkRM7FIIapJ5_c,27.6733622,85.35188839999999,Koteshwor,bakery,bakery,1
11,2,0,36,18,10,0,70,4,17,82,23,19,16,4.466666666666667,65.93333333333334,68.8071322802592,ChIJjYciewAX6zkRSfm3SAVT0Ds,27.6773857,85.3428382,Koteshwor,bakery,bakery,1
0,1,0,2,1,0,0,0,1,3,43,5,1,0,,,575.7798972639133,ChIJU-OKElAb6zkRJ7qVh6HyQIo,27.6842585,85.35595579999999,Koteshwor,bakery,bakery,1
8,5,2,14,5,9,3,29,5,19,39,16,9,6,4.4,51.16666666666666,128.96775869626535,ChIJazuZYAcR6zkRFureagVcfwk,27.6638748,85.33094849999999,Koteshwor,cake_shop,bakery,1
25,1,0,35,14,13,0,45,4,15,72,24,6,13,4.454545454545454,23.90909090909091,19.844262313735776,ChIJDQLYdvMZ6zkR3xBqhdTPW1w,27.6803226,85.34898009999999,Koteshwor,bakery,bakery,1
14,5,2,12,12,10,2,34,0,19,68,17,21,9,4.55,79.25,142.1402626139718,ChIJey435_gZ6zkRwKX-lXbMrdg,27.6706854,85.3339397,Koteshwor,cake_shop,bakery,1
7,1,0,13,3,4,0,12,1,10,41,8,9,3,4.033333333333334,13.666666666666666,43.53912276592284,ChIJxRaeQQAb6zkRVYM3HjO7nao,27.6777377,85.36193970000001,Koteshwor,bakery,bakery,1
14,3,0,22,1,8,0,22,0,11,56,7,9,9,4.433333333333334,20.33333333333333,276.92316469929267,ChIJx-qg9Tgb6zkROZydsqlrNm0,27.6732629,85.355592,Koteshwor,bakery,bakery,1
0,1,0,2,0,2,0,4,0,2,4,3,0,10,4.63,68.4,29.14570866949334,ChIJYfk0--wZ6zkRP0Fh1hlWknA,27.6923926,85.3648943,Koteshwor,bakery,bakery,1
25,2,0,37,14,14,0,41,4,12,62,20,6,12,4.5600000000000005,25.0,32.4292907355955,ChIJ34CehPMZ6zkRsZRXUjhk1kY,27.679678000000003,85.3492529,Koteshwor,bakery,bakery,1
24,1,0,38,28,11,1,77,3,21,108,29,8,28,4.4071428571428575,98.92857142857144,40.90802566596251,ChIJa0xkdI0Z6zkR5YxOs7HHQIw,27.6854752,85.34575540000002,Koteshwor,bakery,bakery,1
27,2,0,41,17,15,0,46,3,13,75,21,5,13,4.36,26.5,51.21754341046776,ChIJnSWsRQAZ6zkRtAFnqv95fis,27.6789791,85.3490777,Koteshwor,cake_shop,bakery,1
6,2,0,16,16,8,0,44,2,8,45,17,11,12,4.681818181818182,111.8181818181818,46.844392463465006,ChIJ-ZwYhs0Z6zkR5UglUYthnDY,27.673564,85.34278650000002,Koteshwor,bakery,bakery,1
9,2,0,24,0,8,0,21,0,11,68,4,7,7,4.514285714285714,17.142857142857142,17.873730307140026,ChIJW7en_bYZ6zkR4ND6ps-hm8M,27.6733821,85.3517086,Koteshwor,bakery,bakery,1
5,1,0,7,5,4,1,25,3,16,52,18,33,6,4.7,94.0,150.2268611964404,ChIJLSbjvdMZ6zkRhn5LQZ1lUiQ,27.6743091,85.33196050000001,Koteshwor,bakery,bakery,1
3,2,0,4,0,3,0,8,0,3,23,4,1,10,4.7,65.8,106.03287423401169,ChIJ2VA0NQAb6zkR3NgDWMlS430,27.6918953,85.3629684,Koteshwor,bakery,bakery,1
7,1,0,11,2,4,0,11,1,9,41,9,6,2,4.95,17.0,43.53912276592284,ChIJl2WQPBEb6zkRkQLeWhuBz-M,27.6781138,85.3618119,Koteshwor,bakery,bakery,1
11,3,2,20,12,10,0,28,2,13,48,8,7,5,4.48,476.8,27.255169570868283,ChIJZbnhoBoZ6zkRQm6egiD6Lrc,27.6655625,85.3353125,Koteshwor,bakery,bakery,1
36,1,0,41,24,13,0,65,4,17,95,29,7,19,4.329411764705883,128.23529411764707,101.3610431312645,ChIJkTFYzYwZ6zkRggwdTzY35cE,27.6830231,85.3478726,Koteshwor,coffee_shop,bakery,1
8,1,0,14,3,3,0,14,1,7,54,9,7,3,4.7,13.0,359.0383007210875,ChIJI1xCPQsb6zkRlwSC-jhjoHc,27.6737711,85.3598647,Koteshwor,bakery,bakery,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.500000000000001,104.2,231.30731429102264,ChIJqQYYRzoa6zkRam7zPMZqiNM,27.693456,85.3690697,Koteshwor,bakery,bakery,1
3,2,0,16,13,8,0,37,1,6,47,16,11,9,4.512499999999999,131.375,95.4211615218754,ChIJN3douN4Z6zkRGce-pzlve0g,27.6729322,85.3440389,Koteshwor,coffee_shop,coffee_shop,1
22,2,0,41,18,16,0,48,4,15,71,24,8,16,4.43076923076923,29.53846153846154,170.31206823311405,ChIJhZZNeAAZ6zkRwonehGllU_s,27.6771095,85.34742729999999,Koteshwor,,coffee_shop,1
2,0,0,10,0,2,0,8,0,4,18,2,2,4,4.475,34.25,341.6076759254158,ChIJc7RrBFkb6zkRJIl-UcVL-G4,27.6692426,85.3578643,Koteshwor,coffee_shop,coffee_shop,1
4,1,0,6,5,5,0,32,3,20,44,12,13,5,4.640000000000001,39.8,314.15949200448017,ChIJE_1jboAZ6zkRW0mHwDBZ6gk,27.6743183,85.3353484,Koteshwor,coffee_shop,coffee_shop,1
3,2,0,6,1,3,0,15,1,4,38,8,3,7,4.714285714285714,24.285714285714285,153.83898788401197,ChIJSyH4LQAb6zkRLamTSa7ed-w,27.6893518,85.36062059999999,Koteshwor,coffee_shop,coffee_shop,1
1,0,0,0,1,0,0,2,1,0,1,1,0,15,4.533333333333333,71.93333333333334,65.3495153326321,ChIJwWzxZgAb6zkRKvUseFJWTok,27.6879158,85.3678337,Koteshwor,coffee_shop,coffee_shop,1
2,2,0,19,8,7,0,35,1,6,54,15,11,10,4.622222222222224,52.44444444444444,8.754211168284826,ChIJc0o_PlkZ6zkRmB9GbWvJMT8,27.6720574,85.3466382,Koteshwor,coffee_shop,coffee_shop,1
12,4,0,11,9,4,0,32,0,12,36,2,13,3,4.5,36.333333333333336,105.39801865811344,ChIJ_b2sUBAZ6zkR69H1lHX3Ht8,27.6709375,85.3388125,Koteshwor,coffee_shop,coffee_shop,1
12,1,0,17,9,8,1,60,2,11,99,21,12,11,4.26,42.3,120.60035324668452,ChIJu6-vYjQZ6zkRiy5sWIdvrus,27.6922602,85.34709149999999,Koteshwor,coffee_shop,coffee_shop,1
0,0,0,0,0,0,0,1,0,0,0,1,0,15,4.56,61.06666666666667,35.2324044330553,ChIJ0eGoMegb6zkRgz2W9ajOZfk,27.688525,85.3685895,Koteshwor,coffee_shop,coffee_shop,1
21,1,0,22,15,9,1,62,3,10,77,23,8,24,4.269565217391304,122.8695652173913,14.276065472437944,ChIJB0dKMgAZ6zkRr8WuH6RS5o8,27.6882168,85.34874239999999,Koteshwor,coffee_shop,coffee_shop,1
3,3,0,17,2,9,2,20,2,5,10,4,3,5,4.574999999999999,51.5,214.8393519204471,ChIJF6bO7voZ6zkRutLPuhkCshM,27.6954041,85.3545137,Koteshwor,coffee_shop,coffee_shop,1
33,2,0,32,8,12,28,35,0,9,119,25,84,52,4.40392156862745,151.2941176470588,35.005617622696256,ChIJn0YnnwIZ6zkRnTOkQC2YTHA,27.6710351,85.32690079999999,Koteshwor,coffee_shop,coffee_shop,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9,162.0,410.45870433738,ChIJzVYxW9UX6zkRepvkxp9T7Cc,27.6611336,85.3439935,Koteshwor,coffee_shop,coffee_shop,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3,326.0,198.1747512375232,ChIJn6vXfh0b6zkR87b_vChzO6w,27.6744056,85.3691595,Koteshwor,coffee_shop,coffee_shop,1
11,0,0,26,15,10,1,62,2,11,108,27,11,14,4.233333333333333,51.16666666666666,106.08234873590796,ChIJOexAZAAZ6zkRAQf8-eYOC-k,27.6912983,85.34651939999999,Koteshwor,coffee_shop,coffee_shop,1
1,0,0,4,1,6,1,13,1,3,1,2,3,5,4.68,153.4,106.98447848919756,ChIJ99_sYAAZ6zkRHdjQaiawNHw,27.7001269,85.3545551,Koteshwor,coffee_shop,coffee_shop,1
17,3,1,10,3,10,18,18,5,16,72,29,79,74,4.398484848484848,83.37878787878788,39.83648835035345,ChIJSUsat04b6zkRu56a-RweF6c,27.6730235,85.4310544,Bhaktapur durbar square,restaurant,restaurant,1
5,2,1,14,8,9,1,6,2,12,50,24,22,26,4.181818181818182,114.6818181818182,30.124389150120123,ChIJLZDyCwAb6zkRpLvmbA5i6Sw,27.6706505,85.4218284,Bhaktapur durbar square,restaurant,restaurant,1
7,2,2,16,8,11,5,11,4,17,47,27,36,42,4.332432432432432,120.70270270270272,11.794191610544708,ChIJ6QXUKKgb6zkR3hmlc1AnGb8,27.6721412,85.423476,Bhaktapur durbar square,family_restaurant,restaurant,1
14,2,2,18,3,14,12,14,5,19,82,30,52,83,4.320270270270271,99.56756756756756,12.945926340024192,ChIJxZP-06gb6zkRSOFcbLceNrk,27.6727094,85.42583789999999,Bhaktapur durbar square,restaurant,restaurant,1
9,2,2,18,7,11,9,11,4,18,53,26,45,56,4.350980392156862,77.47058823529412,9.22584186846261,ChIJuYI2P_cb6zkRVhcUl4zMQF0,27.6723139,85.42414889999999,Bhaktapur durbar square,restaurant,restaurant,1
17,0,2,17,4,10,13,15,2,16,70,33,65,74,4.340298507462687,90.73134328358208,38.57047066288823,ChIJbWl5JgAb6zkR_rhwOeLDjXk,27.6711897,85.4284526,Bhaktapur durbar square,restaurant,restaurant,1
18,1,2,10,4,9,13,19,3,16,69,33,71,72,4.367692307692307,74.03076923076924,6.762773386817887,ChIJ0zAq7egb6zkRkpMjOy1p9Gw,27.6719049,85.4294919,Bhaktapur durbar square,restaurant,restaurant,1
17,0,2,13,4,12,13,18,3,16,74,31,71,71,4.369230769230769,67.84615384615384,8.809707914144575,ChIJXY_iq68a6zkRCbRb4lbA3XQ,27.6713046,85.42948779999999,Bhaktapur durbar square,family_restaurant,restaurant,1
18,1,2,10,3,9,13,21,4,17,71,28,62,73,4.368181818181818,71.56060606060606,27.185460517738797,ChIJQfID2GEb6zkR84BOg7l8t9o,27.6728194,85.4293616,Bhaktapur durbar square,restaurant,restaurant,1
13,9,1,19,6,6,10,21,1,18,63,23,72,29,4.52,69.8,13.877872029645996,ChIJq6p6na0a6zkR5x4LC5nQ0Bs,27.6733621,85.434938,Bhaktapur durbar square,restaurant,restaurant,1
14,9,1,18,4,6,10,20,1,19,63,23,73,29,4.52,74.04,17.864315855643746,ChIJU6ldS3Qb6zkRqN1vkzvM_R8,27.6735231,85.4349476,Bhaktapur durbar square,cafe,restaurant,1
19,0,2,12,4,12,13,17,3,17,73,31,70,71,4.370769230769231,74.1076923076923,15.573377110859411,ChIJt0n3TAAb6zkRL9TcKn5O7ns,27.671323,85.4292612,Bhaktapur durbar square,restaurant,restaurant,1
17,0,1,17,4,8,12,14,2,13,68,38,61,73,4.324242424242424,93.04545454545456,27.02199665021269,ChIJUz_WRxkb6zkRK6UCoKnN6ac,27.6699487,85.42776909999999,Bhaktapur durbar square,restaurant,restaurant,1
18,0,2,13,3,9,13,17,3,17,75,31,67,77,4.360869565217391,88.44927536231884,38.183918862449495,ChIJ7eS4rJEb6zkRV1hDUbjJsAI,27.6721554,85.4285998,Bhaktapur durbar square,restaurant,restaurant,1
20,0,1,17,4,8,12,14,2,12,70,39,61,73,4.325757575757575,89.62121212121212,27.02199665021269,ChIJ0e5hZq8a6zkRZ-t8zDwfJS4,27.669714400000004,85.4276931,Bhaktapur durbar square,restaurant,restaurant,1
18,0,2,13,4,11,13,16,3,16,76,31,69,75,4.373529411764705,89.51470588235294,24.196601617330742,ChIJ52kj6jUb6zkRPTQGBYwA-gw,27.6715811,85.4291013,Bhaktapur durbar square,hotel,restaurant,1
14,9,1,21,3,4,8,21,3,15,56,19,33,29,4.515384615384615,76.73076923076923,37.02572099221114,ChIJYW1_5lcb6zkReAo2PqzJjxY,27.6768151,85.4368339,Bhaktapur durbar square,barbecue_restaurant,restaurant,1
18,2,2,19,3,13,12,14,3,20,74,37,59,79,4.311764705882354,90.45588235294116,67.69813499494263,ChIJtSi9Qdob6zkROLnXdSOV8Ps,27.671099800000004,85.42708089999999,Bhaktapur durbar square,ramen_restaurant,restaurant,1
14,8,1,19,3,5,10,20,2,18,62,23,73,29,4.530769230769232,78.1923076923077,30.86702266468883,ChIJ7xsfN3Ab6zkREWVyvuxphQI,27.6735504,85.4346362,Bhaktapur durbar square,restaurant,restaurant,1
19,2,2,17,3,16,13,14,5,18,81,32,53,76,4.329850746268656,92.28358208955224,2.6276543945775064,ChIJoQJ8TAAb6zkRAiXnCCvUubw,27.6722911,85.426915,Bhaktapur durbar square,restaurant,restaurant,1
12,9,1,19,3,4,7,19,3,15,54,19,32,28,4.512,80.8,30.276144655623227,ChIJa05kQAAb6zkRr-dGn28pHmA,27.6771492,85.436841,Bhaktapur durbar square,restaurant,restaurant,1
14,8,1,10,6,8,11,18,4,16,68,31,82,49,4.383720930232557,87.95348837209302,72.02406084896779,ChIJCbHdVwAb6zkR5FrBiRTCbUI,27.6736992,85.4334327,Bhaktapur durbar square,restaurant,restaurant,1
15,0,0,11,4,9,13,13,1,7,60,38,73,67,4.38688524590164,76.45901639344262,92.21533062474384,ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,27.6698837,85.4293982,Bhaktapur durbar square,family_restaurant,restaurant,1
18,0,2,11,4,12,13,18,3,17,72,32,71,72,4.38939393939394,71.9090909090909,13.209461622176905,ChIJ-1gXvewb6zkRQSeG9pq3fK8,27.6715495,85.429344,Bhaktapur durbar square,restaurant,restaurant,1
18,0,2,13,3,10,13,17,3,17,79,31,67,75,4.355882352941176,89.52941176470588,1.316429564380332,ChIJA4q_iKob6zkRvMDhbkR3_oo,27.6718001,85.4285972,Bhaktapur durbar square,restaurant,restaurant,1
12,6,1,9,5,9,12,18,3,15,61,26,86,49,4.358139534883721,94.11627906976744,90.86640020498862,ChIJ-Q8BSgAb6zkRJr4seRIQYGU,27.672294,85.433751,Bhaktapur durbar square,thai_restaurant,restaurant,1
16,0,2,16,4,11,13,15,2,16,65,35,66,72,4.35,90.90625,26.03997566842665,ChIJ__8_CK8a6zkRYpBaL7b1-_g,27.670796300000003,85.42885179999999,Bhaktapur durbar square,restaurant,restaurant,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.575,53.0,75.72278396374057,ChIJ-Y6UMQAb6zkRGyGfshCNERc,27.672397,85.4051819,Bhaktapur durbar square,restaurant,restaurant,1
19,1,2,15,3,10,13,15,4,18,82,30,57,77,4.344927536231883,89.89855072463769,50.4815487396645,ChIJ_VReHQAb6zkR08hYWq2G4GM,27.6724663,85.427415,Bhaktapur durbar square,restaurant,restaurant,1
5,2,1,13,8,9,1,5,2,13,38,18,13,26,4.217391304347826,130.52173913043478,2.8071845601970846,ChIJX2X55PAb6zkRxU85igeUexI,27.6712981,85.4211503,Bhaktapur durbar square,coffee_shop,restaurant,1
5,2,1,13,8,9,1,5,2,11,37,21,20,25,4.209090909090909,138.5,32.07855778470078,ChIJx9KIxvob6zkRWMruWmNw704,27.6711367,85.4216744,Bhaktapur durbar square,restaurant,restaurant,1
14,8,1,23,3,4,8,21,3,14,59,20,37,26,4.508695652173913,76.69565217391305,35.67288447040411,ChIJf6d74u4b6zkRDF_IhSrK-J0,27.6765449,85.43771199999999,Bhaktapur durbar square,restaurant,restaurant,1
14,9,1,19,6,6,10,21,1,18,64,22,71,29,4.52,76.16,13.15960243393504,ChIJk73od60a6zkRwmlB5OFE-lA,27.6733352,85.4350754,Bhaktapur durbar square,korean_restaurant,restaurant,1
12,7,1,21,2,4,2,19,2,13,47,16,26,19,4.577777777777778,48.333333333333336,85.45248006348463,ChIJR3DduygF6zkRN0DrSFfcnkY,27.6774529,85.43803620000001,Bhaktapur durbar square,restaurant,restaurant,1
22,4,0,25,4,9,0,15,1,13,79,26,9,21,4.627777777777778,50.05555555555556,19.79748290535218,ChIJSdUdyfcb6zkRnUq5A9OdlXg,27.6652664,85.4226844,Bhaktapur durbar square,restaurant,restaurant,1
17,2,1,10,4,11,17,18,4,13,80,32,96,76,4.419117647058823,83.44117647058823,55.16665577695335,ChIJCWFzaAAb6zkRaFioexqEgz4,27.6722545,85.4308109,Bhaktapur durbar square,restaurant,restaurant,1
18,0,2,14,3,10,13,16,3,18,75,32,66,75,4.351470588235294,82.01470588235294,5.636600491806785,ChIJfx2Tma8a6zkRmZyoA545Dz0,27.6715487,85.42835649999999,Bhaktapur durbar square,fast_food_restaurant,restaurant,1
17,0,1,11,4,10,14,17,3,12,76,31,89,70,4.398412698412698,76.44444444444444,7.426007760848338,ChIJ2xuZoaob6zkRsMHiGXf3zYA,27.6713509,85.43012019999999,Bhaktapur durbar square,restaurant,restaurant,1
18,0,2,10,4,10,13,19,3,17,70,32,70,71,4.373846153846154,72.55384615384615,13.209461622176905,ChIJEzE6_cAb6zkR1eFJ1T6DCU0,27.6716687,85.4293462,Bhaktapur durbar square,hotel,restaurant,1
18,1,2,9,3,9,13,21,3,17,75,31,66,73,4.378787878787879,73.07575757575758,6.117316460409244,ChIJAAAAAAAAAAARCwN5WdzZTyc,27.6726197,85.4295217,Bhaktapur durbar square,restaurant,restaurant,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,102.91085778022136,ChIJ9Q68TgAb6zkRBIoLAliNUdM,27.6844567,85.4109168,Bhaktapur durbar square,family_restaurant,restaurant,1
14,4,1,10,4,9,14,19,5,18,79,35,59,61,4.4075471698113216,92.67924528301889,146.20240730389366,ChIJTzMQ9E0b6zkRMKnIP6I54nM,27.6747818,85.43123109999999,Bhaktapur durbar square,guest_house,restaurant,1
18,0,2,13,4,12,13,18,3,17,73,32,71,71,4.4,74.41538461538461,12.868878454517844,ChIJA0i3UdEb6zkRfj28qirdY8I,27.6714191,85.4293764,Bhaktapur durbar square,restaurant,restaurant,1
12,3,1,19,2,3,1,19,2,11,36,14,15,17,4.60625,55.75,43.22480110413501,ChIJJxlemN0F6zkR6mnSKJtTPUw,27.6780133,85.4391407,Bhaktapur durbar square,restaurant,restaurant,1
14,2,2,18,4,14,12,14,5,19,81,30,51,82,4.324657534246576,99.64383561643837,12.945926340024192,ChIJTbAmN3Qb6zkRkCRN2FsKFHI,27.6727318,85.42570909999999,Bhaktapur durbar square,hotel,restaurant,1
18,1,2,11,3,9,13,18,4,18,80,28,59,77,4.386956521739131,88.27536231884058,42.58577031605346,ChIJTxenZwAb6zkRQ4IdLOfpewU,27.6730394,85.4289139,Bhaktapur durbar square,hotel,restaurant,1
0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.375,23.25,37.16029004452424,ChIJ4Rmjn8Eb6zkRB_ltBQDlPXU,27.6776181,85.4075666,Bhaktapur durbar square,family_restaurant,restaurant,1
21,4,0,24,4,8,0,15,1,12,75,25,8,20,4.616666666666667,50.333333333333336,26.597346091879505,ChIJV0qIu6cb6zkRoRm2N5UFoVA,27.6653184,85.4224212,Bhaktapur durbar square,restaurant,restaurant,1
5,2,1,13,8,9,1,6,2,12,41,18,18,28,4.295999999999999,121.92,1.4605815167653593,ChIJ-0XTZKMa6zkR6NQX_8UNDD4,27.6715225,85.4216812,Bhaktapur durbar square,restaurant,restaurant,1
0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.175,46.75,45.561756694902655,ChIJy0-KawAb6zkRTAuBZP04PZc,27.6678169,85.386591,Bhaktapur durbar square,family_restaurant,restaurant,1
17,0,1,11,4,11,13,18,3,13,77,31,77,69,4.414285714285714,76.2063492063492,18.484133611624912,ChIJK79mq68a6zkRq8LN6WM56Bk,27.6713461,85.429779,Bhaktapur durbar square,chinese_restaurant,restaurant,1
18,1,2,10,4,9,13,19,3,17,69,33,71,72,4.372307692307692,71.43076923076923,6.762773386817887,ChIJR0PGsa8a6zkRx5LjjNtmYf0,27.6718757,85.4294317,Bhaktapur durbar square,restaurant,restaurant,1
0,0,0,0,1,0,0,1,0,2,2,1,0,6,4.45,61.833333333333336,398.6842858345755,ChIJMXMScXYb6zkRwbEmhwIuVmM,27.6735524,85.4124763,Bhaktapur durbar square,restaurant,restaurant,1
1,0,0,0,1,1,0,0,0,0,3,1,1,7,4.485714285714286,56.71428571428572,98.85555343377754,ChIJM2SIKgAb6zkR8YYkDZ3Bg08,27.6696016,85.41097859999999,Bhaktapur durbar square,restaurant,restaurant,1
0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.2375,107.5,287.6189808823994,ChIJDVl62OIb6zkRDSJCFUdave8,27.6751651,85.4085202,Bhaktapur durbar square,restaurant,restaurant,1
8,2,2,16,8,11,5,11,4,17,48,28,38,47,4.376190476190477,107.88095238095238,11.794191610544708,ChIJMTMW66Qa6zkROWzKHDL665M,27.6721252,85.4235942,Bhaktapur durbar square,coffee_shop,restaurant,1
14,9,1,21,6,6,10,21,2,17,61,22,72,30,4.542307692307692,76.1923076923077,13.15960243393504,ChIJh88yaZ4b6zkROuurZflbf_A,27.6733346,85.4352088,Bhaktapur durbar square,restaurant,restaurant,1
22,4,0,25,1,6,0,11,0,12,61,22,6,20,4.6647058823529415,52.88235294117647,65.98807974889021,ChIJV44Z9M4b6zkRmUww9ejIzuk,27.6633774,85.4259391,Bhaktapur durbar square,restaurant,restaurant,1
10,2,1,16,1,2,0,18,2,8,26,8,5,18,4.635294117647058,53.70588235294117,31.03957283273608,ChIJKfQQGAYF6zkRqGOVHC0Agjc,27.6783117,85.4407716,Bhaktapur durbar square,asian_restaurant,restaurant,1
9,2,2,17,3,11,10,11,4,17,61,25,47,73,4.373134328358209,106.1044776119403,56.164055815691846,ChIJ0xsKWMob6zkR257V2XWaRSw,27.6726948,85.42469969999999,Bhaktapur durbar square,restaurant,restaurant,1
