place_id,restaurant_name,latitude,longitude,search_area,building_count_500m,Demand,Accessibility,Competition,Population
ChIJDfvwr5kZ6zkRS4kH4AKIL7I,Sunrise Café and Banquet- Mid Baneshwor,27.6965139,85.33750909999999,Baneshwor,2802,0.306,0.3995,0.4564,0.4899
ChIJi2vXvwcZ6zkRgZcAu3CVx5U,Cuppas Cafe,27.7068936,85.32251749999999,Baneshwor,3051,0.4562,0.5854,0.4843,0.5334
ChIJm9z2YgIZ6zkRl_xLnL_RYdU,Cafe Central,27.7277942,85.33443899999999,Baneshwor,0,0.0,0.2219,0.2845,0.0
ChIJ7fFdzTEZ6zkRRKVC8khx_kc,Spot Cafe & Restro,27.7336627,85.3175128,Baneshwor,0,0.0,0.2182,0.518,0.0
ChIJMagavIsZ6zkRuULwnOp4hQQ,Cafe Roshna de joe,27.7182567,85.3491572,Baneshwor,2141,0.2769,0.4013,0.4966,0.3743
ChIJJxdGNcAZ6zkRaLWeXojyguI,BM Café,27.7232147,85.33091569999999,Baneshwor,583,0.0239,0.2635,0.469,0.1019
ChIJ2-DCD_wY6zkRSuuvB-s0OxE,Cafe De Genre,27.7116266,85.3089788,Baneshwor,4234,0.4748,0.4877,0.2873,0.7402
ChIJ81syaCAZ6zkRnio87hfzZyY,The Litre Cafe Korean Bbq,27.684552600000004,85.3343945,Baneshwor,3208,0.418,0.5782,0.4434,0.5608
ChIJCSnn8IEb6zkREiPjK4H-PZg,Jimmy Cafe,27.6942609,85.3665262,Baneshwor,0,0.0,0.2315,0.503,0.0
ChIJZ5G_fEcZ6zkRjAar8lAW58s,Cafe Joshi,27.7373953,85.3344606,Baneshwor,0,0.0,0.1922,0.4378,0.0
ChIJDcylWPsY6zkRjKurQ0OfFEo,Coffee Ghar,27.7157191,85.30819079999999,Baneshwor,3283,0.491,0.6328,0.2845,0.574
ChIJtRxQygcZ6zkRFKNUpuIFT90,London Cafe,27.7196274,85.31729419999999,Baneshwor,1614,0.2148,0.38,0.465,0.2822
ChIJs5P-vhUZ6zkRT_CyBRGKUf0,Cafe Soma,27.727644,85.3305889,Baneshwor,0,0.0,0.2302,0.4213,0.0
ChIJ447Vr_UZ6zkRzKmVcRhGDgk,The coffee pot,27.7390049,85.32407289999999,Baneshwor,0,0.0,0.1999,0.796,0.0
ChIJF0fVmDQZ6zkRFwpl8c3gw44,The Country Coffee,27.740924,85.3346347,Baneshwor,0,0.0,0.181,0.4728,0.0
ChIJF-frZQAZ6zkR2BasNHD8beU,Bhatti Chulo Lounge And Bar,27.6893391,85.330016,Baneshwor,2806,0.3336,0.5156,0.4436,0.4906
ChIJ_8NuBpAZ6zkRuAzG1_mLELY,7 Miles Lounge and Bar,27.6990097,85.338376,Baneshwor,2678,0.2842,0.3909,0.4712,0.4682
ChIJK0GDbAUZ6zkRvoTyCDhVE2Y,The Khukuri Cross Bar,27.6929317,85.3382247,Baneshwor,2744,0.3861,0.4217,0.4483,0.4797
ChIJvSeY-BAZ6zkRFhLOi1jaQwo,Crown Of Kitchen Restro & Bar,27.6806949,85.327915,Baneshwor,1814,0.2507,0.379,0.5131,0.3171
ChIJ8Y6KDwAZ6zkRMaD3nLEftYw,"Sky Land Lounge & Bar , New Baneshwor, Bas plaza 6th floor",27.6910921,85.3361445,Baneshwor,2382,0.48,0.5823,0.4008,0.4164
ChIJS9exxOEZ6zkRG3MTA0cAJEA,De Booze Lounge & Bar,27.6910577,85.3361455,Baneshwor,2391,0.4819,0.581,0.3994,0.418
ChIJLe2P_VEZ6zkRHmAXqL7S-yI,BAR Nepal,27.6915196,85.3420486,Baneshwor,3127,0.3563,0.3792,0.4566,0.5467
ChIJ1wqFCLwZ6zkRqz3ToWmujNM,Aero Lounge & Bar,27.7003804,85.3535084,Baneshwor,649,0.0592,0.3096,0.4893,0.1135
ChIJ1ZQQopkZ6zkRKYDCfMzej5U,Krazy Grill and Bar,27.6815663,85.3372326,Baneshwor,3181,0.2838,0.5328,0.4758,0.5561
ChIJFz0ZOoAZ6zkROgkbw7Hi6XI,The View Lounge Bar,27.7062188,85.3399781,Baneshwor,1732,0.1489,0.3197,0.494,0.3028
ChIJZ9MoZwAZ6zkR76a9yBi4QKk,yangma restro & cool bar,27.7011851,85.3395438,Baneshwor,2630,0.3204,0.4264,0.4771,0.4598
ChIJY5JHLKIZ6zkRtTX1XUH8tyI,Purple Berries Bistro & Bar,27.6926688,85.3364787,Baneshwor,2576,0.3878,0.4325,0.4242,0.4503
ChIJJ8czaioZ6zkRijqXnQ91FNM,Chibalaya the Cafe and Bar,27.7050625,85.3364375,Baneshwor,2741,0.2118,0.4149,0.5195,0.4792
ChIJdW1tY0oZ6zkR4egLC9G8tW8,Table talk restro and bar,27.6878781,85.33621869999999,Baneshwor,2205,0.4343,0.6162,0.3941,0.3855
ChIJBUUfcAAZ6zkR3lSVKKKy-WI,Amsterdam Restro & Bar,27.7143949,85.3101981,Baneshwor,3164,0.5227,0.5657,0.243,0.5531
ChIJCalBPAAZ6zkRjhvkMafGOMY,BT Liquers,27.6971102,85.35327869999999,Baneshwor,1324,0.1297,0.3768,0.495,0.2315
ChIJ-w-JWBgZ6zkR-DgtvfJ1vdM,White Chilly Restro & Bar,27.6973866,85.3319509,Baneshwor,3054,0.229,0.4659,0.5015,0.5339
ChIJMcHvCrwZ6zkRO53jbK1xans,Royal Sekuwa Bar,27.6896653,85.3292441,Baneshwor,2736,0.3165,0.4843,0.4583,0.4783
ChIJcxRSdJoZ6zkRQUsyHlk02pc,Chefs Bakery & Confectionery,27.690866,85.3408695,Baneshwor,2694,0.3644,0.4242,0.434,0.471
ChIJd5KfJgAZ6zkRGHMApNkEWw4,Manau Bakery,27.6966476,85.3354481,Baneshwor,2764,0.2945,0.3808,0.4685,0.4832
ChIJM5tgfeQZ6zkRz90Fjju5iTA,Kathmandu Bakeology,27.6948811,85.340119,Baneshwor,2926,0.3464,0.4097,0.4475,0.5115
ChIJcbIZc5IZ6zkRU6PUzMVt3u8,HOMEBAKERY_DILLIBAZAR,27.7024375,85.32818750000001,Baneshwor,3473,0.2835,0.513,0.4979,0.6072
ChIJi7KCZTQZ6zkRVjEVGvl7pQA,Baker's Leaf - Australian Bakery,27.7029421,85.3352675,Baneshwor,3538,0.2698,0.4559,0.4975,0.6185
ChIJ8zicC3cZ6zkRNj6uCY331l4,Shyam bakery,27.6951398,85.337211,Baneshwor,2903,0.3467,0.4048,0.4452,0.5075
ChIJ2-1vF7kZ6zkRu4EARcpsxeM,Muffin and Cakes Corner,27.6995308,85.3370145,Baneshwor,2743,0.2945,0.4359,0.4804,0.4795
ChIJqa7hxcgZ6zkR4Qf-dxqy8iI,CG 11 Bakery & Cafe,27.6909073,85.3455319,Baneshwor,3258,0.2943,0.3513,0.4755,0.5696
ChIJK3krIgAZ6zkRQYFA_LutE6M,Khuwa Bakery,27.687795,85.3416098,Baneshwor,2328,0.3957,0.5024,0.445,0.407
ChIJRXsOCSUZ6zkRZEhcZFObr0M,Anjali Bakery,27.6948482,85.33737599999999,Baneshwor,2897,0.3475,0.4035,0.4483,0.5065
ChIJ-dFyKJAZ6zkRvxScJUX9OxM,Indreni Mart and Bakery,27.6887907,85.3320652,Baneshwor,2654,0.4371,0.5782,0.4204,0.464
ChIJjR3b3ZcZ6zkREg-POh-MZf8,Annapurna Bakery,27.6926267,85.33438459999999,Baneshwor,2649,0.4203,0.4674,0.4267,0.4631
ChIJxUpPKgAZ6zkR2kuQSbNhGlc,Lil's Goreto,27.6975983,85.3537532,Baneshwor,1102,0.1161,0.3661,0.4965,0.1927
ChIJxTkRg94Z6zkRu4gcQeAt4qI,Brothers Bakery and Coffee Shop,27.6947852,85.3401148,Baneshwor,2932,0.3499,0.4096,0.449,0.5126
ChIJ76PTRpkZ6zkRuAaGVb5-_-M,R.P.Bakery Cafe,27.6990763,85.33840339999999,Baneshwor,2676,0.2819,0.3915,0.4761,0.4678
ChIJy9eRMYQZ6zkRENaKM59TGc0,Family Food Bakery and Cafe,27.6980811,85.3489345,Baneshwor,2494,0.1928,0.4265,0.4994,0.436
ChIJ-xaVVwAZ6zkRcrXJgt8lwRQ,Bello Bakery Cafe,27.6809779,85.3443844,Baneshwor,3182,0.3452,0.488,0.4962,0.5563
ChIJG-QCQvAZ6zkRFxMehz7NPSc,Krishna Bakery,27.7010559,85.3411076,Baneshwor,2752,0.2976,0.3986,0.4841,0.4811
ChIJAYkjOPcZ6zkRwAvq-YQK7PE,Yarsha Bakery,27.6955022,85.33346949999999,Baneshwor,3010,0.3138,0.4069,0.466,0.5262
ChIJyTiJyLIZ6zkRBbkbTeabyBQ,Global Bakery & Cafe,27.7034721,85.3286349,Baneshwor,3628,0.2648,0.555,0.5011,0.6343
ChIJ4_a9DAAZ6zkRlADcb7Vxxjg,Hajurko Bakery,27.7080804,85.3344413,Baneshwor,2083,0.1167,0.3531,0.5045,0.3642
ChIJm-L6D44Z6zkRYQTZhavoHD8,Swiss Bakery,27.6893999,85.3453112,Baneshwor,2997,0.3764,0.4192,0.4603,0.524
ChIJ7cbsXQAZ6zkRtc2iri3X510,Romi Bakery Cafe.Barahi Lane-2,27.6844175,85.3249306,Baneshwor,1533,0.2125,0.3567,0.5101,0.268
ChIJ0908hpUZ6zkR_iwra3jFUr4,Baker's Treat,27.6788874,85.3433775,Baneshwor,3230,0.2893,0.5122,0.4917,0.5647
ChIJ5wpCn5sZ6zkRDqdL8LrYEBc,The BAKERY & COFFEE SHOP,27.69889,85.3418059,Baneshwor,2784,0.3029,0.4363,0.4821,0.4867
ChIJ379PZV8Z6zkRFe3eTFwgqag,Baker's Bakery,27.6866585,85.3351039,Baneshwor,2516,0.4353,0.6352,0.4256,0.4399
ChIJ4b9QBb4Z6zkRRKK6tEl9OGI,Underground Bakery Cafe,27.6866734,85.3351124,Baneshwor,2515,0.437,0.6359,0.4285,0.4397
ChIJle1SdwAZ6zkR0Ty4ZmoT_Rs,Panda Bakery,27.7018615,85.3254694,Baneshwor,2938,0.3071,0.4612,0.4926,0.5136
ChIJL21rS2EZ6zkRnhxjtuQwCQg,Italian Bakery and Cakes,27.725261,85.3497719,Baneshwor,1916,0.1524,0.3888,0.5143,0.335
ChIJkacmgxkZ6zkRg4E8Qy9QBbY,Dreamcatcher Bakery and Cafe,27.688198,85.3416038,Baneshwor,2372,0.3822,0.493,0.444,0.4147
ChIJtbX0xOkZ6zkRfjgaUTNh-ds,CRAVE YALA the bakery and coffee shop,27.6759432,85.3228781,Baneshwor,2384,0.4214,0.3671,0.3665,0.4168
ChIJ0RlJ4_wY6zkRYpyG8OuZsPo,PUMPERNICKEL BAKERY,27.7146621,85.31089109999999,Baneshwor,2925,0.517,0.5843,0.2448,0.5114
ChIJ4Wh9oHcZ6zkRJK_W0ch_bHE,The YARA Bakery,27.676802,85.34260019999999,Baneshwor,2989,0.2694,0.5301,0.4851,0.5226
ChIJrRnmVwAZ6zkRajdJOxH39O8,Kailash Bakery,27.700451,85.33902979999999,Baneshwor,2619,0.3188,0.4244,0.4769,0.4579
ChIJsQocDwAb6zkRpQaqnMbrB78,Namsewal Bakery Kathmandu,27.6941149,85.36684439999999,Baneshwor,0,0.0,0.2308,0.502,0.0
ChIJE6B3X-kZ6zkRApl8rtqZ_Uo,Kharayo Bakes,27.7053724,85.3080152,Baneshwor,5650,0.5352,0.4504,0.4111,0.9878
ChIJk7O87PwZ6zkRzwYpzIwUKr0,SARFARAZ Traditional Taj Bakery,27.6943958,85.2851601,Baneshwor,2,0.0035,0.2338,0.5205,0.0003
ChIJXc83nysZ6zkRj_lWHCnLYrE,Nepal Express Bakery,27.6831961,85.34337819999999,Baneshwor,2806,0.3422,0.5475,0.4801,0.4906
ChIJx-rH-KEZ6zkRq-QvBJs71m8,Biplove Bakery,27.6911566,85.33356479999999,Baneshwor,2629,0.4,0.5479,0.4093,0.4596
ChIJJU4P4ZUZ6zkRMRAGpxe9sRs,Kathmandu Fresh Bakery,27.6879185,85.35038089999999,Baneshwor,1626,0.1579,0.3383,0.4936,0.2843
ChIJh0SBWnAZ6zkRB9KDaEFogW0,Cakemandu Bakery,27.6808154,85.3416953,Baneshwor,3259,0.2434,0.5401,0.4894,0.5698
ChIJHXim3TQY6zkROol8Hc-8v0M,Hermann Helmer's German Bakery,27.6782662,85.3125769,Baneshwor,1293,0.337,0.3836,0.3506,0.226
ChIJU61MPJIZ6zkRASZo1bQGWtQ,Golden Brown Bakery Cafe,27.687651,85.3431789,Baneshwor,2543,0.4029,0.5076,0.4418,0.4446
ChIJGcw5gI0Z6zkRRlmp4nrRatY,Ageno Bakery Cafe,27.6820656,85.3327213,Baneshwor,2764,0.339,0.4526,0.4822,0.4832
ChIJkUvUZL4Z6zkRO4HDCMYzBXs,RAM HARI BAKERY,27.6874438,85.3321591,Baneshwor,2688,0.4445,0.566,0.4259,0.4699
ChIJRXHEdEUZ6zkRuDOnwWgMIFc,Hot Live Bakery,27.6870955,85.342732,Baneshwor,2455,0.4126,0.5199,0.4403,0.4292
ChIJxzm8f78Z6zkR1F7lHwOY994,Legendary Bakers (TP),27.7009212,85.34987199999999,Baneshwor,1576,0.1265,0.3548,0.5076,0.2755
ChIJd001AcUZ6zkRNucGCYx90tI,Master Chef Live Bakery (Shantinagar),27.6888379,85.34457619999999,Baneshwor,2854,0.3843,0.4286,0.4362,0.499
ChIJx6Fe3pMZ6zkRf40G9ANpoL8,Nirajan Bakery and Coffee Shop,27.6883177,85.3409051,Baneshwor,2340,0.394,0.5293,0.4584,0.4091
ChIJDx4CXwEZ6zkRtLFmjszyPzQ,Bakery Centre,27.6995034,85.3288218,Baneshwor,2804,0.2075,0.4509,0.4973,0.4902
ChIJ1aQhkbwZ6zkR4Aoria2omQ8,Bakery Palace Shop,27.692128,85.32995,Baneshwor,2529,0.2825,0.4785,0.4727,0.4421
ChIJi2952UwZ6zkR9ngAApXEFkE,Third Eye Bakery,27.701903100000003,85.30029809999999,Baneshwor,3797,0.2594,0.3546,0.4922,0.6638
ChIJSzZ6M3cZ6zkRmY2g0g4eMVU,Variety Bakery,27.7116034,85.3430666,Baneshwor,0,0.0,0.2311,0.7803,0.0
ChIJJ_B0XhQZ6zkRmlzWtJr2X90,European Bakery,27.7278233,85.33425670000001,Baneshwor,0,0.0,0.2223,0.4272,0.0
ChIJg4zQapkZ6zkR2uBepetk5n8,Cross Road Bakery & Khaja Ghar,27.6984652,85.338222,Baneshwor,2682,0.3042,0.3903,0.4729,0.4689
ChIJHbh-aAAZ6zkRpVS96d5fs8s,Bhatta dairy and bakery,27.686532,85.346147,Baneshwor,2405,0.37,0.4256,0.4555,0.4205
ChIJfaOkgewZ6zkRG4nnlti207M,New Mewa Bakery Udyog,27.6794255,85.3396441,Baneshwor,3080,0.2119,0.5242,0.5013,0.5385
ChIJDRaEEgAZ6zkRaOH0xFam8GI,"Aroma Bakery & Cafe, Chysal",27.6755784,85.3324956,Baneshwor,1722,0.1854,0.413,0.4998,0.301
ChIJKVQympUZ6zkRBRMg4oHkNF0,Sankhamula Bakery Cafe,27.6859483,85.3351977,Baneshwor,2692,0.4069,0.6487,0.4288,0.4706
ChIJGwbAm50Z6zkRLVfTKysonhI,Pan Ya Bakery Cafe,27.7215391,85.3352453,Baneshwor,29,0.0,0.2363,0.5296,0.0051
ChIJzZTBOgAZ6zkRcsb0oto6SgU,Altura Coffee,27.6848264,85.34568,Baneshwor,2377,0.3621,0.4468,0.4644,0.4156
ChIJB3nJR2oZ6zkRkUFXAmWaso4,Surface Coffee,27.690782,85.34058019999999,Baneshwor,2656,0.3699,0.4481,0.4289,0.4643
ChIJC3bgcLIZ6zkR7NEQGI2jSkE,Arabica Specialty Coffee Ghattekulo,27.7017015,85.3276652,Baneshwor,3220,0.2583,0.4785,0.4925,0.5629
ChIJl8FvK5oZ6zkRJ-EhEpmJXm4,Himali Coffee House,27.6871427,85.3353988,Baneshwor,2371,0.4573,0.6219,0.4234,0.4145
ChIJnSyI7isZ6zkRxnaBpJoekM0,Everest Coffee Beans (Anamnagar East Gate),27.6965625,85.32818750000001,Baneshwor,2190,0.1961,0.4871,0.496,0.3829
ChIJCeVIfQAZ6zkRp0lJSyltmco,Dhaulagiri specialty coffee and roastery,27.6868099,85.3254951,Baneshwor,2073,0.2516,0.3627,0.5095,0.3624
ChIJP9bPg70Z6zkR-COOrYoc5OE,Espresso Organic Coffee House,27.6911255,85.3337272,Baneshwor,2624,0.4039,0.5471,0.4066,0.4587
ChIJrfNQdTAZ6zkRirRByvMlPE4,RUST Bakery and coffee,27.6942549,85.3347357,Baneshwor,2928,0.3577,0.4334,0.4502,0.5119
ChIJFeCoGQAZ6zkRzvutDCXXo0o,Himalayan Origin Coffee,27.7006875,85.3398125,Baneshwor,2635,0.3161,0.4257,0.4833,0.4607
ChIJQW6G-esZ6zkR2H9SqKV8s5E,Umoja Coffee Nepal,27.6879243,85.3355898,Baneshwor,2258,0.4493,0.6138,0.412,0.3948
ChIJQUREGAAZ6zkRF3ZutJyv4dI,Himalayan coffee & Bar,27.6950822,85.34420709999999,Baneshwor,3057,0.2642,0.3965,0.5138,0.5344
ChIJAVN0ek0Z6zkREzuTWKujkv8,Ripe coffee,27.6960723,85.3303311,Baneshwor,2711,0.2468,0.5403,0.4989,0.474
ChIJ8-wn8Q4Z6zkR_zan4v2w36M,Ujamaa koffie & bakery with library,27.6842635,85.3333667,Baneshwor,3295,0.3989,0.5032,0.4608,0.576
ChIJrzg7iq0Z6zkR_zcJSosYdH8,Everest Coffee Beans (Setopul),27.7030384,85.33443199999999,Baneshwor,3622,0.2497,0.4587,0.5023,0.6332
ChIJiVxnSQAZ6zkRPJjRsxyIXXA,Coffee 9,27.6944883,85.3299941,Baneshwor,2597,0.2501,0.4965,0.4892,0.454
ChIJqeGNXwcZ6zkR7sRr9MlvGHY,Caffeination,27.6856406,85.3352208,Baneshwor,2781,0.4021,0.6298,0.4271,0.4862
ChIJI1zpp2YZ6zkRFQyAF41RJwA,Cycle Coffee Co,27.7112671,85.3151068,Baneshwor,2393,0.5116,0.4826,0.3057,0.4184
ChIJycSbSQAZ6zkR4459tco5OHw,Arabica Coffee NewBaneshwor,27.6877376,85.33689009999999,Baneshwor,2229,0.4412,0.6093,0.4014,0.3897
ChIJ1Spl9eIZ6zkRv8nP9OwELrw,CHIYA COFFEE DURBAR ALOKNAGAR,27.6843198,85.3398753,Baneshwor,2555,0.3163,0.5563,0.4548,0.4467
ChIJszfrUAAZ6zkR7HE8sCuHyjo,Star Boss Coffee,27.6948221,85.327726,Baneshwor,1921,0.2,0.4997,0.4874,0.3358
ChIJT-gGOAAZ6zkRn1CNZiT5rFE,Aafnai Coffee,27.6908011,85.3456003,Baneshwor,3246,0.2974,0.3523,0.4771,0.5675
ChIJh9-FdwAZ6zkRdT4kdulW4BU,Kinara Coffee House,27.7020335,85.33613729999999,Baneshwor,3240,0.3119,0.4543,0.4895,0.5664
ChIJp89_0vMZ6zkRXjkQgCy2w2E,Coffee Dhara Barista School,27.7009254,85.3228752,Baneshwor,2147,0.2437,0.372,0.5066,0.3753
ChIJP86LJgAZ6zkR7qnmxJYReJE,Walkman Coffee,27.6898605,85.3392372,Baneshwor,2422,0.4401,0.5812,0.412,0.4234
ChIJLRSyNpQZ6zkRn59aBsnf-yI,Roast & Brew cafe,27.7103239,85.3329952,Baneshwor,1530,0.1162,0.3277,0.5146,0.2675
ChIJ2V1xmZ0Z6zkRKLskhptgQpg,Khushi Coffee House,27.7049571,85.3415878,Baneshwor,2109,0.1803,0.3412,0.5127,0.3687
ChIJN8ozxLMZ6zkRhsIRkXptlLc,"Himalayan Java Coffee, Mid Baneshwor",27.6992055,85.3382542,Baneshwor,2669,0.2944,0.4137,0.4731,0.4666
ChIJK4O-5dwZ6zkRon9jY-Mc3BQ,Coffee Clinic Barista Academy & Coffee Shop,27.7166597,85.34424779999999,Baneshwor,402,0.0439,0.2707,0.5085,0.0703
ChIJQ3zJvbAb6zkRqgMMjJ3S05k,Coffee Beans Cafe,27.7203663,85.3586382,Baneshwor,2128,0.2243,0.4849,0.3319,0.372
ChIJfVsitGIZ6zkRD4NPHGzc1Ks,Mira’s Coffee,27.7164726,85.3071396,Baneshwor,2924,0.3919,0.5931,0.3378,0.5112
ChIJZS3u05hblDkR0nfOsy61A9g,"Highland Beans Coffee,Battisputali",27.702900900000003,85.34114439999999,Baneshwor,2689,0.29,0.3748,0.5082,0.4701
ChIJ4TgxViwZ6zkRUf3i-xTuEuE,The Old school Cafe,27.694255,85.33473579999999,Baneshwor,2928,0.3577,0.4334,0.4494,0.5119
ChIJ1SctI0kZ6zkRcd1mb8JxApg,Coffee & Art Cafe,27.7097076,85.3146704,Baneshwor,3044,0.5339,0.5655,0.3333,0.5322
ChIJmRnjEkgZ6zkRk636_R7Ifko,KaidaKo Coffee House,27.672013,85.34671159999999,Baneshwor,2023,0.158,0.4002,0.4845,0.3537
ChIJ5bL1EukZ6zkRRvTc6JYjZ3s,Wittys Coffee House shankhamul branch,27.6806229,85.3310456,Baneshwor,2385,0.323,0.4441,0.4997,0.417
ChIJ2XzBeQAZ6zkRBstaE5cCTBY,Sagar Bakery and Coffee shop,27.7046725,85.32985769999999,Baneshwor,3578,0.2871,0.5101,0.5061,0.6255
ChIJAZP1QQgZ6zkRouvNkikIrQE,Akshar Coffee Shop,27.6873326,85.33297139999999,Baneshwor,2711,0.4477,0.5393,0.4289,0.474
ChIJE4xocnYZ6zkRdOmJlEYdSik,Mama's Boi Coffee Shop,27.6904544,85.33908079999999,Baneshwor,2480,0.4404,0.5777,0.4223,0.4336
ChIJqXExGQAZ6zkRYOxWZVdwGCg,Coffee Lab By Fishtail Coffee Co.,27.6860714,85.3157859,Baneshwor,1893,0.3209,0.4126,0.4782,0.3309
ChIJJZY54-oZ6zkRXcNVYu-A2Dw,Mon Ami My Friend's Coffee,27.6925697,85.2985741,Baneshwor,1731,0.1255,0.3145,0.5106,0.3026
ChIJQXLpFZgZ6zkRtofrND8DEWs,Rise & Grind Coffee - Thamel Dabali Marg,27.7150428,85.31190169999999,Baneshwor,2560,0.4662,0.5817,0.2629,0.4476
ChIJNzy-nVQZ6zkRTrqAgMIWJ5I,"Rise & Grind Coffee - JP Road, Thamel",27.7114241,85.3087956,Baneshwor,4298,0.4727,0.4747,0.2926,0.7514
ChIJW1T11GsZ6zkR04SpvHMBQtU,Himalayan Java Coffee- Anamnagar,27.6931041,85.3279955,Baneshwor,2159,0.2053,0.5319,0.4914,0.3774
ChIJz9DjBcoZ6zkRzjptAIEScFI,"ROSE COFFEE-New Baneshwor, Kathmandu",27.6866732,85.3359557,Baneshwor,2414,0.4344,0.6414,0.4139,0.422
ChIJzRhRxpcZ6zkRkNCqmdT8GmM,Flavour Camp Restaurant and Coffee Shop,27.7128965,85.3088215,Baneshwor,3834,0.4631,0.5214,0.2705,0.6703
ChIJyZMf4N0Z6zkR9dvPbUCBosc,Mini Burger & Coffee House,27.6881102,85.3351323,Baneshwor,2286,0.4534,0.5997,0.4093,0.3997
ChIJs2JFIqEZ6zkRglJGdkpIc2Q,Yala Cafe & Coffee Shop,27.7123197,85.31144479999999,Baneshwor,3481,0.4944,0.5455,0.2518,0.6086
ChIJi-PquGEZ6zkRy-KrKMEuNWE,Himalayan Coffee Beans,27.7022594,85.32590139999999,Baneshwor,3104,0.3141,0.5046,0.4915,0.5427
ChIJ_0tHDmQZ6zkRhy38P3YzgrI,King's Cafe,27.7099414,85.3267309,Baneshwor,2699,0.3388,0.5324,0.5183,0.4719
ChIJUwIb6rgZ6zkRLCw2mOvuWwc,Anamnagar Coffee Shop,27.6956246,85.328428,Baneshwor,2199,0.2243,0.5241,0.487,0.3844
ChIJBelmwpMZ6zkRwnVoRBYWlTk,Fresh Beanz Coffee,27.6876085,85.3408242,Baneshwor,2262,0.3829,0.5466,0.4525,0.3955
ChIJIc25QKgZ6zkRbz_lXTXM2oY,Sama Coffee House,27.7119382,85.30780039999999,Baneshwor,4161,0.4476,0.4996,0.3068,0.7274
ChIJM0G-WgAZ6zkRQ5pj0vcugqI,"Himalayan Java Coffee ,Kalikashtan",27.7014329,85.3248034,Baneshwor,2678,0.2815,0.444,0.4965,0.4682
ChIJIX5slu4Z6zkRi09kEF3leD4,Coffee House,27.7151763,85.3141698,Baneshwor,1862,0.3749,0.5062,0.2762,0.3255
ChIJ67J8M7IZ6zkRvKc7Tb6NWUQ,Coffee Station - Coffee Shop In Nepal,27.6908309,85.3178159,Baneshwor,1620,0.2656,0.4765,0.5402,0.2832
ChIJgR0OwFAZ6zkRb_NadwNQYoo,Freak Street Kaffe,27.703044,85.30763259999999,Baneshwor,5665,0.4756,0.4662,0.3955,0.9904
ChIJ0eBjuSgZ6zkRFrzS1BS9v-w,Nepalaya rooftop Restaurant,27.7115942,85.3113844,New Road,3720,0.5429,0.5064,0.268,0.6503
ChIJKRoo4lMZ6zkRPbStKEegYA8,Graveaty Restaurant and Bar,27.7123015,85.31318879999999,New Road,2933,0.4995,0.4898,0.2389,0.5128
ChIJAxEJE1YY6zkRK3lzdvNjNds,Festive Fare Restaurant,27.7033874,85.3076282,New Road,5688,0.4857,0.4692,0.3973,0.9944
ChIJI5cshWMZ6zkRFeDpxhjG2BA,Universal Rooftop Restaurant,27.7103074,85.3109715,New Road,4287,0.5801,0.4881,0.3069,0.7495
ChIJZRXgagAZ6zkRWDo93LKEqSI,Harvester Restaurant,27.7004267,85.30767019999999,New Road,4977,0.4604,0.5187,0.4104,0.8701
ChIJfzH9NoQZ6zkRY6MimRHVnH0,Lazy Monk Restaurant and Bar,27.7114818,85.3085188,New Road,4298,0.4654,0.4757,0.294,0.7514
ChIJTQUWtIsZ6zkRWnavyCQyYFA,Ranjana restaurant and cafe,27.7038458,85.3103565,New Road,4345,0.5957,0.576,0.386,0.7596
ChIJ1RJPR3oZ6zkRr5ahZWt5CAs,Durbar View Restaurant,27.703702000000003,85.3076057,New Road,5720,0.476,0.4662,0.3962,1.0
ChIJ4SyB8jEZ6zkRxcdp8sfukf0,Jhomsha Restaurant,27.7110928,85.3089655,New Road,4415,0.475,0.4297,0.3021,0.7719
ChIJpZQkNl0Z6zkRMqJyJrRyBTc,Brookside Zen Garden Cafe & Restaurant,27.697006800000004,85.3020865,New Road,3741,0.3045,0.4329,0.5112,0.654
ChIJI-QwKQAZ6zkRyDhhLE__3lI,60 Beans Cafe & Rooftop Restaurant,27.7022505,85.3076052,New Road,5584,0.461,0.4771,0.3923,0.9762
ChIJTadnFTQZ6zkRSbgoV1P0f9o,Sanchyan Ramen Japanese Restaurant,27.7122165,85.3175127,New Road,1229,0.3257,0.5159,0.3639,0.2149
ChIJo6M5BHAZ6zkRDwbGRCrpq2c,Bawarchi Lounge,27.6956683,85.3088842,New Road,2950,0.2952,0.4963,0.5439,0.5157
ChIJX497NIYZ6zkRz2V32uTQHYg,Shandar Cafe,27.7018091,85.3085371,New Road,5309,0.5099,0.5658,0.3877,0.9281
ChIJMZQcq_0Y6zkR9a1nvFHSVJY,Little Buddha Restaurant,27.7142291,85.3112428,New Road,2908,0.4923,0.5789,0.2441,0.5084
ChIJ7f4sHsAZ6zkR6ihoZtPqKXg,Ghuicho Restaurant & Bar घुुईंचो,27.7011492,85.3108029,New Road,3491,0.5059,0.6211,0.41,0.6103
ChIJER-ScVYY6zkR15fjL59K8jk,The Layaku Restaurant,27.7030669,85.3079085,New Road,5627,0.5139,0.4762,0.394,0.9837
ChIJib8GG_gY6zkRokwFKoH9w3c,Kathmandu Steak House Restaurant,27.7135653,85.3103256,New Road,3340,0.4757,0.5169,0.2456,0.5839
ChIJJ1ov8fwY6zkRvnBM1XPJm-E,Yin Yang Restaurant,27.7145392,85.310165,New Road,3148,0.5304,0.5899,0.2445,0.5503
