place_id,restaurant_name,latitude,longitude,search_area,building_count_500m,Demand,Accessibility,Competition,Population
ChIJy17xWwAZ6zkR2ptUugJs7DU,Mapo Restaurant,27.6946273,85.3277106,Baneshwor,1934,0.2046,0.5017,0.487,0.3381
ChIJmWX9DAAZ6zkRn1wiTbVCrlM,aarambha restaurant and bar,27.6866837,85.326116,Baneshwor,2108,0.256,0.3623,0.4982,0.3685
ChIJJcNz4b0Z6zkR8IBFFGdNSZQ,Royal Alina’s restaurant pvt ltd,27.6885102,85.333214,Baneshwor,2575,0.4441,0.5337,0.4191,0.4502
ChIJXz5ivb4Z6zkRvZy9V0I4NC8,Sital Chautari Restaurant,27.6873859,85.33737670000001,Baneshwor,2310,0.405,0.6204,0.4055,0.4038
ChIJE5VkUhIZ6zkRXsCI3-SsG8o,Wasabi Sushi Restaurant,27.6888877,85.3315252,Baneshwor,2699,0.411,0.5741,0.4319,0.4719
ChIJcReqS_wZ6zkR2Js-C_kGTKY,Aone K G and restaurant,27.6927958,85.3266562,Baneshwor,2052,0.2008,0.5031,0.5025,0.3587
ChIJbYs7G20Z6zkRL46PudG6JEY,Restaurant Maya Chowk,27.7064769,85.34394999999999,Baneshwor,1160,0.0934,0.2826,0.5021,0.2028
ChIJGyW_yJkZ6zkRs-YFF_81lnc,Sinche,27.6980748,85.3381443,Baneshwor,2671,0.3074,0.3922,0.4672,0.467
ChIJa90t_pUZ6zkRJFw2_YrJNQ0,Thakali Bhancha and Sekuwa Cafe,27.6882816,85.33445449999999,Baneshwor,2389,0.451,0.5949,0.4131,0.4177
ChIJJ1tlf5cZ6zkRjxlM37tu2rk,RDX Café Rooftop Restaurant & Bar,27.6940315,85.3371116,Baneshwor,2808,0.3775,0.4083,0.4462,0.4909
ChIJP_9K8NEZ6zkRKj3W_5jAo0M,Hook Hospitality | Restaurant & Lounge Bar,27.6800704,85.3371945,Baneshwor,3049,0.2407,0.5388,0.5064,0.533
ChIJixQtaUwZ6zkR-BqhRxf1xFM,Dharahara Welcome Tapari Momo & Fast Food Restaurant,27.6869306,85.3424996,Baneshwor,2435,0.3991,0.5194,0.4461,0.4257
ChIJq5FbP40Z6zkRpEiV5GpUpL8,Rail Station Cafe and Restaurant,27.6868447,85.3256208,Baneshwor,2080,0.2506,0.3617,0.5097,0.3636
ChIJxz8dQOcZ6zkRQxLLUGobKUw,RainBasera Restaurant and Bar,27.6854259,85.3349757,Baneshwor,2904,0.4016,0.6237,0.4275,0.5077
ChIJFQGfV5sZ6zkRf8rRCgxhi-c,Catmandu foodland restaurant and bar,27.6906284,85.3352482,Baneshwor,2391,0.4471,0.5534,0.413,0.418
ChIJ84LtBAAZ6zkRbnVknpuSqYM,Current &T Station,27.6846901,85.337786,Baneshwor,2621,0.3323,0.5998,0.4564,0.4582
ChIJmUHonR8Z6zkRx3HbHlleX7g,Rockse restaurant and bar,27.6995768,85.33652169999999,Baneshwor,2820,0.2796,0.4323,0.4764,0.493
ChIJIcwzDAAZ6zkR4qMn_fMN16Q,Cyberbar Restaurant,27.695612,85.32829869999999,Baneshwor,2151,0.2207,0.5243,0.4937,0.376
ChIJGx1e6owZ6zkR8FuYpBS2aOA,Organic Chulo Garden Restaurant,27.6980786,85.3491212,Baneshwor,2451,0.1833,0.4239,0.4981,0.4285
ChIJ69vuJ74Z6zkRiTZeLqrumw8,La Terrasse,27.7341736,85.33665549999999,Baneshwor,0,0.0,0.1993,0.4533,0.0
ChIJnVTxHmAZ6zkR-J6rSHk_OyM,Yei restaurant & cafe,27.7002692,85.34359180000001,Baneshwor,2772,0.2571,0.4067,0.5076,0.4846
ChIJNRn59m8Z6zkRdLZdLLpVIlA,Chat Restaurant And Bar,27.6894581,85.3355299,Baneshwor,2271,0.4248,0.6062,0.409,0.397
ChIJtVigIL0Z6zkRLhtLmzxH7Hk,Himalayan Soba Restaurant,27.6852355,85.334662,Baneshwor,3017,0.4146,0.5917,0.4304,0.5274
ChIJH1SPMVEZ6zkR7SKZCLi10_4,Koila Restaurant,27.6879494,85.32596269999999,Baneshwor,2214,0.2574,0.3849,0.5056,0.3871
ChIJ3zGpcqAZ6zkRfXtUbQlekVk,Cafe DieterRams,27.6935367,85.3364476,Baneshwor,2775,0.3976,0.4079,0.4479,0.4851
ChIJofB7NS8Z6zkRJzYYsmaQBIc,Good Day Cafe,27.7009425,85.3219325,Baneshwor,2063,0.2912,0.398,0.5071,0.3607
ChIJIclnu_0Z6zkRKyqK4PUal9Y,Cafe Cups and Mugs,27.6969025,85.3380937,Baneshwor,2762,0.3046,0.3838,0.4605,0.4829
ChIJEafrAgAZ6zkRihhNtq0fz-8,Indo-Bhutan Cafe ktm,27.6918694,85.3325917,Baneshwor,2710,0.3707,0.5348,0.4215,0.4738
ChIJNyFJApYZ6zkR9kxSVuP23DQ,The Bakery Cafe Baneshwor,27.6887822,85.33446970000001,Baneshwor,2396,0.4482,0.5819,0.4125,0.4189
ChIJX0WHr8wZ6zkRMN4234uf49E,Mero Cafe,27.6966809,85.3440535,Baneshwor,2929,0.2578,0.4218,0.5195,0.5121
ChIJMXZlpioZ6zkRh1zg5gv0Rj4,Citywood Cafe',27.694798700000003,85.3374121,Baneshwor,2888,0.3465,0.4027,0.4486,0.5049
ChIJLU0kIwAZ6zkRqZKrTH2wZfY,Eat Go Cafe,27.6933889,85.34457019999999,Baneshwor,3331,0.3043,0.3943,0.4998,0.5823
ChIJB0VsQ7EZ6zkR5aGw77DLAE4,Terrace Cafe & Restro,27.6880675,85.3353082,Baneshwor,2280,0.4455,0.5895,0.4104,0.3986
