place_id,poi_type,name,primary_type,formatted_address,latitude,longitude,distance_from_center_m,google_types
ChIJOUP5Rdob6zkRb0E6cx-ckGY,bank,Gurkhas Finance Limited,bank,"P9C6+7PR, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7207425,85.36176999999999,73.92,
ChIJ2dwFCrMb6zkRTKgmwf16hvk,bank,"Kamana Sewa Bikas Bank Limited, Boudha Branch",bank,"Nearby sherpa gumba, काठमाडौँ 44600, Nepal",27.7209165,85.36044989999999,155.84,
ChIJHZ8w7tob6zkRd37tELG87Qw,bank,Laxmi Sunrise Bank,bank,"P9C7+68Q, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7205817,85.3633507,165.41,
ChIJy6KJJtob6zkRjN0Ow2C_UQI,bank,Ideal Society SACCOS,bank,"P9C6+55P, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7204703,85.3604591,178.06,
ChIJ32_d7tob6zkRhzcfD5Pn9e8,bank,Machhapuchchhre Bank Limited,bank,"P9C7+7C3, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7206325,85.36356200000002,180.51,
ChIJr148EO8b6zkRqXIi-hHzJio,bank,Nalapani Multipurpose Co-op,bank,"P9C7+6F8, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7205355,85.36368759999999,196.52,
ChIJHXHLyNob6zkRXC7YQL2hPVw,bank,Siddhartha Bank | Bouddha,bank,"P9C6+64V, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7201566,85.36025029999999,215.57,
ChIJO-KfWtob6zkRXc_WgPOmhXI,bank,Prabhu Bank Limited,bank,"P997+XFV, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7199885,85.3636605,230.14,
ChIJt-O8w9ob6zkRbDJdZ1YIm5s,bank,Mega Bank,bank,"Kathmandu Metropolitan City - 06 Near to Bouddha Pipalbot, Bouddha, Kathamandu, Kathmandu 44600, Nepal",27.7206087,85.3645853,274.49,
ChIJoV6MJzEb6zkRW-VrbGtCK8E,bank,Kunphen SACCOS,bank,"Boudha,pipalbot, Kathmandu, 44600, Nepal",27.7206382,85.3646281,277.49,
ChIJP7sPSgEZ6zkRZeVBp4_NryI,bank,Himalayan Bank Limited,bank,"Bouddha, Kathmandu 44605, Nepal",27.720441,85.36479489999999,300.17,
ChIJnzrAjnsb6zkR7rrbDv6_SmY,bank,Rastriya Banijya Bank,bank,"P9C5+3JG, Kathmandu 44600, Nepal",27.720186,85.3590637,313.18,
ChIJ_YS0EMUb6zkRNtRrduulA0Y,bank,Nabil Bank Limited,bank,"P9C8+32Q, Boudhanath Sadak, Kathmandu 44600, Nepal",27.720214,85.3651046,337.83,
ChIJX5A7yUQb6zkRtv6hjEnDAOE,bank,Kumari Bank Limited,bank,"P9C8+65G, Kathmandu 44600, Nepal",27.7205632,85.36553239999999,365.36,
ChIJRznGJMUb6zkRB2x-8Nhqjw8,bank,Nepal Investment Mega Bank,bank,"Boudhanath Sadak, 44600, Nepal",27.7209048,85.3660269,405.88,
ChIJW53Itdkb6zkR9h-PhDN6uFA,bank,NIC ASIA Bank Bouddha Branch,bank,"P9C5+252 Kathmandu, Kathmandu 44600, Nepal",27.7200625,85.35793749999999,420.72,
ChIJRX1bBMUb6zkRF4cyCR2AxrQ,bank,Citizens Bank International Limited,bank,"Boudha Rd, 44600, Nepal",27.7211478,85.3674267,540.74,
ChIJCzqX1wUZ6zkRokBm78qPjF8,bank,Laxmi Sunrise Bank Limited,bank,"Mahankal, Kathmandu 44600, Nepal",27.7246678,85.3575735,563.53,
ChIJUwufqcUb6zkRK1RuDE4cJzE,bank,Global IME Bank Limited,bank,"Kathmandu 44600, Nepal",27.7212252,85.368028,599.53,
ChIJ3Qst8Fgb6zkRLu9e801krc0,bank,Ekikaran Multipurpose,bank,"P9F4+JF3, Panitanki 44600, Nepal",27.724012,85.3561589,639.38,
ChIJl-MCssUb6zkRGVO-ctpFq6o,bank,SwarnaLaxmi Multipurpose Cooperative Limited,bank,"P9C9+GCG, Kathmandu 44600, Nepal",27.7213148,85.3685848,654.11,
ChIJg2yUztIb6zkRpg1KC9rjYCI,bank,Sanima Bank Limited,bank,"P9C9+GCH, Kathmandu 44600, Nepal",27.72133,85.368676,663.07,
ChIJmyGOdhsb6zkRSStIwibTghQ,bank,Nabil Bank,bank,"KM Complex, Near, Chowk Ramhiti, काठमाडौँ 44600, Nepal",27.7270446,85.364601,681.14,
ChIJ84s5u2IZ6zkRazlI0Er5Xsk,bank,Kathmandu Multi-purpose Co-op,bank,"P993+MPR, Boudhanath Sadak, Kathmandu 44600, Nepal",27.719247,85.3542729,791.42,
ChIJC08bD5IZ6zkRDaOSkmgL5i0,bank,Artha Sampada Multipurpose Co-op,bank,"P993+JH4 Hayat Regency, Gangalal Way, Kathmandu 44600, Nepal",27.719022,85.3539523,829.17,
ChIJA05ar98b6zkRwHpmyFUfDDs,bank,Agricultural Development Bank Ltd. Kapan Branch,bank,"P9G4+XQH, 1387 Saraswatinagar Rd, Kathmandu 44600, Nepal",27.7274498,85.3569839,831.87,
ChIJo8lFEt4b6zkRC47FFGOjGDc,bank,Scholar sahakari,bank,"P9H5+HPG, Kathmandu 44600, Nepal",27.728927,85.3593313,876.53,
ChIJ3dbus8Ub6zkRxWew3YtO3i4,bank,Prabhu Bank,bank,"P9CC+FCC, Boudha Rd, Kathmandu 44600, Nepal",27.7211974,85.3710018,892.23,
ChIJGROWr-0b6zkR6PliRyxnT64,bank,Kantipur SACCOS,bank,"P9CC+HF, Gokarneshwor 44600, Nepal",27.7214935,85.3712453,916.01,
ChIJYd110GIZ6zkRRGCO4l5r2l8,bank,Standard Charted Bank,bank,"Bhatbhatini, P993+H5M, बौद्धनाथ सडक, काठमाडौँ 44600, Nepal",27.7189626,85.3529309,926.96,
ChIJ_RTJ22IZ6zkRZZQtEuZ9nXA,bank,Swachchhanda SACCOS,bank,"P993+M38, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7191598,85.35271329999999,941.46,
ChIJoQp-KGMZ6zkRB98MZYcu9E4,bank,Nepal SBI Bank Ltd,bank,"P993+M37, Boudha Road, Kathmandu 44600, Nepal",27.7191673,85.35266570000002,945.76,
ChIJ4--8w9ob6zkRoI5G0MBARy8,bank,Nepal Investment Mega Bank Limited (NIMB),bank,"Boudhanath Sadak, Kathmandu 44600, Nepal",27.7192289,85.35253589999999,956.36,
ChIJBW0Nm2EZ6zkRCaTjbigDrmw,bank,Nepal Investment Mega Bank Limited (NIMB),bank,"Saraswatinagar Rd, Kathmandu 44600, Nepal",27.725007,85.3529877,968.62,
ChIJ2aYam2EZ6zkR8zrRv6Rn4Q0,bank,Nepal Investment Mega Bank Limited (NIMB),atm,"06 Saraswatinagar Rd, Kathmandu 44600, Nepal",27.72504,85.35296,972.63,
ChIJnyMxJ2MZ6zkRupzs2QXukhk,bank,Guheshwori Merchant Banking & Finance Ltd,bank,"Naya tole 01 Kapilvastu Taulihawa, काठमाडौँ 32800, Nepal",27.7192538,85.3522441,983.51,
ChIJLWTcgmEZ6zkRNe4QcqF-R-I,bank,"Citizens Bank International Limited, ATM",atm,"Saraswatinagar Rd, 44602, Nepal",27.7247072,85.35255719999999,994.49,
ChIJa-zagmEZ6zkR6pTh9OsET9I,bank,Citizen Bank International Ltd.,bank,"Saraswatinagar Rd, 44602, Nepal",27.7247286,85.3524872,1001.77,
ChIJ4-IxWmMZ6zkRbCgAlzX07IU,bank,Prime Commercial Bank Ltd.,bank,"P992+QQH, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7194422,85.3519956,1002.53,
ChIJ6c3TB5Ib6zkRV6_ACeY1VxM,bank,Sanima Bank,bank,"P978+8M4, Unnamed Road, Kathmandu 44600, Nepal",27.7132508,85.3667176,1019.93,
ChIJWxAd9XoZ6zkRkap21wPtmO8,bank,Agricultural Development Bank Ltd. (Chabahil Branch),bank,"P992+JQ3, रिङ्ग रोड, Kathmandu 44600, Nepal",27.7190186,85.3519162,1021.3,
ChIJs8ZKeGEZ6zkR4sGyK5phXzs,bank,Sara Bikash SACCOS,bank,"P9F2+VV8, Saraswatinagar Rd, Kathmandu 44600, Nepal",27.7246579,85.352193,1025.91,
ChIJHQNfrFQZ6zkRazhp83E7XyE,bank,Everest bank ATM,bank,"P973+PXW, Kathmandu 44600, Nepal",27.714354,85.3549598,1041.25,
ChIJ42GlajUZ6zkRYj0nGDWDFWk,bank,Laxmi Sunrise Bank Kumarigal Branch,bank,"P973+PXF, Kathmandu 44600, Nepal",27.7143015,85.3549182,1048.34,
ChIJqWXg3mMZ6zkRefjBrwI5NSI,bank,Sindu Sagar Saving and Credit Co-operative Ltd.,bank,"P9F2+GGH, Saraswatinagar Rd, Kathmandu 44600, Nepal",27.7238195,85.3513737,1074.56,
ChIJXbxXa2QZ6zkRDKrkrSXBstI,bank,Jyoti Bikash Bank Limited,bank,"P9F2+HGC, Saraswatinagar Rd, Kathmandu 44600, Nepal",27.7240552,85.3514314,1075.99,
ChIJD0vN8N8b6zkRylQAfHOyFsY,bank,Lumbini Bikas Bank Limited,bank,"01 Milan Chowk Galli, Budhanilkantha 44600, Nepal",27.7291358,85.35528839999999,1081.88,
ChIJ8b3ROGMZ6zkRBgswDS4iugQ,bank,Ahwahan Multipurpose Co-op,bank,"P992+MFW, Boudhanath Marg, Kathmandu 44600, Nepal",27.719229,85.351218,1082.41,
ChIJy4vFGpsZ6zkRNBZxg4koLYk,bank,Atharva Multipurpose Co-op,bank,"P992+HCJ, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7189602,85.3510276,1107.6,
ChIJe3jbBscb6zkRJV_EuxDLPUo,bank,Jyoti Bikash Bank Limited,bank,"Boudha - Jorpati Rd, Gokarneshwor 44600, Nepal",27.72208,85.3733535,1126.07,
ChIJSZnhWmMZ6zkRGfygSUIJOwU,bank,Prabhu Bank Limited,bank,"P992+J7X, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7191091,85.3507285,1132.35,
ChIJCQ_CBscb6zkR9rPa5d0WGoE,bank,Mukti Saving & Credit Co-operative Ltd,bank,"P9CF+R9W, Gokarneshwor 44600, Nepal",27.7221105,85.3734678,1137.53,
ChIJ25a3QmMZ6zkR1JA6eU3C1M0,bank,Nikhil Darshan SACCOS,bank,"P992+R55, Boudhanath Sadak, Kathmandu 44600, Nepal",27.719515,85.350481,1147.05,
ChIJK37hRGMZ6zkRHsmYC0UaumA,bank,Suncity SACCOS,bank,"P992+J6F, Kathmandu 44600, Nepal",27.7190566,85.3505576,1150.05,
ChIJQ6jI3ocb6zkR-MdEYIliDbQ,bank,Siddhartha bank,bank,"P9J4+9MQ, Milan Chowk Galli, Budhanilkantha 44600, Nepal",27.7309563,85.356722,1181.22,
ChIJKfMwXWMZ6zkROuQupFDTAiY,bank,Sanima Bank Ltd. Chuchchepati Branch,bank,"P992+Q28, Kathmandu 44600, Nepal",27.7194197,85.3500811,1187.69,
ChIJB1t0WWMZ6zkRIA3awQQfB7E,bank,Gautamabudhda SACCOS,bank,"P992+J2F, Boudhanath Sadak, Kathmandu 44600, Nepal",27.719051,85.350053,1198.63,
ChIJyf4_qtQb6zkRzw-J9AclkIo,bank,Nepal Investment Mega Bank ATM,atm,"Gokarneshwor Municipality-06, P9CF+QHR, Jorpati-Sankhu Rd, Kathmandu 44600, Nepal",27.721962200000004,85.3741199,1200.58,
ChIJufC9VWMZ6zkRGAD0BEzird4,bank,Namaste Nepal Multipurpose Co-o,bank,"G - 28, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7185835,85.35009140000001,1207.32,
ChIJHXSmnWQZ6zkRd4gScdvfmPo,bank,Sunaulo Lumbini Saving And Credit Cooperative Ltd.,bank,"P8CX+2R9, Boudhanath Sadak, Kathmandu 44602, Nepal",27.7200444,85.3496246,1221.44,
ChIJ47jCRmMZ6zkRculrAAbdR2Y,bank,Nepal Investment Mega Bank Limited,bank,"44602, काठमाडौँ 44602, Nepal",27.7183277,85.3499789,1225.62,
ChIJv7dRC2QZ6zkR_3gLlunhTJY,bank,Siddhartha Bank | Saraswatinagar,bank,"Saraswatinagar Rd, Kathmandu 44600, Nepal",27.7225491,85.3493472,1246.21,
ChIJm_E7rGQZ6zkRhJN-_ocs8aM,bank,Everest Bank Ltd.,bank,"P89X+9Q2, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7183896,85.3493804,1280.51,
ChIJiyxqCn4Z6zkR3snto-Mt6eg,bank,Manamanakamana Co-operative,bank,"P963+WGQ, Kathmandu 44600, Nepal",27.7123286,85.35385819999999,1283.79,
ChIJLVnYOgAb6zkRbRzTq-g0utA,bank,"Kumari Bank Limited, Jorpati, Narayantar",bank,"P9CG+Q28, Gokarneshwor 44600, Nepal",27.7219125,85.3750781,1294.51,
ChIJL82fsmQZ6zkRfrapLJl4tSI,bank,NMB Bank Limited,bank,"P89X+8J5 Central Complex, Boudhanath Sadak, Kathmandu 44600, Nepal",27.718212,85.349131,1309.42,
ChIJPU1hrWQZ6zkRd_XAKK0rB1s,bank,Comm Kumari Bank Limited,bank,"P89X+8J5, Boudhanath Sadak, Kathmandu 44600, Nepal",27.718268,85.34910719999999,1310.01,
ChIJp8vZs2QZ6zkRB7T4ESWLmRo,bank,Campus SACCOS,bank,"P89X+9HG, Boudhanath Sadak, Kathmandu 44602, Nepal",27.718438,85.348947,1320.4,
ChIJi1UKgMcb6zkRVAacKnxuK78,bank,Everest Bank Ltd.,bank,"P9CG+Q76, Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7219038,85.3756513,1350.84,
ChIJC-oyS3sZ6zkRocAVrbxctjE,bank,Goodwill SACCOS,bank,"P89X+6FH, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7180747,85.3487272,1351.82,
ChIJu2awMgAb6zkRPAK3pBhBW_s,bank,Sanima bank faika branch,bank,"Tri Jyoti Chowk, Budhanilkantha 44600, Nepal",27.7335433,85.3626134,1353.01,
ChIJaXxLtGQZ6zkRd0oIwPnclo0,bank,सिन्धु-काठमाडौं बचत तथा ऋण सहकारी संस्था लि.,bank,"P89X+8FC, Boudhanath Sadak, Kathmandu 44600, Nepal",27.718322,85.3486351,1353.35,
ChIJZ0Mefrgb6zkRWQJ5v9g13f0,bank,Siddhartha Bank Limited.,bank,"P9CG+Q96, Gokarneshwor 44600, Nepal",27.7219017,85.3758809,1373.41,
ChIJkX4RXMYb6zkRQRWMCeGkDcQ,bank,Agricultural Development Bank Ltd. Jorpati Branch,bank,"P9CG+QHH, Boudha Rd, Gokarneshwor 44600, Nepal",27.7219312,85.3764696,1431.44,
ChIJw4Rx0LIZ6zkR3KRDm-Gzs94,bank,Maijubahal,bank,"P88X+R7Q, Kathmandu 44600, Nepal",27.7170932,85.34822679999999,1431.91,
ChIJP_El3OQZ6zkRULdUk-Bmbvg,bank,Arthasiddi Multipurpose Co-op,bank,"Boudhanath Marg, Kathmandu 44600, Nepal",27.7170591,85.3482318,1432.71,
ChIJ-Qx-MnsZ6zkRyAwcv9RDWAk,bank,Compass Saving and Credit Co.ltd,bank,"P89X+545, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7178937,85.3478597,1439.47,
ChIJEcTnOhFcAEkR8pa3DkmOe0w,bank,lympia mutipurpose co-operative td,bank,"Shankarjyoti Marg, Kathmandu 44600, Nepal",27.7170227,85.34814949999999,1441.7,
ChIJeTpG1LQZ6zkR_UkqjHMR_O4,bank,"Kamana Sewa Bikas Bank Ltd, Chabahil Branch",bank,"P89W+XWW, Kathmandu 44600, Nepal",27.719972,85.3473633,1443.46,
ChIJ3WUYLnsZ6zkRk9D7U1IPMeY,bank,Chandra Vinayak SACCOS,bank,"P89X+24P, Boudhanath Marg, Kathmandu 44600, Nepal",27.717594,85.3478289,1451.73,
ChIJSXj6krgb6zkR2EhqVZVzGsw,bank,Swadeshi Laghubitta Bittiya Sanstha Limited,bank,"Unnamed Road, P9FG+3PH, Kathmandu 44600, Nepal",27.7226941,85.37686219999999,1475.95,
ChIJGQAe4XgZ6zkR8E-RHMOQrrM,bank,Muktinath Bikas Bank Ltd. Chabahil Branch,bank,"P8CW+RQW, Gopi Krishna Marga, Kathmandu 44600, Nepal",27.722124,85.3469523,1477.52,
ChIJD_y2KnsZ6zkRxliASfp33Uk,bank,Global IME Bank Limited,bank,"Kathmandu Ring Rd, Kathmandu 44600, Nepal",27.7180238,85.347212,1497.27,
ChIJ8Y6gSdob6zkRyPVTH-aj0-g,bus_stop,Bauddha Bus Stand,bus_stop,"Gangalal Way, Kathmandu 44600, Nepal",27.7207062,85.3617498,78.31,
ChIJcVhk8N4b6zkRjIQktg7iFDU,bus_stop,Mahankal Oralo Chowk Bus Stop,bus_stop,"Boudhha, 44600, Nepal",27.7266408,85.3582844,685.83,
ChIJF_oBsc8b6zkR81tuqMAbto8,bus_stop,Old Bipul Chowk Bus Stop,bus_stop,"Gokarneshwor 44600, Nepal",27.71631,85.3670526,756.53,
ChIJWfTHu2IZ6zkRcDilXbWQ4JA,bus_stop,Hayat Regency,bus_stop,"Gangalal Way, Kathmandu 44600, Nepal",27.7192212,85.3540763,810.74,
ChIJszK-qN8b6zkRK4t4fMNa5SY,bus_stop,Bhrikuti Chowk Bus Stop,bus_stop,"6 Saraswatinagar Rd, Kathmandu 44600, Nepal",27.7273791,85.3570077,824.13,
ChIJsTJkE94b6zkRVPTt5l2CUCU,bus_stop,Tenzing Chowk,bus_stop,"Kapan, Budhanilkantha 44600, Nepal",27.7287847,85.35919229999999,865.59,
ChIJWxO2PWMZ6zkRnerlyrrqUcA,bus_stop,CHUCHEPATI BUS STOP,bus_stop,"Boudhanath Sadak, Kathmandu 44600, Nepal",27.719477,85.3514989,1049.53,
ChIJ8feu_8Yb6zkRLrq6YWD_O9A,bus_stop,Jorpati,bus_stop,"Jorpati-Sundarijal Road, Kathmandu 44600, Nepal",27.7217839,85.37265939999999,1056.04,
ChIJM-LwAMcb6zkRRR9rT9382k0,bus_stop,Lions Lab,bus_stop,"Boudha Rd, Gokarneshwor 44600, Nepal",27.721948,85.3732309,1113.11,
ChIJDzO6_98b6zkRgd5BK0i0m_c,bus_stop,Milan Chowk Bus Stop,bus_stop,"Kapan, Budhanilkantha 44600, Nepal",27.7298532,85.3550618,1159.29,
ChIJzc11cmAZ6zkRk5LfIPocqYU,bus_stop,Pancha Kumari Bus Stop,bus_stop,"Kapan, Budhanilkantha 44600, Nepal",27.7291339,85.3534993,1196.54,
ChIJN7R1cmAZ6zkRZQ1KrdIs3G8,bus_stop,Milan Chowk Bus Stop,bus_stop,"Kapan, Budhanilkantha 44600, Nepal",27.7292168,85.3534457,1206.84,
ChIJnUWz8mAZ6zkRG6Mll0hUChA,bus_stop,Narayan Chowk Bus Stop,bus_stop,"Boudhha, Budhanilkantha 44600, Nepal",27.728416700000004,85.3517935,1268.03,
ChIJkwD412AZ6zkRr2m3sUlW0ys,bus_stop,Kapan SaatTaley Chowk Bus Stop,bus_stop,"Kumaristhan, Budhanilkantha 44600, Nepal",27.7269565,85.35044429999999,1289.75,
ChIJg5Juiscb6zkRe5slx01Puus,bus_stop,Mother Hyolmo Bus,bus_stop,"जोरपाटी सडक, Gokarneshwor 44600, Nepal",27.720683,85.3755719,1344.12,
ChIJ138wM3sZ6zkRXrZAg0YSu1Y,bus_stop,Shanti Goreto Bus Stop,bus_stop,"Chabahil, Kathmandu 44600, Nepal",27.7178807,85.3479297,1433.23,
ChIJc_0YVWMZ6zkRcigdf-bxMjY,cinema,FCube Cinemas,movie_theater,"KL Tower, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7183323,85.35000509999999,1223.0,
ChIJl2GutpUZ6zkRPvWXKX7Rzec,cinema,20D Cinema,movie_theater,"4th Floor, P89X+7X KL Tower, Kathmandu, Chuchepati, Kathmandu 44600, Nepal",27.7182937,85.3500172,1223.06,
ChIJH-_xStob6zkRaBTg3LdqwbA,clinic,Old Tibetan Singing Bowl Shop,medical_clinic,"P9C6+GJM, Boudha Rd, Kathmandu 44600, Nepal",27.7213301,85.361547,39.25,
ChIJuTPqBgAb6zkRA-qSr9Ipu1I,clinic,Boudha Eye Care and Optical Center,medical_clinic,"P9C6+8JF, Kathmandu 44600, Nepal",27.7208074,85.3615446,75.57,
ChIJ5aAlN2cb6zkR1BafWiUZysA,clinic,Kantipur clinic pvt. ltd,medical_clinic,"Boudha Rd, Kathmandu 44600, Nepal",27.7207115,85.3622839,82.69,
ChIJAYN3SbYb6zkReUhfm04CaEU,clinic,Stupa Dental Studio - Dental Clinic in Kathmandu,dental_clinic,"GATE, Kathmandu 44600, Nepal",27.7205496,85.3618498,93.87,
ChIJHcqJR9ob6zkR3BRd1akZRWY,clinic,Clear Vision Optical & Eye Clinic,medical_clinic,"Boudhanath Sadak, Kathmandu 44600, Nepal",27.7206044,85.36149619999999,97.67,
ChIJxaRzPgAb6zkRBNT2ao3_Zdk,clinic,A1 pharmacy,medical_clinic,"757 Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7206553,85.3625058,98.87,
ChIJlx-qMdob6zkROOfNR_EAVzU,clinic,Siddhartha Dental Clinic,dental_clinic,"P9C6+89V, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7208552,85.3609161,117.02,
ChIJH8E9KZkb6zkRp4YCWBJkpqc,clinic,Aarogya Maxillofacial and DENTAL Care Pvt. Ltd.,dental_clinic,"Kathmandu 44100, Nepal",27.7204292,85.3627434,132.92,
ChIJR8GWcRcb6zkRiGGNrlF8JNE,clinic,KARMA PHYSIOTHERAPY AND REHABILITATION CENTER,medical_clinic,"Beside Patio 747, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7204795,85.3628817,137.27,
ChIJrX42OQAb6zkRLtOlBcokBuQ,clinic,Good Smile Dental,dental_clinic,"P9C7+53F, Boudha Rd, Kathmandu 44600, Nepal",27.720313,85.362624,137.39,
ChIJhcpYo4Ub6zkRlzqxeJGpsH8,clinic,Smart Eyes,medical_clinic,"P9C7+55F, Kathmandu 44600, Nepal",27.7204364,85.3629354,144.37,
ChIJSU1W8Nob6zkRgqogxjD73pg,clinic,Manjushree Acupuncture Treatment Centre,medical_clinic,"P9C7+67V, Boudhanath Sadak, Kathmandu 44600, Nepal",27.72061,85.3631807,149.79,
ChIJk1-tEgAb6zkRH5JiftrkLYM,clinic,Perfect Crown Dental Clinic,dental_clinic,"P9C6+682, Chabhil-Baudha-Jorpati Sadak, Kathmandu 44600, Nepal",27.7205156,85.36076910000001,150.79,
ChIJVyKFbgMb6zkRAary4vLXRUw,clinic,Maratika Sorig Healing Center - Traditional Tibetan Medicine,medical_clinic,"P9F6+4M5, Boudha - 6, Kathmandu 44600, Nepal",27.7227544,85.36174849999999,152.88,
ChIJr5_aSPYb6zkRgWru2Rb83cw,clinic,Buddha Tibetan Herbal,medical_clinic,"Boudha-6, Kathmandu 44600, 1 floor, next to Boudhanath Guest House. Opposite Boudha Main, बौद्ध सडक, काठमाडौँ 44600, Nepal",27.7202826,85.36289090000001,154.67,
ChIJ5y8W9Nob6zkRZNdlUIHlzDA,clinic,Chinese Dental Clinic,dental_clinic,"P9C7+45G, Boudha Rd, Kathmandu 44600, Nepal",27.720322,85.3629579,155.38,
ChIJhX0uUgAb6zkRNr1rJk6k95E,clinic,"Ideal Dental Care | Dental Clinic in Boudha, Kathmandu",dental_clinic,"near Pipalbot opposite to NMB Bank, Main Street, Kathmandu 44600, Nepal",27.7203755,85.36321869999999,169.02,
ChIJyeK_PFMb6zkRcUZTZ7Sp8iY,clinic,Shambhala complex Royal dental,dental_clinic,"P9C6+64Q, Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7205856,85.36035969999999,179.44,
ChIJZ7WeOAAb6zkR14qB3Ykcw_g,clinic,Stella optical house,medical_clinic,"P9C7+492, Kathmandu 44600, Nepal",27.7202868,85.36336790000001,186.56,
ChIJf_jZ22Ub6zkRehfIBRzkxbI,clinic,Lotus skin and Hair Clinic,skin_care_clinic,"6 Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7203487,85.3601257,212.84,
ChIJcc-dvtgb6zkRoDZlfzXMQOc,clinic,Aura life Physiotherapy and Acupuncture center,medical_clinic,"Dharatole, Kathmandu 44600, Nepal",27.7228823,85.3603478,228.25,
ChIJ8_25Ydgb6zkRe1zhMqdAKuc,clinic,New chhorten optical house,medical_clinic,"6 Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7205865,85.3641061,231.18,
ChIJT2dAztob6zkRPv3P8bZtmqM,clinic,स्तुपा सामुदायिक अस्पताल दन्त विभाग,dental_clinic,"P9C7+7XJ, Kathmandu 44600, Nepal",27.7207148,85.3648837,299.32,
ChIJgchZl18b6zkRBocCFbufX94,clinic,Dento Sphere Pvt. Ltd.,dental_clinic,"P9C5+3M7, Tushal-Mahankal Rd, Kathmandu 44600, Nepal",27.7201702,85.3591689,304.63,
ChIJk-OECeMZ6zkRNQ0V-Ptl7ts,clinic,Blurkart,medical_clinic,"tushal opposite kfc, Lalitpur 44600, Nepal",27.7203693,85.3586816,340.22,
ChIJwd-kai4Z6zkRTVyw74IhEXQ,clinic,Nice Smile Dental Care Pvt.LTD,dental_clinic,"6 Boudha - Jorpati Rd, Kathmandu 00977, Nepal",27.720490100000003,85.36525100000001,340.93,
ChIJx3uSFdkb6zkR-ejuqrPvKPg,clinic,Roma Clinic,medical_clinic,"P9F5+3CP, Boudhanath Sadak, Kathmandu 44600, Nepal",27.7227117,85.35858689999999,361.29,
ChIJh8PcFdkb6zkRFUxHHFGpRv0,clinic,Nimi Eye Clinic,medical_clinic,"बौद्ध-६, Boudhanath Sadak, Kathmandu 44600, Nepal",27.722688,85.358553,363.29,
ChIJ97jah2AZ6zkRNJWXGikBNEc,clinic,Swodhyan,health,"Town planning near Food park avenue, Kathmandu 44600, Nepal",27.7181293,85.3625793,367.99,
ChIJhzrXkXob6zkRP3A4oOnXlZM,clinic,Dental Park,dental_clinic,"Boudhanath Sadak, Kathmandu 44600, Nepal",27.7203183,85.35839709999999,368.53,
ChIJ77KRu9kb6zkRfzjMNdAxxME,clinic,Vision Concern Eye Clinic and Optical - Boudha,medical_clinic,"Boudha Opposite to KFC, Kathmandu 44600, Nepal",27.7202834,85.35838419999999,371.01,
ChIJw4eLNQAb6zkRp6WpfVbNXNU,clinic,Annapurna Dental Multi-speciality center,dental_clinic,"Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7202011,85.36559319999999,383.12,
ChIJw2vRXgAb6zkRLXdmrrMxL08,clinic,Pema Sorig Clinic पेमा सोरिग क्लिनिक པདྨ་གསོ་རིག་སྨན་ཁང་།,medical_clinic,"6 Buddha Path, Birendranagar 44600, Nepal",27.7243416,85.3641076,391.46,
ChIJD7aU5bob6zkR6gzUh2cKUYo,clinic,Angel's Dental Clinic,dental_clinic,"P995+6WX, Boudhadwar Marg, Kathmandu 44600, Nepal",27.7181251,85.3598785,415.9,
ChIJx4DMtdkb6zkRwhBOyVElkJU,clinic,Neem Kanti Dental Clinic,dental_clinic,"Boudha, Tushal, Kathmandu 44600, Nepal",27.719961,85.35786499999999,431.44,
ChIJg4u8ghIb6zkRNQGhtfR6-0M,clinic,Om Samyog Dental Clinic,dental_clinic,"Boudhanath Sadak, Kathmandu 44600, Nepal",27.7198822,85.35766199999999,453.24,
ChIJRXbHYQAb6zkRZ8B2DkkqYdg,clinic,Hung Odare CHU,medical_clinic,"P9C8+3GH, Gaunkharka 44600, Nepal",27.7201786,85.3663608,455.52,
ChIJk6rIQY4Z6zkRUBp14Bu-WSw,clinic,Lookscart,store,"Kathmandu 44600, Nepal",27.7208022,85.3665929,462.64,
