area,center_latitude,center_longitude,radius_m,study_area_sqkm,building_count,building_density_per_sqkm,total_building_footprint_sqm,building_coverage_percentage,named_building_count,unnamed_building_count
baneshwor,27.69396,85.33738,1500,7.0686,24953,3530.13,2610416.4,36.93,442,24511
