area,osmid,latitude,longitude
Baneshwor,1382902940,27.685972200000002,85.33143370000002
Baneshwor,1281233936,27.687350699999996,85.3276812
Baneshwor,1934727604,27.687230899999996,85.3278106
Baneshwor,1934727660,27.688704499999993,85.328206
Baneshwor,1347475695,27.687445099999998,85.3269755
Baneshwor,1347475715,27.6866912,85.3262236
Baneshwor,1281233942,27.683682600000004,85.3326516
Baneshwor,11055636761,27.6834809,85.3333214
Baneshwor,1931989910,27.6839409,85.3322163
Baneshwor,1931989899,27.68330829999999,85.3322506
Baneshwor,1281233950,27.690112299999996,85.32855120000002
Baneshwor,1281233983,27.689888399999997,85.3284505
Baneshwor,7734537008,27.6904138,85.3279543
Baneshwor,1931252816,27.682239999999997,85.341391
Baneshwor,1931981211,27.684437699999997,85.3409282
Baneshwor,1281233969,27.685826399999996,85.3412795
Baneshwor,1931981294,27.685698799999997,85.3411342
Baneshwor,1931981288,27.685539600000002,85.3413717
Baneshwor,1281233996,27.685948,85.3415107
Baneshwor,1281233979,27.6829664,85.3314944
Baneshwor,1281234030,27.682886799999995,85.3311514
Baneshwor,12955693455,27.683202599999998,85.331415
Baneshwor,1882485960,27.6818147,85.332075
Baneshwor,1882485977,27.6831734,85.3320512
Baneshwor,1945637529,27.6911148,85.328461
Baneshwor,1281233991,27.684829199999996,85.3299595
Baneshwor,1383959449,27.684663,85.3295638
Baneshwor,1932009891,27.684323899999995,85.3303767
Baneshwor,1931372210,27.685566799999997,85.3419152
Baneshwor,6671608037,27.6866772,85.3421413
Baneshwor,1281234011,27.68254509999999,85.3329334
Baneshwor,1931989896,27.682819700000003,85.33310340000001
Baneshwor,1931989862,27.6821279,85.3333304
Baneshwor,1281234019,27.684815,85.3286999
Baneshwor,7171225772,27.68558869999999,85.3292682
Baneshwor,5284629311,27.6854308,85.3279827
Baneshwor,1281234102,27.684393000000004,85.32909170000002
Baneshwor,1941172901,27.6859424,85.3301507
Baneshwor,1382902952,27.686616999999995,85.3304487
Baneshwor,1933346961,27.683494500000002,85.3308893
Baneshwor,1281234138,27.686184299999997,85.3327405
Baneshwor,1382902945,27.6861768,85.3320276
Baneshwor,1281234066,27.685051800000004,85.3324976
Baneshwor,6115155544,27.6841197,85.332013
Baneshwor,11986984704,27.686481899999997,85.3329746
Baneshwor,1281234059,27.6824545,85.3381303
Baneshwor,6084861447,27.682662099999998,85.3378941
Baneshwor,6398218864,27.682920199999998,85.3389879
Baneshwor,6084424918,27.681789,85.3368557
Baneshwor,1281234061,27.686686299999998,85.3312535
Baneshwor,1281234063,27.6826261,85.33000230000002
Baneshwor,2285895699,27.684012,85.3293675
Baneshwor,13828178687,27.682847699999993,85.3300347
Baneshwor,1932009903,27.684859300000003,85.3312752
